"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","typeStatus","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","class","fieldNumber","relatedCatalogItem","sex"
"11","2019-10-09 11:13:51-03","UFBA","ALCB","110670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, JL","Melo, E; Silva, M; et al.","10948","2012","03","06","Southern America","Brasil","Paraíba","Alagoa Nova","faz. Capim-acú, próximo ao açude, beira de estrada.","-35.72","-7.032778",NA,"2m de altura. Folhas membranáceas. Flores brancas.","ALCB037198","ALCB037198","2015",NA,NA,NA,"04","-35.72","-7.032778","338","338","10",NA,NA,NA,NA,NA
"12","2019-10-09 11:13:51-03","UFBA","ALCB","126062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Costa-Lima, JL; Jardim, JG; Melo, E; Silva, BM; Brito, EV; Silva, T","603","2011","12","09","Southern America","Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro.","-35.750556","-6.965556",NA,"ca, 2,0 m alt. Folhas membranáceas a cartáceas, discolores, face adaxial verde-escura, inferior verde-clara. Botões amarelados. Flores com cálice verde-claro, corola creme. Frutos imaturos verde-cinéreos, passando a vermelhos quando m","ALCB033069","ALCB033069",NA,NA,NA,NA,NA,"-35.750556","-6.965556","645","645",NA,NA,NA,NA,NA,NA
"13","2020-06-30 21:26:38-03","UFCG","CSTR","4874","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","T.Plowman","Almeida, F.C.P.","Almeida, F.C.P.","s.n.","2013","10","22",NA,"Brasil","Paraíba","Cuité","Caatinga arbustiva arbórea, solo pedregoso e raso","-36.033333","-6.45",NA,"P-27, 3-8m alt.,; Assentamento Brandão III",NA,NA,"2013",NA,NA,NA,"10","-36.033333","-6.45","450","450","22",NA,NA,NA,NA,NA
"14","2019-11-19 14:06:35-03","UFRPE","PEUFR","42481","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-lima","F.Moura; M.Correia","190","1995","05","31",NA,"Brasil","Pernambuco","Municipio de Jataúba",NA,NA,NA,NA,"Subarbusto; fruto imaturo verde.","PEUFR042481",NA,"2013",NA,NA,NA,"06",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"15","2020-04-22 16:19:08-03","UFPB","JPB","1383","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Xavier, LP","JPB1383","1947","02","14","Southern America","Brasil","Paraíba","Areia","Mata acima do aviário.","-35.691389","-6.963333",NA,"; DESC: Material incompleto.",NA,NA,"2002",NA,NA,NA,"12","-35.691389","-6.963333","618","618",NA,NA,NA,NA,NA,NA
"16","2020-04-22 16:19:08-03","UFPB","JPB","24773","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Veloso, TMG","3","1998","05","16","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,"; DESC: Flores alvas. Porte arbustivo.",NA,NA,"2002",NA,NA,NA,"07","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-04-22 16:19:08-03","UFPB","JPB","25049","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR","1701","1998","02","02","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,"; DESC: Arvoreta no sub-bosque.",NA,NA,"2002",NA,NA,NA,"12","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-04-22 16:19:08-03","UFPB","JPB","25490","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR; et al.","1707","1998","05","21","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,"; DESC: Arbusto.",NA,NA,"2002",NA,NA,NA,"12","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-04-22 16:19:08-03","UFPB","JPB","25777","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR","1861","1999","10","06","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro, Próximo ao açude Vaca Brava.","-35.741755","-6.971994",NA,"; DESC: Arbusto.",NA,NA,"2002",NA,NA,NA,"12","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-04-22 16:19:08-03","UFPB","JPB","26469","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Irisvaldo S. Nascimento","JPB26469","2001","02","08","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,NA,NA,NA,"2005",NA,NA,NA,"07","-35.741755","-6.971994",NA,NA,"25",NA,NA,NA,NA,NA
"21","2020-04-22 16:19:08-03","UFPB","JPB","27461","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Cunha, E","131","2001","04","20","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,NA,NA,NA,"2005",NA,NA,NA,"07","-35.741755","-6.971994",NA,NA,"25",NA,NA,NA,NA,NA
"22","2020-04-22 16:19:08-03","UFPB","JPB","28168","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR; et al.","1964","2000","02","16","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,"; DESC: Arvoreta.",NA,NA,"2002",NA,NA,NA,"12","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-22 16:19:08-03","UFPB","JPB","28173","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR; et al.","1966","2000","02","16","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-04-22 16:19:08-03","UFPB","JPB","41971","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Lima, RB","Medeiros, MM; Paulo; Rangel, AL","9","2003",NA,NA,"Southern America","Brasil","Paraíba","Maturéia","Pico do Jabre, Parcela 3","-37.383056","-7.257222",NA,"; HABITAT: Mata Atlântica. Floresta Estacional Semidecidual Montana.; DESC: Substrato argiloso. Árvore, cerca 6 m de altura.",NA,NA,"2009",NA,NA,NA,NA,"-37.383056","-7.257222","1021","1197",NA,NA,NA,NA,NA,NA
"25","2020-04-22 16:19:08-03","UFPB","JPB","50523","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, JL","Amorim, BS; Chagas, MA; Sampaio, VS; Porto, NM","1486","2012","03","07","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro, Interior da mata","-35.704167","-6.97",NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 4m alt., flores brancas, frutos verdes.","JPB0050523",NA,"2012",NA,NA,NA,"03","-35.704167","-6.97",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-04-22 16:19:08-03","UFPB","JPB","63252","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Moreira, LHL; Forzza, RC; Pontes, RA; Figueira, M; Schindler, B; Queiroz, RT","168","2017","05","19","Southern America","Brasil","Paraíba","Areia","Mata do Pau-Ferro, Mata de brejo de altitude .","-35.741755","-6.971994",NA,"; HABITAT: Floresta estacional tropical submontana.; DESC: Arbusto ca. de 2 m de altura. Folhas esverdadas de consistência coriácea. Flores de coloração alva.","JPB0063252",NA,NA,NA,NA,NA,NA,"-35.741755","-6.971994",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-22 16:19:08-03","UFPB","JPB","64101","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Araújo, LDA","15","2013","04","20","Southern America","Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro","-35.765039","-6.974131",NA,"Arbusto de caule lenticelado. Folhas simples, alternas, cartáceas. Flores brancas reunidas em fascículos. Frutos avermelhados na maturação. Substrato areno-argiloso.; HABITAT: Floresta Ombrófila Aberta; DESC: Arbusto de caule lenticel","JPB0064101",NA,NA,NA,NA,NA,NA,"-35.765039","-6.974131","558","558",NA,NA,NA,NA,NA,NA
"28","2021-03-18 16:51:53-03","UFPB","JPB","66623","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Gadelha Neto, PC","4352","2019","11","06","Southern America","Brasil","Paraíba","Areia","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","-35.715","-6.969722",NA,"; HABITAT: Floresta Ombrófila Aberta Submontana; DESC: Arbusto com cerca de 1,5m. Ramos acinzentados, lenticelados. Folhas simples, alternas, cartáceas. Flores alvas reunidas em fascículos axilares. Substrato areno-argiloso.","JPB0066623",NA,NA,NA,NA,NA,NA,"-35.715","-6.969722","53","53",NA,NA,NA,NA,NA,NA
"29","2020-04-22 16:19:08-03","UFPB","JPB","IFNPBRAPA299","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Schindler, B","Almeida, RAP","299","2017","06","15","Southern America","Brasil","Paraíba","Santa Rita",NA,"-35.100027","-7.019995",NA,"; DESC: Árvore. Conglomerado IFN-PB-70. Subunidade 4. Subparcela 9. Indivíduo 27.","IFNPBRAPA000299",NA,"2017",NA,NA,NA,"08","-35.100027","-7.019995",NA,NA,"29",NA,NA,NA,NA,NA
"30","2020-04-22 16:19:08-03","UFPB","JPB","25066","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, MIB","Barbosa, MR","1664","1997","11","23","Southern America","Brasil","Paraíba","Bananeiras","Campus da UFPB","-35.63330078125","-6.75",NA,"; DESC: Arvoreta no sub-bosque.",NA,NA,"2002",NA,"19965","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-21 19:34:06-03","UFC","EAC","54566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Loiola, M.I.B.","Melo, E.; Marques da Silva, B.; et al.","11066","2012","03","08","Southern America","Brasil","Paraíba","Alagoa Nova","brejo paraibano, fazenda Sr. José Roberto, vegetação aquática e mata ciliar, rio seco.","-35.759722","-7.078611",NA,"Arbusto, 2m; folhas discolores; flores brancas.","EAC0054566","EAC0054566","2012",NA,NA,NA,"06","-35.759722","-7.078611","416","416",NA,NA,NA,NA,NA,NA
"32","2021-03-21 19:34:06-03","UFC","EAC","57269","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Costa-Lima, J.L.; Jardim, J.G.; Melo, E.; Silva, B.M.; Brito, E.V.; Silva, T.","603","2011","12","09","Southern America","Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro.","-35.750556","-6.965556",NA,"Arbusto, 2m; folhas membranáceas a cartáceas, discolores, face adaxial verde-escura, abaxial verde-clara; botões amarelados, flores com cálice verde-claro, corola creme; frutos imaturos verde-cinéreos, passando a vermelhos quando madu","EAC0057269","EAC0057269",NA,NA,NA,NA,NA,"-35.750556","-6.965556","645","645",NA,NA,NA,NA,NA,NA
"33","2021-03-21 19:34:06-03","UFC","EAC","63372","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, J.L.","Costa-Lima, J.L.; Pessoa, E.","895","2013","03","11","Southern America","Brasil","Paraíba","Areia","Campus da UFPB, CCA","-35.714167","-6.966944",NA,"Projeto Floresta Atlântica.; Arbustivo ca. 1,5 m de altura. Folhas membranáceas, verde-claras. Botões amarelados. Flores longistilas alvas.; Mata nas proximidades do setor de Botânica.","EAC0063372","EAC0063372","2013",NA,NA,NA,"03","-35.714167","-6.966944","520","520",NA,NA,NA,NA,NA,NA
"34","2018-08-15 04:31:00-03","MO","MOBOT","101047746","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L. da Costa Lima","Pedro Fiaschi|J. Lima da Paixão|L.C. da J. Gomes|A.B. Rodrigues","Fiaschi 2777","2005","3","12","South America","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibitupã, ca. 20 km. Fazenda São Roque, ca. 10 km da entrada do ramal.","-39.7130556","-14.6408333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"35","2020-08-31 09:02:02-03","INPA","INPA","2381","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Moraes, JC de","714","1953","05","08","Southern America","Brasil","Paraíba","Areia","Escola de Agronomia do Nordeste.","-35.6916999816895","-6.96332979202271",NA,NA,"INPA0002381","INPA0002381 INPA0002381_e INPA0002381_e1",NA,"isotype","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-26 13:54:01-03","IMA","MAC","14440","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","M.N.Rodrigues","1607","2001","03","02",NA,"Brasil","Pernambuco","Camutanga",NA,"-35.274056","-7.408711",NA,"Arvoreta com ca. de 3m de altura. Inflorescência com flores cremes.; Mata Estacional semi-decidual.","MAC0014440","MAC0014440","2016",NA,NA,NA,"04","-35.274056","-7.408711",NA,NA,"15",NA,NA,NA,NA,NA
"37","2021-01-26 13:54:01-03","IMA","MAC","1870","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","R.P.Lyra-Lemos; G.L.Esteves; D.A.Lima","166","1981","06","09",NA,"Brasil","Alagoas","Arapiraca","Proximidades da torre da Embratel.","-36.663956","-9.755586",NA,"Arbusto. Flores brancas. Frutos amarelos.; Caatinga.","MAC0001870","MAC0001870","2016",NA,NA,NA,"04","-36.663956","-9.755586",NA,NA,"15",NA,NA,NA,NA,NA
"38","2021-01-26 13:54:01-03","IMA","MAC","2296","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","R.P.Lyra-Lemos; M.N.Rodrigues","520","1982","05","11",NA,"Brasil","Alagoas","Igací","Sítio Boa Vista.","-36.674147","-9.528792",NA,"Arbusto. Flores cremes.; Caatinga arbustiva arbórea.","MAC0002296","MAC0002296","2018",NA,NA,NA,"12","-36.674147","-9.528792",NA,NA,"28",NA,NA,NA,NA,NA
"39","2021-01-26 13:54:01-03","IMA","MAC","37280","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","G.B.Siqueira; D.Santos; L.M.Barbosa","11","2008","05","08",NA,"Brasil","Alagoas","Arapiraca","Serra da Mangabeira.","-36.663956","-9.755586",NA,"Subarbusto ca. 1.20 m de altura. Frutos vermelhos.; Agreste.","MAC0037280","MAC0037280","2015",NA,NA,NA,"04","-36.663956","-9.755586",NA,NA,"15",NA,NA,NA,NA,NA
"40","2021-01-26 13:54:01-03","IMA","MAC","37300","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","L.M.Barbosa; D.Santos; G.Barros","11","2008","05","01",NA,"Brasil","Alagoas","Arapiraca","Serra da Mangabeira.","-36.663956","-9.755586",NA,"Árvore ca. de 10m de altura. Flores laranjas.; Caatinga.","MAC0037300","MAC0037300","2016",NA,NA,NA,"04","-36.663956","-9.755586",NA,NA,"15",NA,NA,NA,NA,NA
"41","2021-02-04 10:27:27-03","UFRPE","HST","10429","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Ana dú Bocage; Andrade-Lima Rita Pereira","30","1981","06","09",NA,"Brasil","Alagoas","Arapiraca","descida do morro do Porco ou Morro da Microondas","-36.6610984802246","-9.7524995803833",NA,"Subarbusto. Flores alvas. Frutos arroxeados.","HST010429",NA,"2016",NA,"19227","auto","09",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"42","2021-03-01 11:54:47-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Costa-Lima, JL; Jardim, JG; Melo, E; Silva, BM; Brito, EV; Silva, T","603","2011","12","09",NA,"Brasil","Paraíba","Areia",NA,"-3.913944","-6.965556",NA,"Arbusto, ca. 2,0m alt. Folhas membranáceas a cartáceas, discolores, face adaxial verde-escura, inferior verde-clara. Botões amarelados. Flores com cálice verde-claro, corola creme. Frutos imaturos verde-cinéreos, passando a vermelhos quando maduros.;",NA,NA,NA,NA,NA,NA,NA,"-3.913944","-6.965556",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 11:54:47-03","UFPE","UFP","69508","PreservedSpecimen","Plantae",NA,"Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Costa-Lima, JL; Jardim, JG; Melo, E; Silva, BM; Brito, EV; Silva, T","603","2011","12","09",NA,"Brasil","Paraíba","Areia",NA,"-3.913944","-6.965556",NA,"Arbusto, ca. 2,0m alt. Folhas membranáceas a cartáceas, discolores, face adaxial verde-escura, inferior verde-clara. Botões amarelados. Flores com cálice verde-claro, corola creme. Frutos imaturos verde-cinéreos, passando a vermelhos q","UFP069508",NA,NA,NA,NA,NA,NA,"-3.913944","-6.965556",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 11:54:47-03","UFPE","UFP","80107","PreservedSpecimen","Plantae",NA,"Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, JL","Costa-Lima, JL; Pessoa, E","895","2013","03","11",NA,"Brasil","Paraíba","Areia",NA,"-35.714167","-6.966944",NA,"Arbustivo, ca. 1,5m alt. Folhas membranáceas, verde-claras. Botôes amarelados . Flores longistilas alvas.","UFP080107",NA,"2013",NA,NA,NA,"03","-35.714167","-6.966944","520","520",NA,NA,NA,NA,NA,NA
