"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","decimalLongitude","decimalLatitude","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","relatedCatalogItem"
"99","2019-10-07 09:38:53-03","UEFS","HUEFS","22869","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.Prado","2018",NA,NA,"Melo, E.","1574","1996","05","25","Brasil","Bahia","Itatim","Morro das Tocas","39W46'","12S42'","280","410",NA,"Encosta do Inselberg.",NA,NA,NA,"HUEFS0022869","Schizaeales","HUEFS0022869","-39.766667","-12.7","Polypodiopsida",NA,NA,NA,NA,NA
"100","2019-12-19 09:42:22-03","UEFS","HUEFS","23298","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner","J.Prado","2018",NA,NA,"França, F.","1727","1996","07","20","Brasil","Bahia","Itatim","Morro das Tocas.","39W42'","12S43'","280","410",NA,"Encosta rochosa, vegetação principalemnte arbustiva, entre e sobre rochas.",NA,NA,NA,"HUEFS0023298","Schizaeales","HUEFS0023298","-39.7","-12.716667","Polypodiopsida",NA,NA,NA,NA,NA
"101","2019-10-07 09:38:53-03","UEFS","HUEFS","63590","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Harley, R.M.","PCD5123","1997","02","05","Brasil","Bahia","Rio de Contas","Caminho para Lagoa Nova.","41W46'42''","13S47'42''","490","490",NA,"Caatinga. Solo arenoso com afloramentos rochosos.",NA,NA,NA,"HUEFS0063590","Schizaeales",NA,"-41.778333","-13.795","Polypodiopsida",NA,NA,NA,NA,NA
"102","2019-10-07 09:38:53-03","UEFS","HUEFS","25837","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Harley, R.M.","PCD3122","1996","06","27","Brasil","Bahia","Morro do Chapéu","Leito pedregoso do rio Ventura.","41W0'59''","11S40'54''","724","724",NA,"Afloramentos rochosos.",NA,NA,NA,"HUEFS0025837","Schizaeales",NA,"-41.016389","-11.681667","Polypodiopsida",NA,NA,NA,NA,NA
"103","2019-10-07 09:38:53-03","UEFS","HUEFS","26345","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Melo, E.","1939","1997","01","25","Brasil","Bahia","Itatim","Encosta com rocha exposta.","39W47'6''","12S45'9''",NA,NA,NA,NA,NA,NA,NA,"HUEFS0026345","Schizaeales",NA,"-39.785","-12.7525","Polypodiopsida",NA,NA,NA,NA,NA
"104","2019-10-07 09:38:53-03","UEFS","HUEFS","42507","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Giulietti, A.M.","1672","2000","01","02","Brasil","Bahia","Rio de Contas","Estrada Real, parte mais baixa.","41W57'","13S32'",NA,NA,NA,"Caatinga de encosta, na sombra.",NA,NA,NA,"HUEFS0042507","Schizaeales",NA,"-41.95","-13.533333","Polypodiopsida",NA,NA,NA,NA,NA
"105","2019-10-07 09:38:53-03","UEFS","HUEFS","43543","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Queiroz, L.P.de","5796","2000","02","09","Brasil","Bahia","Bom Jesus da Lapa","Morrão: ca 12.5 km NE a partir da estrada Bom Jesus da Lapa - Ibotirama, entrando a ca. 14 km N de Bom Jesus da Lapa.","43W13'34''","13S8'18''",NA,NA,NA,"Caatinga arbórea em morro com afloramentos graníticos.",NA,NA,NA,"HUEFS0043543","Schizaeales",NA,"-43.226111","-13.138333","Polypodiopsida",NA,NA,NA,NA,NA
"106","2019-10-07 09:38:53-03","UEFS","HUEFS","75017","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"França, F.","4813","2003","08","09","Brasil","Bahia","Serrinha","Serra da Torre.","39W4'3''","12S37'43''","200","606",NA,"Vegetação arbóreo-arbustiva antropizada, com formações herbáceo-arbustiva nos afloramentos. Solo argiloso-arenoso, regossolo nos afloramentos.",NA,NA,NA,"HUEFS0075017","Schizaeales",NA,"-39.0675","-12.628611","Polypodiopsida",NA,NA,NA,NA,NA
"107","2019-10-07 09:38:53-03","UEFS","HUEFS","4990","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Noblick, L.R.","4217","1985","07","17","Brasil","Bahia","Serra Preta",NA,"39W20'","12S10'",NA,NA,NA,NA,NA,NA,NA,"HUEFS0004990","Schizaeales",NA,"-39.333333","-12.166667","Polypodiopsida",NA,NA,NA,NA,NA
"108","2019-10-07 09:38:53-03","UEFS","HUEFS","5259","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Noblick, L.R.","4288","1985","08","14","Brasil","Bahia","Ipecaetá",NA,"39W17'","12S20'",NA,NA,NA,NA,NA,NA,NA,"HUEFS0005259","Schizaeales",NA,"-39.283333","-12.333333","Polypodiopsida",NA,NA,NA,NA,NA
"109","2019-10-07 09:38:53-03","UEFS","HUEFS","5296","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Noblick, L.R.","4325","1985","08","14","Brasil","Bahia","Ipecaetá",NA,"39W17'","12S20'",NA,NA,NA,NA,NA,NA,NA,"HUEFS0005296","Schizaeales",NA,"-39.283333","-12.333333","Polypodiopsida",NA,NA,NA,NA,NA
"110","2019-10-07 09:38:53-03","UEFS","HUEFS","76453","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Nascimento, J.O.V.","36","2003","08","08","Brasil","Bahia","Morro do Chapéu","Caminho para a Cachoeira do Ventura.","41W1'","11S41'",NA,NA,NA,"Caatinga. Local árido.",NA,NA,NA,"HUEFS0076453","Schizaeales",NA,"-41.016667","-11.683333","Polypodiopsida",NA,NA,NA,NA,NA
"111","2019-10-07 09:38:53-03","UEFS","HUEFS","97907","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Cardoso, D.","741","2005","07","14","Brasil","Bahia","Senhor do Bonfim","Fazenda Passaginha. Subida da Serra da Maravilha.","40W12'22''","10S22'43''","600","700",NA,"Mata estacional semidecídua em transição com caatinga.",NA,NA,NA,"HUEFS0097907","Schizaeales",NA,"-40.206111","-10.378611","Polypodiopsida",NA,NA,NA,NA,NA
"112","2019-10-07 09:38:53-03","UEFS","HUEFS","98598","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Souza, E.B.","1369","2005","07","27","Brasil","Bahia","Senhor do Bonfim","Trilha para a Serra a partir de Carrapichel.","40W12'21''","10S22'30''","710","710",NA,"Mata ciliar. Solo arenoso com cobertura escura.",NA,NA,NA,"HUEFS0098598","Schizaeales",NA,"-40.205833","-10.375","Polypodiopsida",NA,NA,NA,NA,NA
"113","2019-10-07 09:38:53-03","UEFS","HUEFS","207412","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Costa, J.A.","17","2014","05","21","Brasil","Bahia","Feira de Santana","Cuzeiro do Mocó.","9W2'46''","12S13'15''","258","258",NA,NA,NA,NA,NA,"HUEFS0207412","Schizaeales",NA,"-9.046111","-12.220833","Polypodiopsida",NA,NA,NA,NA,NA
"114","2019-10-07 09:38:53-03","UEFS","HUEFS","186476","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Melo, E.","11208","2012","07","19","Brasil","Bahia","Maracás","Fazenda Canabrava. Lajedo na base da Serra.","40W25'20''","17S21'47''","867","867",NA,"Caatinga.",NA,NA,NA,"HUEFS0186476","Schizaeales",NA,"-40.422222","-17.363056","Polypodiopsida",NA,NA,NA,NA,NA
"115","2019-10-07 09:38:53-03","UEFS","HUEFS","457","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Britto, K.B.","30","1982","07","08","Brasil","Bahia","Feira de Santana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0000457","Schizaeales",NA,"-38.9667015075684","-12.2666997909546","Polypodiopsida","46325","auto",NA,NA,NA
"116","2019-10-07 09:38:53-03","UEFS","HUEFS","2335","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Costa, A.L.","104","1970","09","25","Brasil","Bahia","Tanquinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0002335","Schizaeales",NA,"-39.1039009094238","-11.9785995483398","Polypodiopsida","16968","auto",NA,NA,NA
"117","2020-07-23 12:22:38-03","CEPLAC","CEPEC","132565","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata",NA,"A. Santiago",NA,NA,NA,"J. L. da Paixao","1683","2010","04","09","Brasil","Bahia","CAETITÉ","Coleta nos arredores da área de Preservação da INdústriaNuclear do Brail (INB).","42W16'21","13S50'27",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"-42.2725","-13.840833",NA,NA,NA,NA,NA,NA
"118","2020-07-23 12:22:38-03","CEPLAC","CEPEC","31649","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","mirabilis","Anemia mirabilis",NA,"S. R. S. Xavier",NA,NA,NA,"A. M. de Carvalho","1679","1983","04","14","Brasil","Bahia","BRUMADO","Km 36 da estrada Brumado/Caetité.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.6652984619141","-14.2035999298096",NA,"38387","auto",NA,NA,"30/07/2006"
"119","2021-01-12 15:23:32-03","UFMG","BHCB-SL","105615","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Dittrich, VAO","2014","08",NA,"Salino, A; Almeida, TE; Heringer, G; Viana, MM","11825","2007","03","16","Brasil","Minas Gerais","Bocaiúva","Cadeia do Espinhaço","-43.082611","-17.243389","625","625",NA,NA,"América",NA,NA,NA,NA,NA,"-43.082611","-17.243389",NA,NA,NA,NA,NA,NA
"120","2019-11-07 11:13:45-03","UFMG","BHCB-SL","98620","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Dittrich, VAO","2014","08",NA,"Salino, A; Almeida, TE; Heringer, G","10936","2006","05","08","Brasil","Minas Gerais","Conselheiro Pena",NA,"-41.284889","-19.269222","115","115",NA,NA,"América",NA,NA,NA,NA,NA,"-41.284889","-19.269222",NA,NA,NA,NA,NA,NA
"121","2016-08-23 09:46:44-03","NHMLondon","NHM-LONDON-BOT","BM000800313","S","Plantae","Pteridophyta","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner",NA,"2005",NA,NA,"George Gardner; b.1812; d.1849; Gardner","4087",NA,NA,NA,"Brasil","Goiás",NA,NA,"-49.675","-15.883333",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4932325",NA,NA,NA,"-49.675","-15.883333",NA,NA,NA,"Isotype",NA,NA
"122","2016-08-23 09:46:44-03","NHMLondon","NHM-LONDON-BOT","BM000800398","S","Plantae","Pteridophyta","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner","John Thomas Mickel; New York Botanical Garden; b.1934; Mickel","2005",NA,NA,"George Gardner; b.1812; d.1849; Gardner","2387",NA,NA,NA,"Brasil","Piauí",NA,NA,"-42.572108","-7.256631",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4932377",NA,NA,NA,"-42.572108","-7.256631",NA,NA,NA,NA,NA,NA
"123","2016-08-23 09:46:44-03","NHMLondon","NHM-LONDON-BOT","BM000800399","S","Plantae","Pteridophyta","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner","John Thomas Mickel; New York Botanical Garden; b.1934; Mickel","2005",NA,NA,"George Gardner; b.1812; d.1849; Gardner","2387",NA,NA,NA,"Brasil","Piauí",NA,NA,"-42.572108","-7.256631",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4932427",NA,NA,NA,"-42.572108","-7.256631",NA,NA,NA,"Isolectotype",NA,NA
