"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"203","2020-09-12 05:00:02-03","US","US","700953","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"O. Kuntze","s.n.","1892","11",NA,"Uruguay","Montevideo",NA,"Cerro de Montevideo",NA,NA,NA,NA,NA,NA,NA,"US02162443",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"204","2020-09-12 05:00:02-03","US","US","1098167","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"C. Osten","5284",NA,NA,NA,"Uruguay","Montevideo",NA,"Punta Gorda",NA,NA,NA,NA,NA,NA,NA,"US02162441",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"205","2020-09-12 05:00:02-03","US","US","1193659","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"H. M. Smith","3","1922","10","15","Uruguay",NA,NA,"Malvin",NA,NA,NA,NA,NA,NA,NA,"US02162439",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"206","2020-09-12 05:00:02-03","US","US","1858614","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Rosengurtt","B-4357","1944","11","5","Uruguay","San Jose",NA,"Barra del rio Sta Lucia",NA,NA,NA,NA,NA,NA,NA,"US02162438",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"207","2020-09-12 05:00:02-03","US","US","1193669","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"H. M. Smith","13","1922","10","14","Uruguay",NA,NA,"Pocitos",NA,NA,NA,NA,NA,NA,NA,"US02162434",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"208","2020-09-12 05:00:02-03","US","US","2046967","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"B. Rambo","43944","1949","10","17","Brazil","Rio Grande do Sul",NA,"Pr. San Leopoldo",NA,NA,NA,NA,NA,NA,NA,"US02162436","US02162436_01",NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"209","2020-09-12 05:00:02-03","US","US","700950","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"O. Kuntze","s.n.","1892","11",NA,"Uruguay","Montevideo",NA,"Cerro de Montevideo",NA,NA,NA,NA,NA,NA,NA,"US02162444",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"210","2020-09-12 05:00:02-03","US","US","2104434","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"A. L. Cabrera","10673","1950","12","8","Argentina","Buenos Aires",NA,"Partido de General Madariaga, Pinamar",NA,NA,NA,NA,NA,NA,NA,"US02162437",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"211","2020-09-12 05:00:02-03","US","US","1068026","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"A. Wetmore","779","1920","11","4","Argentina","Buenos Aires",NA,"Cape San Antonio, Lavalle",NA,NA,NA,NA,NA,NA,NA,"US02162435",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"212","2020-09-12 05:00:02-03","US","US","3732734","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.",NA,"Herter, Schulz, -- & -. Strahl","95a","1925","10",NA,"Uruguay","Montevideo",NA,"Cerro Montevideo, Republica Oriental Del Uruguay",NA,NA,NA,NA,NA,NA,NA,"US01253766",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"213","2020-09-02 16:21:39-03","Cenargen","CEN","46323","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","G. G. Hatschbach","Gert Guenther Hatschbach","72708","2001","11","14","Brasil","SC","LAGUNA","Cabo Santa Marta. Santa Catarina. Alt.: 3-5 m.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Radicante, capítulo amarelo. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00046323","CEN00046323","2001",NA,NA,NA,NA,NA,"Exsicatas",NA,NA,"21199","auto",NA,"1",NA,NA
"214","2019-12-09 17:29:27-03","UFPR","EFC","14543","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Völtz, R.R.","Völtz, R.R.; Santos, G.H.","711","2015","09","07","Brasil","Santa Catarina","Laguna","Farol de Santa Marta","-48.8206","-28.5963","-48.8206","-28.5963","40","40","Erva 0,2m alt., ramos soterrados, psamífila; capítulos amarelados; comum em ambiente de dunas. __COMMOM_NAME__: Margarida-da-praia, margarida-das-dunas","EFC014543",NA,"2015","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-15 18:25:35-03","USP","SPF","217451","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Sáenz, AA","Pace, MR","533","2014","11","23","Argentina","Buenos Aires","La Plata","Isla Martín García, Arenal central.","-58.252778","-34.183333","-58.252778","-34.183333","25","25","Erva ca. 25 cm alt, flores amarelas, folhas prateadas brilhantes.","SPF00217451",NA,"2014","11","24",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-11-13 11:16:35-03","USP","SPF","228113","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Heiden, G","Heiden, G","1104","2009","10","16","Brasil","Rio Grande do Sul","Rio Grande","Capão Seco, BR 392, próximo da praça de pedágio.","-52.288056","-32.0225","-52.288056","-32.0225","12","12",NA,"SPF00228113",NA,"2009","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2014-04-04 18:26:41-03","PNFM","IRAI","1112","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","Cabrera","Cordeiro, J.; Martin, V.C.","Ristow, R.","138","2009","09","06","Brasil","Santa Catarina","Bombinhas","Praia Quatro Ilhas","-48.486167","-27.154917","-48.486167","-27.154917",NA,NA,"Herbácea, 50 cm, capítulo e lígulas amarelas","IRAI00001112",NA,"2010","01","01","Magnoliophyta",NA,NA,NA,"subceratophyllus",NA,NA,NA,NA,NA,NA,NA
"218","2021-03-25 13:51:42-03","UNIVILLE","JOI","11338","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","E. Valduga","E. Valduga","109","2011","10","22","Brasil","Rio Grande do Sul","Balneário Pinhal","lagoa da Rondinha.","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,"22J - 0571117 6654689; HABITAT: dunas","JOI011338","JOI011338","2011","10","22",NA,NA,NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA
"219","2021-03-25 13:51:42-03","UNIVILLE","JOI","12853","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","JCM","Melo-Júnior, J.C.F.","1037","2011","11","09","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual Acaraí.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"AD/DP; HABITAT: restinga herbácea; HABITO: herbáceo","JOI012853","JOI012853",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA
"220","2019-10-07 09:11:58-03","UEFS","HUEFS","116055","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Hatschbach, G.","79611","2006","08","19","Brasil","Santa Catarina","Laguna","Praia do Gi","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Dunas","HUEFS0116055","HUEFS0116055",NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"21199","auto","Asteranae",NA,NA,NA
"221","2019-10-07 09:11:58-03","UEFS","HUEFS","13995","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Hatschbach, G.","57891","1992","08","21","Brasil","Santa Catarina","Imbituba","Farol.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"HUEFS0013995","HUEFS0013995",NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"18719","auto","Asteranae",NA,NA,NA
"222","2019-01-25 15:33:59-02","IAC","IAC","10895","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Lam.) DC.","K. Enrich","K. Enrich","1160","1945","10","25","Brasil","Rio Grande do Sul","Viamão","Campo do Varejão","-51.0233","-30.0811","-51.0233","-30.0811",NA,NA,NA,NA,NA,"1945","10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-07-23 11:59:29-03","CEPLAC","CEPEC","122233","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus",NA,"H. Robinson","G. Hatschbach","79647","2006","08","21","Brasil","Santa Catarina","laguna","Praia de Teresa.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,"30/12/2006"
"224","2020-11-04 17:28:40-03","UEM","HUEM","25754","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Verdi, M","Verdi, M","6250","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"Linha da praia; pilosa dos dois lados do limbo, coloração cinza, folha com ápice mucronado (sem lobos), flor amarela, arbusto 30 cm, indivíduo 1.","HUEM000001786","HUEM000001786","2012","09","27",NA,NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"225","2019-07-02 15:55:04-03","UEM","HUEM","2843","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Takeda","Inês J.Takeda","s.n.","1977","11","19","Brasil","Rio Grande do Sul","Torres","Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Polimorfismo foliar","HUEM000001787","HUEM000001787","1992","05",NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"226","2020-11-04 17:28:40-03","UEM","HUEM","1420","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Hatschbach, G","Hatschbach, G","50554","1986","08","22","Brasil","Santa Catarina","Laguna","Praia da Teresa, Dunas","-48.7807998657227","-28.4825000762939",NA,NA,"2","5","Reptante; capítulos amarelos","HUEM000001785","HUEM000001785","1986","09",NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"227","2020-11-12 16:58:29-03","UEL","FUEL","49862","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E","Valduga, E","109","2011","10","22","Brasil","Rio Grande do Sul","Balneário Pinhal","Lagoa da Rondinha nas dunas","-50.2327995300293","-30.2474994659424",NA,NA,"10","10",NA,NA,NA,"2011","10",NA,"Tracheophyta","Asterales",NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA
"228","2020-11-12 16:58:29-03","UEL","FUEL","51596","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6253","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","Praia de Salinas, topo da duna","-50.2056007385254","-30.1811008453369",NA,NA,"2","2",NA,NA,NA,"2012","09","27","Tracheophyta","Asterales",NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"229","2020-11-12 16:58:29-03","UEL","FUEL","51579","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M","Verdi, M","6256","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","Praia de Salinas, topo da duna com muito vento","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,NA,NA,NA,"2012","09","27","Tracheophyta","Asterales",NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"230","2020-11-12 16:58:29-03","UEL","FUEL","7254","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hatschbach, G","Hatschbach, G","50554","1986","08","22","Brasil","Santa Catarina","Laguna","Praia da Teresa","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,"1986","09",NA,"Tracheophyta","Asterales",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"231","2019-11-01 14:54:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hatschbach, G","Hatschbach, G; Silva, JM","57891","1992","08","21","Brasil","Santa Catarina","Imbituba","Farol","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"Prostrada. Capítulos amarelos; Campo graminoso da encosta de morro",NA,NA,"1992",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,"18719","auto",NA,NA,NA,NA
"232","2019-05-06 11:54:03-03","UFU","HUFU","68501","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Verdi, M.","Verdi, M.","6254","2012","09","27","Brasil","Rio Grande do Sul","Cidreira","Praia de Salinas","-50.2056007385254","-30.1811008453369",NA,NA,"2","2","Arbusto 30 cm. Folhas de dois tipos, sem lobos e três lobos suaves, flor amarela, indivíduo 4; Linha da praia","HUFU00055821","HUFU00055821","2012","09","20",NA,NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"233","2019-05-06 11:54:03-03","UFU","HUFU","26393","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C. & Barbosa, E.","72708","2001","11","14","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, radicante, capítulo amarelo.; Dunas fixas.","HUFU00055823","HUFU00055823","2001",NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"234","2019-05-06 11:54:03-03","UFU","HUFU","48776","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Robinson, H.","Hatschbach, G.; Barbosa, E.","79547","2006","08","21","Brasil","Santa Catarina","Laguna","Praia da Teresa","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, capítulo amarelo.; Encosta de Dunas.","HUFU00055822","HUFU00055822","2006",NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"235","2020-08-20 20:38:13-03","UFSC","FLOR","40575","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Trevisan, R.","Korte, A.","5403","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do Urubu.","-48.584722","-27.902222","48º35'5''W","27º54'8''S","36","36","erva terrícola, flor amarela","FLOR0040575",NA,"2011",NA,NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-08-20 20:38:13-03","UFSC","FLOR","19648","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Dillenburg, L.R.; Cestaro, L.A.","Jarenkow, J.A.; Cestaro, L.; Dillenburg, L.R. & Leite, S.L.C.","218","1985","11","02","Brasil","Rio Grande do Sul","Rio Grande","Estação Ecológica do Taim, Estrada do Albardão.","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"erva","FLOR0019648",NA,"1985",NA,NA,NA,"Asterales",NA,NA,NA,NA,"82892","auto",NA,NA,NA,NA
"237","2020-08-20 20:38:13-03","UFSC","FLOR","29537","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Queiroz, M.H. de","Queiroz, M.H. de","590",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Dunas de Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"herbáceo, flor amarela","FLOR0029537",NA,"1992",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"238","2020-08-20 20:38:13-03","UFSC","FLOR","5395","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Silva Filho, F.A. da","Silva Filho, F.A. da; Cardoso, J.F.A.","43","1982","10","16","Brasil","Santa Catarina","Florianópolis","Ilha do Campeche.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva, flor amarela, 0,5m altura","FLOR0005395",NA,"1983",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"239","2020-08-20 14:55:18-03","UFSC","FLOR","1971","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Klein, R.M.; Bresolin, A.","6188","1965","09","14","Brasil","Santa Catarina","Florianópolis","Jurerê, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"1","1","erva, flor amarela","FLOR0001971",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"240","2020-08-20 14:55:18-03","UFSC","FLOR","2221","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","5937","1964","10","07","Brasil","Santa Catarina","Florianópolis","Jurerê, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"2","2","erva rasteira, flor amarela","FLOR0002221",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"241","2020-08-20 14:55:18-03","UFSC","FLOR","51703","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Nuernberg, A.","Nuernberg, A.","1028","2012","09","12","Brasil","Santa Catarina","Florianópolis","PAERVE - Parque Estadual do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"15","15","Herbáceo, flor amarela. Cheiro de mel.","FLOR0051703",NA,"2012","09","12",NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"242","2020-08-20 14:55:18-03","UFSC","FLOR","2215","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","5828","1964","10","05","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","erva rasteira, flor amarela","FLOR0002215",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"243","2020-08-20 20:38:13-03","UFSC","FLOR","35038","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Guimarães, T.B.","Guimarães, T.B.; Falkenberg, D.B.","575","2004","07","27","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"subarbusto rastejante, flor amarela","FLOR0035038",NA,"2005",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"244","2020-08-20 20:38:13-03","UFSC","FLOR","35039","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Guimarães, T.B.","Guimarães, T.B.; Falkenberg, D.B.","562","2004","06","27","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"subarbusto rastejante, flor amarela","FLOR0035039",NA,"2005",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"245","2020-08-20 20:38:13-03","UFSC","FLOR","17829","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Fronza, M.","Souza, M.L.; Sá, M.R. de; Fronza, M. & Araujo, A.C.","917","1987","10","30","Brasil","Santa Catarina","Florianópolis","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"FLOR0017829",NA,"1987",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"246","2020-08-20 20:38:13-03","UFSC","FLOR","22417","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Souza, M.L.","Souza, M.L.; Falkenberg, D.B.","420","1984","10","26","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva rastejante, flor amarela","FLOR0022417",NA,"1984",NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"247","2020-08-20 14:55:18-03","UFSC","FLOR","8626","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Cardoso, J.F.A.","s.n.","1983","09","20","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Praia de Moçambique, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"1","1","herbáceo, rasteiro","FLOR0008626",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"248","2020-08-20 14:55:18-03","UFSC","FLOR","2218","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Klein, R.M.; Bresolin, A.","8840","1970","10","21","Brasil","Santa Catarina","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"2","2","flor amarela","FLOR0002218",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA
"249","2020-08-20 20:38:13-03","UFSC","FLOR","9577","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Falkenberg, D.B.","Falkenberg, D.B.","3020","1985","10","29","Brasil","Santa Catarina","Praia Grande","Estrada de Praia Grande a Itaimbezinho.","-49.9502983093262","-29.1966991424561",NA,NA,"800","800","rastejante, flor capítulo amarelo","FLOR0009577",NA,"1985",NA,NA,NA,"Asterales",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA
"250","2020-08-20 20:38:13-03","UFSC","FLOR","15029","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Falkenberg, D.B.","Falkenberg, D.B.","2996","1985","10","29","Brasil","Santa Catarina","Praia Grande","Estrada para Itaimbezinho.","-49.9502983093262","-29.1966991424561",NA,NA,"600","600","flor capítulo amarelo","FLOR0015029",NA,"1985",NA,NA,NA,"Asterales",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA
"251","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"King, PP","s.n.",NA,NA,NA,"Uruguay",NA,NA,"prope Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"King, PP","s.n.",NA,NA,NA,"?",NA,NA,"prope Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Sello, HL","s.n.",NA,NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"In sabulosis maritimis.; HABITAT: In sabulosis maritimis.",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2017-09-11 17:08:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Arechavaleta, J","4007",NA,NA,NA,"Uruguay",NA,NA,"Habitat in Uruguay, in sabulosis maritimis ad Montevideo etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
