"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","order","continentOcean","preparationType","barcode","imagecode","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2019-11-21 14:50:29-03","UFJF","CESJ","3072","PreservedSpecimen","Plantae","Lycopodiopsida","Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B. Øllg.","V.A.O. Dittrich","2014","01",NA,"L.B. Damazio","s.n.","1907",NA,NA,"Brasil","Minas Gerais","Caraça","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ003072","CESJ003072",NA,NA,NA,NA,NA
"12","2021-03-01 16:43:48-03","UNICAMP","UEC","144104","S","Plantae","Pteridophyta","Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Ollg.","Gissi, DS","2015","09",NA,"Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","8880","2004","11","18","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça, Parque do Caraçã on the trail to Pico do Inficionado.","-43.456972","-21.483333","-43.456972","-21.483333",NA,"1941","1941","Perennial herb. Entire plant dark marron in color when fresh. Occasional.; Campo rupestre.",NA,NA,NA,NA,"UEC055178","UEC055178",NA,NA,NA,NA,NA
"13","2019-11-06 09:56:07-03","UFOP","OUPR","10267","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.","Almeida, T.E.","2013","04","17","Baeta-Neves, A.T.","s.n.","1906",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Caraça, Alto da serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-06 09:56:07-03","UFOP","OUPR","10268","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.","Almeida, T.E.","2013","04","17","Irmão Marino","s.n.","1908",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Caraça, Alto da serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-06 09:56:07-03","UFOP","OUPR","10270","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.",NA,NA,NA,NA,"Baeta-Neves, A.T.","s.n.","1902",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Itacolomi",NA,NA,NA,NA,NA,NA,NA,"Erva. Campo pedregoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-06 09:56:07-03","UFOP","OUPR","10271","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.",NA,NA,NA,NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Alto do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:56:07-03","UFOP","OUPR","10272","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.","Almeida, T.E.","2013","04","17","Assumpção, G.J.","s.n.","1939",NA,NA,"Brasil","Minas Gerais","Nova Lima","Serra de Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,NA,"Erva. Campos altos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:56:07-03","UFOP","OUPR","10269","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schlecht.) B.Øllg.","Almeida, T.E.","2013","04","17","Schwacke, C.A.W.; Magalhães-Gomes, F.T. & Magalhães-Gomes, C.T.","s.n.","1893",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Batatal","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva. Sobre rochas","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-03 16:07:34-03","MNHN","RECOLNAT_MNHN_P","P01228505","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Damazio, L.",NA,"1907","1","1","Brasil","Minas Gerais",NA,"Alt. da Serra da Caraça.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228505' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228505","P01228505_01",NA,NA,NA,NA,NA
"20","2020-09-30 16:02:48-03","MNHN","RECOLNAT_MNHN_P","P01228506","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Claussen",NA,"1840","1","1","Brasil","Minas Gerais",NA,"Carapa.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228506' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228506","P01228506_01",NA,NA,NA,"349",NA
"21","2016-01-07 01:42:40-02","MNHN","RECOLNAT_MNHN_P","P00559279","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.","Cremers",NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hb Luerssen n°7049 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559279' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00559279","P00559279_01",NA,NA,NA,NA,NA
"22","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228493","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Glaziou, A.",NA,"1884","1","11","Brasil",NA,NA,"RJ - Minas. Sommet de la Carapuça, à 176m environ.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228493' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228493","P01228493_01",NA,NA,NA,"15801",NA
"23","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228494","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Glaziou, A.",NA,"1883","1","1","Brasil",NA,NA,"Environs de Rio-de-Janeiro et d´Ouro-Preto.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228494","P01228494_01",NA,NA,NA,"15801",NA
"24","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228495","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Glaziou, A.",NA,"1884","2","9","Brasil","Minas Gerais",NA,"Haut de l´ Itacolumy",NA,NA,NA,NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228495' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228495","P01228495_01",NA,NA,NA,NA,NA
"25","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228496","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Gounelle, E.",NA,"1888","12","1","Brasil","Bahia",NA,"Brésil. Prov. Bahia.",NA,NA,NA,NA,NA,"700",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228496","P01228496_01",NA,NA,NA,NA,NA
"26","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228497","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Irwin, H.S.|Harley, R.M.|Onishi, E.",NA,"1971","1","25","Brasil","Minas Gerais",NA,"Brésil. Serra do Espinhaço, summit of Serra da Caraça.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228497","P01228497_01",NA,NA,NA,"29064",NA
"27","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228498","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Schwacke",NA,"1893","9","18","Brasil","Minas Gerais",NA,"Min. Geraes. Serra de Capanema.",NA,NA,NA,NA,NA,"1800",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228498","P01228498_01",NA,NA,NA,"11997",NA
"28","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228499","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Schwacke",NA,"1891","11","1","Brasil","Minas Gerais",NA,"[Itacolumy]",NA,NA,NA,NA,NA,NA,NA,"9 fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228499","P01228499_01",NA,NA,NA,"7460",NA
"29","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228500","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Damazio, L.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Alto de Itaculumi",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228500' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228500","P01228500_01",NA,NA,NA,"203",NA
"30","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228502","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Adelaide",NA,NA,NA,NA,"Brasil","Paraná",NA,"Brésil. Prov. de Parana.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228502' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228502","P01228502_01",NA,NA,NA,NA,NA
"31","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228503","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Damazio, L.",NA,"1907","1","1","Brasil","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,"9 fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228503","P01228503_01",NA,NA,NA,NA,NA
"32","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228504","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Ule, E.",NA,"1892","3","1","Brasil","Minas Gerais",NA,"Nos altos da Serra de Caraça",NA,NA,NA,NA,NA,NA,NA,"9 fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228504' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P01228504","P01228504_01",NA,NA,NA,NA,NA
"33","2015-09-03 16:07:33-03","MNHN","RECOLNAT_MNHN_P","P01228501","PreservedSpecimen",NA,NA,"Pteridophyta","Huperzia","rubra","Huperzia rubra","(Cham.) Trevis.",NA,NA,NA,NA,"Schwacke",NA,"1891","11","14","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01228501' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"hb","P01228501","P01228501_01",NA,NA,NA,"7460",NA
"34","2019-06-10 10:11:00-03","FZB-BH","BHZB","3141","S","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber",NA,NA,NA,NA,NA,"Ordones, J. et al.","747","2001","02","18","Brasil","MG","Catas Altas","Caraça/ Pico do Sol","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-12-09 09:00:59-02","F","FMNH-PTERIDOPHYTES","C0664220F","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiaceae","Lycopodium","rubrum","Lycopodium rubrum","Cham. & Schltdl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"C0664220F","C0664220F_01",NA,"Lycopsida",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","600624","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Schltdl. & Cham.) B. Øllg.",NA,NA,NA,NA,"L. Damazio","s.n.","1904",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopodiales","South America - Neotropics",NA,"US00743757","US00743757_01 US00743757_02",NA,"Pteridophyte",NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2709567","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Schltdl. & Cham.) B. Øllg.",NA,NA,NA,NA,"H. S. Irwin, R. M. Harley & E. Onishi","29064","1971","1","25","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopodiales","South America - Neotropics",NA,"US00743756","US00743756_01 US00743756_02",NA,"Pteridophyte",NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","827076","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Schltdl. & Cham.) B. Øllg.",NA,NA,NA,NA,"Triana","s.n.",NA,NA,NA,"Colombia",NA,NA,"New Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopodiales","South America - Neotropics",NA,"US01382722",NA,NA,"Pteridophyte",NA,NA,"1"
"39","2020-03-04 20:43:24-03","UFMG","BHCB-SL","152219","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Salino, A",NA,NA,NA,"Gomes, M; Schwacke, CAW","576","1893","09","19","Brasil","Minas Gerais","Ouro Preto","Serra de Capanema, No pique (cume) do Batatal","-43.587778","-20.204167","-43.587778","-20.204167",NA,NA,NA,NA,NA,NA,"América",NA,"BHCB044223",NA,NA,NA,NA,NA,NA
"40","2020-03-04 20:43:24-03","UFMG","BHCB-SL","123343","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Salino, A",NA,NA,NA,"Viveros, RS; Salino, A; Oliveira, CT; Giacomin, LL","17","2008","08","26","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Caminho para o Pico da Conceição. Campo Rupestre.","-43.884111","-20.162167","-43.884111","-20.162167",NA,"1739","1739","Rupícola, entre velózeas.",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-03-04 20:43:24-03","UFMG","BHCB-SL","59275","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Øllgaard, BO","2014","08",NA,"Salino, A; Carvalho, FA; Morais, RO","6826","2001","05","19","Brasil","Minas Gerais","Catas Altas","Parque Natural da Serra do Caraça, Trilha para o Pico do Sol. Área com predomínio de Campo Rupestre.","-43.458667","-20.108639","-43.458667","-20.108639",NA,"1800","1800","Crescendo entre Vellozia em afloramento rochoso no campo rupestre, a 1800m de altitude",NA,NA,"América",NA,"BHCB006818",NA,NA,NA,NA,NA,NA
"42","2020-03-04 20:43:24-03","UFMG","BHCB-SL","164905","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Øllgaard, BO","2014","08",NA,"Almeida, TE; Giacomin, LL; Machado, TM; Falcão, BF; Gouvêa, YF","3333","2013",NA,NA,"Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Subida para o Pico do Sol, platô mantes da última subida, Campos de altitude e vegetação ripária","-43.448889","-2.11","-43.448889","-2.11",NA,"1860","1860","Erva rupícola em campo rupestre, associada a Vellozia. Micrófilos vermelhos, podendo ser verdes nos indivíduos muito jovens. Prensado em álcool.",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-03-04 20:43:24-03","UFMG","BHCB-SL","50168","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Salino, A",NA,NA,NA,"Vasconcelos, MF; Bomfim, RMS","s.n.","2000","01","08","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficcionado.","-43.4075012207031","-20.0746994018555",NA,NA,"11966","2040","2040","Crescendo entre arbustos de Vellozia sp. no campo rupestre.","auto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-03-04 20:43:24-03","UFMG","BHCB-SL","52441","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.",NA,NA,NA,NA,"Vasconcelos, MF","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-03-04 20:43:24-03","UFMG","BHCB-SL","1042","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.",NA,NA,NA,NA,"Senna","s.n.","1904",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-03-04 20:43:24-03","UFMG","BHCB-SL","3637","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.",NA,NA,NA,NA,"Senna","s.n.","1904",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Campo;talo","auto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-03-04 20:43:24-03","UFMG","BHCB-SL","77697","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","ruber","Phlegmariurus ruber","(Cham. & Schltdl.) B.Øllg.","Salino, A",NA,NA,NA,"Alves, RJV","5127","1996","06","11","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Pico do Sol, topo e adacências.","-43.4152984619141","-19.959400177002",NA,NA,"33136","2050","2050","Erva de 50 cm, ereta, rígida, candelabriforme, toda vinosa, sobre laje lisa de quartzito enegrecido por cianobactérias endolíticas, com declividade de 30 graus, exposição sul, em formação aberta de Velloziaceae do Campo Rupestre.","auto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
