"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"153","2020-08-20 14:58:16-03","UFSC","FLOR","6730","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Heringer, E.P.","8618","1961","08","28",NA,"Brasil","Distrito Federal","Brasília","Horto do Guará","-47.9296989440918","-15.7797002792358",NA,"Habitat: cerrado","FLOR0006730","FLOR0006730",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"154","2021-03-04 15:45:26-03","IF","SPSF","53865","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","I.S. Marques","G. Durigan et al.","s/n","1999","11","18","América do Sul","Brasil","SP","Agudos",NA,"-48.9799995422363","-22.4599990844727",NA,"GEOGRAFIA: Cerrado.;",NA,NA,NA,"2019",NA,NA,NA,NA,"Magnoliopsida","52219","auto","12","20",NA,NA,NA
"155","2021-03-04 15:45:26-03","IF","SPSF","53866","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","I.S. Marques","G. Durigan et al.","s/n","2001","06","07","América do Sul","Brasil","SP","Paranapanema",NA,"-48.7200012207031","-23.3799991607666",NA,"COLETA: Arbusto.; GEOGRAFIA: Cerrado.;",NA,NA,NA,"2019",NA,NA,NA,NA,"Magnoliopsida","29740","auto","12","20",NA,NA,NA
"156","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis montuosis prope Bom Jardim in parte dicta Sertam",NA,NA,NA,"Original herbarium: Camb.; Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","regeliana","Eugenia regeliana","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in Chapada de S. Marcos",NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis desertis",NA,NA,NA,"Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Stephan, MD","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Congonhas do Campo",NA,NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani angustifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in campis editis graminosis planitiei Chapada de S. Marcos",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in campis prope Villa Franca",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Carlos","in campis prope S. Carlos","-47.89","-22.01",NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
"163","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani angustifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in campis editis graminosis planitiei Chapada de S. Marcos",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in campis prope Villa Franca",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Carlos","in campis prope S. Carlos","-47.89","-22.01",NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
"166","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani","O.Berg",NA,"Stephan, MD","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Congonhas do Campo",NA,NA,NA,"Original herbarium: Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani angustifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in campis editis graminosis planitiei Chapada de S. Marcos",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in campis prope Villa Franca",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Carlos","in campis prope S. Carlos","-47.89","-22.01",NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
"170","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani angustifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"in campis editis graminosis planitiei Chapada de S. Marcos",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in campis prope Villa Franca",NA,NA,NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Eugenia","stephani","Eugenia stephani latifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Carlos","in campis prope S. Carlos","-47.89","-22.01",NA,"Variety not clear if angustifolia or latifolia",NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
"173","2020-10-26 09:32:40-03","UNEMAT","NX-FANEROGAMAS","2188","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Camb.","Proença C.","Kirkbride Jr J.H., Ferreira L.V.","5378","1983","09","05",NA,"Brasil","Distrito Federal","Brasília","Fazenda Água Limpa. Campo experimentel da UNB.","-47.916666667","-15.966666667",NA,"Pétalas e gineceu brancas.[HABITAT=Campo Cerrado]",NA,NA,NA,"1994","-47.916666667","-15.966666667","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-08 12:43:58-03","UFRGS","ICN","094594","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Heringer, EP","8618","1961","08","28","América do Sul","Brasil","DF","Brasília","Horto do Guará","-47.9296989440918","-15.7797002792358",NA,"Doação SP-79690; Cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","06",NA,NA,NA,NA
"175","2021-02-08 12:43:58-03","UFRGS","ICN","064110","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Hatschbach, G","32360","1973","08","26","América do Sul","Brasil","MS","Camapuã","Capão Redondo","-54.0438995361328","-19.531400680542",NA,"Doação Museu Botânico Municipal de Curitiba; Arbusto, 70cm, flor alva; Campo cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"123887","auto","06",NA,NA,NA,NA
"176","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Mattos, J.","Mattos, J.","s.n.","1976","12",NA,NA,"Brasil","São Paulo","Fazenda Santa Elisa no Instituto Agronômico de Campinas",NA,NA,NA,NA,"CULTIVADA. Árvore. Frutos maduros, amarelo-alaranjados","HAS0074078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74082","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Mattos, J.","Mattos, J.","11479","1964","05",NA,NA,"Brasil",NA,"procedência ignorada","Cultivada na Escola de Agricultura Luiz de Queiroz de Piracicaba",NA,NA,NA,"Árvore de tronco liso. Frutos passados. pitomba","HAS0074082",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-08-26 10:50:00-03","MCN-FZBRS","HAS","74425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","regeliana","Eugenia regeliana","O.Berg","Mattos, J.","Mattos, J.","s.n.","1962","11",NA,NA,"Brasil","Paraná","Jaguariaúva","divisa Arapoti",NA,NA,NA,"mata ciliar. Árv. 6m; fr. Maduros","HAS0074425",NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Mattos, J.","Amante, E.","s.n.","1962","08",NA,NA,"Brasil","Minas Gerais","Montes Claros","Montezuma","-43.8616981506348","-16.7350006103516",NA,NA,"HAS0074518",NA,NA,"1988",NA,NA,"1100","1100",NA,"72568","auto","06",NA,NA,NA,NA
"180","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74519","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Mattos, J.","Amante, E.","s.n.","1962","08",NA,NA,"Brasil","Minas Gerais","Montes Claros","Montezuma","-43.8616981506348","-16.7350006103516",NA,NA,"HAS0074519",NA,NA,"1988",NA,NA,"1100","1100",NA,"72568","auto","06",NA,NA,NA,NA
"181","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74442","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, J.E.Q.","Mattos, J.","s.n.","1987","09",NA,NA,"Brasil","São Paulo","a 2km oeste de Jeriquara.",NA,NA,NA,NA,"No cerradão. Subarbusto. Estéril.","HAS0074442",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA
"182","2019-11-21 10:11:32-03","IBt","SP","79690","S","Plantae",NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Heringer, EP","8618-812","1961","08","28",NA,"Brasil","Distrito Federal","Brasília","Horto do Guará. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,"SP028075","SP028075",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"183","2019-11-21 10:11:41-03","IBt","SP","345341","S","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria Jr, JEQ","Dalanesi, P","s.n.","2000","09","28",NA,"Brasil","Minas Gerais","Lavras","Poço Bonito, campo rupestre.","-44.999698638916","-21.2453002929688",NA,"Subarbusto 0,5m alt.","SP057101","SP057101",NA,"2014",NA,NA,NA,NA,NA,"20044","auto","06",NA,NA,NA,NA
"184","2015-09-04 06:09:08-03","UM","RECOLNAT_UM_MPU","MPU011156","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Cambessèdes","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"In campis montuosis prope Bom Jardim in parte deserta occidentalique provinciae Minas Geraës dicta Sertao",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011156' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011156","MPU011156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
