"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","stateProvince","county","verbatimLongitude","verbatimLatitude","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class"
"50","2019-11-21 10:12:52-03","IBt","SP","406538","S","Plantae",NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brasil","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo",NA,NA,NA,NA,NA,NA,NA,NA,"Rodrigues, VT; Vinhos, F","10","2003","01","15","São Paulo","Mogi das Cruzes",NA,NA,"Rodrigues, VT","-46.1883010864258","-23.5228004455566","28666","auto",NA,NA,NA,NA
"51","2019-11-21 10:12:52-03","IBt","SP","487849","S","Plantae",NA,NA,"Orchidaceae","Baptistonia","pauloensis","Baptistonia pauloensis","V.P.Castro & Laitano","Holotype",NA,"Brasil",NA,NA,NA,"SP003513","SP003513",NA,NA,NA,NA,"Castro, VP","VPCastro142","2009","12",NA,"São Paulo","Bragança Paulista",NA,NA,"Castro, VP","-46.5400009155273","-22.9500007629395","17597","auto","600","700",NA,NA
"52","2019-11-21 10:13:20-03","IBt","SP","30034","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033179","SP033179",NA,"2017","01",NA,"Hoehne, FC","s.n.",NA,NA,NA,"São Paulo",NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:13:20-03","IBt","SP","330889","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033180","SP033180",NA,"2017","01",NA,"Bicalho, HD","s.n.","1967","04","24","Mato Grosso","Dourados",NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 10:13:20-03","IBt","SP","47427","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033184","SP033184",NA,"2017","01",NA,"Heringer, EP","931","1941","03","10","Minas Gerais","Lavras",NA,NA,"Meneguzzo, TEC","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,NA,NA
"55","2019-11-21 10:13:20-03","IBt","SP","5448","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033183","SP033183",NA,"2017","01",NA,"Zikán, JF","3","1921","04","06","Minas Gerais","Passa Quatro",NA,NA,"Meneguzzo, TEC","-44.9667015075684","-22.3903007507324","17293","auto",NA,NA,NA,NA
"56","2019-11-21 10:13:20-03","IBt","SP","4506","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033182","SP033182",NA,"2017","01",NA,"Hoehne, FC","s.n.","1920","11","15","Minas Gerais","Poços de Caldas",NA,NA,"Meneguzzo, TEC","-46.5614013671875","-21.7877998352051","23696","auto",NA,NA,NA,NA
"57","2019-11-21 10:13:20-03","IBt","SP","330887","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Serra do Cipó",NA,NA,"SP033181","SP033181",NA,"2017","01",NA,"Bicalho, HD","s.n.","1965","09","19","Minas Gerais","Santana do Riacho",NA,NA,"Meneguzzo, TEC","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA
"58","2019-11-21 10:13:20-03","IBt","SP","330891","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Nacional de Sete Quedas",NA,NA,"SP033186","SP033186",NA,"2017","01",NA,"Bicalho, HD","s.n.","1967","04","29","Paraná","Guaíra",NA,NA,"Meneguzzo, TEC","-54.2557983398438","-24.0799999237061","33984","auto",NA,NA,NA,NA
"59","2019-11-21 10:13:20-03","IBt","SP","25435","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033185","SP033185",NA,"2017","01",NA,"Hoehne, FC","s.n.","1929","09",NA,"Paraná","Jaguariaíva",NA,NA,"Meneguzzo, TEC","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,NA,NA
"60","2019-11-21 10:13:20-03","IBt","SP","27432","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033187","SP033187",NA,"2017","01",NA,"Zikán, JF","s.n.","1931","04","11","Rio de Janeiro","Itatiaia",NA,NA,"Meneguzzo, TEC","-44.5633010864258","-22.4960994720459","19648","auto",NA,NA,NA,NA
"61","2019-11-21 10:13:20-03","IBt","SP","27312","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,"SP033189","SP033189",NA,"2017","01",NA,"Recch, P","19","1926",NA,NA,"São Paulo","Amparo",NA,NA,"Meneguzzo, TEC","-46.7599983215332","-22.7000007629395","18036","auto",NA,NA,NA,NA
"62","2019-11-21 10:13:20-03","IBt","SP","118044","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Fazenda Barreiro Rico. Cultivada no Jardim Botânico de São Paulo, fl. em 29/IX/1965",NA,NA,NA,NA,NA,"2017",NA,NA,"Bicalho, HD","67",NA,NA,NA,"São Paulo","Anhembi",NA,NA,"Meneguzzo, TEC","-48.1199989318848","-22.7800006866455","25656","auto",NA,NA,NA,NA
"63","2019-11-21 10:13:20-03","IBt","SP","330883","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Cultivada no Instituto de Botânica sob nº 3614, fl. X/1997",NA,NA,NA,NA,NA,"2017",NA,NA,"Nascimento, LR; Pereira, MA","s.n.","1963","07","17","São Paulo","Brotas",NA,NA,"Meneguzzo, TEC","-48.1199989318848","-22.2800006866455","26585","auto",NA,NA,NA,NA
"64","2019-11-21 10:13:20-03","IBt","SP","379032","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 12462, fl. 19-X-2005",NA,NA,"SP033188","SP033188",NA,"2017","01",NA,"Romanini, RP","s.n.",NA,NA,NA,"São Paulo","Cananéia",NA,NA,"Meneguzzo, TEC","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA
"65","2019-11-21 10:13:20-03","IBt","SP","56316","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"Gonçalves, P","s.n.","1949","10","24","São Paulo","Espírito Santo do Pinhal",NA,NA,"Meneguzzo, TEC","-46.7400016784668","-22.1900005340576","18890","auto",NA,NA,NA,NA
"66","2019-11-21 10:13:20-03","IBt","SP","46004","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"Sobral, J","s.n.","1941","10","13","São Paulo","Limeira",NA,NA,"Meneguzzo, TEC","-47.4000015258789","-22.5599994659424","20999","auto",NA,NA,NA,NA
"67","2019-11-21 10:13:20-03","IBt","SP","329382","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Mata do Trita",NA,NA,NA,NA,NA,"2017",NA,NA,"Catharino, ELM","2249","1998","09","22","São Paulo","Porangaba",NA,NA,"Meneguzzo, TEC","-48.1199989318848","-23.1700000762939","11217","auto",NA,NA,NA,NA
"68","2019-11-21 10:13:20-03","IBt","SP","81056","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Eugênio Lefévre, rodovia para Campos do Jordão",NA,NA,NA,NA,NA,"2017",NA,NA,"Handro, O","1107","1965","01","14","São Paulo","Santo Antonio do Pinhal",NA,NA,"Meneguzzo, TEC","-45.6599998474121","-22.8199996948242","10885","auto","1250","1250",NA,NA
"69","2019-11-21 10:13:20-03","IBt","SP","316266","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Pavuna, próximo ao limite do mun. de Botucatu com São Manuel pela rod. Marechal Rondon",NA,NA,NA,NA,NA,"2017",NA,NA,"Amaral Jr, A","1140","1972","09","22","São Paulo","São Manuel",NA,NA,"Meneguzzo, TEC","-48.5699996948242","-22.7299995422363","24793","auto",NA,NA,NA,NA
"70","2019-11-21 10:13:20-03","IBt","SP","28360","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Cidade Jardim",NA,NA,NA,NA,NA,"2017",NA,NA,"Zoéga, F","s.n.","1931","10","14","São Paulo","São Paulo",NA,NA,"Meneguzzo, TEC","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA
"71","2019-11-21 10:13:20-03","IBt","SP","1253","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Cult. no Museu Paulista",NA,NA,NA,NA,NA,"2017",NA,NA,"Hoehne, FC","s.n.","1918","01","10","São Paulo","São Paulo",NA,NA,"Meneguzzo, TEC","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA
"72","2019-11-21 10:13:20-03","IBt","SP","58828","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Serra da Cantareira",NA,NA,NA,NA,NA,"2017",NA,NA,"Kuhlmann, M","2814","1951","12","20","São Paulo","São Paulo",NA,NA,"Meneguzzo, TEC","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA
"73","2020-12-03 09:41:12-03","IBt","SP","315474","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,NA,"2017",NA,NA,"Martuscelli, P","s.n.","1987","01","28","São Paulo","Teodoro Sampaio",NA,NA,"Meneguzzo, TEC","-52.1599998474121","-22.5300006866455","54606","auto",NA,NA,NA,NA
"74","2020-12-03 09:41:12-03","IBt","SP","320159","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,NA,"2017",NA,NA,"Martuscelli, P","s.n.","1986","11","07","São Paulo","Teodoro Sampaio",NA,NA,"Meneguzzo, TEC","-52.1599998474121","-22.5300006866455","54606","auto",NA,NA,NA,NA
"75","2020-12-03 09:41:12-03","IBt","SP","320174","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,NA,"2017",NA,NA,"Martuscelli, P","198","1985","11","01","São Paulo","Teodoro Sampaio",NA,NA,"Meneguzzo, TEC","-52.1599998474121","-22.5300006866455","54606","auto","600","600",NA,NA
"76","2020-12-03 09:41:12-03","IBt","SP","320185","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,NA,"2017",NA,NA,"Martuscelli, P","s.n.","1986","10","28","São Paulo","Teodoro Sampaio",NA,NA,"Meneguzzo, TEC","-52.1599998474121","-22.5300006866455","54606","auto",NA,NA,NA,NA
