"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"1192","2021-03-04 15:43:59-03","IF","SPSF","08953","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","W.Hoehne","1821","1945","09","12","Brasil","SP","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,"1994","08","18",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"9448","auto","Magnoliopsida",NA,NA,NA,NA
"1193","2021-03-04 15:43:58-03","IF","SPSF","02651","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","D.Bento Pickel",NA,"1946","08","20","Brasil","SP","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"1994","08","18","Fazenda Estiva",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"23900","auto","Magnoliopsida",NA,NA,NA,NA
"1194","2021-03-04 15:43:59-03","IF","SPSF","21710","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","L.C.Bernacci","2175","1995","11","22","Brasil","SP","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"Instituto Agronômico",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 8m, frutos imaturos verdes, pintalgados; GEOGRAFIA: Na Sede, Avenida Barão de Itapura.&nf;Parque.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"23900","auto","Magnoliopsida",NA,NA,NA,NA
"1195","2021-03-04 15:43:58-03","IF","SPSF","47018","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(Ness)",NA,"D.Sampaio","157",NA,NA,NA,"Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual da Ilha do Cardoso",NA,NA,"COLETA: Borda de floresta. Parcela PEIC - Outra numeração 159.; GEOGRAFIA: Arredores do Centro de Pesquisa - Perequê. Floresta Alta de Restinga.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA
"1196","2021-03-04 15:43:59-03","IF","SPSF","42914","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","St. Hill & Tul.","J.B.Baitello","H.F.Leita-Filho & J.Y.Tamashiro",NA,"1985","12","03","Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"1996","05","15","Parque Estadual da Ilha do Cardoso",NA,NA,"COLETA: Mata de restinga.&nf;Arvoreta até 8m; tépalas esverdeadas e anteras brancas.&nf;Ex ESA-16135;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA
"1197","2021-03-04 15:43:58-03","IF","SPSF","15402","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(St. Hill & Tul.)",NA,"M.Sugiyama & P.C.Fernandes","966","1991","07","04","Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual da Ilha do Cardoso",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga do Pereirinha&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA
"1198","2021-03-04 15:43:59-03","IF","SPSF","33019","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","F.A.R.D.P.Arzolla","454","2004","01","28","Brasil","SP","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"2004","02","06","parque estadual da serra do mar, estrada de acesso a Pedra da Macela",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"1199","2021-03-04 15:43:59-03","IF","SPSF","17241","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","P.R.L.Moraes","P.L.R.Moraes",NA,"1994","01","10","Brasil","SP","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"1994","06","15","P.E.Serra do Mar - Núcleo Cunha",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"1200","2021-03-04 15:43:59-03","IF","SPSF","20433","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","P.R.L.Moraes","P.L.R.Moraes",NA,"1994","01","10","Brasil","SP","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"1994","06","15","P.E.Serra do Mar - Núcleo Cunha",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"1201","2021-03-04 15:43:59-03","IF","SPSF","06107","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","K.Kubitzki & A.C.Dias & J.B.Baitello","81-16","1981","02","11","Brasil","SP","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"1989","02","23","Reserva Florestal",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Vestigios de mata originária.&nf;Árvore 8m altura e 15cm de diâmetro; frutos de cúpula vermelha carnosa.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA
"1202","2021-03-04 15:43:59-03","IF","SPSF","21926","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","J.B.Baitello","J.B.Baitello","823","1997","08","25","Brasil","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,"1997","08","31","P.E.Juqueri",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo cerrado&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"12135","auto","Magnoliopsida",NA,NA,NA,NA
"1203","2021-03-04 15:43:59-03","IF","SPSF","17249","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","S.Gandolfi","S.Gandolfi",NA,"1984","07","18","Brasil","SP","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,NA,NA,"Aeroporto",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Mata Nesófila Semidecidua;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"26398","auto","Magnoliopsida",NA,NA,NA,NA
"1204","2021-03-04 15:43:59-03","IF","SPSF","42925","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","St. Hill & Tul.","S.Gandolfi","S.Gandolfi & C.L.F.Bezerra & H.F.Leitão-Filho",NA,"1984","06","20","Brasil","SP","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,NA,NA,"mata de Cumbica, Aeroporto",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"26398","auto","Magnoliopsida",NA,NA,NA,NA
"1205","2021-03-04 15:43:59-03","IF","SPSF","17251","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","R.Esteves","S.Gandolfi & C.L.F.Bezerra & H.F.Leitão-Filho","10505","1984","07","25","Brasil","SP","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,"1994","10","05","mata de Cumbica, Aeroporto",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 4,5m altura.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"26398","auto","Magnoliopsida",NA,NA,NA,NA
"1206","2021-03-04 15:43:59-03","IF","SPSF","25802","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","D.Sampaio","69","1999","01","06","Brasil","SP","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1999","06","28","E.Ecol.Chauás",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"1207","2021-03-04 15:43:59-03","IF","SPSF","29014","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","L.C.Souza","362","1998","08","01","Brasil","SP","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"2004","02","25","E.E.Instituto Florestal",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore de flores brancas; GEOGRAFIA: capao dos veados, mata&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"40712","auto","Magnoliopsida",NA,NA,NA,NA
"1208","2021-03-04 15:43:59-03","IF","SPSF","15064","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","R.Esteves","P.L.R.Moraes",NA,"1991","10","25","Brasil","SP","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,"Fazenda Campininha",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"39309","auto","Magnoliopsida",NA,NA,NA,NA
"1209","2021-03-04 15:43:59-03","IF","SPSF","18705","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","G.F.Arbocz","632","1994","08","11","Brasil","SP","Mogi Mirim","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,NA,NA,NA,"bairro Martim Francisco",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 6m; flores brancas, perfumadas.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"19575","auto","Magnoliopsida",NA,NA,NA,NA
"1210","2021-03-04 15:43:59-03","IF","SPSF","41285","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","St.Hil.",NA,"L.F.Yamamoto","251","1998","08","20","Brasil","SP","Pedreira","-46.9000015258789","-22.7399997711182",NA,NA,NA,NA,NA,NA,NA,"fazenda Bela Vista",NA,NA,"COLETA: Árvore 6m, flores verde/branca.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"12927","auto","Magnoliopsida",NA,NA,NA,NA
"1211","2021-03-04 15:43:59-03","IF","SPSF","28067","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","P.L.R.Moraes","2176","2000","08","12","Brasil","SP","Santo Antonio de Posse","-46.9099998474121","-22.6000003814697",NA,NA,NA,NA,"2001","05","31","Fazenda Palmital",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"14002","auto","Magnoliopsida",NA,NA,NA,NA
"1212","2021-03-04 15:43:59-03","IF","SPSF","39667","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","S.A.P.Godoy & G.M.P.Ferreira & D.L.Pereira & L.L. da Silva & R.J.F. Garcia","616","1995","06","22","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1999","07","28","bairro de Parelheiros",NA,NA,"COLETA: Árvore 18m altura e 25cm de DAP; caule de casca rugosa.&nf;Pedicelo cor vinho, flores verdes e stames alvos.; GEOGRAFIA: Camping Ana Paula;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"1213","2021-03-04 15:43:58-03","IF","SPSF","02789","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","D.Bento Pickel",NA,"1938","09","22","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1994","08","18","chacara dos Morrinhos",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Em pastagem;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"1214","2021-03-04 15:43:58-03","IF","SPSF","01080","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","B.Coe-Teixeira","D.Bento Pickel",NA,"1941","08","25","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"Penha",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Na mata;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"1215","2021-03-04 15:43:59-03","IF","SPSF","38481","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","H.Lorenzi","5635","2005","09","08","Brasil","SP","São Pedro","-47.9099998474121","-22.5400009155273",NA,NA,NA,NA,"2007","05","10","proximidades da cidade, ao longo das rodovia",NA,NA,"COLETA: Cerrado.&nf;Árvore com interesse econômico florestal, 5m altura, flores creme.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"19379","auto","Magnoliopsida",NA,NA,NA,NA
"1216","2021-03-04 15:43:59-03","IF","SPSF","30363","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","J.R.Guillaumon",NA,"2002","09","15","Brasil","SP","Vinhedo","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"2002","09","17","Condominio Estância Marambaia",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"9595","auto","Magnoliopsida",NA,NA,NA,NA
"1217","2021-03-04 15:43:59-03","IF","SPSF","28830","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","J.B.Baitello","J.R.Guillaumon",NA,"2001","11","04","Brasil","SP","Vinhedo","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"2001","11","06","Condominio Estância Marambaia",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: remanescente de desmatamento&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"9595","auto","Magnoliopsida",NA,NA,NA,NA
"1218","2021-03-04 15:43:58-03","IF","SPSF","04293","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.",NA,"D.Bento Pickel",NA,"1952","11","04","Brasil","SP","Helvetia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"na mata",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1219","2021-03-04 15:43:59-03","IF","SPSF","04334","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","A.R.Andrade",NA,NA,NA,NA,"Brasil","SP","Boa Vista",NA,NA,NA,NA,NA,NA,"1994","08","18",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1220","2021-03-04 15:43:59-03","IF","SPSF","04666","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","A.R.Andrade",NA,NA,NA,NA,"Brasil","SP","Boa Vista",NA,NA,NA,NA,NA,NA,"1994","08","18",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1221","2021-03-04 15:43:58-03","IF","SPSF","45124","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(Ness)","J.B.Baitello","R.B.Torres & N.Figueiredo & A.R.de Oliveira","254","1987","08","21","Brasil","SP","Itaberá","-48.412778","-23.49",NA,NA,NA,NA,"1988","01","30","Estação Ecológica","624","624","COLETA: Mata Secundária&nf;Árvore 8m altura; flores brancas, pouco perfumadas; pedunculos das flrores arroxeados.; GEOGRAFIA: Borda da mata;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1222","2021-03-04 15:43:59-03","IF","SPSF","17807","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","E.Tameirão Neto & M.S.Werneck","824","1991","11","03","Brasil","MG","Bonsucesso",NA,NA,NA,NA,NA,NA,"2000","05","10","Fazenda Mundo Novo",NA,NA,"COLETA: Mata&nf;Arbóreo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1223","2021-03-04 15:43:59-03","IF","SPSF","19871","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.",NA,"S.A.P.Godoy & D.L.Pereira & G.M.P.Ferreira & L.L. da Silva & R.J.F. Garcia","616","1995","06","22","Brasil","SP","São Paulo","-46.774444","-23.9",NA,NA,NA,NA,NA,NA,NA,"Parelheiros",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Área ajardinada.&nf;Árvore 8m altgura e DAP=25cm; caule de casca rugosa, pedicelo cor de vinho; flores verdes e estames alvos.; GEOGRAFIA: Camping Ana Paula.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1224","2021-03-04 15:43:59-03","IF","SPSF","20428","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","P.R.L.Moraes","C.S.Martins",NA,"1993","08","25","Brasil","SP","Lencois Paulista",NA,NA,NA,NA,NA,NA,"1994","06","21","mata",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1225","2021-03-04 15:43:59-03","IF","SPSF","25670","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","S.A.Nicolau","E.A.Anunciação","238","1993","06","25","Brasil","SP","Iguape","-47.25","-24.55",NA,NA,NA,NA,NA,NA,NA,"Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Beira de mata.&nf;Árvore 6m altura; sépalas verdes, estames alvos.; GEOGRAFIA: próximo da balsa do Grajauna.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1226","2021-03-04 15:43:58-03","IF","SPSF","34293","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora",NA,"Osny T. Aguiar","Natália M. Ivanauskas & Renato F. Lorza & Dirceu de Souza & Benedito Lopes","5018","2004","01","14","Brasil","SP","Sete Barras","-47.87","-24.203056",NA,NA,NA,NA,"2005","05","01","Bairro Rio Preto, 6a Gleba, Sítio do Sr. Olímpio, Floresta Ombrófila Densa.",NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 8m de altura e 29cm de perímetro à altura do peito. Matriz 2041;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1227","2021-03-04 15:43:59-03","IF","SPSF","35630","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","S. M. Carmello",NA,"1987","09","06","Brasil","SP","Campos do Jordão","-45.5","-22.751389",NA,NA,NA,NA,NA,NA,NA,"Pico do Itapeva",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: campo rupestre&nf;;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1228","2021-03-04 15:43:58-03","IF","SPSF","42915","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(Ness)","J.B.Baitello","K.D.Barreto & G.D.Fernandes & F.X.Vitti","1105","1993","08","26","Brasil","SP","Campos do Jordão","-47.55","-22.566667",NA,NA,NA,NA,"2010","03","23","Parque da Ferradura",NA,NA,"COLETA: Mata de altitude.&nf;Árvore, flores creme.&nf;Nome popular: canela; GEOGRAFIA: Ex ESA-14957&nf;Na borda da mata;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1229","2021-03-04 15:43:59-03","IF","SPSF","37182","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","N. Guerin & N.M.Ivanauskas & G.A.D.C. Franco & G.Durigan & S.C.P.M.Souza & M.Salvan","50","2006","08","16","Brasil","SP","Pedregulho","-47.450556","-20.238889",NA,NA,NA,NA,"2006","08","01","P.E.F.B.J. Núcleo Chapadão","763","763","COLETA: XLS: SPSFNovo; árvore, 4m, flores creme; GEOGRAFIA: Mata do Cinquentão, na estrada.&nf;UTM: X=243977 Y=7760158 ZONA=23K;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1230","2021-03-04 15:43:59-03","IF","SPSF","38256","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","J.B.Baitello","J. A. Pastore & R.Cielo-Filho & O. T. Aguiar & C.R.Lima & D.F.Bueno","1460","2006","08","03","Brasil","SP","Paranapanema","-48.762222","-23.516667",NA,NA,NA,NA,"2007","05","23","Estação Ecológica de Paranapanema",NA,NA,"COLETA: Arvoreta 3m, flores.; GEOGRAFIA: Trilha 2.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1231","2021-03-04 15:43:59-03","IF","SPSF","38569","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","J. B. Baitello","M. T. Z. Toniato & C. R. Lima & J. B. Baitello & R.Cielo-Filho","53","2007","07","26","Brasil","SP","Paranapanema","-48.747222","-23.521944",NA,NA,NA,NA,"2007","08","14","Estação Ecológica de Paranapanema","630","630","COLETA: Flor, 5m.; GEOGRAFIA: Borda de mata.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1232","2021-03-04 15:43:59-03","IF","SPSF","43339","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Cambess.","J.B.Baitello","M.A.Pizo","7","2002","09","08","Brasil","SP","Itatiba","-46.733333","-22.95",NA,NA,NA,NA,"2002","10","28","sitio Moinho Velho","800","800","COLETA: Mata Atlântica.&nf;Árvore 5m; flores brancas e amareladas.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1233","2021-03-04 15:43:58-03","IF","SPSF","50001","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(St. Hill & Tul.)","M.L.Brotto","M.L.Brotto & M.C.H.Mello","1813","2014","09","25","Brasil","PR","Adrianópolis","-49.821944","-24.918889",NA,NA,NA,NA,"2015","01","29","Estrada para o Parque Estadual das Lauráceas","981","981","COLETA: Árvore de 12m de altura; inflorescência avermelhada, flores com tépalas esverdeadas, estames brancos. Transição entre floresta Ombrófila Densa e Floresta Ombrófila Mista.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1234","2021-03-04 15:43:58-03","IF","SPSF","44020","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(Ness)","J.B.Baitello","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos","1483","2010","09","23","Brasil","SP","Angatuba","-48.803333","-22.996111",NA,NA,NA,NA,"2010","04","30","Estação Ecológica","750","750","COLETA: Árvore com 12 m de altura e com flores.; GEOGRAFIA: Floresta Estacional Semidecidual.&nf;Altitude aproximada de 750 m.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1235","2021-03-04 15:43:58-03","IF","SPSF","47903","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(St. Hill & Tul.)","J.B.Baitello","R.Cielo-Filho & J.N. Oliveiras","1240","2013","12","03","Brasil","PR","Medianeira","-54.034167","-25.280833",NA,NA,NA,NA,"2013","12","12",NA,"450","450","COLETA: Árvore 9 m, fruto verde; GEOGRAFIA: Sítio do Sr. Angelo Baratto&nf;Floresta Estacional Semidecidual, ribeirinha;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1236","2021-03-04 15:43:58-03","IF","SPSF","49862","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","(St. Hill & Tul.)","M.L.Brotto","J.T.Motta & J.M.Silva","4466","2014","09","22","Brasil","SC","Passos Maia","-52.051944","-26.69",NA,NA,NA,NA,NA,NA,NA,NA,"905","905","COLETA: Árvore, 6m; Flores alvas. Floresta Ombrófila Mista.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1237","2021-03-04 15:43:59-03","IF","SPSF","50481","PreservedSpecimen","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","J.B.Baitello","L.D.Thomaz",NA,NA,NA,NA,"Brasil","ES","Santa Lucia",NA,NA,NA,NA,NA,NA,"2016","05","10","Estação Ecológica de Santa Lúcia",NA,NA,"COLETA: Árvore odorífera. A2P39N1069;",NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
