"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","identifiedBy","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","fieldNumber","sex"
"11","2020-10-14 10:03:26-03","FURB","FURB","13458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Dreveck, S.; Carneiro, F.E.","923","2009","05","20","Brasil","Santa Catarina","Angelina","Rio do Meio.","-49.2277778","-27.5391666","-49.2277778","-27.5391666","809","809","Florística IFFSC 346(Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; clareira Habito: arbustiva; flor botão verde","FURB33194","FURB33194",NA,NA,NA,NA,NA,"Sobral, M",NA,NA,"2009",NA,NA,"07",NA,NA,NA,NA,NA
"12","2020-10-14 10:03:26-03","FURB","FURB","13645","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Verdi, M.; Hasckel, R.P. & Klemz, G.","2447","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","Fito IFFSC 468/S/89 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB33195","FURB33195",NA,NA,NA,NA,NA,"Sobral, M",NA,NA,"2009",NA,NA,"07","17",NA,NA,NA,NA
"13","2020-10-14 10:03:26-03","FURB","FURB","26896","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.","2158","2010","04","21","Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.05","-26.1016667","-49.0500000","-26.1016667","1150","1150","Florística IFFSC 1065 (Arbórea)","FURB02474","FURB02474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-14 10:03:26-03","FURB","FURB","60643","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Völtz, R.R.; Brotto, M.L.","1634","2017","08","26","Brasil","Paraná","Morretes","Parque Estadual do Marumbi.","-48.9147222","-25.4461111","-48.9147222","-25.4461111","950","950","Frutos cinéreos. Habitat: Floresta Ombrófila Densa montana Habito: Arvoreta","FURB60643","FURB60643",NA,NA,NA,NA,NA,"Ribeiro, C.L.",NA,NA,"2019",NA,NA,"12","18",NA,NA,NA,NA
"15","2019-11-08 08:53:48-03","FURB","FURB","5954","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Vieira, F.C.S.",NA,"2005","09","07","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200",NA,"FURB33196","FURB33196",NA,NA,NA,NA,NA,"Vieira, FCS",NA,NA,"2005","22441","auto","11","01",NA,NA,NA,NA
"16","2020-10-14 10:03:26-03","FURB","FURB","3130","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Jeremias, O.",NA,"2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"1000","1000","FNMA. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB33197","FURB33197",NA,NA,NA,NA,NA,"Sobral, M",NA,NA,"2002","16046","auto","02","09",NA,NA,NA,NA
"17","2019-08-16 08:40:15-03","UTFPR","HCF","27943","S","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","R.R. Völtz","1340","2017","07","22","Brasil","PR","Morretes","Parque Nacional Saint Hilaire/Lange","-48.688611","-25.627222","48°41'19 W","25°37'38 S","1500","1500","arvoreta 4 m. Botões florais com manchas vinosas, sépalas verdes e pétalas alvas. Interior de floresta de encosta.",NA,NA,NA,NA,NA,NA,NA,"M.L. Brotto",NA,NA,"2017",NA,NA,"09","18",NA,NA,NA,NA
"18","2020-12-21 16:36:43-03","MBM","MBM","3827","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Hatschbach, G.","17176","1997","09","13","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM003827","MBM003827",NA,NA,NA,"Southern America",NA,"Legrand, D.",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:36:43-03","MBM","MBM","53822","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Hatschbach, G.","16854","1967","08","02","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva, Lagoa","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM053822","MBM053822",NA,NA,NA,"Southern America",NA,"Sobral, M.",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:36:43-03","MBM","MBM","409880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1340","2017","07","22","Brasil","Paraná","Morretes","PARNA Saint-Hilaire/Lange","-48.688611","-25.627222","-48.688611","-25.627222","1500","1500","Arvoreta 4 m alt.; botões florais com manchas vinosas, sépalas verdes e pétalas alvas; interior de floresta de encosta.; Floresta Ombrófila Densa Altomontana.","MBM409880","MBM409880",NA,NA,NA,NA,NA,"Brotto, M.L.",NA,NA,"2017",NA,NA,"09","18",NA,NA,NA,NA
"21","2020-12-21 16:36:43-03","MBM","MBM","427221","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Dreveck, S.","923","2009","05","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM427221",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:36:43-03","MBM","MBM","197854","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Poliquesi, C.B.; Barboza, E.; Barboza, E.","523","1996","07","22","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, picada para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM197854","MBM197854",NA,NA,NA,"Southern America",NA,"Sobral, M.",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:36:43-03","MBM","MBM","204980","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Cordeiro, J.; Ribas, O.S.; Ribas, O.S.","1772","1996","11","30","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, picada para o Pico Paraná, próximo ao Abrigo I","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM204980","MBM204980",NA,NA,NA,"Southern America",NA,"Sobral, M.",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:36:43-03","MBM","MBM","260491","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Silva, J.M.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","3396","2001","08","18","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM260491","MBM260491",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:36:43-03","MBM","MBM","232653","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Soares, A.; et al.; et al.","131","1997","07","05","Brazil","Paraná","Morretes","Parque Estadual Marumbi, Ponta do Tigre","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM232653","MBM232653",NA,NA,NA,"Southern America",NA,"Sobral, M.",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:24:09-03","JBB","HEPH","17837","S","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Silva, JM da","3396","2001","08","18","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire trilha para o Pico Paranã","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Myrtales",NA,"Southern America",NA,"Sobral, M",NA,NA,"2001","55154","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:39:15-03","UFMG","BHCB","71205","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Silva, JM; Barbosa, E; Ribas, OS; Costa, EF","3396","2001","08","18","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Trilha para o Pico Paraná. Floresta atlântica da encosta do morro.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Árvore, 4m, flor alva.","BHCB010557","BHCB010557","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"2001","55154","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:39:15-03","UFMG","BHCB","173251","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Vieira, FCS","1284","2005","09","07","Brasil","Santa Catarina","Garuva","Serra Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200","Arvoreta, 2m. Corola branca.; Mata nebular.","BHCB017973",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"2005","22441","auto","11","01",NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","3197960","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D. Legrand","J.M. Silva","Silva 3396","2001",NA,NA,"Brazil","Rio Grande do Sul",NA,"Serro do Ibitiraquire, trilha para o Pico Parana. Mun. Campina Grand do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3198103","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D. Legrand","Gert G. Hatschbach","Hatschbach 17176","1967",NA,NA,"Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"D. Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-12-07 17:17:00-02","MO","MOBOT","3198175","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D. Legrand","C.B. Poliquesi|E. Barbosa","Poliquesi 523","1996",NA,NA,"Brazil","Paraná",NA,"Serra Ibitiraquire, picada para o Pico Parana > Mun. Campina Grande do Sul.",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3224855","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D. Legrand","J. Cordeiro","Cordeiro 1372","1996","11","30","Brazil","Paraná",NA,"Serra Ibitiraquire, subida ao pico Parana, proximo ao abrigo I (Mun. Campina Grande do Sul).",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-06-22 05:25:00-03","MO","MOBOT","2475535","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx cambajuvensis","D. Legrand","Pe. Raulino Reitz","Reitz 3488","1948","2","29","Brazil","Santa Catarina",NA,"Cambajuva, Fachinal",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cambajuvensis",NA,NA,NA
"34","2018-06-22 05:25:00-03","MO","MOBOT","2475554","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx sclerocalyx",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8993","1959","8","21","Brazil","Santa Catarina",NA,"Morro Spitzkopf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sclerocalyx",NA,NA,NA
"35","2018-06-22 05:25:00-03","MO","MOBOT","2475535","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx cambajuvensis","D. Legrand","Pe. Raulino Reitz","Reitz 3488","1948","2","29","Brazil","Santa Catarina",NA,"Cambajuva, Fachinal",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cambajuvensis",NA,NA,NA
"36","2020-08-31 09:07:44-03","INPA","INPA","203567","S","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Cordeiro, J","1372","1996","11","30","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida ao pico Paraná, próximo ao abrigo I.","-49.0553016662598","-25.3055992126465",NA,NA,"1200","1200",NA,"INPA0203567",NA,"Dicotyledon Com-Clade","Myrtales",NA,"Southern America",NA,"Sobral, MEG",NA,NA,"1999","55154","auto",NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","USw25615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D. Legrand","Collector unknown","24846",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2403532","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx sclerocalyx","D. Legrand","R. Reitz & R. M. Klein","8993","1959","8","21","Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"950","950",NA,"US00005360","US00005360_01",NA,"Myrtales","Isotype","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"sclerocalyx","1",NA,NA
"39","2019-12-09 17:30:23-03","UFPR","EFC","14385","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Vieira, R.S.","784","2015","07","06","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - trilha para o morro Cerro Verde","-48.8421","-25.2564","-48.8421","-25.2564","1510","1510","Árvore com 7 m na floresta altomontana. Com flores brancas e botões florais verdes.","EFC014385",NA,NA,NA,NA,NA,NA,"Vieira, R.S.",NA,NA,"2015",NA,NA,"07","06",NA,NA,NA,NA
"40","2019-12-09 17:30:21-03","UFPR","EFC","7524","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Rocha, M.R.; Soares, A.","66","1997","08","20","Brasil","Paraná","Morretes","P.E. Pico do Marumbi","-48.9144","-25.4499","-48.9144","-25.4499","1350","1350","Árvore de 6,5m de comprimento de fuste, entre Ponta do Tigre e Gigante a 1350m a.n.m. Flores alvas.","EFC007524",NA,NA,NA,NA,NA,NA,"Sobral, M.",NA,NA,"1997",NA,NA,"09","09",NA,NA,NA,NA
"41","2019-12-09 17:30:23-03","UFPR","EFC","16297","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Völtz, R.R.","1340","2017","07","22","Brasil","Paraná","Morretes","PARNA Saint-Hilaire/Lange","-48.6886","-25.6272","-48.6886","-25.6272","1500","1500","Arvoreta 4m, botões florais com manchas vinosas, sápalas verdes e pétalas alvas; interior de floresta de encosta. Floresta Ombrófila Densa Altomontana","EFC016297",NA,NA,NA,NA,NA,NA,"Brotto, M.L.",NA,NA,"2017",NA,NA,"09","18",NA,NA,NA,NA
"42","2021-03-25 13:52:50-03","UNIVILLE","JOI","18425","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Vieira, F.C.S.","2618","2019","06","21","Brasil","Santa Catarina","Garuva","Serra Queimada.","-49.035556","-26.102222","49º2'8''W","26º6'8''S","950","950",NA,"JOI018425",NA,NA,NA,NA,NA,NA,"Vieira, F.C.S.",NA,NA,"2019",NA,NA,"06","21",NA,NA,NA,NA
"43","2021-03-25 13:52:50-03","UNIVILLE","JOI","3385","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","F.C.S. Vieira","1284","2005","09","07","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200","; HABITAT: mata nebular; HABITO: arvoreta, terrestre","JOI003385","JOI003385",NA,NA,NA,NA,NA,"F.C.S. Vieira",NA,NA,"2005","22441","auto","11","01",NA,NA,NA,NA
"44","2021-03-25 13:52:50-03","UNIVILLE","JOI","6456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Mancinelli, W.S.","254","2005","05","21","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200","; HABITAT: Mata ciliar alto montana; HABITO: arvoreta, terrestre","JOI006456","JOI006456",NA,NA,NA,NA,NA,"F.C.S. Vieira",NA,NA,"2007","22441","auto","06","22",NA,NA,NA,NA
"45","2021-03-25 13:52:50-03","UNIVILLE","JOI","5002","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","F.C.S. Vieira","1811","2006","07","05","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"950","950","; HABITO: Árvore; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI005002","JOI005002",NA,NA,NA,NA,NA,"F.C.S. Vieira",NA,NA,"2006","37150","auto","12","20",NA,NA,NA,NA
"46","2020-09-22 13:48:58-03","USP","SPFW","1078","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Reitz ;Klein","8993","1959","08","21","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"950","950","Espécie inédita. Isotypus.",NA,NA,NA,NA,NA,NA,NA,"C.D.Legrand 1960",NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-12 17:01:57-03","UEL","FUEL","31693","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx","D.Legrand","Silva, JM; et al.","3396","2001","08","18","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, trilha para Pico Paraná, Pico Paraná [trilha para]","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"FUEL012118",NA,"Tracheophyta","Myrtales",NA,NA,NA,"Sobral, M",NA,NA,"2001","55154","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-04 15:45:26-03","IF","SPSF","29096","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sclerocalyx","Eugenia sclerocalyx",NA,"J.M.Silva","3396","2001","08","18","Brasil","PR","Campina do Sul","Serra do Ibitiraquire",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore, 4m de altura, flor alva. Floresta âtlantica da encosta de morro.; GEOGRAFIA: Floresta âtlantica da encosta de morro. Trilha para o Pico Paraná.;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"M.Sobral","Magnoliopsida",NA,"2001",NA,NA,"01","01",NA,NA,NA,NA
