"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","recordNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","continentOcean","class","order","fieldNumber","preparationType"
"11","2020-12-21 16:38:26-03","MBM","MBM","357050","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Spegel, J.L.","2010","03",NA,"Spegel, J.L.","2010","03","31","Brazil","Paraná","Matinhos","Balneário Saint Etiene","-48.5428009033203","-25.8174991607666","15275","Epífita, flores alvas, apicais, com uma ou duas flores de 1cm de diâmetro. Caule cilíndrico e fino. Ocorre na base de árvores, em locais sombrios e úmidos. espécie com ocorrência nova para o Paraná","MBM357050","auto",NA,"s.n.",NA,NA,"MBM357050",NA,NA,"Southern America",NA,NA,NA,NA
"12","2021-02-11 17:20:55-03","UFPR","UPCB","70649","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.",NA,NA,NA,NA,"Saavedra, M.M.","2008","05","06","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Epífita, pétalas e labelo alvos. Pedúnculo e ovário verde claros, frutos verdes, folhas com a face abaxial arroxeada. Associada a Pleurotalis nemorosa Barb. Rodr..",NA,NA,NA,"766","619","619",NA,"9999","9999",NA,NA,NA,NA,NA
"13","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12405",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","C. N. Fraga/2002",NA,NA,NA,"V. Demuner; et al","2000","04","11","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata do Martinelli","-40.617778","-19.931111",NA,"Terrestre, flor com branca rosada, fruto cor verde borda de mata secudaria, beira de estrada, lado direito. CULTIVO.","MBML012405",NA,NA,"899",NA,NA,NA,"40W37'4","19S55'52",NA,NA,NA,NA,NA
"14","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12275",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","C. N. de Fraga/10-11-2002",NA,NA,NA,"L. Kollmann; et al","2000","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Mata de encosta. Epifita a 3m na meia sombra. Folhas com a face abaxial avemelhada, face afaxial verde. Flores brancas.","MBML012275",NA,NA,"2755",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"15","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","13318",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Fraga/10-11-2002",NA,NA,NA,"C. N. de Fraga","1999","10","28","Brasil","Espírito Santo","Cariacica","Condomínio Rural Cantinho do Céu, divisa com a Reserva de Duas Bocas","-40.534722","-20.280833",NA,"Mata Atlântica de encosta, local com bastantes afloramentos rochosos no interior da floresta. Folhas verdes avermelhadas, frutos com peças florais.","MBML013318",NA,NA,"532",NA,NA,NA,"40W32'5","20S16'51",NA,NA,NA,NA,NA
"16","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","14752",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Fraga/10-11-2002",NA,NA,NA,"L. Kollmann; et al","2001","07","12","Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Epífita na sombra. Flores brancas.","MBML014752",NA,NA,"4183",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"17","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","16837",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Fraga/10-11-2002",NA,NA,NA,"R.R. Vervloet; et al","2002","04","16","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, em galho caído, flores totalmente branca, fruto imaturo de cor verde. Local arenoso, lado direito na 1° subida.","MBML016837",NA,NA,"130",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"18","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18082",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","L. Kollmann/26-03-2004",NA,NA,NA,"C. N. de Fraga","2001","06","16","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita, folhas verdes do lado abaxial vermelho vinho, flores brancas.","MBML018082",NA,NA,"763",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"19","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18656",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","R. R. Vervloet/2002",NA,NA,NA,"R.R. Vervloet; et al","2001","11","01","Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,"Epífita, fundo de vale, dossel 18m.","MBML018656",NA,NA,"1102",NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA
"20","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20994",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","A. P. Fontana. 24-03-2004",NA,NA,NA,"A. P. Fontana; et al","2003","03","23","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Epífita; flores brancas e ovário vinho.","MBML020994",NA,NA,"542",NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA
"21","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","25101",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","A. P. Fontana/25-05-2005",NA,NA,NA,"A. P. Fontana; et al","2005","05","25","Brasil","Espírito Santo","Santa Teresa","P.N.M. São Lourenço, trilha da Caixa D'Água","-40.620278","-19.923889",NA,"Epífita, flores brancas.","MBML025101",NA,NA,"1463",NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA
"22","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","31",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","C. N. de Fraga/10-11-2002",NA,NA,NA,"W. Boone","1985","04","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Flor alva, com folhas roxeadas no lado inferior, epífita sobre uma árvore a beira do rio Timbuí, em sombra de mata.","MBML000031",NA,NA,"364",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"23","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","330",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","C. N. de Fraga/10-11-2002",NA,NA,NA,"H. Q. Boudet Fernandes","1985","08","20","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita sobre arbusto, flores brancas, ciófila, mata, a beira do rio Timbuí.","MBML000330",NA,NA,"1436",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"24","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","333",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Fraga/10-11-2002",NA,NA,NA,"H. Q. Boudet Fernandes","1985","06","18","Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,"Epífita com flor alva de base roxa, ciófila, mata em alto de encosta.","MBML000333",NA,NA,"1270",NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA
"25","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","34239",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.",NA,NA,NA,NA,"M.M. Saavedra; et al","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.540556","-20.266667",NA,NA,"MBML034239",NA,NA,"766",NA,NA,NA,"40W32'26","20S16'0",NA,NA,NA,NA,NA
"26","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","345",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","C. N. Fraga/2002",NA,NA,NA,"J. M. Vimercat","1984","05","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Flores brancas, frutos jovens, crescia sobre tronco secos. Altitude 800m.","MBML000345",NA,NA,"158",NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA
"27","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","44571",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb. Rodr.","J. Freitas/04-08-2010",NA,NA,NA,"J. Freitas","2010","09","25","Brasil","Espírito Santo","Santa Maria de Jetibá","São José do Rio Claro. Prop. Alfredo Renok, trilha próxima a caixa d'água.","-40.613944","-20.335175",NA,"Epífita a 50cm. Flores brancas","MBML044571",NA,NA,"90",NA,NA,NA,"40W36'50,2","20S20'6,63",NA,NA,NA,NA,NA
"28","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","16935",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","R. R. Vervloet/2002",NA,NA,NA,"R.R. Vervloet; et al","2001","02","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de São Lourenço","-40.455278","-19.247222",NA,"Epífita, mata baixa, local sombreado. Flores brancas, frutos verdes.","MBML016935",NA,NA,"34",NA,NA,NA,"40W27'19","19S14'50",NA,NA,NA,NA,NA
"29","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","47135",NA,"Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb. Rodr.",NA,NA,NA,NA,"Chiron","2013","03","07","Brasil","Espírito Santo","Conceição do Castelo","Ribeirão do Meio","-41.2439002990723","-20.3682994842529","17824",NA,"MBML047135","auto",NA,"13143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-17 15:25:21-03","UNESP-RC","HRCB","11411","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb. Rodr.","J. E. L. S. Ribeiro",NA,NA,NA,"Garcia, F. C. P.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-17 15:25:21-03","UNESP-RC","HRCB","9337","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb. Rodr.","J. E. L. S. Ribeiro",NA,NA,NA,"Garcia, F. C. P.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-17 15:25:21-03","UNESP-RC","HRCB","9983","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb. Rodr.","J. E. L. S. Ribeiro",NA,NA,NA,"Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-22 18:29:53-03","USP","SPF","214298","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Anônimo",NA,NA,NA,"Saavedra, MM","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.533333","-20.266667",NA,NA,"SPF00214298",NA,NA,"766","619","619",NA,"-40.533333","-20.266667",NA,NA,NA,NA,NA
"34","2021-01-22 18:29:53-03","USP","SPF","233080","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","Anônimo",NA,NA,NA,"Saavedra, MM","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.533333","-20.266667",NA,NA,"SPF00233080",NA,NA,"766","619","619",NA,"-40.533333","-20.266667",NA,NA,NA,NA,NA
"35","2021-03-25 13:53:02-03","UNIVILLE","JOI","14875","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.","Mancinelli, W. S.","2009","04","28","Mancinelli, W.S.","2009","04","28","Brasil","Santa Catarina","Governador Celso Ramos","Gauchos.","-48.5592002868652","-27.3146991729736","13751","; HABITO: rupícola","JOI014875","auto",NA,"890","30","30",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-25 13:53:02-03","UNIVILLE","JOI","16504","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.","Mancinelli, W. S.","2015","03","14","Mancinelli, W.S.","2015","03","14","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","37150","; HABITO: Epífita; TIPO VEGETACIONAL: Floresta submontana","JOI016504","auto",NA,"1516","200","200",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-25 13:53:02-03","UNIVILLE","JOI","15424","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.","Mancinelli, W. S.","2010","04","30","Mancinelli, W.S.","2010","04","30","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","37150","Número de coleta: 1216-B; HABITO: Epífita","JOI015424","auto",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:19:59-03","UEFS","HUEFS","174950","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.",NA,NA,NA,NA,"Saavedra, M.M.","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Pau Amarelo, ex - Condomínio Rural Cantinho do Céu.","-40.533333","-20.266667",NA,"Floresta Ombrófila Densa Montana.","HUEFS0174950",NA,"Angiospermae","766","619","619","HUEFS0174950","40W32'0''","20S16'0''",NA,"Lilianae","Asparagales",NA,NA
"39","2019-07-09 12:46:56-03","F","FMNH-SEEDPLANTS","V0436819F","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum",NA,"RRC ID Flag",NA,NA,NA,"E. Pereira","1967","2","23","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"V0436819F",NA,"Spermatophyta","10557",NA,NA,"V0436819F_01 V0436819F_02",NA,NA,"South America","Monocotyledoneae",NA,"10557",NA
"40","2019-11-13 16:04:57-03","UNISANTA","HUSC","8011","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","M.Magenta","2012",NA,NA,"R. Guandalini","2012","11","03","Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B.","-46.25","-23.9899997711182","18989","Epífita com flores.; Floresta ombrofila densa.",NA,"auto","Magnoliophyta","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 16:04:57-03","UNISANTA","HUSC","8018","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","M.Magenta; R. Guandalini","2014","05",NA,"R. Guandalini","2012","03","22","Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B.","-46.25","-23.9899997711182","18989","Epífita com flores.; Floresta ombrofila densa.",NA,"auto","Magnoliophyta","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 16:04:57-03","UNISANTA","HUSC","8022","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.","M.Magenta; R. Guandalini","2014","05",NA,"R. Guandalini","2012","08","17","Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B.","-46.25","-23.9899997711182","18989","Epífita com fruto.; Floresta ombrofila densa.",NA,"auto","Magnoliophyta","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-20 20:37:53-03","UFSC","FLOR","22777","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.","Lenzi, M.","2011",NA,NA,"Lenzi, M.","2010","05","16","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.850833","-27.811944",NA,"epífito, flor branca. Planta cultivada após data de coleta até a floração, que se observou nos meses de novembro a janeiro.","FLOR0022777",NA,NA,"92","400","400",NA,"48º51'3''W","27º48'43''S",NA,NA,"Asparagales",NA,NA
"44","2020-08-20 20:37:53-03","UFSC","FLOR","3993","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.","Pabst, G.","1975",NA,NA,"Klein, R.M.; Bresolin, A.","1969","03","12","Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000","flor branca","FLOR0003993","auto",NA,"8246","300","300",NA,NA,NA,NA,NA,"Asparagales",NA,NA
"45","2020-08-20 14:54:45-03","UFSC","FLOR","38491","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.",NA,NA,NA,NA,"Venturi, S.","2008","04","01","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193","22435","flor branco-creme Habitat: floresta","FLOR0038491","auto",NA,"72",NA,NA,NA,NA,NA,NA,NA,"Asparagales",NA,NA
"46","2020-08-20 14:54:45-03","UFSC","FLOR","38486","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.",NA,NA,NA,NA,"Matos, J.Z. de; Venturi, S.","2007","02","28","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193","22435","epifítico, flor branco-creme. Tem fotos da planta viva.","FLOR0038486","auto",NA,"71",NA,NA,"FLOR0038486_v1 FLOR0038486_v10 FLOR0038486_v11 FLOR0038486_v12 FLOR0038486_v13 FLOR0038486_v14 FLOR0038486_v15 FLOR0038486_v16 FLOR0038486_v17 FLOR0038486_v18 FLOR0038486_v19 FLOR0038486_v2 FLOR0038486_v3 FLOR0038486_v4 FLOR0038486_v5 FLOR0038486_v6 FLOR0038486_v7 FLOR0038486_v8 FLOR0038486_v9",NA,NA,NA,NA,"Asparagales",NA,NA
"47","2017-09-11 17:11:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in sylvis virgineis supra arbores ad Serra do Rodeio prov. Rio de Janeiro",NA,NA,NA,"Floret Februario",NA,NA,NA,"s.n.",NA,NA,"P03P5N0041",NA,NA,"Southern America",NA,NA,NA,NA
"48","2017-09-11 17:11:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","geniculatum","Epidendrum geniculatum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in sylvis virgineis supra arbores ad Serra do Rodeio prov. Rio de Janeiro",NA,NA,NA,"Floret Februario",NA,NA,NA,"s.n.",NA,NA,"P03P5N0041",NA,NA,"Southern America",NA,NA,NA,NA
"49","2017-09-11 17:11:45-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","hololeucum","Epidendrum hololeucum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in arboribus ad Serra do Mar prov. Rio de Janeiro",NA,NA,NA,"Floret Junio",NA,NA,NA,"s.n.",NA,NA,"P03P5N0042",NA,NA,"Southern America",NA,NA,NA,NA
