"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1843508","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. C. Barneby",NA,NA,NA,"S. A. Mori","21309","1990","06","14","Brazil","Amazonas",NA,"Rio Negro, Ilha Baependi and vicinity.","-61","-2.133333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843508","NY01843508_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01479684","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J. W. Grimes",NA,NA,NA,"C. A. Cid Ferreira","2422","1980","08","12","Brazil","Pará","Oriximiná","Rio Trombetas, margem esquerda, lago Iripixi.","-55.8319992","-1.7682579",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1827819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479684","NY01479684_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1843444","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","E. D. da Silva",NA,NA,NA,"S. A. Mori","11363","1979","02","06","Brazil","Bahia","Maraú","Ponta do Mutá (Porto de Campinhos). Folha SD 24 (14-39b).","-38.9517689","-13.933734",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2062394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843444","NY01843444_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1843535","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"G. T. Prance","8305","1968","11","12","Brazil","Rondônia",NA,"Trail north of Rio Madeira from 2 km. below confluence of Rio Abunã","-65.45147","-9.654832",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843535","NY01843535_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"15","2016-09-30 11:08:00-03","NY","NYBG","1843591","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"A. Sehnem","12955","1972","02","09","Brazil","Rio Grande do Sul",NA,"Imbé - Tramandaí",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077846' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843591","NY01843591_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1843505","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"G. T. Prance","1319","1965","09","17","Brazil","Pará",NA,"Rios Pacaja and Muirapiranga. West bank of Rio Pacaja, opposite Ilha de Breu.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076389' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843505","NY01843505_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"17","2016-09-30 11:08:00-03","NY","NYBG","1843624","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"L. Riedel","1127","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843624","NY01843624_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1843442","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","E. D. da Silva",NA,NA,NA,"G. F. Ledingham","4428","1966","01","15","Brazil","Rio de Janeiro",NA,"Private yacht club.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2062392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843442","NY01843442_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1843644","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"A. Gehrt","s.n.","1935","11","15","Brazil","São Paulo","Santos","Santos, Praia de José Menino","-46.350761","-23.970551",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078565' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843644","NY01843644_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1843524","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"R. S. Cowan","38603","1954","11","26","Brazil","Amapá",NA,"Serra do Navio, Rio Amapari. Vine at edge of clearing of Camp, left bank of river.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843524","NY01843524_01",NA,NA,"70","300","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1843527","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","M. T. K. Arroyo",NA,NA,NA,"G. T. Prance","8048","1968","10","29","Brazil","Amazonas","Lábrea","Basin of Rio Purus area. Lago Preto, 3km. North of Lábrea. Flooded lake bank.","-64.7982109","-7.23797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843527","NY01843527_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1843534","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"G. T. Prance","6590","1968","07","30","Brazil","Rondônia",NA,"Basin of Rio Madeira. Vicinity of Cachoeira Madeira, Rio Madeira.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843534","NY01843534_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"23","2016-09-30 11:08:00-03","NY","NYBG","1843646","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"B. J. Pickel","3720","1934","10","17","Brazil","Pernambuco",NA,"Tapera","-35.18","-8.12",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843646","NY01843646_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"24","2016-09-30 11:08:00-03","NY","NYBG","1843570","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"G. Davidse","11561","1976","03","30","Brazil","Minas Gerais","Medina","11 km N of Medina along Highway BR-116","-41.4767","-16.2225",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843570","NY01843570_01",NA,NA,"590","590","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"25","2016-09-30 11:06:00-03","NY","NYBG","1843507","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"S. R. Hill","13046","1983","07","09","Brazil","Amazonas",NA,"Ilha Tubinambarana, paraná Urariá, white water, between rio Abacaxis and Rio Paraconi, varzea.","-58.5","-3.833333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843507","NY01843507_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1843642","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"G. Eiten","6221","1965","02","19","Brazil","São Paulo","Iguape","East point of Iguape Island, about 1 km from mouth of Rio Ribeira at ocean. Beach along shore of Rio Ribeira.","-47.4","-24.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078561' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843642","NY01843642_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","88458","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. C. Barneby",NA,NA,NA,"D. E. Williams","994","1989","09","16","Bolivia","El Beni","José Ballivián","Carmen Florida, Río Beni, 7km upstream from Rurrenabaque, Tacana Indian village","-67.5","-14.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088458",NA,NA,NA,"320","320","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"28","2016-09-30 11:07:00-03","NY","NYBG","1843523","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"R. de Lemos Fróes","20631","1945","04","02","Brazil","Amazonas","Fonte Boa",NA,"-66.0916976928711","-2.51389002799988",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076453' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843523","NY01843523_01","142505","auto",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02679254","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"A. P. Duarte","5176","1959","11",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Lagoa Rodrigo de Freitas","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2945752' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679254","NY02679254_01","57442","auto",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"30","2016-09-30 11:08:00-03","NY","NYBG","1843645","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"T. Hymowitz","2052","1966",NA,NA,"Brazil","São Paulo","Matao","Matao. Cultivated in IRI experimental plot","-48.3600006103516","-21.6000003814697",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078566' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843645","NY01843645_01","26922","auto",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1843641","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"M. Kuhlmann","2975","1954","07","29","Brazil","São Paulo","Itanhaém","Praia Grande","-46.502069","-24.003914",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843641","NY01843641_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1843445","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","E. D. da Silva",NA,NA,NA,"R. M. Harley","18546","1977","02","03","Brazil","Bahia",NA,"Near Maraú 20 km North from road junction from Maraú to Ponta do Mutá.","-38.95","-13.95",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2062395' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843445","NY01843445_01",NA,NA,NA,"50","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1738322","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"P. da C. Gadelha Neto","3309","2012","05","26","Brazil","Paraíba","João Pessoa","Jardim Botânico. Trilha do Rio. Floresta Estacional Semidecidual das Terras Baixas.","-34.86","-7.1369",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1996585' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738322","NY01738322_01",NA,NA,"28",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1843648","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"P. K. H. Dusén","8648","1909","12","02","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078570' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843648","NY01843648_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"35","2016-09-30 10:54:00-03","NY","NYBG","1843443","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,"E. D. da Silva",NA,NA,NA,"R. P. Belém","1776","1965","09","13","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau, CEPEC, Ilhéus","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2062393' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843443","NY01843443_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"36","2016-09-30 07:43:00-03","NY","NYBG","01479685","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola",NA,NA,NA,NA,NA,"P. Acevedo-Rodríguez","8177","1996","08","10","Brazil","Amazonas",NA,"Along Dermini River (a tributary of Aracá River). Boat stationed [at coordinates]. Collected up to 10 km N from boat.","-62.7667","-0.3014",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1827820' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479685","NY01479685_01",NA,NA,"100","100","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01479686","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Dino",NA,NA,NA,"J. J. Strudwick","3385","1981","07","21","Brazil","Pará","Lageira","Airstrip on Rio Maicuru. Riverbank near airstrip","-54.43","-0.916667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998944' target='other'> <mi>dwc_moreinfo</mi></a>","NY01479686","NY01479686_01",NA,NA,"800","800","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","546725","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","W. Mantovani",NA,NA,NA,"W. Hoehne","5680","1964","03","27","Brazil","Rio de Janeiro",NA,"Guanabara, Barra da Tijuca","-43.369099","-22.995332",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00546725","NY00546725_01",NA,NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA
"39","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","1561","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Gissi, D.S.","2018","07",NA,"Campos, C.J.","12","1972","05","04","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Trepadeira com flores branco-amarelados","BOTU001561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","21098","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola"," (Jacq.) Benth.","Clab, R.","2011","05","25","Faria, A.D.","116","1996","07","10","Brasil","São Paulo",NA,NA,NA,NA,"9999","9999","Liana, pétalas amarelas","BOTU021098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","19086","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola"," (Jacq.) Benth.","Clab, R.","2011","05","25","Amaral Jr., A.","25","1993","03","15","Brasil","São Paulo","Ubatuba",NA,NA,NA,"9999","9999","Herbácea, flores amarelas","BOTU019086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","33300","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.). Benth.","Gonzatti, F.; Valduga, F.","2018","04",NA,"Valduga, E.","348","2012","03","11","Brasil","Rio Grande do Sul","Balneário Pinhal","Margem da rodovia","-50.264444","-30.227778","50°15'52w","30°13'40s",NA,"BOTU033300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","26242","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola"," (Jacq.) Benth.","Guimarães, O.","1994","06","23","Prado, J.","408","1993","01","19","Brasil","Paraná","Guaraqueçaba",NA,NA,NA,"9999","9999","Trepadeira, flores alaranjadas, cálice verde, fruto jovem piloso","BOTU026242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","33316","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.). Benth.","Miotto, S.","1992",NA,NA,"Dutra, J.","788","1934","12","07","Brasil","Rio Grande do Sul","Osório","Pinguela",NA,NA,"9999","9999",NA,"BOTU033316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","19105","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola"," (Jacq.) Benth.",NA,NA,NA,NA,"Amaral Jr., A.","23","1993","03","15","Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333","45°4'w","23°26's","Exanolente, vagem pilosa e flores amarelas","BOTU019105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-13 09:19:57-03","UFRJ","RFA","14476","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","27677","1972","10","28","Brasil","Paraná","Guaraqueçaba","Caminho ao Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,"Reptante flores amarelas, solo arenoso úmido as margens do caminho Habitat: solo arenoso úmido as margens do caminho","RFA12874",NA,"37295","auto","5","5",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-19 15:44:07-03","UNEB","HUNEB","13534","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Guedes, M.L.","15090","2009","05","24","Brasil","Bahia","Maraú","Litoral Sul: Fazenda Taipus de Fora","-38.930556","-13.943056","38W55'50''","13S56'35''",NA,"HUNEB0013534",NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"Dicotyledoneae",NA,NA,NA
"48","2021-04-08 17:42:13-03","EAO","IAN","116992","PreservedSpecimen","Plantae","Leguminosae-Pap.","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Irwin, HS","1966",NA,NA,"Prance, GT; Pennington, TD","1319","1965","09","17","Brasil","Pará",NA,"West bank of Rio Pacajá, opposite Ilha de Breu. Riverside vegetation.",NA,NA,NA,NA,"Vine over low vegetation. Corolla yellow.","IAN116992",NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
