"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber","individualCount"
"414","2020-12-11 11:36:34-03","UFMG","BHCB","168668","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,"1976","11","22","Krieger, L","11148","1971","12","14","Brasil","Paraná","Guaratuba","Na praia.","-48.5746994018555","-25.8827991485596",NA,NA,"Cipó, rastejante, flores amarelas, legumes deiscentes.; Na praia.","BHCB012653",NA,"41937","auto",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA
"415","2021-03-24 17:17:20-03","UFMA","MAR","8159","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"LIMA, G. P.","616","2015","07","25","Brasil","Maranhão","Paço do Lumiar","Praia de Panaquatira","-44.053833","-2.473056","44º03'13.8W","02º28'23S","Erva prostrada; halófila; trifoliolada; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2021-03-24 17:17:20-03","UFMA","MAR","8291","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Castelo, A.J; Brenlla, C.",NA,NA,NA,"Castelo, A.J; Brenlla, C.",NA,"2014","04","20","Brasil","Maranhão","São Luís","Praia da Ponta d'Areia, vegetação halófila-psamófila","-44.315611","-2.501583","44º18'56.2W","02º30'05.7S","Erva; trifoliolada; corola amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2021-03-24 17:17:20-03","UFMA","MAR","8036","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Castelo, A.J; Brenlla, C.",NA,NA,NA,"Castelo, A.J; Brenlla, C.",NA,"2014","04","20","Brasil","Maranhão","São Luís","Praia da Ponta d'Areia, vegetação halófila-psamófila","-44.315639","-2.505694","44º18'56.3W","02º30'20.5S","Erva; trifoliolada; corola amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-03-24 17:17:20-03","UFMA","MAR","6931","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"LIMA, G. P.","316","2014","06","07","Brasil","Maranhão","Paço do Lumiar","Praia de Panaquatira","-44.037778","-2.488333","44º02'16W","02º29'18S","Trepadeira rastejante, encontrada proxima a linha de maré, flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2021-03-24 17:17:20-03","UFMA","MAR","6784","S","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Lima, G. P.","2014","11","19","Vidigal, M.",NA,"2005","08","13","Brasil","Maranhão","São José de Ribamar","Panaquatira","-44.037778","-2.488333","44º02'16W","02º29'18S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2021-02-11 17:19:07-03","UFPR","UPCB","80692","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq) Benth.","Vieira, A.","2014","11",NA,"Oliveira, T.","sn","2014","09","26","Brasil","Paraná","Ilha do Mel","900m","-48.3078","-25.5402","-48.3078","-25.5402","Terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2021-02-11 17:19:07-03","UFPR","UPCB","71985","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","03",NA,"Snak, C.","361","2010","03","13","Brasil","Paraná","Matinhos","Caiobá","-48.66","-25.958333","-48.66","-25.958333","Erva volúvel. Flor amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2021-02-11 17:19:07-03","UFPR","UPCB","21260","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Guimarães, O.A.","1994","06","23","Prado, J.","408","1993","01","19","Brasil","Paraná","Guaraqueçaba","Restinga atrás da Vila de Superagüi.","-48.166667","-25.416667","-48.166667","-25.416667","Trepadeira, flor alaranjada, cálice verde, fruto jovem piloso..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2021-02-11 17:19:07-03","UFPR","UPCB","3799","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Cowan, R.S.","1962","01","01","Braga, R.","1626","1961","06","01","Brasil","Paraná","Caiobá","Praia do Mendanha",NA,NA,NA,NA,"Volúvel, flor creme. Em dunas fixas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2021-02-11 17:19:07-03","UFPR","UPCB","71986","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","03",NA,"Snak, C.","366","2010","03","13","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.516667","-25.780556","-48.516667","-25.780556","Erva prostrada. Flor amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2021-02-11 17:19:07-03","UFPR","UPCB","71988","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","01",NA,"Snak, C.","295","2009","12","01","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia de Fora.","-48.303056","-25.564722","-48.303056","-25.564722","Erva volúvel. Flor amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2021-02-11 17:19:07-03","UFPR","UPCB","71989","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","01",NA,"Snak, C.","268","2009","11","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Farol.","-48.303611","-25.540833","-48.303611","-25.540833","Erva volúvel. Flor amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2021-02-11 17:19:07-03","UFPR","UPCB","71990","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","03",NA,"Snak, C.","393","2010","03","20","Brasil","Paraná","Guaraqueçaba","Parque Nacional do Superagüi, Praia deserta.","-48.213889","-25.460278","-48.213889","-25.460278","Erva volúvel. Flor amarela..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2021-02-11 17:19:07-03","UFPR","UPCB","80697","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq) Benth.","Vieira, A.","2014","11",NA,"Kiem, S.Z.","L3","2014","10","26","Brasil","Paraná","Ilha do Mel","20m","-48.317","-25.517","-48.317","-25.517","Liana; borda da trilha; 50cm de altura; flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2021-02-11 17:19:07-03","UFPR","UPCB","47242","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Guimarães, O.A.","2003","11","18","C","6993","2000","02","21","Brasil","Santa Catarina","Itapema",NA,"-48.611400604248","-27.0902996063232",NA,NA,"Volúvel, flores amarelas, ruderal.",NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2021-02-11 17:19:07-03","UFPR","UPCB","7669","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Hatschbach, G.","1969","06",NA,"Hatschbach, G.","21391","1969","04","23","Brasil","Paraná","Paranaguá","Baia Paranaguá, Piaçaguera","-48.5092010498047","-25.5200004577637",NA,NA,"Volúvel, flor amarela. Orla do mangue..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2021-02-11 17:19:07-03","UFPR","UPCB","39604","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, S.M.","1999","10",NA,"Borgo, M.","465","1999","08","30","Brasil","Santa Catarina","Itajaí","Barra do Rio Itajaí-açu","-48.6618995666504","-26.9078006744385",NA,NA,"Trepadeira de flores amarelas, em borda de brejo alterado..",NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-02-11 17:19:07-03","UFPR","UPCB","71984","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","03",NA,"Snak, C.","363","2010","03","13","Brasil","Paraná","Matinhos","Caiobá","-48.5428009033203","-25.8174991607666",NA,NA,"Erva prostrada. Flor amarela..",NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2021-02-11 17:19:07-03","UFPR","UPCB","13907","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, S.M.",NA,NA,NA,"Britez, R.M.","103","1985","10","09","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"Trepadeira, flor amarela. Sobre a praia..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2021-02-11 17:19:07-03","UFPR","UPCB","71983","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","04",NA,"Snak, C.","504","2010","04","22","Brasil","Paraná","Paranaguá","Ilha do Mel, Mar de Fora.","-48.5092010498047","-25.5200004577637",NA,NA,"Erva volúvel. Flor amarela..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-02-11 17:19:07-03","UFPR","UPCB","71976","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Snak, C.","2010","05",NA,"Snak, C.","508","2010","05","15","Brasil","Paraná","Paranaguá","Ilha do Mel. Mar de Fora.","-48.5092010498047","-25.5200004577637",NA,NA,"Erva prostrada. Flor amarela..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2021-02-11 17:19:07-03","UFPR","UPCB","13906","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, S.M.",NA,NA,NA,"Silva, S.M.","51","1985","03","09","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia das Conchas","-48.5092010498047","-25.5200004577637",NA,NA,"Erva volúvel, com frutos..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2021-02-11 17:19:07-03","UFPR","UPCB","13904","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, S.M.",NA,NA,NA,"Silva, S.M.","238","1986","03","08","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Miguel","-48.5092010498047","-25.5200004577637",NA,NA,"Trepadeira, flor amarela, fruto piloso..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2021-02-11 17:19:07-03","UFPR","UPCB","13905","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Silva, S.M.",NA,NA,NA,"Britez, R.M.",NA,"1986","03","22","Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,"Trepadeira, flor laranja. Beira da praia..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2021-02-11 17:19:07-03","UFPR","UPCB","5145","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Hatschbach, G.","1965","11",NA,"Moreira Filho, H.","343","1965","10","10","Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"Erva. Dunas fixas e terreno arenoso..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-02-11 17:19:07-03","UFPR","UPCB","6447","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Hatschbach, G.","1967","01","01","Hatschbach, G.","16385","1967","04","23","Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"Reptante, radicante, flor amarela. Restinga, mais comum em locais úmidos e desembocaduras de rios..",NA,NA,"24916","auto","2","5",NA,NA,NA,NA,NA,NA,NA,NA
"441","2021-02-11 17:19:07-03","UFPR","UPCB","42155","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Borgo, M.","1998","12",NA,"Borgo, M.","313","1998","12","17","Brasil","Paraná","Guaratuba","Rio São João, ponte SANEPAR","-48.5746994018555","-25.8827991485596",NA,NA,"Trepadeira de flores amarelas, em brejo inundável à beira de rio..",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2021-02-11 17:19:07-03","UFPR","UPCB","16803","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","Baker","Hatschbach, G.","1989","01","01","Cervi, A.C.","2641","1989","03","15","Brasil","Santa Catarina",NA,"Praia de Itapema",NA,NA,NA,NA,"Volúvel, flor amarelo-esverdeada. Restinga..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2021-02-11 17:19:07-03","UFPR","UPCB","47659","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","Baker","Cervi, A.C.","2004","01","01","Cervi, A.C.","8622","2004","02","29","Brasil","Santa Catarina","Itapema",NA,"-48.611400604248","-27.0902996063232",NA,NA,"Rastejante de flores amarelas, ambiente degradado..",NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2021-02-11 17:19:07-03","UFPR","UPCB","47243","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","Baker","Guimarães, O.A.","2003","11","18","Cervi, A.C.","6979","2000","01","18","Brasil","Santa Catarina","Tijucas",NA,"-48.6335983276367","-27.2413997650146",NA,NA,"Restinga antropizada, rastejante, flores amarelas..",NA,NA,"19338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2021-02-11 17:19:07-03","UFPR","UPCB","86163","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","(L.)","Hatschbach, G.","2005",NA,NA,"Hatschbach, G. et al.","79224","2005","03","15","Brasil","Santa Catarina","Laguna","Cabeçudas","-48.7807998657227","-28.4825000762939",NA,NA,"Volúvel, flor creme. Orla do mangue..",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2021-02-11 17:19:07-03","UFPR","UPCB","45138","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","Baker","Hatschbach, G.","2002","01","01","Hatschbach, G.","72707","2001","11","14","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,"Volúvel, flor amarela. Entre dunas, solo arenoso e úmido. Alt.: 3-5m..",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2021-02-11 17:19:07-03","UFPR","UPCB","16065","PreservedSpecimen","Plantae","Fabaceae","Vigna","repens","Vigna repens","Baker","Hatschbach, G.","1989","01","01","Ribas, O.S.","50","1989","02","06","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Farol","-48.5092010498047","-25.5200004577637",NA,NA,"Volúvel, flor amarela. Beira da praia..",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2008-05-27 22:02:00-03","MO","MOBOT","3319401","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"H. van der Werff","van der Werff 1828","1975","1","10","Ecuador",NA,NA,"Santa Cruz, along road near Santa Rosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"609.60000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA
"449","2008-05-27 22:02:00-03","MO","MOBOT","3374768","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Robin B. Foster","Foster 2675","1973","8","19","Peru","Madre de Dios","Manu","Parque nacional de Manu; in forest across Manu River from Cocha Cashu station.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"450","2011-06-09 18:08:00-03","MO","MOBOT","73316","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Franklin Ayala","Ayala Flores 4553","1986","6","18","Peru",NA,NA,"Isla Parlamento, Rio Amazonas, Iquitos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"79","2"
"451","2012-05-24 05:04:00-03","MO","MOBOT","73940","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ronald L. Liesner (MO)",NA,NA,NA,"Juan Revilla","Revilla Cardenas 2014","1976","12","1","Peru","Loreto","Maynas","Distrito Iquitos. Rio Itaya, trocha al caserio Sta. Barbara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"60","3"
"452","2015-01-28 05:47:00-02","MO","MOBOT","75186","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","A. Rudas (COL)",NA,NA,NA,"Agustin Rudas L.|Adriana Prieto","Rudas Lleras 4282","1992","4","16","Colombia","Amazonas",NA,"Municipio de Leticia. Parque Nacional Natural Amacayacu. Sector de Mata-matá; a la orilla de la guebrada Bacaba.","-70.25","-3.78333",NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,"South America",NA,NA,NA,"148","6"
"453","2017-03-29 10:30:00-03","MO","MOBOT","76736","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Antioquia Checklist",NA,NA,NA,"Ricardo Callejas","Callejas Posada 5022","1987","8","4","Colombia","Antioquia","Turbo","Bocas del [Río] Atrato, Vereda Turbito, en Bahía Colombia (Golfo de Urabá), zona de manglar","-76.9325","8.202778",NA,NA,NA,NA,NA,NA,NA,"0E8",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"454","2008-05-27 22:02:00-03","MO","MOBOT","92535","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ronald L. Liesner (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 8650","1988","12","14","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Campo cerrado 5 kms N of administration building on road to César Barrientos.","-56.83333","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"88-130","4"
"455","2009-07-24 15:53:00-03","MO","MOBOT","93038","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Pasquet",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 36203","1993","6","10","Paraguay","Central",NA,"Acosta Ñu: Creek, affluent of Paraguay River. Gallery forest.","-57.5333333","-25.4333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"827","4"
"456","2013-01-28 05:13:00-02","MO","MOBOT","942021","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Alfonso Delgado Salinas (MEXU)",NA,NA,NA,"Timothy J. Killeen|René Guillén V.","Killeen 6839","1994","10","15","Bolivia","Santa Cruz","Velasco","Reserva Ecológica El Refugio. Plantas acuáticas y vegetación flotante del Río Bajo Paraguá.","-61.04777","-14.78583",NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"457","2008-05-27 22:02:00-03","MO","MOBOT","97705","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Charles Darwin","Darwin s.n.","1835",NA,NA,"Ecuador","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","98285","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Liesner",NA,NA,NA,"Percy Núñez V.|A.M. Lees|S.D. Wright","Núñez Vargas 8021","1987","5","3","Peru","Madre de Dios","Manu","Parque Nacional Manu, Cocha Juarez, Río Manu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,"South America",NA,NA,NA,"87-22","3"
"459","2009-07-15 12:23:00-03","MO","MOBOT","2298354","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.",NA,NA,NA,NA,"Renée H. Fortunato","Fortunato 3958","1993","3","25","Argentina","Formosa","Pilcomayo","Ea. Bouvier, alrededores del riacho Jodido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"460","2008-05-27 22:02:00-03","MO","MOBOT","3222625","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","N. Ritter",NA,NA,NA,"Nur Ritter","Ritter 4645a","1998","7","19","Bolivia","Santa Cruz",NA,"Province of Herman Busch. Laguna Cáceres.","-57.71666","-18.96666",NA,NA,NA,NA,NA,NA,NA,"90.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA
"461","2012-08-31 05:37:00-03","MO","MOBOT","1002068","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","Ch. Huttel",NA,NA,NA,"Charles Huttel","Huttel 584","1985","3","15","Ecuador","Galapagos","Isabela","Cumbre del Volcán Sierra Negra","-91.17","-0.83",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA
"462","2016-08-03 05:22:00-03","MO","MOBOT","100434597","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Villegas (LPB)",NA,NA,NA,"T. E. Boza E.|Quispe, Lourdes|R. Villegas","Boza Espinoza 2325","2011","10","25","Bolivia","La Paz","Muñecas","Area Natural de Manejo Integrado Apolobamba, Camata, entre el camino Charazani y Apolo.","-68.7383333","-15.2491666",NA,NA,NA,NA,NA,NA,NA,"1397.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"3"
"463","2013-06-03 10:57:00-03","MO","MOBOT","100600516","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J.L. de Arruda M.",NA,NA,NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19501","1968","2","4","Brazil","Distrito Federal",NA,"Chapada da Contagem. Legume garden, experiment station, campus of Universidade de Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"464","2013-06-03 11:02:00-03","MO","MOBOT","100600520","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","J.L. de Arruda M.",NA,NA,NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19508","1968","2","4","Brazil","Distrito Federal",NA,"Chapada da Contagem. Legume garden, experimental station, campus of Universidade de Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"465","2015-10-31 05:50:00-02","MO","MOBOT","100600585","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","E.D. Silva",NA,NA,NA,"Wilson Hoehne","Hoehne 5680","1964","3","27","Brazil","Rio de Janeiro",NA,"Barra da Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"466","2015-08-08 05:51:00-03","MO","MOBOT","100600591","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","E.D. Silva",NA,NA,NA,"George Eiten|W.D. Clayton","Eiten 6221","1965","2","19","Brazil","São Paulo","Iguape","East of city of Igaupe on east point of Iguape Island about 1 km from mouth of Rio Ribeiro at ocean. Beach along shore of Rio Ribeira.","-47.4","-24.65",NA,NA,NA,NA,NA,NA,NA,"0E8",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"467","2015-08-07 10:37:00-03","MO","MOBOT","100837627","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","A. Fernandez",NA,NA,NA,"Ángel Fernández","Fernández 28438","2011","1","15","Venezuela","Miranda","Guaicaipuro","Alrededores de San José de Los Altos.","-66.9138889","10.3469444",NA,NA,NA,NA,NA,NA,NA,"1210.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"1"
"468","2008-05-27 22:02:00-03","MO","MOBOT","102911","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Barneby (NY)",NA,NA,NA,"Jens E. Madsen","Madsen 63529","1987","5","31","Ecuador","Guayas",NA,"Isla Puná. El Placer, km 0-2 inland along path. Semi-deciduous forest.","-80","-2.8",NA,NA,NA,NA,NA,NA,NA,"0E8",NA,NA,NA,"South America",NA,NA,NA,NA,NA
"469","2008-05-27 22:02:00-03","MO","MOBOT","102917","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Barneby (NY)",NA,NA,NA,"Jens E. Madsen","Madsen 63944","1987","9","8","Ecuador","Guayas",NA,"Isla Puná. El Placer, 0-5 km on path toward Río Hondo. Semi-deciduous forest and beach.","-80","-2.8",NA,NA,NA,NA,NA,NA,NA,"0E8","50.00000000",NA,NA,"South America",NA,NA,NA,NA,NA
"470","2011-08-31 09:11:00-03","MO","MOBOT","106702","PreservedSpecimen","Plantae","Fabaceae","Vigna","luteola","Vigna luteola","(Jacq.) Benth.","R. Liesner",NA,NA,NA,"Walter H. Lewis|Memory Elvin-Lewis|Daniel Fast|José Campos de la Cruz","Lewis 12769","1987","3","13","Peru","Loreto","Loreto","Marsella, río Tigre. Rainforest, mostly along edge of rivers.","-75.8333333","-2.5",NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,"South America",NA,NA,NA,"87-1","3"
