"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","day","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"48","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90189","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Salino, A; et al.","9729","2004","10","América","Brasil","Minas Gerais","RPPN do Matutu, Parque Estadual da Serra do Papagaio. Área com Floresta ombrófila densa montana e altomontana (Mata Nebular) e Campos de Altitude.","-45.1085","-22.136278","1700","2070",NA,"Terrestre em Mata Nebular, a 1900m.",NA,NA,"Melo, LCN","Aiuruoca","10","2009","11",NA,"-45.1085","-22.136278",NA,NA,NA,NA,NA
"49","2019-12-19 16:20:38-03","UFMG","BHCB-SL","117489","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Mota, NFO; et al.","1291","2008","03","América","Brasil","Minas Gerais","Parque Estadual do Papagaio, Retiro dos Pedros, subida para o Pico do Canjica, mata nebular próximo ao Curral.","-44.678333","-22.056111","2142","2142",NA,"muito abundante, todos férteis.; Epífita","BHCB000827","BHCB000827","Melo, LCN","Aiuruoca","11","2009","10",NA,"-44.678333","-22.056111",NA,NA,NA,NA,NA
"50","2019-11-07 11:16:27-03","UFMG","BHCB-SL","73862","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Mota, RC","1458","2002","08","América","Brasil","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em mata nebular no Pico do Infeccionado; terrestre.",NA,NA,"Melo, LCN","Catas Altas","07","2009","12",NA,NA,NA,"11966","auto",NA,NA,NA
"51","2019-11-01 15:17:56-03","UnB","UB","103743","PreservedSpecimen","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Anderson, WR; et al.","7345B","1973","03","Southern America","Brasil","Goiás","Chapada dos Veadeiros, 7 km by road S of Terezina",NA,NA,"1080","1080",NA,"Terrestrial; Mesophytic woods and cerrado on drier slopes above. In forest on stream bank",NA,NA,"Sehnem, A",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:17:56-03","UnB","UB","103744","PreservedSpecimen","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Anderson, WR; et al.","7345A","1973","03","Southern America","Brasil","Goiás","Chapada dos Veadeiros, 7 km by road S of Terezina",NA,NA,"1080","1080",NA,"Terrestrial; Mesophytic woods and cerrado on drier slopes above. In forest on stream bank.","UB0033721","UB0033721","Kieling-Rubio, MA",NA,"17","2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-04 15:47:00-03","IF","SPSF","31969","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"A. Salino et al.","7390","2001","08","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia","-45.088611","-23.324167","800","900",NA,"COLETA: Planta terrestre e epífita baixa, em floresta.; GEOGRAFIA: Trilha para a nascente do Rio Itamambuca.;",NA,NA,"A.Salino","São Luis do Paraitinga","09",NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA
"54","2021-02-08 12:46:32-03","UFRGS","ICN","173701","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, AC","16925",NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,NA,NA,NA,"Doação RB 45853",NA,NA,"Kieling-Rubio, MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:46:32-03","UFRGS","ICN","173782","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, AC","16507","1940","07","América do Sul","Brasil","RJ","Parque Nacional da Serra dos Órgãos, Pedra Assú","-42.9655990600586","-22.4122009277344","2000","2000",NA,"Terrestre",NA,NA,"Kieling-Rubio; M. A.","Teresópolis","31",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"56","2021-02-08 12:46:32-03","UFRGS","ICN","173702","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.",NA,"Brade, AC","21116","1951","05","América do Sul","Brasil","SP","Parque Nacional da Serra da Bocaina, Morro do Matão.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Doação RB 73806; Epífita.; Mata sombria.",NA,NA,"Kieling-Rubio, MA","São José do Barreiro","16",NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA
"57","2019-11-21 10:03:36-03","IBt","SP","1239","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","itatiayense","Elaphoglossum itatiayense","Rosenst.","Isotype","Tamandaré, F; Brade, AC","6449","1913","06",NA,"Brasil","Rio de Janeiro","Serra de Itatiaia","-44.5633010864258","-22.4960994720459","2400","2400",NA,NA,"SP003781","SP003781","Prado, J","Itatiaia",NA,"2017",NA,NA,NA,NA,"19648","auto",NA,NA,NA
