"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","3207","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","communis","Piptadenia communis","Benth.",NA,NA,NA,NA,"J. B. A. Guillemin","249","1839","01",NA,"Brazil",NA,NA,"-43.212237","-22.951713",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003207","NY00003207_01","Mont. du Corcovado, le long de l' aqueduc.","South America","sheet",NA,"Magnoliophyta","Fabales","syntype",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3208","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","communis","Piptadenia communis","Benth.",NA,NA,NA,NA,"J. B. A. Guillemin","249","1839","01",NA,"Brazil",NA,NA,"-43.212237","-22.951713",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003208","NY00003208_01","Mont. du Corcovado, le long de l' aqueduc.","South America","sheet",NA,"Magnoliophyta","Fabales","syntype",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","459200","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"L. Riedel",NA,"1923","02","01","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459200","NY00459200_01","Pr. Mand [ioca]","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00934756","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"M. L. Fonseca","197","1995","03","23","Brazil","Goiás","Niquelandia","-48.4158","-14.3842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934756","NY00934756_01","KM 23 ao 31 estrada de terra a direita da mina de Niquel.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","459196","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"B. D. Sucre","3397","1968","07","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459196","NY00459196_01","Guanabara, Itapuca","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00934779","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"E. P. Heringer","6483","1981","03","17","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934779","NY00934779_01","Bacia do Rio São Bartolomeu.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00934778","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"E. P. Heringer","7000","1981","06","01","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934778","NY00934778_01","Bacia do Rio São Bartolomeu.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","459208","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","49075","1985","03","15","Brazil","Mato Grosso do Sul","Antônio João","-55.949819","-22.19",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459208","NY00459208_01","Antonio Joao, 3km O","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00677636","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","M. H. Nee",NA,NA,NA,"L. C. L. Meneses Filho","1","1995","04","28","Brazil","Acre","Plácido de Castro","-67.1856","-10.3356",NA,NA,NA,NA,"specimens for a green manure investigation <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00677636","NY00677636_01","BR-364 Highway to Guajará, km 80, left side.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459193","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"O. Handro","30843","1934","01","30","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459193","NY00459193_01","Jardim Botanico","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00934718","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"E. P. Heringer","2578","1952","01","28","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934718","NY00934718_01","Est. Experimental Col. Pacheco","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00934745","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"Y. E. J. Mexia","4488","1930","03","20","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934745","NY00934745_01","Viçosa, Agricultural College lands. Near western boundary","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00917302","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","D. S. Seigler",NA,NA,NA,"R. C. de Mendonça","2427","1996","04","12","Brazil","Goiás","Niquelândia","-48.5364","-14.3581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917302","NY00917302_01","1 km após a Mina da Companhia de Níquel Tocantins (CNT)","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00934780","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","60338","1994","02","11","Brazil","Tocantins","Arraias","-46.9381","-12.9317",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934780","NY00934780_01","Rodovia Campos Belos a Taguatinga, 5km S de Novo Alegre","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00934742","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"G. G. Hatschbach","55216","1991","02","17","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934742","NY00934742_01","Fda. Bom Suceso (mun Cel. Enéias)","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00934746","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"Y. E. J. Mexia","4439","1930","03","07","Brazil","Minas Gerais","Viçosa","-42.860644","-20.766686",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934746","NY00934746_01","Viçosa, Agricultural College lands. Morro de Anton Caetano","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00934751","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"E. P. Heringer","11850","1969","06","08","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934751",NA,"Rodovia Anápolis- Goiânia","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00934748","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"W. R. Anderson","9489","1973","04","30","Brazil","Goiás","Caiapônia","-51.81666667","-16.9944",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934748",NA,"Serra do Caiapó, ca. 5 km (straight line) S of Caiapônia","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","459670","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","P. G. Ribeiro",NA,NA,NA,"G. G. Hatschbach","60543","1994","03","17","Brazil","Paraná","Tomazina","-49.9494","-23.7783",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459670","NY00459670_01","Rio das Cinzas, Corredeiras","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","459205","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","J. Tamashire",NA,NA,NA,"G. G. Hatschbach","28545","1971","12","22","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"30","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459205","NY00459205_01","Col. Floresta","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459221","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"H. M. Curran","6","1915",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459221","NY00459221_01","Santos","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00934832","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","L. M. Borges",NA,NA,NA,"M. C. de Assis","225","1995","06","08","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934832","NY00934832_01","Fazenda Sucupira. Estrada a direita; em direçao a casa","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00934754","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","G. P. Lewis",NA,NA,NA,"H. S. Irwin","31732","1971","03","14","Brazil","Goiás","São João d'Aliança","-47.5333","-14.72711",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934754","NY00934754_01","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00934749","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"W. R. Anderson","7784","1973","03","23","Brazil","Goiás","São João d'Aliança","-47.5","-14.73",NA,NA,"1040","1040","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934749","NY00934749_01","3 km by road S of São João da Aliança. Serra Geral do Paraná.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","459669","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","P. G. Ribeiro",NA,NA,NA,"G. G. Hatschbach","16366","1967","04","22","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"10","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459669","NY00459669_01","Morro do Tabaquara","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 18:19:00-03","NY","NYBG","459370","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha",NA,"P. G. Ribeiro",NA,NA,NA,"A. H. Gentry","23653","1978","07","01","Peru","Cusco",NA,NA,NA,NA,NA,"510","510","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=746545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459370",NA,"1km W of Pilcopata, on road to Paucartambo","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00934744","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"E. T. Neto","2671","1997","12","18","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934744","NY00934744_01","Mariana. UHE Fumaça","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00934721","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"P. M. Andrade","22","1984","05","24","Brazil","Minas Gerais",NA,"-41.83","-19.83",NA,NA,"400","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934721","NY00934721_01","Estaçao Biologica de Caratinga (EBC). Fazenda Montes Claros. 400 Km East of Belo Horizonte, vicinity of Rio Manhuacú, valley of Rio Doce. Estrada Leme","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","459199","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"Wilkes Expedition","507a",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459199","NY00459199_01",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1184243","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,NA,NA,NA,"R. D. Ribeiro","1469","2010","04","27","Brazil","Rio de Janeiro","Rio das Ostras","-41.945","-22.5269",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467028' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184243","NY01184243_01","Mar do Norte, Balneário Morada das Garças.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","632404","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","M. C. Dias",NA,NA,NA,"J. A. Ferreira",NA,"2000","03","09","Brazil","Paraná","Bela Vista do Paraíso","-51.1906","-22.9969",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632404","NY00632404_01","Fazenda Horizonte","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","459211","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"G. Klug","4022","1935","03",NA,"Peru","San Martín",NA,"-76.134117","-6.573061",NA,NA,"260","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459211",NA,"Chazuta, Rio Huallaga","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","459210","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.","R. C. Barneby",NA,NA,NA,"F. J. Fernández Casas","6125","1982","02","09","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459210",NA,"Cerca del Parque Nacional Cerro Corá, junto a Gas Ory","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
