"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","imagecode","verbatimLongitude","verbatimLatitude","class","order","typeStatus","fieldNumber","preparationType","individualCount","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber"
"11","2018-01-08 15:50:00-02","MO","MOBOT","3121711","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","C.M. Taylor (MO)",NA,NA,NA,"W. Wayt Thomas","Thomas 10660","1994","9","28","South America","Brazil","Bahia",NA,"Mun. Ilhéus. 2.0km NNE of Banco da Vitoria on road leading to west edge of Mata da Esperança. Some large trees recently logged.","-39.0911111","-14.7772223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"12","2021-02-25 10:12:21-03","CVRD","CVRD","11051","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","J.G. Jardim & Dr. Daniela Zappi","2010","08","06","Folli, D.A.","5908","2008","01","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD011051","auto",NA,NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-25 10:12:21-03","CVRD","CVRD","3477","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","J. G. Jardim","2004","04","23","Folli, D.A.","1451","1991","10","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD003477","auto",NA,NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-25 10:12:21-03","CVRD","CVRD","12864","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","Geovane S. Siqueira","2010","08","06","Folli, D.A.","6519","2009","12","21","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","RFL 089/86 <ll>dwc_commonname:</ll> Arariba da mussununga","CVRD012864","auto",NA,NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-25 10:12:21-03","CVRD","CVRD","9910","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","Domingos A. Folli","2007","01","11","Folli, D.A.","5429","2006","12","27","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD009910","auto","CVRD009910",NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-25 10:12:21-03","CVRD","CVRD","8626","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","J. G. Jardim","2006","10","05","Folli, D.A.","4772","2004","03","17","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD008626","auto","CVRD008626",NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-25 10:12:21-03","CVRD","CVRD","16305","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","V.C. Souza & E.R. Martins","2011","04","21","Lopes, J.C.","294","2011","04","20","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","Liana. Frutos verdes. <ll>dwc_commonname:</ll> Arariba da mussununga","CVRD016305","auto",NA,"39,88689 W","19,08222 S","Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-25 10:12:21-03","CVRD","CVRD","5089","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","J. G. Jardim","2004","04","23","Folli, D.A.","2452","1995","01","03","América do Sul","BRASIL","ES","Linhares","Próximo ao Córrego João Pedro, no final da estrada.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD005089","auto",NA,NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-25 10:12:21-03","CVRD","CVRD","6753","PreservedSpecimen","Plantae","Magnoliophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","J. G. Jardim","2004","04","23","Folli, D.A.","3816","2001","02","20","América do Sul","BRASIL","ES","Linhares","RFL 01/80 Bloco D","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Arariba da mussununga","CVRD006753","auto",NA,NA,NA,"Magnoliopsida","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","3018635","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.",NA,NA,NA,NA,"D. Araujo & N. Maciel","5990",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mun. de campos, Mata Bom Jesus",NA,NA,NA,NA,"US02690096",NA,"US02690096_01",NA,NA,"Dicotyledonae","Rubiales",NA,NA,NA,"1",NA,NA,NA,NA
"21","2019-10-07 09:14:22-03","UEFS","HUEFS","188880","PreservedSpecimen","Plantae","Angiospermae","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.",NA,NA,NA,NA,"Matos, E.N.de","2426","2011","12","16",NA,"Brasil","Bahia","Caravelas","Cardoso-Treme","-39.378333","-17.799444",NA,"Restinga. Floresta.","HUEFS0188880",NA,"HUEFS0188880","39W22'42''","17S47'58''","Asteranae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-07 09:14:22-03","UEFS","HUEFS","188875","PreservedSpecimen","Plantae","Angiospermae","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.",NA,NA,NA,NA,"Matos, E.N.de","2423","2011","10","29",NA,"Brasil","Bahia","Valença","Estrada para Maricultura Bahia","-39.002222","-13.3025",NA,"Restinga. Floresta.","HUEFS0188875",NA,"HUEFS0188875","39W0'8''","13S18'9''","Asteranae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:14:22-03","UEFS","HUEFS","197109","PreservedSpecimen","Plantae","Angiospermae","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.","J.Jardim","2014","09",NA,"Paixão, J.L.","1897","2011","05","12",NA,"Brasil","Bahia","Igrapiúna","Reserva Ecológica das Plantações Michellin da Bahia. Fragmento do Pancagé.","-38.1675","-13.802222",NA,"Mata Atlântica Sul Baiana.","HUEFS0197109",NA,"HUEFS0197109","38W10'3''","13S48'8''","Asteranae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-09-04 18:30:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,NA,NA,NA,NA,"J. S. Blanchet","1492","1834",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA
"25","2019-01-23 11:13:45-02","F","FMNH-SEEDPLANTS","V0069084F","PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,NA,NA,NA,NA,"J. S. Blanchet","1492",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0069084F",NA,"V0069084F_01",NA,NA,"Dicotyledoneae",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA
"26","2020-07-23 12:20:29-03","CEPLAC","CEPEC","130516","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"E. P. Queiroz","2646","2008","01","20",NA,"Brasil","Bahia","CAIRÚ","Morro de São Paulo, Ilha de Tinharé.","-39.0438995361328","-13.4869003295898","24756",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2012",NA,NA,NA
"27","2020-07-23 12:20:29-03","CEPLAC","CEPEC","6458","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"T. S. dos Santos","1409","1971","01","23",NA,"Brasil","Bahia","CAMACAN","Estrada a Canavieiras.","-39.4958000183105","-15.4191999435425","22686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2004",NA,NA,NA
"28","2020-07-23 12:20:29-03","CEPLAC","CEPEC","139473","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"Mario Gomes",NA,NA,NA,"M. Gomes","1093",NA,NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232","57442","<ll>dwc_commonname:</ll>",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-23 12:20:29-03","CEPLAC","CEPEC","140024","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"Sem Informação",NA,NA,NA,"Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P10-11",NA,NA,NA,"39W8'0","16S20'0",NA,NA,NA,NA,NA,NA,NA,"100","100",NA
"30","2020-07-23 12:20:29-03","CEPLAC","CEPEC","128309","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"Sem Informação",NA,NA,NA,"D. Rocha","1057","2010","05","18",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, área da fitossociologia.","-39.566111","-15.395833",NA,"Coleta testemunho do inventário na RPPN Serra Bonita (Rocha & Amorim 2011). Indivíduo nº P31-19",NA,NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA,NA,"500","500",NA
"31","2020-07-23 12:20:29-03","CEPLAC","CEPEC","139791","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"J. L. da Paixao","1897","2011","05","12",NA,"Brasil","Bahia","IGRAPIÚNA","Reserva Ecológica das Plantações Michelin da Bahia. Fragmento do Pacangé.","-38.1675","-13.802222",NA,NA,NA,NA,NA,"38W10'3","13S48'8",NA,NA,NA,NA,NA,NA,"30/03/2016",NA,NA,NA
"32","2020-07-23 12:20:29-03","CEPLAC","CEPEC","63200","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"W. W. Thomas","10660","1994","09","28",NA,"Brasil","Bahia","ILHÉUS","2.0Km ao NNE do Banco da Vitória e ao W da Mata da Esperança.","-39.091111","-14.777222",NA,NA,NA,NA,NA,"39W5'28","14S46'38",NA,NA,NA,NA,NA,NA,"30/01/2004",NA,NA,NA
"33","2020-07-23 12:20:29-03","CEPLAC","CEPEC","13513","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"S. A. Mori","9679","1978","03","18",NA,"Brasil","Bahia","caravelas","Rod. BR-418 a 16Km do entroncamento c/ a BA-001.","-39.2658004760742","-17.7318992614746","106553",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2004",NA,NA,NA
"34","2020-07-23 12:20:29-03","CEPLAC","CEPEC","37491","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"G. Martinelli","11081","1985","05","18",NA,"Brasil","Bahia","MARAÚ","Estrada Maraú/Ubaitaba, Km 5.","-39.0147018432617","-14.103099822998","47076",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/07/2005",NA,NA,NA
"35","2020-07-23 12:20:29-03","CEPLAC","CEPEC","4123","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"R. P. Belém","3192","1967","01","19",NA,"Brasil","Bahia","MARAÚ","Sem informação.","-39.0147018432617","-14.103099822998","47076",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/07/2005",NA,NA,NA
"36","2020-07-23 12:20:29-03","CEPLAC","CEPEC","97158","PreservedSpecimen","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis",NA,"J. G. Jardim",NA,NA,NA,"D. A. Folli","3816","2001","02","20",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada da Gávea Km 8,1. RFL 01/80 Bloco D.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Cravo-seco",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2004",NA,NA,NA
"37","2016-08-23 11:00:10-03","NHMLondon","NHM-LONDON-BOT","BM000797450","S","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.","J. Jardin","2003","06","18","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","1492",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/50d7abf55040a4928e6278b1459b0801cb2f0d24/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"-53.08982","-10.773109",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4989981"
"38","2019-11-01 15:09:07-03","UnB","UB","176289","PreservedSpecimen","Plantae","Dicotyledoneae","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.","Jardim, J","2004","11",NA,"Belém, RP; Pinheiro, RS","3192","1967","01","19","Southern America","Brasil","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998","47076","Arbusto 2m. Flores brancas.; Mata costeira",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-01 15:09:07-03","UnB","UB","194027","PreservedSpecimen","Plantae","Dicotyledoneae","Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.","Jardim, J",NA,NA,NA,"Matos, EN; Vidal, G","2423","2011","10","29","Southern America","Brasil","Bahia","Valença","Estrada para Maricultura.","-39.0731010437012","-13.3703002929688","43634","P72-8. Projeto Quaternário Costeiro da Bahia.; Árvore. Altura (m): 6,0. Fuste: 1. CAP (cm): 8.; Restinga. Floresta.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll.Arg.",NA,NA,NA,NA,"Blanchet, JS","hb. DC.1492",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"prope Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2014-09-23 10:59:24-03","G","G","G00301046","S","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","Jardim, J. G.","2007","01","01","Blanchet, J. S.","1492","1834",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=227651&base=img&lang=en","G00301046",NA,"G00301046","-41.99722222","-12.18305556",NA,NA,"ISOTYPUS of Faramea bahiensis Müll. Arg.",NA,NA,NA,NA,NA,NA,NA
"42","2014-09-23 10:59:24-03","G","G","G00301047","S","Plantae",NA,"Rubiaceae","Faramea","bahiensis","Faramea bahiensis","Müll. Arg.","Jardim, J. G.","2007","01","01","Blanchet, J. S.","1492","1834",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=227652&base=img&lang=en","G00301047",NA,"G00301047","-41.99722222","-12.18305556",NA,NA,"ISOTYPUS of Faramea bahiensis Müll. Arg.",NA,NA,NA,NA,NA,NA,NA
