"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"452","2019-11-01 15:14:05-03","UnB","UB","159100","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Eiten, G; Eiten, LT","1962","05","16","Southern America","Brasil",NA,NA,"Main vegetation types of region: (1) Chapada, a semi-closed tree woodland (or cerradão) on flat tops & steep sides of plateaus, and on some areas of rolling or flat dry land; (2) tabuleiro, a semi-closed woodland, or cerradão,","UB0007908","4594",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Mereles, F","Maranhão","Município de Lôreto: ilha de Balsas region, between the Rios Balsas and Parnaíba. Several Km E of main house of Fazenda Morros, about 35 km. south of Lorêto.","-45.333333","-7.383333","300","300","Loreto","UB0007908",NA,NA,NA,"-45.333333","-7.383333",NA,NA,NA,NA,NA,NA,NA
"453","2019-11-01 15:14:05-03","UnB","UB","159279","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Davidse, G","1970","08","07",NA,"Trinidad and Tobago",NA,NA,"Sedge marshes, some of which are cleared for rice paddies.","UB0008339","2587",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.",NA,NA,"2 mi S of the Churchill-Roosevelt Hwy along the Princess Margaret Hwy; elev 30 m.",NA,NA,"30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-11-01 15:14:05-03","UnB","UB","174821","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2008","01","29","Southern America","Brasil",NA,NA,"Erva rizomatosa; Margem de lago seco; substrato aquático.","UB0007921","100",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem de lago próximo à feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró","UB0007921","2008","04","03","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"455","2019-11-01 15:14:05-03","UnB","UB","174824","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2008","01","29","Southern America","Brasil",NA,NA,"Erva rizomatosa;; Margem de rio antropizada; substrato argiloso","UB0007923","108",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem do Rio Apodi-Mossoró, atrás do Cartódromo.","-37.328333","-5.198889",NA,NA,"Mossoró","UB0007923","2008","04","03","-37.328333","-5.198889",NA,NA,NA,NA,NA,NA,NA
"456","2019-11-01 15:14:05-03","UnB","UB","77672","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley, RM","1968","10","17","Southern America","Brasil",NA,NA,"Erect tufted herb 40cm with triangular pale green stems and leaves. Stems with papery red tinged sheathes at base. Flower spike green; In very marshy ground at margin of small lake","UB0007913","10711",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Incógnito","Mato Grosso","51km ao S de Base Camp",NA,NA,NA,NA,NA,"UB0007913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2008","05","21","Southern America","Brasil",NA,NA,"Erva rizomatosa; Coletada em margem de lago; gleissolo; abundante","UB0007925","159",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem de lago, próximo à Feira do Bode, próximo ao do Rio Apodi-Mossoró","-37.325278","-5.199444",NA,NA,"Mossoró","UB0007925","2008","06","20","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"458","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2008","03","28","Southern America","Brasil",NA,NA,"Erva rizomatosa; Coletada em margem de rio; argiloso; frequente","UB0007927","132",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Margem do Rio Apodi-Mossoró, atrás do Cartódromo","-37.328333","-5.198889",NA,NA,"Mossoró","UB0007927","2008","04","18","-37.328333","-5.198889",NA,NA,NA,NA,NA,NA,NA
"459","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, ARO","2007","09","21","Southern America","Brasil",NA,NA,"Erva rizomatosa; Coletada em margem de lago; substrato aquático; abundante","UB0007915","5",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Rio Grande do Norte","Lago próximo à Feira do Bode, próximo ao do Rio Apodi-Mossoró","-37.325278","-5.199444",NA,NA,"Mossoró","UB0007915","2007","10","16","-37.325278","-5.199444",NA,NA,NA,NA,NA,NA,NA
"460","2019-11-01 15:14:05-03","UnB","UB","159201","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rodrigues, W","1963","04","06","Southern America","Brasil",NA,NA,"Inflorescência Branca. Erva ereta ocasional no campo alagado. (pH. 6,6)","UB0008215","5131",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Gil, ASB","Pará ","Região do Santarém Novo, Campo do Bem Bom","-47.4","-0.93",NA,NA,"Santarém Novo","UB0008215","2018","11",NA,"-47.4","-0.93",NA,NA,NA,NA,NA,NA,NA
"461","2019-11-01 15:14:05-03","UnB","UB","178541","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Dionísio","1924","12","04","Southern America","Brasil",NA,NA,"RB 77480; Planta de campo inundado","UB0007814","s.n.",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Alves, M","Rio de Janeiro","Leblon, Gavea (D. Federal - Rio de Janeiro)","-43.2075004577637","-22.9027996063232",NA,NA,"Rio de Janeiro","UB0007814","2000","04","11",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"462","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Carregosa-Silva, T; et al.","2011","02","24","Southern America","Brasil",NA,NA,"Erva paludosa 0,3m. Inflorescência castanha; Caatinga","UB0031681","137",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Ribeiro, ARO","Sergipe","Rio Sergipe","-37.489200592041","-10.4425001144409",NA,NA,"Nossa Senhora Aparecida","UB0031681","2013","05","04",NA,NA,"24486","auto",NA,NA,NA,NA,NA
"463","2019-11-01 15:14:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento-Júnior, JE; et al.","2009","03","19","Southern America","Brasil",NA,NA,"Caatinga","UB0031066","568",NA,"Monocotyledonae",NA,"(L.) Roem. & Schult.","Sobrinho-Santos, CK","Sergipe","Serra da Guia: Lagoa na subida da serra, perto do topo","-37.684398651123","-9.80500030517578",NA,NA,"Poço Redondo","UB0031066","2009","07","10",NA,NA,"32343","auto",NA,NA,NA,NA,NA
"464","2020-08-20 20:41:06-03","UFSC","FLOR","33065","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Trevisan, R.; et alii","2006","11","28",NA,"Brasil",NA,NA,NA,"FLOR0033065","745",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Em direção ao Norte da Ilha, Ilha de Santa Catarina.","-48.494444","-27.458889",NA,NA,"Florianópolis",NA,"2006",NA,NA,"48º29'40''W","27º27'32''S",NA,NA,NA,NA,NA,NA,NA
"465","2020-08-20 14:59:07-03","UFSC","FLOR","39804","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R.","2011","02","10",NA,"Brasil",NA,NA,NA,"FLOR0039804","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Urussanga-velha.","-49.213056","-28.774167",NA,NA,"Içara",NA,NA,NA,NA,"49º12'47''W","28º46'27''S",NA,NA,NA,NA,NA,NA,NA
"466","2020-08-20 14:59:07-03","UFSC","FLOR","39805","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R.","2011","02","10",NA,"Brasil",NA,NA,NA,"FLOR0039805","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Urussanga-velha.","-49.213611","-28.791111",NA,NA,"Içara",NA,NA,NA,NA,"49º12'49''W","28º47'28''S",NA,NA,NA,NA,NA,NA,NA
"467","2020-08-20 14:59:07-03","UFSC","FLOR","39806","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R. & Rodrigues, A.C.","2011","02","03",NA,"Brasil",NA,NA,NA,"FLOR0039806","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Acaraí.","-48.5475","-26.290278",NA,NA,"São Francisco do Sul",NA,NA,NA,NA,"48º32'51''W","26º17'25''S",NA,NA,NA,NA,NA,NA,NA
"468","2020-08-20 14:59:07-03","UFSC","FLOR","39807","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R. & Rodrigues, A.C.","2011","02","03",NA,"Brasil",NA,NA,NA,"FLOR0039807","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Acaraí.","-48.548056","-26.290833",NA,NA,"São Francisco do Sul",NA,NA,NA,NA,"48º32'53''W","26º17'27''S",NA,NA,NA,NA,NA,NA,NA
"469","2020-08-20 14:59:07-03","UFSC","FLOR","39808","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R. & Rodrigues, A.C.","2011","02","04",NA,"Brasil",NA,NA,NA,"FLOR0039808","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Barra-velha.","-48.6825","-26.630278",NA,NA,"Barra Velha",NA,NA,NA,NA,"48º40'57''W","26º37'49''S",NA,NA,NA,NA,NA,NA,NA
"470","2020-08-20 14:59:07-03","UFSC","FLOR","39809","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gueye, M.B.Y.B.; Avi, R.R. & Rodrigues, A.C.","2011","02","04",NA,"Brasil",NA,NA,NA,"FLOR0039809","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.",NA,"Santa Catarina","Lagoa Barra-velha.","-48.678611","-26.6125",NA,NA,"Barra Velha",NA,NA,NA,NA,"48º40'43''W","26º36'45''S",NA,NA,NA,NA,NA,NA,NA
"471","2020-08-20 14:59:07-03","UFSC","FLOR","55121","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ferreira, P.P.A.; Prata, A.P.; Miotto, S.T.S.; Deda, R.M.; Durigon, J.; Gomes, L.A.; Fernandes, A.C.; Santos, E.; Freire, G.S.; Silva, A.C.C. & Farias","2013","01","27",NA,"Brasil",NA,NA,"herbácea com cerca de 60cm","FLOR0055121","3566",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Sergipe","primeira entrada a direita após a Câmara Municipal, cerca de 2km da sede do município, fazenda do sr. Nivaldo.","-36.967222","-10.113611",NA,NA,"Canhoba",NA,NA,NA,NA,"36º58'2''W","10º6'49''S",NA,NA,NA,NA,NA,NA,NA
"472","2020-08-20 14:59:07-03","UFSC","FLOR","15963","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Falkenberg, D.B.","1986","05","01",NA,"Brasil",NA,NA,"erva aquática emergente, 0,6m altura","FLOR0015963","3424",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Praia de Naufragados, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2006","09","26",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"473","2020-08-20 14:59:07-03","UFSC","FLOR","26375","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Falkenberg, D.B.","1996","04","20",NA,"Brasil",NA,NA,"flor margem da bráctea hialina, ovário marrom, estigma trífido, espigueta e brácteas marrom-claro ou mais claro","FLOR0026375","7990",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Próximo à sede da Estação Ecológica Carijós, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","1","1","Florianópolis",NA,"2006","09","26",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"474","2020-08-20 14:59:07-03","UFSC","FLOR","40033","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","1965","06","24",NA,"Brasil",NA,NA,NA,"FLOR0040033","6059",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Rio Papaguara, Canasvieiras, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","1","1","Florianópolis",NA,"2006","09","26",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"475","2020-08-20 14:59:07-03","UFSC","FLOR","21276","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Souza, M.L.; Amaral, L.G. & Fronza, M.","1987","07","15",NA,"Brasil",NA,NA,NA,"FLOR0021276","1097",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Rio Tavares, próximo ao Estádio de Futebol, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2007","09","25",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"476","2020-08-20 14:59:07-03","UFSC","FLOR","21277","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Souza, M.L.; Amaral, L.G. & Fronza, M.","1987","07","15",NA,"Brasil",NA,NA,NA,"FLOR0021277","1096",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Rio Tavares, próximo ao Estádio de Futebol, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2007","09","25",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"477","2020-08-20 14:59:07-03","UFSC","FLOR","57730","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Souza, M.L.; Silva Filho, F.A. da","1984","12","28",NA,"Brasil",NA,NA,NA,"FLOR0057730","534a",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Santa Catarina","Rio Vermelho. Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2007","09","25",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"478","2020-08-20 14:59:07-03","UFSC","FLOR","55106","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sobrinho-Santos, C.K.","2009","11","05",NA,"Brasil",NA,NA,"inflorescência cilíndrica, colmotrígono, única inflorescência","FLOR0055106","s.n.",NA,NA,"Poales","(L.) Roem. & Schult.","Trevisan, R.","Sergipe","Porto dos Barcos II.","-37.187198638916","-10.7283000946045",NA,NA,"Riachuelo",NA,NA,NA,NA,NA,NA,"10172","auto",NA,NA,NA,NA,NA
"479","2021-02-08 12:51:19-03","UFRGS","ICN","115864","S","Plantae","Cyperaceae","Eleocharis","cf. mutata","Eleocharis cf. mutata","Leonor Souza, M; et al.","1987","07","15","América do Sul","Brasil",NA,NA,NA,"ICN00007387","1097",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Leonor Souza, M","SC","Rio Tavares próximo ao estádio de futebol","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"480","2021-02-08 12:51:25-03","UFRGS","ICN","084872","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Falkenberg, DB",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Margem da lagoa atrás da praia. Erva emergente, 0,6m.","ICN00007389","3424",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Trevisan, R","SC","Praia de Naufragados","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2003","09","04",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"481","2021-02-08 12:51:25-03","UFRGS","ICN","087327","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Klein, RM; et al.","1965","06","24","América do Sul","Brasil",NA,NA,"No rio. Forma associações puras.","ICN00007388","6059",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Trevisan, R","SC","Rio Papaguara",NA,NA,"1","1","Canasvieiras",NA,"2003","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2021-02-08 12:51:25-03","UFRGS","ICN","148399","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Trevisan, R; et al.","2006","11","28","América do Sul","Brasil",NA,NA,"beira de açúde","ICN00007386","745",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Trevisan, R","SC","SC401 em direção ao Norte da Ilha. 27° 27' 31 8S 48° 29' 39 7W","-48.494167","-27.458611",NA,NA,"Florianópolis",NA,NA,NA,NA,"-48.494167","-27.458611",NA,NA,NA,NA,NA,NA,NA
"483","2021-02-08 12:51:25-03","UFRGS","ICN","150897","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rosen, DJ","2006","09","13","América do norte","Estados Unidos da América",NA,NA,"(NAD 83)","ICN00007384","3923",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Rosen, DJ","Texas","Brazoaria County Brazoaria NWR Hoskins Mound","-95.224722","29.150278",NA,NA,"Brazoaria",NA,NA,NA,NA,"-95.224722","29.150278",NA,NA,NA,NA,NA,NA,NA
"484","2021-02-08 12:51:25-03","UFRGS","ICN","150903","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rosen, DJ; et al.","2006","07","12","América do norte","México",NA,NA,"culms dark green, triquetrous, the angles sharp and winged, the faces concave.","ICN00007385","3865",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Rosen, DJ","Tabasco","Municipio Huimanguillo N of the town of La Venta along the road to El Yucateco","-94.035556","18.130833","12","12","Huimanguillo",NA,NA,NA,NA,"-94.035556","18.130833",NA,NA,NA,NA,NA,NA,NA
"485","2021-02-08 12:51:25-03","UFRGS","ICN","096927","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Leonor Souza, M; Silva Filho, FA","1984","12","28","América do Sul","Brasil",NA,NA,"Campo úmido.","ICN00007390","534",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Tevisan, R","SC","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,"Florianópolis",NA,"2003","08","14",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"486","2021-04-05 12:32:30-03","UNIVASF","HVASF","14021","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","V.M. Cotarelli","2012","02","14","América do Sul","Brasil",NA,NA,"Macrófita aquática anfíbia ca. de 30cm alt.. Inflorescências congestas apicais, estames alvos","HVASF014021","1296",NA,NA,NA,"(L.) Roem. & Schult.","A.P. Prata","Paraíba","Açude na entrada da cidade ao lado da Escola Estadual Bonifácio Saraíva de Moura","-38.581333","-7.212194","704","704","Monte Horebe","HVASF014021_v01","2012","05","05","-38.581333","-7.212194",NA,NA,NA,NA,NA,NA,"U"
"487","2021-04-05 12:32:30-03","UNIVASF","HVASF","14098","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","V.M. Cotarelli","2012","02","17","América do Sul","Brasil",NA,NA,"Macrófita aquática anfíbia. Inflorescências apicias congestas com estames alvos","HVASF014098","1373",NA,NA,NA,"(L.) Roem. & Schult.","A.P. Prata","Pernambuco","Lote 01, Reservatório Tucutu","-39.356805","-8.285722","360","360","Cabrobó",NA,"2012","05","05","-39.356805","-8.285722",NA,NA,NA,NA,NA,NA,"U"
"488","2019-11-21 10:03:26-03","IBt","SP","309125","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Fávero, OA; et al.","1992","02","16",NA,"Brasil",NA,NA,"Herbácea espontânea, inflorescência branca á marrom brejo",NA,"369",NA,NA,NA,"(L.) R.Br.","Rossi, L","São Paulo","Estação Ecológica Juréia-Itatins, Próximo ao porto do Aguapeu, no Rio Comprido","-47.5499992370605","-24.7000007629395",NA,NA,"Iguape",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"489","2020-08-27 12:19:40-03","IBt","SP","304032","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gehrt, A","1921","03",NA,NA,"Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"(L.) R.Br.",NA,"São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"490","2020-08-27 12:19:40-03","IBt","SP","5403","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gehrt, A","1921","03",NA,NA,"Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"(L.) R.Br.",NA,"São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"491","2019-02-27 14:14:21-03","GH","HU-HERB","GH 00936329","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","scariosa","Eleocharis scariosa",NA,NA,NA,NA,"South America","Brazil","Sheet",NA,NA,NA,"Martii Herb. Florae Brasil. 229","Isolectotype",NA,NA,"Steudel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martii Herb. Florae Brasil. 229",NA,NA
"492","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV","2001","05","16",NA,"Brasil",NA,NA,NA,NA,"506",NA,NA,NA,NA,NA,"Amapá","Furo do Araguari","-50.133333","0.95",NA,NA,"Macapá",NA,NA,NA,NA,"-50.133333","0.95",NA,NA,NA,NA,NA,NA,NA
"493","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"946",NA,NA,NA,NA,NA,"Amapá",NA,"-50.5","-2.083333",NA,NA,"Amapá",NA,NA,NA,NA,"-50.5","-2.083333",NA,NA,NA,NA,NA,NA,NA
"494","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV",NA,NA,NA,NA,"?",NA,NA,NA,NA,"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV","2001","04","12",NA,"Brasil",NA,NA,NA,NA,"391",NA,NA,NA,NA,NA,"Amapá","Rio Sucuriju","-50","1.7",NA,NA,"Amapá",NA,NA,NA,NA,"-50","1.7",NA,NA,NA,NA,NA,NA,NA
"496","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV","2001","05","16",NA,"Brasil",NA,NA,NA,NA,"453",NA,NA,NA,NA,NA,"Amapá","Ilha Vitória","-49.883333","1.166667",NA,NA,"Macapá",NA,NA,NA,NA,"-49.883333","1.166667",NA,NA,NA,NA,NA,NA,NA
"497","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV","2005","06","19",NA,"Brasil",NA,NA,NA,NA,"1877",NA,NA,NA,NA,NA,"Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Costa Neto, SV",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"822",NA,NA,NA,NA,NA,"Amapá","Lago Piratuba - REBIO do Lago Piratuba","-49.983333","-1.233333",NA,NA,"Amapá",NA,NA,NA,NA,"-49.983333","-1.233333",NA,NA,NA,NA,NA,NA,NA
"499","2020-08-07 17:10:42-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rabelo, BV","1981","06","09",NA,"Brasil",NA,NA,NA,NA,"1285",NA,NA,NA,NA,NA,"Amapá","Braço do Rio Macacoari","-51.0663986206055","-0.366667002439499",NA,NA,"Macapá",NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
