"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00837607","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","M. C. Dias","R. M. Harley","10562","1968","10","09","South America","Brazil","Mato Grosso",NA,"By base camp","-51.77","-12.82",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837607","NY00837607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1146113","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","P. G. Delprete","P. G. Delprete","10366","2007","11","16","South America","Brazil","Goiás","Pirenópolis","Parque Estadual dos Pireneus. Ca. 2 km depois do portal do parque (lado de Pirenópolis), trilha ao lado de uma floresta de galeria feichada, a 1.5 km da estrada principal.","-48.8558","-15.8072","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146113","NY01146113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02699087","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"A. S. L. da Silva","2386","1991","10","14","South America","Brazil","Pará","Melgaço","Floresta Nacional de Caxiuanã, Estação científica. Ferreira Penna, Margem do Rio Caxiuanã. Mata de Várzea.","-51.455","-1.7369",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982937' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699087","NY02699087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02699090","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"C. A. Sothers","155","1994","08","30","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Platô.","-60.0250015258789","-3.10193991661072",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982941' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699090","NY02699090_01","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02699088","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"O. Huber","10813","1985","07",NA,"South America","Brazil","Amazonas","Barcelos","Sabana y caapina parcialmente inundada sobre arena blanca, en la ribera izquierda del rio Aracá bajo, cerca del sítio Sauadáua. En el borde del bosque bajo en sobre, escaso.","-62.1","-0.216667","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982939' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699088","NY02699088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02736309","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","I. Mendes-Silva","A. L. Pires da Silveira","835","2015","06",NA,"South America","Brazil","Rondônia","Machadinho d'Oeste","Tabajara","-61.5609","-8.5748",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3092519' target='other'> <mi>dwc_moreinfo</mi></a>","NY02736309","NY02736309_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02699091","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"A. S. L. da Silva","2416","1991","10","15","South America","Brazil","Pará","Melgaço","Floresta Nacional de Caxiuana, Área pertencente a Estação Científica Ferreira Penna, próximo ao Igarapé Puraquequara.","-51.455","-1.7369",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982942' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699091","NY02699091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","216","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Dias, M.C.","Paschoal, M.E.S.","1652","1996","01","05",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,"Mata de brejo. Árvore de 10m de altura, caule rugoso, folhas cartáceas.","BOTU000216","BOTU000216",NA,NA,"1996","04","15","9999","9999",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","17576","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Carmello, S.M.","75","1989","10","09",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.6","-19.266667",NA,NA,NA,"Campo rupestre. Árvore de 5m de altura.","BOTU017576","BOTU017576",NA,NA,NA,NA,NA,"43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","10221","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Dias, M.C.","Pabst, G.","8768","1966","01","23",NA,"Brasil","Goiás","Brasília",NA,NA,NA,NA,NA,NA,"Pequena árvore de 4m com flores cremes, perfumadas.","BOTU010221","BOTU010221",NA,NA,"1988","02",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","22224","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Amaral Jr., A.","236","1998","10","15",NA,"Brasil","Mato grosso do Sul","Anaurilândia",NA,"-52.623889","-22.191111",NA,NA,NA,NA,"BOTU022224","BOTU022224",NA,NA,NA,NA,NA,"52°37'26''w","22°11'28''s",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25364","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Disciplina de Taxonomia","Galastri, N.A.","2","2007","02","28",NA,"Brasil","São Paulo","Botucatu",NA,"-48.303889","-22.690556",NA,NA,NA,"Mata de galeria e brejo 10 a 15 m de altura; copa piramidal, botão-floral alaranjado; flores amarelas. <ll>dwc_commonname:</ll> pindaíba, pimenteira ou pimenta de macaco","BOTU025364","BOTU025364",NA,NA,"2007","02","28","48°18'14w","22°41'26s",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","18897","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Grupo","16","1993","03","10",NA,"Brasil","São Paulo","São Manuel",NA,NA,NA,NA,NA,NA,"Mata de banhado. Árvore alta, com botões e frutos.","BOTU018897","BOTU018897",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","29042","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Kinoshita, L.S.","27266","1992","11","12",NA,"Brasil","São Paulo","Itarapina","Mata ciliar , região alagada",NA,NA,NA,NA,NA,NA,"BOTU029042","BOTU029042",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","10210","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Dias, M.C.","Duarte, A.P.","8262","1964","07","23",NA,"Brasil","Goiás","Brasília","Setor Industrial.",NA,NA,NA,NA,NA,"Árvore até 10m mais ou menos, frutífera, madeira na xiloteca.","BOTU010210","BOTU010210",NA,NA,"1988","02",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25366","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Mello-Silva, R.","Galastri, N.A.","2","2007","02","28",NA,"Brasil","São Paulo","Botucatu",NA,"-48.303889","-22.690556",NA,NA,NA,"Árvore com aprox. 10m de altura, copa piramidal; botão floral alaranjado; flores amarelas.","BOTU025366","BOTU025366",NA,NA,NA,NA,NA,"48°18'14w","22°41'26s",NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","17689","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Ono, E.O.","75","1989","10","09",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.6","-19.266667",NA,NA,NA,"Campo rupestre. Árvore de 5m de altura.","BOTU017689","BOTU017689",NA,NA,NA,NA,NA,"43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","23120","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Amaral Jr., A.","768","2000","11","04",NA,"Brasil","Mato Grosso do sul","Três Lagoas","A montagem da barragem da Hidrelétrica de Jupiá","-51.654889","-20.745778",NA,NA,NA,NA,"BOTU023120","BOTU023120",NA,NA,NA,NA,NA,"51°39'17,6''w","20°44'44,8''s",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25529","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Souza, V.C.","Carboni, M.",NA,"2006","05","10",NA,"Brasil","São Paulo","Bauru","Reserva legal da UNESP.","-49.016667","-22.333333",NA,NA,NA,"Mata de brejo. 13m de altura, flor alaranjada, aromática.","BOTU025529","BOTU025529",NA,NA,"2006","06","01","49°01'w","22°20's",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","17789","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Carmello, S.M.",NA,"1989","10","09",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"Cerrado secundário com árvores de até 10m de altura.","BOTU017789","BOTU017789",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","17484","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Castilho. R.M.M.","91","1989","10","09",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.6","-19.266667",NA,NA,NA,"Mata ciliar. Frutos vermelhos.","BOTU017484","BOTU017484",NA,NA,NA,NA,NA,"43°36'w","19°16's",NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:28:50-03","UFRJ","RFA","29120","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","J.E. Paula","E.P. Heringer; T.S. Filgueiras; R.C. Mendonça; B.A.S. Pereira; J.E. paula","7644","1978","07","10",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, a 249 m da entrada da mata","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore 8 m x 16 cm (árvore nº 271 - R-1","RFA19980",NA,"70570","auto","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:28:50-03","UFRJ","RFA","12668","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","A.F. Pontes","P. Occhioni","5079","1972","06","27",NA,"Brasil","Minas Gerais","Minas Gerais","Estrada da Represa. Serra do Cipó",NA,NA,NA,NA,NA,"Arvoreta 6 m de altura, margem do Rio da Represa.","RFA11807",NA,NA,NA,"2002","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:18:47-03","UFRJ","RFA","14507","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","G.G. Hatschbach","G.G. Hatschbach","9920","1972","08","05",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arvore de flor creme","RFA12890",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:33:47-03","EAO","IAN","117045","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Prance, GT","Prance, GT; Pennington, TD","1439","1965","09","21","Southern America","Brasil","Pará",NA,"Km. 1.5-3.5. Line SW. of Ilha de Breu. Varzea forest.",NA,NA,NA,NA,NA,"Tree, 12m. x 20cm. de diameter. Young fruit green.","IAN117045",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:33:47-03","EAO","IAN","137937","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Harley, RM; Lima, AM","10562","1968","10","09","Southern America","Brasil","Mato Grosso",NA,"By base camp. Damp Gallery forest with Leandra sp..","-51.766667","-12.816667",NA,NA,NA,"Slender tree 10m. high with smooth grey bark. Leaves leathery dark green above glaucous beneath, flowers in bud pale. larger flowers buds with orange petals.","IAN137937",NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:33:47-03","EAO","IAN","123293","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Aristeguieta, L","Irwin, HS; Grear Jr., JW","16657","1966","06","05","Southern America","Brasil","Mato Grosso",NA,"Serra do Roncador, gallery forest, ca. 86km. N. Xavantina.",NA,NA,NA,NA,NA,"Tree ca. 8m x 15cm. Fruit light green.","IAN123293",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:33:47-03","EAO","IAN","123360","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Aristeguieta, L","Irwin, HS; Grear Jr., JW; Grear Jr., JW","18170","1966","06","12","Southern America","Brasil","Distrito Federal",NA,"Gallery forest and adjacent wet campo. Riacho Vicente Pires. Ca. 15km. W. of Brasília.",NA,NA,"1000","1000",NA,"Tree ca. 4m. x 9cm. Fruit green.","IAN123360",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:33:47-03","EAO","IAN","142463","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Rosa, NA; Silva, NT da","119","1974","07","18","Southern America","Brasil","Mato Grosso",NA,"A margem da Cachoeira Andorinha Humboldt.",NA,NA,NA,NA,NA,"Árvore de 15m. x 80cm. Flores amarelas perfumadas.","IAN142463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:33:47-03","EAO","IAN","157585","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Silva, MG da; Maria, J","3282","1977","07","05","Southern America","Brasil","Mato Grosso",NA,"Rio Juruena, beira do rio.",NA,NA,NA,NA,NA,"Árvore de 10m, 10cm; de diâmetro, flor amarela perfumada, fruto quando maduro abre e é vermelho internamente.","IAN157585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:33:47-03","EAO","IAN","157867","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Rooden, J van","Irwin, HS; Maxwell, HS","20024","1968","02","14","Southern America","Brasil","Minas Gerais",NA,"Sandy campo with outcrops, Serra do Cipó, ca. km. 120 (ca. 145km. N. of Belo Horizonte).",NA,NA,"1200","1200",NA,"tree ca. 4km. x 6cm. Perianth cream.","IAN157867",NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:33:47-03","EAO","IAN","161164","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Rosário, CS","Rosário, CS; Rosa, NA","162","1982","08","26","Southern America","Brasil","Pará",NA,"Mosqueiro, Praia da Baia do Sol.",NA,NA,NA,NA,NA,"Árvore de 18m. de altura, botões jovens, frutos imaturos verdes.","IAN161164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:33:47-03","EAO","IAN","170723","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Rêgo, TJA","s.n.","1997","10",NA,"Southern America","Brasil","Maranhão",NA,"Amostra 22.",NA,NA,NA,NA,NA,NA,"IAN170723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:33:47-03","EAO","IAN","186652","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Félix-da-Silva, MM","Félix-da-Silva, MM; Trindade, MJS; Oliveira, JCL de; Souza, CA","412","2007","11","19","Southern America","Brasil","Pará","Portel","FLONA de Caxiuanã, igarapé Caquajó.","-51.631111","-1.960278",NA,NA,NA,"Árvore 15m de altura.Flores e frutos imaturos.","IAN186652",NA,NA,NA,NA,NA,NA,"-51.631111","-1.960278",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:33:47-03","EAO","IAN","188526","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Lucas, FCA","120","2012","04",NA,"Southern America","Brasil","Pará","Melgaço","Caxiuanã, Estação Científica Ferreira Pena.","-51.529167","-1.708333",NA,NA,NA,"Árvore de 12 m de altura com flor amarela, inflorescência.","IAN188526",NA,NA,NA,NA,NA,NA,"-51.529167","-1.708333",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:33:47-03","EAO","IAN","69073","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.",NA,"Black, GA","11237","1951","01","23","Southern America","Brasil","São Paulo",NA,"Campos de Itirapina.",NA,NA,NA,NA,NA,NA,"IAN069073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:33:47-03","EAO","IAN","74457","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Xylopia","emarginata","Xylopia emarginata","Mart.","Fries, RE","Pires, JM; Silva, NT da","4222","1952","06","02","Southern America","Brasil","Pará",NA,"Rio Maró.",NA,NA,NA,NA,NA,NA,"IAN074457",NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
