"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","class","order","coordinatePrecision","geoFlag","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","relatedCatalogItem"
"14","2020-07-23 12:17:08-03","CEPLAC","CEPEC","109876","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cattleya","grandis","Cattleya grandis",NA,"SpeciesLink/lacunas",NA,NA,NA,"Jardim, J. G.","4757","2005","10","22",NA,"Brasil","Bahia","SANTA CRUZ DA VITÓRIA","Fazenda Boa Fé; 9,3km na Rod. para Itaju do Colônia.","-39.786111","-15.04","39W47'10","15S2'24","EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-23 12:17:08-03","CEPLAC","CEPEC","80864","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cattleya","grandis","Cattleya grandis",NA,"SpeciesLink/lacunas",NA,NA,NA,"J. G. Jardim","1852","1983","04","15",NA,"Brasil","Bahia","ILHÉUS","Km 14 da Rod. Ilheus/Urucuca, Faz. Retiro.","-39.0494003295898","-14.7889003753662",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,NA,"61245","auto",NA,NA,NA,NA,"03/09/2002"
"16","2020-07-23 12:17:08-03","CEPLAC","CEPEC","80628","PreservedSpecimen","Plantae",NA,"Orchidaceae","Cattleya","grandis","Cattleya grandis",NA,"SpeciesLink/lacunas",NA,NA,NA,"L. A. Mattos-Silva","3866","1998","10","29",NA,"Brasil","Bahia","UNA","Faz. S. Rafael.Ramal esq. Rod. Colonia/S. José,entr. junto ponte,ca. 2Km W entr. Principal da Faz.","-39.0752983093262","-15.2932996749878",NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO! <ll>dwc_commonname:</ll> Orquidea",NA,NA,NA,"36070","auto",NA,NA,NA,NA,"08/02/2000"
"17","2021-04-08 17:13:25-03","UESB","HUESB","2526","S","Plantae","Monocotyledoneae","Orchidaceae","Sophronitis","grandis","Sophronitis grandis",NA,"E.C.Smidt","2005","09",NA,"Macedo, G.E.L.","377","2003","06","29",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.","-40.0835990905762","-13.8575000762939",NA,NA,"Floresta Estacional (Mata de Cipó) em zona de transição.",NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA
"18","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Blanchet, JS","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Blanchet, JS","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Pinel, N","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in sylvis humidis supra arbores prope Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Binot, PM","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"In prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Pinel, N","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in sylvis humidis supra arbores prope Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Binot, PM","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"In prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Travassos","s.n.",NA,NA,NA,NA,"?",NA,NA,"ad Serra da Itaraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl.",NA,NA,NA,NA,"Travassos","s.n.",NA,NA,NA,NA,"?",NA,NA,"ad Serra da Itaraca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 10:13:30-03","IBt","SP","247579","S","Plantae",NA,"Orchidaceae","Laelia","grandis","Laelia grandis","Lindl. & Paxton",NA,NA,NA,NA,"Silva, EF","s.n.","1980","05","23",NA,"Brasil","Bahia",NA,"Sul do estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
