"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"24","2021-04-08 17:41:42-03","EAO","IAN","6637X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","734","2000","08",NA,"Southern America","Brasil","Pará","Mediciândia",NA,NA,NA,NA,NA,"IAN06637X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:42-03","EAO","IAN","6637X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC","734","2000","08",NA,"Southern America","Brasil","Pará","Mediciândia",NA,NA,NA,NA,NA,"IAN06637X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:42-03","EAO","IAN","X134717","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Silva, NT da","2893",NA,NA,NA,"Southern America","Brasil","Pará","Monte Dourado","Região do rio Jari. Planalto B entre Pilão e Repartimento",NA,NA,NA,NA,"IANX134717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:42-03","EAO","IAN","X159467","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","sc","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANX159467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Oliveira, JCL de","s.n.","2002","09","25","Southern America","Brasil","Pará","Paragominas","Área de exploração 2002.","-48.810917","-3.482778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.810917","-3.482778",NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Soler, JG; Freitas, JC","s.n.","2002","09","10","Southern America","Brasil","Pará","Moju","Vicinal da 12, fazenda Santa Marta na margem esquerda do rio Mojú.","-49.247583","-3.060694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2002","09",NA,"-49.247583","-3.060694",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Oliveira, JCL de","s.n.","2002","09","27","Southern America","Brasil","Pará","Paragominas","Área de exploração 2002.","-48.8095","-3.494917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.8095","-3.494917",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Soler, JG; Freitas, JC","s.n.","2002","09","10","Southern America","Brasil","Pará","Moju","Vicinal da 12, fazenda Santa Marta na margem esquerda do rio Mojú.","-49.247583","-3.060694",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2002","09",NA,"-49.247583","-3.060694",NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Carvalho, AMV de; Ferreira, GC","s.n.","2002","05","29","Southern America","Brasil","Pará","Paragominas","Fazenda da FFT, área da empresa Cikel Brasil Verde S.A.","-48.29125","-3.714806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.29125","-3.714806",NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Oliveira, JCL de","s.n.","2002","09","27","Southern America","Brasil","Pará","Paragominas","Área de exploração 2002.","-48.8095","-3.494917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.8095","-3.494917",NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, AM; Oliveira, JCL de","s.n.","2002","09","25","Southern America","Brasil","Pará","Paragominas","Área de exploração 2002.","-48.810917","-3.482778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.810917","-3.482778",NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:41:42-03","EAO","IAN","134717","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Silva, NT da","2893","1970","01","19","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Região do rio Jari. Tinguelin. Km 21. Mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,"Árvore de 35m e 44cm de diam. Flor roseo palido.","IAN134717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"564600","auto",NA,NA,NA,NA,NA
"36","2021-04-08 17:41:42-03","EAO","IAN","124753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Oliveira, E","4568","1968","06","18","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, ao lado do campo de aviação. Mata alta de terra firme, acidentada.","-52.5816993713379","-1.52332997322083",NA,"Árvore de 35m.","IAN124753",NA,"Lima, HC de",NA,NA,"1981",NA,NA,NA,NA,"564600","auto",NA,NA,NA,NA,NA
"37","2021-04-08 17:41:42-03","EAO","IAN","169335","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Cordeiro, MR","4473","1999","09","29","Southern America","Brasil","Pará","Belém","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-2191.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"38","2021-04-08 17:41:42-03","EAO","IAN","169011","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Cordeiro, MR","4149","1999","09","28","Southern America","Brasil","Pará","Belém","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-229.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"39","2021-04-08 17:41:42-03","EAO","IAN","169439","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Cordeiro, MR","4577","1999","09","29","Southern America","Brasil","Pará","Belém","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-2714.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"40","2021-04-08 17:41:42-03","EAO","IAN","169083","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Cordeiro, MR","4221","1999","09","28","Southern America","Brasil","Pará","Belém","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-737.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN169083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"41","2021-04-08 17:41:42-03","EAO","IAN","63398","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","3158","1951","03","15","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,"Sementes germinando.","IAN063398","IAN063398 IAN063398_e","Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"42","2021-04-08 17:41:42-03","EAO","IAN","63367","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","3185","1951","04","03","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN063367","IAN063367 IAN063367_e","Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"43","2021-04-08 17:41:42-03","EAO","IAN","63366","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","3184","1951","04","03","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande.","IAN063366","IAN063366 IAN063366_e","Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"44","2021-04-08 17:41:42-03","EAO","IAN","59097","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","2676","1950","12","14","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande. (=2651 flor da mesma árvore).","IAN059097",NA,"Melchor-Castro, B",NA,NA,"2018","08","21",NA,NA,"48462","auto",NA,NA,NA,NA,NA
"45","2021-04-08 17:41:42-03","EAO","IAN","59070","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","2651","1950","10","14","Southern America","Brasil","Pará","Belém","IAN.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande, com 30 metros de altura; flores roseas, sem folhas; casca cinzenta.","IAN059070",NA,"Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"46","2021-04-08 17:41:42-03","EAO","IAN","140141","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Pires, JM","13157","1973","07","20","Southern America","Brasil","Pará","Belém","IPEAN. Estrada do trapiche.","-48.5043983459473","-1.4558299779892",NA,"Árvore grande. Fot. preto.","IAN140141",NA,"Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"47","2021-04-08 17:41:42-03","EAO","IAN","11192","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ducke, A","1680","1944","10","26","Southern America","Brasil","Pará","Belém","Utinga. Mata de terra firme.","-48.5043983459473","-1.4558299779892",NA,"Árvore muito grande; flor entre cor de rosa e cor de carne, estamdarte com mancha cor de enxofre, fruto verde amarelado sujo com margens pardo-avermelhados, os novos cobertos de pó acinzentado.","IAN011192","IAN011192 IAN011192_e IAN011192_e1","Lima, HC de",NA,NA,"1984",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"48","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Hopkins, MJG; Carvalho, ACM; Lima, APR de; Ribeiro, JS; Santos, IS","s.n.","2003","11","08","Southern America","Brasil","Pará","Belterra","Area de pesquisa do Projeto Dendrogene, Km 83. da rodovia Santarém-Cuiabá.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2003","11",NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA
"49","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Nascimento, MP do; Hopkins, MJG; Carvalho, ACM; Lima, APR de; Ribeiro, JS; Santos, IS","s.n.","2003","11","09","Southern America","Brasil","Pará","Belterra","Area de pesquisa do Projeto Dendrogene, Km 83. da rodovia Santarém-Cuiabá.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,"2003","11",NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA
"50","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Ferreira, GC; Freitas, JC; Takeda, PS; Silva, FCMA; Carneiro-da-Silva, JE","s.n.","2004","04","14","Southern America","Brasil","Pará","Breu Branco","Fazenda Reflorestamento Água Azul I, UPA 2003/2004, UT-04, fx-01.","-49.4609985351562","-4.00899982452393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108062","auto",NA,NA,NA,NA,NA
"51","2021-04-08 17:41:42-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","excelsum","Hymenolobium excelsum","Ducke","Ferreira, GC; Ferreira, GC; Freitas, JC; Takeda, PS; Silva, FCMA; Carneiro-da-Silva, JE","s.n.","2004","04","14","Southern America","Brasil","Pará","Breu Branco","Fazenda Reflorestamento Água Azul I, UPA 2003/2004, UT-04, fx-03.","-49.4609985351562","-4.00899982452393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108062","auto",NA,NA,NA,NA,NA
