"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class"
"11","2021-03-01 16:34:46-03","UNICAMP","UEC","117565","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Pereira, FMB","28/017","2000","06","27",NA,"Brazil","Minas Gerais","Itamonte","Fazenda Campo Redondo, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","-42.691111","-22.268333","1541","1541",NA,"Árvore com 8,0m de altura e DAP de 12 cm, flores rosas, folhas verdes, caule marrom, comum no local.; Mata de encosta sobre solo argiloso.","UEC071986","UEC071986",NA,"2008",NA,NA,"-42.691111","-22.268333",NA,NA,NA,NA
"12","2019-08-20 10:19:25-03","UNICAMP","UEC","10771","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Caddah, MK","Irwin, HS; Harley, RM; Onishi, E","28713","1971","01","19",NA,"Brazil","Minas Gerais",NA,"Serra do Espinhaço, Lower slopes of Serra da Piedade, road between BR-31 and Caeté.",NA,NA,"1600","1600",NA,"fruto, Tree ca. 4 m x 5 cm. Fruit gray-green. Locally common. Secondary forest with numerous outcrops.","UEC083612","UEC083612",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:34:46-03","UNICAMP","UEC","168201","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Batista, TA; Moraes, C; Boechat, C","231","2011","01","24",NA,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina Dentro da parcela 42 na cota 1900.","-44.816889","-22.379639","1908","1908",NA,"Conferir hábito. Folhas discolores com face abaxial, pecíolo e caule densamente coberto por pelos amarelos. Face abaxial esbranquiçada. Flores diminutas com pétalas, estigma e estames beges. Ritidoma se descama em muitas placas. Cascas","UEC091114","UEC091114",NA,NA,NA,NA,"-44.816889","-22.379639",NA,NA,NA,NA
"14","2021-03-01 16:34:46-03","UNICAMP","UEC","177488","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Goldenberg, R; Michelangeli, FA; Caddah, MK; Reginato, R; Rolim, R; Pedrosa, LG","1504","2011","02","03",NA,"Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Pico do Itacolomi; Estrada da Torre, na entrada da trilha da Serra do Baú.","-43.506389","-20.437778","1470","1470",NA,"Árvore 7m. Ramos com cristas interpeciolar muito evidente (mesmo no material fresco), frutos imaturos verde-escuros.; Floresta","UEC002964","UEC002964",NA,NA,NA,NA,"-43.506389","-20.437778",NA,NA,NA,NA
"15","2021-03-01 16:34:46-03","UNICAMP","UEC","152625","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Caddah, MK","Caddah, MK; Shimizu, GH; Belinello, R","630","2009","08","03",NA,"Brazil","São Paulo","Lavrinhas","Serra da Mantiqueira, Fábrica da Suall","-45.471389","-22.776667","1346","1346",NA,"Árvore ca. 8 m, inflorescência jovem, coleta em sílica","UEC071985","UEC071985",NA,"2009",NA,NA,"-45.471389","-22.776667","08",NA,NA,NA
"16","2019-09-30 10:30:06-03","UNICAMP","UEC","84026","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Goldenberg, R; Shepherd, GJ","131","1995","04","04",NA,"Brazil","Minas Gerais","Passa Quatro","Estrada da Serra do Leite","-44.922222","-22.416944","1600","1600",NA,"Árvore de 5m; frutos imaturos verdes.","UEC055452","UEC055452","paratypus",NA,NA,NA,"-44.922222","-22.416944",NA,NA,NA,NA
"17","2019-09-30 10:30:06-03","UNICAMP","UEC","88268","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Goldenberg, R; Shepherd, GJ","71","1995","04","06",NA,"Brazil","São Paulo","Lavrinhas","Vale do Ribeirão do Braço, Entre 22°27'46 S e 22°27'46, entre 44°52'54 e 44°52'48 W.","-44.881667","-22.462778",NA,NA,NA,"Árvore com 12m; frutos maduros cor de laranja.","UEC055451","UEC055451","holotypus",NA,NA,NA,"-44.881667","-22.462778",NA,NA,NA,NA
"18","2021-03-01 16:34:46-03","UNICAMP","UEC","58546","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Caddah, MK","Caddah, MK; Shimizu, GH; Belinello, R","631","2009","08","03",NA,"Brazil","São Paulo","Lavrinhas","Serra da Mantiqueira, Fábrica da Suall.","-45.466667","-22.766667","1339","1339",NA,"Árvore ca. 12m, casca externa com fissuras verticais, popularmente conhecida como casca de arroz, coleta em sílica.","UEC071983","UEC071983",NA,"2009",NA,NA,"-45.466667","-22.766667","08",NA,NA,NA
"19","2020-02-14 09:20:51-03","UNICAMP","UEC","51869","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Robim, MJ","605","1988","04","24",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual, Instituto Florestal, sítio velho.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Árvore de 10m de altura, frutos verdes e maduros de cor amarela. Tronco com esfoliações.","UEC055449","UEC055449","paratypus","2008","21048","auto",NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:02:59-03","FURB","FURB","36115","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2621","2011","03","16",NA,"Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha do Marlon.","-45.3222223","-22.5733334","1400","1400",NA,NA,"FURB02277","FURB02277",NA,"2011",NA,NA,"-45.3222223","-22.5733334","05","31",NA,NA
"21","2019-06-27 10:25:40-03","UFES","VIES","38517","S","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R.","Goldenberg, R.; Carrijo, T. & Garbin, M.","2189","2015","05","28",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"VIES038517","VIES038517",NA,"2015","23972","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:34:51-03","MBM","MBM","425731","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Santos Filho, L.A.F.","Santos Filho, L.A.F.; Baumgratz, J.F.A.; Silva, W.; Baumgratz, J.F.A.; Silva, W.","29","2008","04","21","Southern America","Brazil","Rio de Janeiro","Itatiaia","Trilha Maromba-Macieira","-44.5633010864258","-22.4960994720459","1100","1100",NA,"Árvore. Mata de encosta. Ramos e pecíolos pardacentos; folhas, face adaxial verdes, abaxial pardacenta, infrutescência pardacenta; frutos jovens verde-nigrescentes., maduros avermelhados. Altura: 15 m.; Em barranco margeando a trilha","MBM425731",NA,NA,"2008","19648","auto",NA,NA,"04","21",NA,NA
"23","2020-12-11 11:38:28-03","UFMG","BHCB","147442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Gasper, AL de; Salino, A; Bueno, ML; Leal, BSS; Rezende, VL","2621","2011","03","16","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança - Trilha do Marlon, Floresta Atlântica","-45.322222","-22.573361","1400","1400",NA,"mata ciliar, arbórea, flor cor: fruto: Maduro laranja",NA,NA,NA,NA,NA,NA,"-45.322222","-22.573361",NA,NA,NA,NA
"24","2020-12-11 11:38:28-03","UFMG","BHCB","200577","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato",NA,"Baumgratz, JFA; Nadruz, M; Meneguzzo, T; Gonzaga, DR","1409-A","2015","04","01","Southern America","Brasil","Minas Gerais","Passa Quatro","APA da Mantiqueira, Serra Fina, caminho para a Toca do Lobo.","-44.55","-22.452778","1588","1588",NA,"Árvore ca. 5 m alt., esciófila; ramos, pecíolos e inflorescência pardacentos; folhas discolares: face adaxial verde, face abaxial pardacenta; frutos jovens verdes, frutos maduros alaranjados.; Floresta Ombrófila Densa.","BHCB200577",NA,NA,"2015",NA,NA,"-44.55","-22.452778",NA,NA,NA,NA
"25","2021-02-11 17:19:52-03","UFPR","UPCB","91253","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","aff. shepherdii","Miconia aff. shepherdii","R.Goldenb. & Reginato","Goldenberg, R.","Goldenberg, R. et al.","2347","2017","04","30",NA,"Brasil","Bahia","Amargosa","Região da Serra do Timbó.","-39.663333","-13.156111",NA,NA,NA,"Topo de serra com fragmentos de floresta.. Árvore 10m. Frutos imaturos verdes.","UPCB0034773","UPCB0034773",NA,"2017",NA,NA,"-39.663333","-13.156111",NA,NA,NA,NA
"26","2021-02-11 17:19:52-03","UFPR","UPCB","92414","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","aff. shepherdii","Miconia aff. shepherdii","Goldenb. & Reginato",NA,"Goldenberg, R. | Amorim, A.M. | Paixão, J.L.","2313","2017","04","29",NA,"Brasil","Bahia","Amargosa","Região da Serra do Timbó, fragmento de floresta bastante perturbado","-39.702006","-13.10625",NA,NA,NA,"Árvore 14m. Frutos jovens verdes.","UPCB0032955","UPCB0032955",NA,NA,NA,NA,"-39.702006","-13.106250",NA,NA,NA,NA
"27","2021-02-11 17:20:09-03","UFPR","UPCB","56172","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato","Goldenberg, R.","Mota, N.F.O.","450","2005","12","28",NA,"Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda, BR 040 km 6, Trilha do Sauá","-43.816944","-20.878056","1000","1200",NA,"Arbusto 4m, fruto imaturo verde, em borda de mata..","UPCB0020038","UPCB0020038",NA,"2007",NA,NA,"-43.816944","-20.878056","01","01",NA,NA
"28","2021-02-11 17:20:09-03","UFPR","UPCB","60129","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato","Goldenberg, R. & Reginato, M.","Goldenberg, R.","77","1995","04","06",NA,"Brasil","São Paulo","Lavrinhas","Vale do Ribeirão do Braço","-44.981667","-22.462778",NA,NA,NA,"Árvore com 12m, frutos maduros cor de laranja..","UPCB0002129","UPCB0002129","Holotype",NA,NA,NA,"-44.981667","-22.462778",NA,NA,NA,NA
"29","2021-02-11 17:20:09-03","UFPR","UPCB","64469","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato","Caddah, M.K.","Caddah, M.K.","644","2009","08","04",NA,"Brasil","Rio de Janeiro","Resende","Serra da Mantiqueira, estrada para Pico das Agulhas Negras (BR 354, km 1)",NA,"-22.637222","1605","1605",NA,"Árvore ca. 9 m, discolor, face adaxial brilhante, coleta em sílica..","UPCB0020030","UPCB0020030",NA,"2009",NA,NA,NA,"-22.637222","08",NA,NA,NA
"30","2021-02-11 17:20:09-03","UFPR","UPCB","64457","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato","Caddah, M.K.","Caddah, M.K.","631","2009","08","03",NA,"Brasil","São Paulo","Lavrinhas","Serra da Mantiqueira, Fábrica da Suall",NA,"-22.776667","1339","1339",NA,"Árvore ca. 12 m, casca externa com fissuras verticais, popularmente conhecida como casca de arroz, coleta em sílica..","UPCB0020029","UPCB0020029",NA,"2009",NA,NA,NA,"-22.776667","08",NA,NA,NA
"31","2021-02-11 17:20:09-03","UFPR","UPCB","64456","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato","Caddah, M.K.","Caddah, M.K.","630","2009","08","03",NA,"Brasil","São Paulo","Lavrinhas","Serra da Mantiqueira, Fábrica da Suall",NA,"-22.776667","1346","1346",NA,"Árvore ca. 8 m, inflorescência jovem, coleta em sílica..","UPCB0020032","UPCB0020032",NA,"2009",NA,NA,NA,"-22.776667","08",NA,NA,NA
"32","2021-02-11 17:20:09-03","UFPR","UPCB","87788","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenberg & Reginato","Goldenberg, R.","Ivanauskas, N. M. et al.","6632","2014","05","08",NA,"Brasil","Minas Gerais","Delfim Moreira","Fazenda Bartira (Unidade Alegria), Floresta Ombrófila Mista (WGS84, Zona 23K, 7508867S, 472586W).","-45.2799987792969","-22.5091991424561","1307","1307",NA,"Árvore de 12m. Frutos laranja. Indivíduo 9227 da fitossociologia..","UPCB0023562","UPCB0023562",NA,"2016","20219","auto",NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:20:09-03","UFPR","UPCB","93782","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. E Reginato","Baumgratz, J. . A","Baumgratz, J. F. A. | Bovini, M. | Nadruz, M.","1319","2014","06","03",NA,"Brasil","São Paulo","São José do Barreiro","Na zona de amortecimento do PARNA Serra do Bocaina, na trilha que se inicia proxima a pousada Campos de Bocaina em direção a Pedra da Bacia (ou pedra Alta), antes do mirante.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arvore ca. 7 m de altura; ramos, peciolo e face adaxial das folhas verde-pardacento; folhas discolores, face adaxial =verde.","UPCB0041137","UPCB0041137",NA,"2018","30784","auto",NA,NA,"10",NA,NA,NA
"34","2021-02-11 17:20:09-03","UFPR","UPCB","71779","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenberg & Reginato",NA,"Goldenberg, R.","1504","2011","02","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Pico do Itacolomi; Estrada da Torre, na entrada da trilha da Serra do Baú.","-43.5080986022949","-20.2875003814697","1470","1470",NA,"Árvore 7m. Ramos com crista interpeciolar muito evidente (mesmo no material fresco); frutos imaturos verdes-escuros Floresta.","UPCB0020036","UPCB0020036",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:20:09-03","UFPR","UPCB","83028","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","Goldenberg, R.","Goldenberg, R.","2189","2015","05","28",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó, estrada acima da portaria; floresta ombrófila.","-41.8452987670898","-20.6888999938965",NA,NA,NA,"Árvore 8m (com individuos vizinhos mais altos, até 12m); frutos imaturos verdes, maduros cor-de-laranja..","UPCB0020140","UPCB0020140",NA,"2015","23972","auto",NA,NA,NA,NA,NA,NA
"36","2021-02-23 16:20:39-03","UFPR","UPCB","97145","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenberg. & Reginato","Bacci, L. F. | Michelangeli, F.","Bacci, L. F. | Michelangeli, F. | Bochorny, T.","388","2019","07","00",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte baixa - trilha para cachoeira Itaporani.","-44.5633010864258","-22.4960994720459","1181","1181",NA,"Mata Atlântica. Árvore ca. 4m alt. Frutos imaturos verdes, maduros alaranjados e amarelados.","UPCB0046979",NA,NA,"2019","19648","auto",NA,NA,NA,NA,NA,NA
"37","2013-08-13 09:32:00-03","MO","MOBOT","100620488","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato",NA,"Renato Goldenberg","Goldenberg 71",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2015-08-13 05:50:00-03","MO","MOBOT","3248150","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato","M.K. Caddah","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 28713","1971","1","19","South America","Brazil","Minas Gerais",NA,"Lower slopes of Serra da Piedade, road between BR-31 and Caeté.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2013-06-28 13:06:00-03","MO","MOBOT","100607712","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato",NA,"Renato Goldenberg|Fabián A. Michelangeli|Mayara K. Caddah|Marcelo Reginato|R. Rolim|L.G. Pedrosa","Goldenberg 1504","2011","2","3","South America","Brazil","Minas Gerais","Ouro Branco","Parque Estadual do Pico do Itacolomi; Estrada da Torre, na entrada da trilha da Serra do Báu. 20° 25' 76 S; 43° 29' 83 W","-43.6918983459473","-20.5207996368408","1470.00000000",NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,"1",NA
"40","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","48821",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato","R. Goldenberg/2015","R. Goldenberg; T. Carrijo & M. Garbin","2189","2015","05","28",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó, estrada acima da portaria; floresta ombrófila","-41.8452987670898","-20.6888999938965",NA,NA,NA,"Árvore 8m (com individuos vizinhos mais altos, até 12m); frutos imaturos verdes, maduros cor-de-laranja","MBML048821","MBML048821",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA
"41","2017-11-24 14:11:32-02","UFLA","ESAL","27148","S","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R.Goldenb. & Reginato","F.S.Meyer","Batista, TA; Moraes, C; Boechat, C","231",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina","-44.8699989318848","-22.283899307251",NA,NA,NA,"árvore; ; flores diminutas com pétalas, estigma e estames be;",NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-01 11:49:14-03","UFPE","UFP","85331","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato","et al.; Santos-Filho, LAF","Santos-Filho, LAF; Baumgratz, JFA; Silva, W","29","2008","04","21",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","1100","1900",NA,"Mata de encosta. Ramos e pecíolos pardacentos; folhas, face adaxial verdes, abaxial pardacenta; infrutescência pardacenta; frutos jovens verde-nigrescentes, maduros avermelhados. Altura: 15 m. Habitat: Em barranco margendo a trilha Háb","UFP085331",NA,NA,"2008","19648","auto",NA,NA,"04","21",NA,NA
"43","2020-09-12 05:00:02-03","US","US","1593857","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato",NA,"B. Lutz",NA,NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,"US01916691","US01916691_01 US01916691_02",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"44","2020-09-12 05:00:02-03","US","US","2628594","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","shepherdii","Miconia shepherdii","R. Goldenb. & Reginato",NA,"H. S. Irwin, R. M. Harley & E. Onishi",NA,"1971","1","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Lower slopes of Serra da Piedade, road between BR-31 and Caetés.",NA,NA,"1600",NA,NA,NA,"US01916690","US01916690_01 US01916690_02",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
