"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","440349","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","G. O. A. Malme","P. K. H. Dusén",NA,"1911","04","27","Brazil","São Paulo","Itararé","Itararé","-49.34","-24.1103",NA,NA,NA,NA,"NY00440349","NY00440349_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512079' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","970753","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","13221","1966","03","01","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 10 km S. of Cristalina","-47.6","-16.84036",NA,NA,"1200","1200","NY00970753","NY00970753_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053355' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00748945","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","E. P. Heringer","5548","1980","10","02","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"1100","1200","NY00748945","NY00748945_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886252' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1921290","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","17149","1966","06","15","Brazil","Mato Grosso",NA,"Lower slopes, Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.4",NA,NA,"550","550","NY01921290","NY01921290_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2194521' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","970752","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","13702","1966","03","07","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 20 km N. of Cristalina","-47.6","-16.56928",NA,NA,"1100","1100","NY00970752","NY00970752_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","970803","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","F. Markgraf","G. T. Prance","18847","1973","10","12","Brazil","Mato Grosso",NA,"Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti","-55.8147419","-15.45169",NA,NA,"720","720","NY00970803","NY00970803_01",NA,NA,NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1057681' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","970737","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","B. Maguire","57007","1963","10","04","Brazil","Distrito Federal","Brasília","30 km north of Brasilia, Corrego Sobradinho, Farm No. 19.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00970737","NY00970737_01 NY00970737_02",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052027' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","970759","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.",NA,"C. E. O. Kuntze",NA,NA,NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"NY00970759","NY00970759_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","970742","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","A. J. M. Leeuwenberg","W. R. Anderson","8022","1973","04","03","Brazil","Goiás","Cristalina","12 km by road N of Cristalina. Serra dos Cristais.","-47.68","-16.7",NA,NA,"1060","1060","NY00970742","NY00970742_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052760' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","970807","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","A. J. M. Leeuwenberg","W. R. Anderson","8022","1973","04","03","Brazil","Goiás","Cristalina","12 km by road N of Cristalina. Serra dos Cristais.","-47.68","-16.7",NA,NA,"1060","1060","NY00970807","NY00970807_01",NA,NA,NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1058120' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","970747","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","F. Markgraf","H. S. Irwin","25452","1970","01","26","Brazil","Goiás","Campo Alegre de Goiás","Contraforte Central, ca. 58 km N.E. of Catalão","-47.56238","-17.79616",NA,NA,"900","900","NY00970747","NY00970747_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","970731","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.",NA,"R. M. Harley","10399","1968","10","01","Brazil","Mato Grosso",NA,"c. 2,5 km SE of base camp. Expedition Base Camp.","-51.77","-12.82",NA,NA,NA,NA,"NY00970731","NY00970731_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051998' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","970757","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","9907","1965","11","05","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 2 km N. of Cristalina","-47.6","-16.73193",NA,NA,"1250","1250","NY00970757","NY00970757_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","440340","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","A. J. M. Leeuwenberg","R. M. Harley","27019","1988","11","28","Brazil","Bahia","Paramirim","43 km do Livramento do Brumado e 4 km de Caraibas, na estrada para Paramirim","-42.17","-13.62",NA,NA,"580","580","NY00440340","NY00440340_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512071' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","970754","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","11927","1966","01","21","Brazil","Goiás","Mossâmedes","Serra Dourada, middle slopes of Serra Dourada, ca. 25 km S. of Goiás Velho","-50.1333","-16.15922",NA,NA,"700","700","NY00970754","NY00970754_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053383' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","970770","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.",NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil",NA,NA,"Lagoa Santa.",NA,NA,NA,NA,NA,NA,"NY00970770","NY00970770_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","970756","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","H. S. Irwin","8685","1965","09","26","Brazil","Distrito Federal","Brasília","Córrego Gama, between Gama and Brasília, near road to Anápolis","-47.8","-15.95",NA,NA,"1175","1175","NY00970756","NY00970756_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","970739","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","F. Markgraf","G. T. Prance","18847","1973","10","12","Brazil","Mato Grosso",NA,"Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti","-55.8147419","-15.45169",NA,NA,"720","720","NY00970739","NY00970739_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1052742' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","970806","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","A. J. M. Leeuwenberg","W. R. Anderson","7912","1973","03","24","Brazil","Goiás","São João d'Aliança","1 km E of São João da Aliança. Serra Geral do Paraná.","-47.52","-14.7",NA,NA,"1100","1100","NY00970806","NY00970806_01",NA,NA,NA,"South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1057986' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","04177524","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.",NA,"D. Villarroel S.","504","2006","04","08","Bolivia","Santa Cruz","Florida","Comunidad de Bella Vista, sobre el camino principal entre la abra hasta la casa Don Pastor","-63.6764","-18.3319",NA,NA,"1100","1000","NY04177524",NA,NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4502344' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01172385","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","W. Marcondes-Ferreira","J. M. Pires","51291",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"NY01172385","NY01172385_01 NY01172385_02",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388695' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","970746","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","F. Markgraf","H. S. Irwin","25982","1970","02","04","Brazil","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 5 km N.W. of Paracatú","-46.8727778","-17.22555",NA,NA,"800","800","NY00970746","NY00970746_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053004' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","970771","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","R. E. Woodson Jr.","A. Macedo","711","1945","09","19","Brazil","Minas Gerais","Ituiutaba","Pirai.","-49.465","-18.9692",NA,NA,NA,NA,"NY00970771","NY00970771_01 NY00970771_02",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","440350","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","tomentosum","Aspidosperma tomentosum","Mart.","M. E. Endress","E. Hassler","10629","1907","09",NA,"Paraguay",NA,NA,"Sierra de Amambay",NA,NA,NA,NA,NA,NA,"NY00440350","NY00440350_01",NA,NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512082' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
