"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"28","2020-10-14 10:04:04-03","FURB","FURB","13731","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Fraga, CN","2010","12","06","Verdi, M.; Dreveck, S. & Stival-Santos, A.","2495","2009","07","29","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","-49.0816667","-27.0575","-49.0816667","-27.0575000","350","350","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;","FURB35065","FURB35065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:04:04-03","FURB","FURB","14165","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, WS","2010","10","10","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","35","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca esverdeada","FURB03889","FURB03889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-08 08:54:20-03","FURB","FURB","17554","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, WS","2010","01","25","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","811","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB35068","FURB35068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:04-03","FURB","FURB","17619","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, WS","2010","01","25","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","441","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB35062","FURB35062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:04:04-03","FURB","FURB","19819","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, WS","2011","01","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1339","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB35069","FURB35069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-08 08:54:20-03","FURB","FURB","2171","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Ceolin, LM","2007","06","22","Sobral, M.",NA,"2001","02","04","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000",NA,NA,NA,"FURB35064","FURB35064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:04-03","FURB","FURB","22773","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Ceolin, LM","2010","04","05","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1716","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB35067","FURB35067_1 FURB35067_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:04:04-03","FURB","FURB","29245","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Ceolin, LM","2010","07","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2343","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;","FURB02760","FURB02760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:04-03","FURB","FURB","30716","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Kassner-Filho, A","2011","11","04","Verdi, M.; Martins, E.M. & Veiga, O.N.","5496","2010","08","24","Brasil","Paraná","Morretes","Olimpo / Parque Estadual Pico Marumbi.","-48.9233334","-25.4422222","-48.9233334","-25.4422222","600","600",NA,"FURB35066","FURB35066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:04-03","FURB","FURB","33030","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pessoa, E","2013","10","08","Korte, A.","5153","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","Florística IFFSC 1066b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB35060","FURB35060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:04-03","FURB","FURB","35800","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pessoa, E","2013","10","08","Cadorin, T.J.; Oliveira, C.P.L.","3204","2011","04","26","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1516667","-26.3025","-49.1516667","-26.3025000","624","624",NA,"FURB35063","FURB35063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:04:04-03","FURB","FURB","51409","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Caglioni, E.","2016","09","06","Caglioni, E.; Bonnet, A.","661","2016","09","06","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5580556","-22.3680556","-42.5580556","-22.3680556","1200","1200","flores de coloração branca/creme, com odor adocicado. Habitat: Epífito com florescimento em cultivo","FURB51409","FURB51409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:04-03","FURB","FURB","59076","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Kassner-Filho, A.","2018","05","28","Kassner-Filho, A.","2892","2018","05","28","Brasil","Santa Catarina","Jaraguá do Sul","Morro da Antena.","-49.0502778","-26.5144444","-49.0502778","-26.5144444","850","850","fruto imaturo Habitat: interior do fragmento Habito: epífita","FURB59076","FURB59076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:04-03","FURB","FURB","59641","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Kassner-Filho, A.","2018","06","30","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2937","2018","06","30","Brasil","Santa Catarina","Orleans",NA,"-49.41","-28.17","-49.4100000","-28.1700000",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: epífita","FURB59641","FURB59641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:10:58-03","UFES","VIES","21479","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Couto, D.R.","2012","03","06","Zorzanelli, J.P.F.; Silva, A.E.","258","2011","12","28","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"VIES021479","VIES021479",NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA
"43","2019-08-16 08:40:23-03","UTFPR","HCF","18513","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","M.E. Engels","2013","10","02","M.E. Engels","1565","2013","09","07","Brasil","PR","Guaratuba","Serra do Mar, Linha de transmissão","-48.943056","-25.881944","48°56'35 W","25°52'55 S","800","800","epífita pendente. Caule, folhas e frutos verdes. Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:26-03","MBM","MBM","58531","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","40813","1978","01","22","Brazil","Minas Gerais","Gouveia","Rod. BR-259, 10km S de Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,"MBM058531","MBM058531","Southern America",NA,NA,NA,NA,"37970","auto",NA,NA,NA
"45","2020-12-21 16:38:26-03","MBM","MBM","407144","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.",NA,NA,NA,NA,"Ariati, V.","951","2014","01",NA,"Brazil","Paraná","Guaratuba","L.T. 230kv Joinville Norte - Curitiba C2 (Resgate)","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Cultivada até florir. Flor de cor creme.","MBM407144",NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"46","2020-12-21 16:38:26-03","MBM","MBM","395695","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Engels, M.E.","2013","10","20","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1829","2013","10","20","Brazil","Paraná","Guaratuba","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Parati","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita pendente. Folhas e caule verdes. Frutos imaturos verdes, flor deliquecente castanha paleácea.; Floresta Ombrófila Densa.","MBM395695","MBM395695","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA
"47","2020-12-21 16:38:26-03","MBM","MBM","115300","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Ghillany, A.",NA,NA,NA,"Silva, J.M.; Berry, P.; Berry, P.","270","1987","01","16","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM115300","MBM115300","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"48","2020-12-21 16:38:26-03","MBM","MBM","48955","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","11065","1964","01","12","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcante","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM048955","MBM048955","Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA
"49","2020-12-21 16:38:26-03","MBM","MBM","385297","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Rodr.","Engels, M.E.","2013","10","02","Engels, M.E.","1565","2013","09","07","Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","-48.943056","-25.881944","800","800","Epífita pendente. Caule, folhas e frutos verdes.; Floresta Ombrófila Densa.","MBM385297","MBM385297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
