"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"100","2020-07-23 12:17:15-03","CEPLAC","CEPEC","114413","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","6412","2006","09","24","Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","39W20'30","15S10'25","1000","1000","UNICATA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-23 12:17:15-03","CEPLAC","CEPEC","117461","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense",NA,"Sem Informação",NA,NA,NA,"Perdiz, R. de O.","95","2007","08","12","Brasil","Bahia","ALMADINA","Serra do Corcovado. 13,8km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","39W36'12","14S42'21","650","650","UNICATA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-23 12:17:15-03","CEPLAC","CEPEC","126528","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense",NA,"Sem Informação",NA,NA,NA,"Perdiz, R. de O.","495","2009","08","14","Brasil","Bahia","CAMACAN","Trilha da Bapeba.","-39.565278","-15.391667","39W33'55","15S23'30","835","835","Flores em álcool. UNICATA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-12 16:58:07-03","UEL","FUEL","45936","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Ariati, V","951","2014","01",NA,"Brasil","Paraná","Guaratuba","L.T. 230Kv Joinville Norte- Curitiba C2, (Resgate)","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"FUEL007699",NA,NA,NA,NA,"Tracheophyta","Asparagales","41937","auto",NA,NA,NA
"104","2019-11-01 15:15:21-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Silva, RM","1982","10","14","Krieger, L","14698","1982","10","14","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"Epífita. Flores brancas; Na mata","UB0018160","UB0018160","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"105","2019-11-01 15:15:21-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pabst, G","1977",NA,NA,"Anderson, WR; et al.","36006","1972","02","14","Brasil","Minas Gerais",NA,"Valley ca. 5km SSE of Pico do Itambé",NA,NA,NA,NA,"1140","1140","On tree trunk; fruit green; Grassy, cut-over hillsides, with streams among shrubs and trees, and blocky sandstone outcrops","UB0018161","UB0018161","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"106","2020-08-20 14:54:45-03","UFSC","FLOR","17436","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pessoa, E.","2013","10","02","Falkenberg, D.B.","4506","1987","10","17","Brasil","Santa Catarina","Joinville","Reserva da CELESC, usina do Piraí.","-48.8456001281738","-26.3043994903564",NA,NA,"300","300","epífita sobre tronco, a 2 m de altura, flor com. Planta robusta.","FLOR0017436",NA,NA,NA,NA,NA,"Asparagales","37150","auto",NA,NA,NA
"107","2020-08-20 14:54:45-03","UFSC","FLOR","17499","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pessoa, E.","2013","10","02","Falkenberg, D.B.","4459","1987","10","17","Brasil","Santa Catarina","Joinville","Reserva da CELESC, usina Piraí.","-48.8456001281738","-26.3043994903564",NA,NA,"350","350","epífita robusta, sobre tronco de árvore a 3m de altura, flor somente em decomposição","FLOR0017499",NA,NA,NA,NA,NA,"Asparagales","37150","auto",NA,NA,NA
"108","2020-08-20 14:54:45-03","UFSC","FLOR","38649","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Matos, J.Z. de; Venturi, S.","63","2007","01","26","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,NA,NA,"epifítico, flor branco-creme. Fotos da planta viva.","FLOR0038649","FLOR0038649_v1 FLOR0038649_v10 FLOR0038649_v11 FLOR0038649_v12 FLOR0038649_v13 FLOR0038649_v14 FLOR0038649_v15 FLOR0038649_v2 FLOR0038649_v3 FLOR0038649_v4 FLOR0038649_v5 FLOR0038649_v6 FLOR0038649_v7 FLOR0038649_v8 FLOR0038649_v9",NA,NA,NA,NA,"Asparagales","22435","auto",NA,NA,NA
"109","2021-03-04 15:42:05-03","IF","SPSF","29599","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.","F.F.V.A.Barberema","2011","12","02","F.M.Souza & A.R.Duarte & D.Sampaio & R.Bernhardt & R.R.Rodrigues","129","2001","04","13","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.775278","-23.989167",NA,NA,"750","750","COLETA: XLS: SPSFAntigo&nf;Floresta Ribeirinha.&nf;Epífita; GEOGRAFIA: Ao longo do rio Mambú.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"Liliopsida",NA,NA
"110","2021-03-04 15:42:05-03","IF","SPSF","38355","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb. Rodr.","T.B.Breier","2004","09","30","T.B.Breier","1073","2003","05","14","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.931944","-24.169444",NA,NA,NA,NA,"GEOGRAFIA: Estrada de acesso à parcela.;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"Liliopsida",NA,NA
"111","2019-11-21 10:13:13-03","IBt","SP","196040","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1985","09",NA,"Custodio Filho, A","2339","1984","03","29","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","-45.866667","-23.633333","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:13-03","IBt","SP","194719","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Catharino, ELM","1988","05","04","Custodio Filho, A","1621","1983","09","30","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","-45.866667","-23.633333","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:13-03","IBt","SP","360162","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Silva, RM","1982","10","14","Krieger, L","14698","1952","05","05","Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:13:13-03","IBt","SP","406552","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Rodrigues, VT",NA,NA,NA,"Rodrigues, VT; Vinhos, F","104","2007","10","11","Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","-46.191389","-23.485278","-46.191389","-23.485278","878","878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:13:13-03","IBt","SP","452848","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Barberena, FFVA","2009","02","13","Barberena, FFVA","142","2009","02","13","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Piscina do Maromba","-44.37162","-22.25792","-44.37162","-22.25792","1072","1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:13:13-03","IBt","SP","50651","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1950","08",NA,"Reitz, R","3459","1950","03","09","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:13:13-03","IBt","SP","50650","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1952","05",NA,"Hatschbach, G","2605","1951","09","14","Brasil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"118","2019-11-21 10:13:13-03","IBt","SP","25562","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1948","08","15","Spannagel, C","226",NA,NA,NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA
"119","2019-11-21 10:13:13-03","IBt","SP","245381","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Barros, F","1990","10","31","Barros, F; Rossi, L; Sugiyama, M; Martuscelli, P","1900","1990","09","12","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso, 1º pico na trilha para o Pico do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA
"120","2019-11-21 10:13:13-03","IBt","SP","350933","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Pinheiro, F",NA,NA,NA,"Pinheiro, F; Simão Bianchini, R; Esteves, GL; Bopp, LT","131","2000","08","09","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha dos Tucanos","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA
"121","2019-11-21 10:13:13-03","IBt","SP","27713","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1948","06",NA,"Edwall, G","CGG4222","1899","03",NA,"Brasil","São Paulo","Santo André","Alto da Serra, mata virgem.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Flor claro-amarela, planta pendente.","SP009556","SP009556",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"122","2019-11-21 10:13:13-03","IBt","SP","5265","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Hoehne, FC","s.n.","1921","02","10","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Flores alvas",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"123","2019-11-21 10:13:13-03","IBt","SP","1591","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.",NA,NA,NA,NA,"Hoehne, FC","s.n.","1918","03","04","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Flores alva, epífita",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"124","2019-11-21 10:13:13-03","IBt","SP","303123","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Buono, FA","1997","10","03","Catharino, ELM; Rossi, L","2002","1994","07","18","Brasil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina, Trilha do Ouro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA
"125","2019-11-21 10:13:13-03","IBt","SP","256528","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Mancinelli, WS","2010","07","21","Jouy, A","B716","1989","03","11","Brasil","São Paulo","São Luís do Paraitinga","Rodovia Ubatuba - km 73. Mata natural. Zona úmida","-45.310001373291","-23.2199993133545",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,"27362","auto",NA,NA,NA
"126","2019-11-21 10:13:13-03","IBt","SP","23867","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1948","08","15","Hoehne, FC; Kuhlmann, M","s.n.","1928","09",NA,"Brasil","São Paulo","São Paulo","Cabeceira do Rio Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"127","2019-11-21 10:13:13-03","IBt","SP","44517","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O",NA,NA,NA,"Handro, O","s.n.","1936","10","05","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"128","2019-11-21 10:13:13-03","IBt","SP","25217","S","Plantae","Orchidaceae","Epidendrum","paranaense","Epidendrum paranaense","Barb.Rodr.","Handro, O","1948","08","15","Ostermeyer, R","s.n.","1930","02","21","Brasil","São Paulo","São Paulo","Serra do Mar","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
