"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet"
"33","2020-12-21 16:37:04-03","MBM","MBM","406587","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Ribeiro, C.L.","2016","06","06","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","928","2016","04","23","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Ciririca","-48.841944","-25.277222","-48.841944","-25.277222","1315","1315","Arvoreta 3m alt., crescendo no interior da Floresta Ombrófila Densa Altomontana; botões ferrugíneos e flores com pétalas e estames alvacentos; Floresta Ombrófila Densa Altomontana.","MBM406587","MBM406587",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:04-03","MBM","MBM","427205","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Sobral, M.","2010","08","15","Korte, A.; Kniess, A.; Kniess, A.","1738","2010","02","05","Brazil","Santa Catarina","Santa Terezinha","Nova Esperança","-49.950556","-26.730278","-49.950556","-26.730278","535","535","Arvoreta; Floresta Ombrófila Mista e Floresta Ombrófila Densa. Estágio médio de regeneração. Interior do fragmento.","MBM427205",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:37:04-03","MBM","MBM","61347","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, L.R.",NA,NA,NA,"Landrum, L.R.","2933","1977","10","15","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061347","MBM061347",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"36","2020-12-21 16:37:04-03","MBM","MBM","61377","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, L.R.",NA,NA,NA,"Landrum, L.R.","2411","1977","09","04","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061377","MBM061377",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"37","2020-12-21 16:37:04-03","MBM","MBM","61378","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, L.R.",NA,NA,NA,"Landrum, L.R.","2410","1977","09","04","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061378","MBM061378",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"38","2020-12-21 16:37:04-03","MBM","MBM","61348","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Sobral, M.",NA,NA,NA,"Landrum, L.R.","2932","1977","10","15","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061348","MBM061348",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"39","2020-12-21 16:37:04-03","MBM","MBM","61379","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Sobral, M.",NA,NA,NA,"Landrum, L.R.","2409","1977","09","04","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061379","MBM061379",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"40","2020-12-21 16:37:04-03","MBM","MBM","61402","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, L.R.",NA,NA,NA,"Landrum, L.R.","2396","1977","09","04","Brazil","Paraná","São José dos Pinhais","Road to Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM061402","MBM061402",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"41","2020-12-21 16:37:04-03","MBM","MBM","232271","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","5634","1959","04","24","Brazil","Paraná","Rio Negro","Piên","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM232271",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"31514","auto",NA,NA,NA
"42","2020-12-21 16:37:04-03","MBM","MBM","35122","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Landrum, L.R.",NA,NA,NA,"Hatschbach, G.","14596","1966","08","12","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM035122","MBM035122",NA,NA,"Southern America",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"43","2020-10-01 14:24:09-03","JBB","HEPH","5897","S","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D.Legrand","Proença, CEB","1987",NA,NA,"Ribeiro, R","391","1983","12","12","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca trilha do Bico do Papagaio","-43.3","-22.95","-43.3","-22.95","800","800",NA,NA,NA,"Dicotyledon","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2010-11-13 04:25:00-02","MO","MOBOT","2476532","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D. Legrand",NA,NA,NA,NA,"Roberto M. Klein","Klein 1925","1956","3","7","Brazil","Santa Catarina",NA,"Horto Forestal do INP",NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","513658","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D. Legrand","L.R. Landrum",NA,NA,NA,"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","Gentry 58987","1987","9","3","Brazil","São Paulo",NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 8","-46.93333","-24.25",NA,NA,"560.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"87-204","3",NA
"46","2020-09-12 05:00:02-03","US","US","2535427","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana lanceolata","D. Legrand in D. Legrand & R.M. Klein",NA,NA,NA,NA,"R. M. Klein","1925","1956","3","7","Brazil","Santa Catarina",NA,"Horto Florestal do I.M.P., Ibiram.",NA,NA,NA,NA,"350","350",NA,"US00117723","US00117723_01",NA,"Myrtales","South America",NA,"Dicotyledonae","Holotype",NA,NA,NA,NA,NA,"1","lanceolata"
"47","2020-09-12 05:00:02-03","US","US","2509167","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","venosa","Myrceugenia venosa","D. Legrand",NA,NA,NA,NA,"G. Hatschbach","14596","1966","8","12","Brazil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"US01891741","US01891741_01 US01891741_02",NA,"Myrtales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,NA,"45291","auto",NA,"1",NA
