"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1015979","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. L. Rodrigues de Moraes","2423","2001","05","07","South America","Brazil","São Paulo","Estação Ecológica Juréia-Itatins, Núcleo Perequê-Açu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015979","NY01015979_01","P. L. Rodrigues de Moraes","-47.0783","-24.3786","Peruíbe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1018808","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"A. C. Giannerini","60","2007","08","13","South America","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia. Trilha que da acesso ao Hotel Simon a partir da estrada para Piscina do Maromba, do lado esquerdo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018808","NY01018808_01",NA,"-44.5631","-22.4961","Itatiaia","1067","1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","197685","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Pessoal do Horto Florestal","s.n.","1927","11","08","South America","Brazil","Rio de Janeiro","Mata da fárica carioca, perto da séde do Horto Florestal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197685","NY00197685_01","I. de Vattimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1144962","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. L. Rodrigues de Moraes","2303","2000","10","10","South America","Brazil","São Paulo","Sítio Sr. Antonio Povinske, Pariquera-Açu.","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301706' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144962","NY01144962_01","P. L. Rodrigues de Moraes","-47.86586","-24.67536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1015982","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. L. Rodrigues de Moraes","2464","2001","06","12","South America","Brazil","Rio de Janeiro","Serra da Estrela, Magé/Petrópolis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015982","NY01015982_01","P. L. Rodrigues de Moraes","-43.1978","-22.5656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","355049","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez","syntype","A. F. M. Glaziou","14205",NA,NA,NA,"South America","Brazil",NA,"Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355049","NY00355049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1144963","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. L. Rodrigues de Moraes","2306","2000","10","17","South America","Brazil","São Paulo","Parque Estadual da Cantareira, Núcleo Pedra Grande, Chapada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301707' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144963","NY01144963_01","P. L. Rodrigues de Moraes","-46.63722","-23.43939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","197683","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"J. G. Kuhlmann","s.n.","1939","10","31","South America","Brazil","Rio de Janeiro","Rio de Janeiro, Estrada do Redentor, perto do Alto da Boa Vista, Tijuca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197683","NY00197683_01","B. Coe-Teixeira","-43.245505","-22.956326","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","197666","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"M. Bandeira","s.n.","1928","12","02","South America","Brazil","Rio de Janeiro","Estrada da Tijuca, Bom Retiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197666","NY00197666_01","I. de Vattimo","-43.286923","-22.958882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","197682","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"O. C. Goés","122","1948",NA,NA,"South America","Brazil","Rio de Janeiro","Petrópolis, Quitandinha.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197682","NY00197682_01","I. de Vattimo","-43.1783","-22.505","Petrópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:00-03","UFRJ","RFA","15794","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. Occhioni","6523","1974","12",NA,NA,"Brasil","Rio de Janeiro","Serra dos Órgãos",NA,"Arbusto de 5 m de altura. Fruto maduro","RFA36279",NA,"Pedro L.R. Moraes","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,"2003","01","31","57442","auto",NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:00-03","UFRJ","RFA","15536","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. Occhioni","6305","1974","10","05",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Dedo de Deus",NA,"Arvoreta; flor esverdeada","RFA36278",NA,"Pedro L.R. Moraes","-42.9655990600586","-22.4122009277344","Teresópolis","800","800","2003","01","31","38539","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:05-03","UFRJ","RFA","26156","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"A. Quinet","17/64","2001","01","13",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá, Estrada do Matão.",NA,"Árvore 23 m de altura, 80 cm DAP, folha discolor verde, comum no local","RFA36311",NA,"A. Quinet","-43.118889","-22.576111","Magé","300","300","2001","08","07",NA,NA,"43º7'8''W","22º34'34''S",NA,NA,NA,NA
"24","2020-06-29 11:31:00-03","UFRJ","RFA","31278","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"M.A. Louzada; J.C. Gomes",NA,"2002",NA,NA,NA,"Brasil","Rio de Janeiro","Matas de encosta, parcela:P2; Ind.: 159. Coletas da amostragem fitossociológica",NA,NA,"RFA43158",NA,"C.M. Vieira","-44.3180999755859","-23.0067005157471","Angra dos Reis",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:00-03","UFRJ","RFA","5516","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"E. Pereira","4455","1958","11","05",NA,"Brasil","Rio de Janeiro","Próximo a Vista Chinesa, Grota da Surucucú",NA,"Árvore de 10 a 12 m de altura","RFA36305",NA,"Pedro L.R. Moraes","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,"2003","01","31","57442","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:00-03","UFRJ","RFA","6957","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"P. Occhioni","393","1945","09","27",NA,"Brasil","Rio de Janeiro","Serra da carioca",NA,"Árvore grande; fruto verde","RFA36277",NA,"Pedro L.R. Moraes","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,"2003","10","03","57442","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:39:09-03","EAO","IAN","198026","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Moraes, PLR de; Vergne, MC; Cruz, M","3682","2014","06","19","Southern America","Brasil","Espirito Santo","Linhares-ES. Reserva Natural Vale,Aceiro Caliman.",NA,"Árvore com 18m, frutos em estágio final de maturação.","IAN198026",NA,"Moraes, P","-39.965056","-19.074083","Linhares","52","52","2014","06","19",NA,NA,"-39.965056","-19.074083",NA,NA,NA,NA
"28","2021-03-30 12:39:09-03","EAO","IAN","93770","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez","isosintipo","Glaziou, AFM","14205",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"KOSTERMANS (1937:566) citou: Typus: Glaziou 14205; Rio de Janeiro [D].","IAN093770",NA,"Moraes, PLR de",NA,NA,NA,NA,NA,"2002","01","25",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:39:09-03","EAO","IAN","93772","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez","isotipo","Glaziou, AFM","19801",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN093772",NA,"Moraes, PLR de",NA,NA,NA,NA,NA,"2004","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-12 15:31:44-03","UFABC","HUFABC","001213","PreservedSpecimen","Plantae","Angiospermas",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"VH","92","2013","12","19",NA,"Brasil","São Paulo","Subdistrito de Marssilac",NA,"Doação do herbário municipal (Pq do Ibirapuera).","HUFABC001213",NA,"EHPB","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"2014","01",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L.3883800","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Moraes PLR de",NA,"2000","10","17","Southern America","Brazil",NA,"Parque Estadual da Cantareira, Nucleo Pedra Grande, Chapada.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3883800","NL-L3883800",NA,"-46.637222","-23.439389",NA,NA,NA,NA,NA,NA,NA,NA,"-46.637222","-23.439389","Magnoliopsidae",NA,NA,NA
"32","2020-02-08 09:35:24-03","NBC","NL-BOTANY","U 0017930","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez","isotype","Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Corcovado, Rio de Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200017930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0017930","NL-U0017930","Rodrigues de Moraes PL",NA,NA,NA,NA,NA,"2003","07","01",NA,NA,NA,NA,"Magnoliopsidae","37760 A",NA,NA
"33","2020-02-08 09:35:24-03","NBC","NL-BOTANY","U.1400721","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Machado-Nunes G",NA,"1935","01","01","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400721 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400721","NL-U1400721","Rodrigues de Moraes PL",NA,NA,NA,NA,NA,"2003","07","01",NA,NA,NA,NA,"Magnoliopsidae","U 0017931",NA,NA
"34","2020-02-08 09:35:24-03","NBC","NL-BOTANY","U.1400723","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Bandeira M",NA,"1928","12","02","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400723","NL-U1400723","Rodrigues de Moraes PL",NA,NA,NA,NA,NA,"2003","07","01",NA,NA,NA,NA,"Magnoliopsidae","U 0017929",NA,NA
"35","2020-11-04 11:11:56-03","ESALQ","ESA","76805","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Moraes, P.L.R.","2541.0","2002","01","01",NA,"Brasil","São Paulo",NA,NA,NA,"ESA076805","ESA076805","Moraes, P.L.R.","-47.5499992370605","-24.7000007629395","Iguape",NA,NA,"2004","01","21","55628","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:56-03","ESALQ","ESA","67526","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Moraes, P.L.R. et al.","2303.0","2000","10","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA067526","ESA067526","Moraes, P.L.R.",NA,NA,"Pariquera Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:56-03","ESALQ","ESA","67527","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Moraes, P.L.R. et al.","2302.0","2000","10","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA067527","ESA067527",NA,NA,NA,"Pariquera Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:56-03","ESALQ","ESA","70395","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Moraes, P.L.R.","2422.0","2001","04","22",NA,"Brasil","São Paulo",NA,NA,NA,"ESA070395","ESA070395",NA,NA,NA,"Pariquera Açu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:11:56-03","ESALQ","ESA","71506","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Moraes, P.L.R.","2446.0","2001","05","31",NA,"Brasil","São Paulo",NA,NA,NA,"ESA071506","ESA071506","Moraes, P.L.R.",NA,NA,"Juréia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:11:56-03","ESALQ","ESA","97391","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Meiz.",NA,"Sousa, H.M.",NA,"1964","07","01",NA,"Brasil",NA,NA,NA,NA,"ESA097391","ESA097391","Teixeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:11:56-03","ESALQ","ESA","9834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Lopes, M.A. ; Andrade, P.M.","430.0","1984","06","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA009834",NA,"Moraes, P.L.R.","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,"2001","07","25","49886","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:11:56-03","ESALQ","ESA","76608","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Braga, J.M.A.",NA,"1995","09","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA076608","ESA076608","Moraes, P.L.R.","-44.5633010864258","-22.4960994720459","Itatiaia",NA,NA,"2002","01","25","19648","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:11:56-03","ESALQ","ESA","67758","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Moraes, P.L.R.","2233.0","2000","09","05",NA,"Brasil","São Paulo",NA,NA,NA,"ESA067758","ESA067758","Moraes, P.L.R.","-46.5499992370605","-23.1100006103516","Atibaia",NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:11:56-03","ESALQ","ESA","48722","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez",NA,"Nicolau, S.A. et al.","961.0","1995","11","23",NA,"Brasil","São Paulo",NA,NA,NA,"ESA048722","ESA048722","Moraes, P.L.R.","-47.5499992370605","-24.7000007629395","Iguape",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:11:56-03","ESALQ","ESA","97395","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Mez.",NA,"Nicolau, S.A. ; et. al.","871.0","1994","12","08",NA,"Brasil","São Paulo",NA,NA,NA,"ESA097395","ESA097395","Moraes, P.R.","-47.5499992370605","-24.7000007629395","Iguape",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:11:56-03","ESALQ","ESA","48724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Nicolau, S.A. et al.","827.0","1994","09","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA048724","ESA048724",NA,"-47.5499992370605","-24.7000007629395","Iguape",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:11:56-03","ESALQ","ESA","48725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Nicolau, S.A. et al.","958.0","1995","11","23",NA,"Brasil","São Paulo",NA,NA,NA,"ESA048725","ESA048725",NA,"-47.5499992370605","-24.7000007629395","Iguape",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:11:56-03","ESALQ","ESA","48720","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",NA,NA,"Cordeiro, I. et al.","1608.0","1995","12","11",NA,"Brasil","São Paulo",NA,NA,NA,"ESA048720","ESA048720",NA,"-47.5499992370605","-24.7000007629395","Iguape",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:11:56-03","ESALQ","ESA","97427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","saligna","Cryptocarya saligna","Wet.",NA,"Leitão Filho, H.F.","1291.0","2007","10","21",NA,"Brasil","São Paulo",NA,NA,NA,"ESA097427","ESA097427","Moraes, P.R.","-47.6300010681152","-24.3199996948242","Juquiá",NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA
