"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","880144","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Y. E. J. Mexia","5793","1931","05","08","South America","Brazil","Minas Gerais","Diamantina","Olaria; border of deep division ditch.","-43.571739","-17.888053","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2529533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880144","NY00880144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","797320","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","J. F. Pruski","J. Mattos","10350","1962","06","20","South America","Brazil","Minas Gerais",NA,"Sao Tomé das Letras, na encosta leste da Serra de Sao Tomé das Letras",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797320","NY00797320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","894934","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"W. R. Anderson","8489","1973","04","10","South America","Brazil","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.72035","-18.36499","1400","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894934","NY00894934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","811662","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","J. F. de Toledo","M. Kuhlmann","s.n.","1939","08","27","South America","Brazil","Paraná",NA,"Serra de São Luiz.",NA,NA,NA,NA,"sheet","Ex. Departamento de Botanica do Estado. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811662","NY00811662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","797319","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","W. C. Holmes","A. M. V. de Carvalho","6743","1999","09","05","South America","Brazil","Bahia","Maraú","Ca. 8 km na estrada Maraú/Ubaitaba","-39.0161","-14.165",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=712005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797319","NY00797319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","811780","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","M. R. Ritter","R. Reitz","2060","1954","08","20","South America","Brazil","Santa Catarina",NA,"Braço Joaquim, Luis Alves, Itajaí.","-48.941177","-26.748537","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=804410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811780","NY00811780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:19:03-03","UFRJ","RFA","27041","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","R. L. ESteves","Flávio Brito Pereira","27/78","2001","03","09",NA,"Brasil","Minas Gerais","Itamonte","Fazenda Campo Redondo e Dois Irmãos","-44.654167","-22.241944",NA,NA,NA,"Trepadeira, flor branca, comum no local","RFA37348",NA,NA,"2001","09","10","44º39'15''W","22º14'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-19 15:43:22-03","UNEB","HUNEB","11683","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Almeida, G.S.S.","421","2006","05","31",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"HUNEB0011683",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:43:22-03","UNEB","HUNEB","11682","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Almeida, G.S.S.","391","2006","05","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha do Morro do Cachorro.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"HUNEB0011682",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:56-03","EAO","IAN","33624","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Regnell, AF","717",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN033624","IAN033624 IAN033624_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-05-19 10:29:39-03","UFBA","ALCB","033412","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Bautista, HP; Pereira, A; Orlandi, RP","PCD313","1994","07","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.445278","-12.459722","900","900",NA,"0,70 m. Folhas simples, membranáceas, discolores. Infloresc~encia com botões vinho.; Relevo pouco inclinado com vegetação arbustiva e substrato de gramíneas e ervas. Afloramento rochoso de arenito.",NA,NA,NA,"2017","09","12","-41.445278","-12.459722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-05-19 10:29:39-03","UFBA","ALCB","102820","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Guedes, ML; Gomes, FS; Oliveira, GR de; Lisboa, MS","19124","2011","10","14","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Atrás do cemitério Bizantino.","-41.366667","-13",NA,NA,NA,"Folhas cartáceas, discolores, ásperas. Capítulos paucifloros, flores passadas.",NA,NA,NA,"2017","09","12","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:51-03","UFBA","ALCB","129240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Gandara, A; Amorim, VO","103","2015","07","01","Southern America","Brasil","Bahia","Abaíra","Distrito de Catolés. Subida para o Pico do Barbado.","-41.903889","-13.291111","1699","1699",NA,"decumbente. Folhas levemente discolores, cartáceas. Brácteas involucrais verdes. Corola e ramos do estilete alvos. Anteras negras. Capítulos passados castanhos.; Solo rochoso.","ALCB046687",NA,NA,"2015","08",NA,"-41.903889","-13.291111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:51-03","UFBA","ALCB","129248","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Gandara, A; Amorim, VO","117","2016","09","06","Southern America","Brasil","Bahia","Rio de Contas","Pé do morro do Itobira.","-41.881389","-13.375556","1657","1657",NA,"Folhas cartáceas, discolores. Capítulos passados.","ALCB046695",NA,NA,NA,NA,NA,"-41.881389","-13.375556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:51-03","UFBA","ALCB","129643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Baez, C; Rosa, P da; Maurenza, D; Moraes, L; Overney, R","841","2016","08","11","Southern America","Brasil","Rio de Janeiro","Nova Friburgo","Áres de proteção Ambiental de Macaé de Cima. Vegetação de baixo porte. Cume da pedra Bicuda.","-42.530833","-22.436111","1534","1534",NA,"ca 80cm de altura, entrenós vináveos, folhas glabas discolores, brácteas involucrais e frutos alvos; Vegetação de baixo Porte.","ALCB047293","ALCB047293",NA,"2017","08",NA,"-42.530833","-22.436111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-05-19 10:29:39-03","UFBA","ALCB","48657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","7415","2000","10","09","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.420556","-12.459722",NA,NA,NA,"ramos avermelhados, aromáticos. Folhas opostas, crassas, discolores. Inflorescência em panícula de capítulos paucifloros; Flores cremes.; Afloramentos rochosos.",NA,NA,NA,"2017","09","12","-41.420556","-12.459722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-05-19 10:29:39-03","UFBA","ALCB","74194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Carvalho, G; Santos, JS; Sousa, DC de; Nogueira, T; Guedes, ML; Valadão, RM","140","2006","08","02","Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Trilha para a Grota de Dona Antonia","-40.516667","-11.333333",NA,NA,NA,"de ca 1,50m. Folhas crassas, aromáticas, concolor. Inflorescência com capítulos paucifloros, papus e flores cremes. Ocasional.",NA,NA,NA,"2017","09","12","-40.516667","-11.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-05-19 10:29:39-03","UFBA","ALCB","95716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Gandara, A","Guedes, ML; Gomes, FS; Lisboa, MS","17296","2010","07","18","Southern America","Brasil","Bahia","Igrapiúna","Litoral Sul, Povoado de Laranjeiras","-39.207778","-13.905278","153","153",NA,"folhas aromáticas, cartáceas, discolores. Inflorescência axilar em panícula com capítulos paucifloros alvos.; área antropizada.",NA,NA,NA,"2017","09","12","-39.207778","-13.905278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:10:51-03","UFBA","ALCB","107979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker. C.","Barroso, GM","Pereira, E","1537","1955","05","25","Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135989","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Regnell AF",NA,"1862","08","02","Southern America","Brazil",NA,NA,"Minas Gareas: Caldas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135989","NL-U1135989",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656286","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii","Baker","Ritter MR","Hatschbach GG",NA,"1960","08","28","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656286","NL-L3656286",NA,"2003","02","23",NA,NA,"Magnoliopsidae",NA,NA,"L 0276606",NA,NA,NA,NA,NA
"32","2020-02-08 08:50:31-03","NBC","NL-BOTANY","L.3656287","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii","Baker","Ritter MR","Reitz R; Klein RM",NA,"1954","08","20","Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3656287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3656287","NL-L3656287",NA,"2003","02","23","-53.733333","-26.533333","Magnoliopsidae",NA,NA,"L 0276584",NA,NA,NA,NA,NA
"33","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135988","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"Minas Geraes: Caldas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135988","NL-U1135988",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:50:31-03","NBC","NL-BOTANY","U.1135990","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Mikania","lindbergii","Mikania lindbergii collina",NA,NA,"Mexia YEJ",NA,"1931","05","08","Southern America","Brazil",NA,NA,"State of Minas Geraes. Diamantina. Olario; border of deep division ditch.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1135990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1135990","NL-U1135990","collina",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:01:56-03","ESALQ","ESA","72643","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Souza, J.P.; Souza, V.C.; Salino, A.; Paranaguá, P.A.; Oliveira, R.C.; F.M.Scarpa, I.S.M.Gajardo; M.A.Liesenfeld","3527.0","2000","04","25",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, ca. Km 41. Campo de altitude com dominância de Eremanthus, ca. 1220msm","-454.021","-233.844","1220","1220",NA,"Volúvel, flores creme","ESA072643","ESA072643",NA,NA,NA,NA,"-454,021","-233,844",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:01:56-03","ESALQ","ESA","62533","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Oliveira, C.T.","Oliveira, A.A. et al.","3467.0","1999","08","27",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062533","ESA062533",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:01:56-03","ESALQ","ESA","105904","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii",NA,"Borges, R.A.X.","Saavedra, M.M.","252.0","2006","05","16",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA105904","ESA105904",NA,"2007","03","26",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:01:56-03","ESALQ","ESA","105901","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii",NA,"Borges, R.A.X.","Forzza, R.C.","3477.0","2004","07","25",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA105901","ESA105901",NA,"2006","02","07",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:01:56-03","ESALQ","ESA","77029","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Moraes, M.","Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","311.0","2000","04","25",NA,"Brasil","São Paulo","Salesópolis","Parque Estadual da Serra do Mar - Estrada Intermediária Km 45. Floresta Ombrófila Densa Montana com perturbação. Borda da mata","-45.41","-23.38",NA,NA,NA,"Liana, flor creme, a 2m","ESA077029","ESA077029",NA,NA,NA,NA,"-45.41","-23.38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:01:56-03","ESALQ","ESA","75743","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","600.0","2001","04","11",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Liana com base lenhosa, flores alvas a creme. Campo.","ESA075743","ESA075743",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-31 13:36:08-03","MN","R","85970","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Glaziou, A.F.M.","7721 a","1874","09","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000085970","R000085970_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-31 13:36:08-03","MN","R","85888","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii var.collina","Baker","Barroso, G.M.","Glaziou, A.F.M.","11048","1879","07","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000085888","R000085888_001","var.collina","1957","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:36:08-03","MN","R","85895","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker","Barroso, G.M.","Glaziou, A.F.M.",NA,"1882","05",NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,"Herb. J. de Saldanha; Gabinete de Botânica da Escola Polytechina, 6110","R000085895","R000085895_001 R000085895_002",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"44","2021-01-18 16:30:54-03","MN","R","222720","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Souza-Souza, R.M.B. ; Holanda, V.H. & Esteves, R.L.","56","2013","07","16",NA,"Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA
"45","2021-01-18 16:30:54-03","MN","R","222721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindbergii","Mikania lindbergii","Baker",NA,"Souza-Souza, R.M.B. ; Holanda, V.H. & Esteves, R.L.","57","2013","07","16",NA,"Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA
