"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem"
"14","2020-09-12 05:00:02-03","US","US","2526893","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"S.C.",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01936546","US01936546_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"15","2020-09-12 05:00:02-03","US","US","2580027","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"M. Nee",NA,"1962","11",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Município de Campo Grande, Praia Grumarí - Cultivada no Jardim Botânico de S. Paulo","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01936545","US01936545_01","Monocotyledonae",NA,NA,NA,"57442","auto",NA,NA,NA,"1",NA
"16","2020-09-12 05:00:02-03","US","US","2252544","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"L. Emygdio de Mello Filho","1147","1957","1","19","South America - Neotropics","Brazil","Rio de Janeiro","Santaaria Madalena","Morro do Horto Santos Lima",NA,NA,NA,NA,NA,NA,"US01936553","US01936553_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"17","2020-09-12 05:00:02-03","US","US","2530325","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"A. F. M. Glaziou","15470","1905","2","25","South America - Neotropics","Brazil","Minas Gerais","Brasilândia deinas","Plantes des environs de Rio-de-Janeiro et d´Ouro-Preto",NA,NA,NA,NA,NA,NA,"US01936556","US01936556_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","3660365","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"G. Pabst & E. Pereira","8314","1965","1","16","South America - Neotropics","Brazil","Minas Gerais",NA,"C. 5 km de Pedra Azul rumo aeroporto",NA,NA,NA,NA,NA,NA,"US01936543","US01936543_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","3421020","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. R. Grant, A. Costa & B. Rezende-Silva",NA,"1999","4","3","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Alto do Soberbo,orro do Elefante","-42.9858","-22.4772","1056",NA,NA,NA,"US01936554","US01936554_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","1953826","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. G. Kuhlmann","6179","1941","12","21","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico (cult.)","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01936549","US01936549_01","Monocotyledonae",NA,NA,NA,"57442","auto",NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","2481433","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"S.C.",NA,"1965","3","19","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Cult. in der Administration des Parque Nacional Serra dos Órgãos,",NA,NA,"900",NA,NA,NA,"US01936544","US01936544_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US","2568236","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. P. P. Carauta","132","1960","1","30","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Pão de Açúcar, Costão, Lance da Caveira","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01936557","US01936557_01","Monocotyledonae",NA,NA,NA,"57442","auto",NA,NA,NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","1953828","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"S. Lima & -. Brade","14178","1935","2","27","South America - Neotropics","Brazil","Rio de Janeiro","Santaaria Madalena","Santaagdalena, Pedra Dubois",NA,NA,NA,NA,NA,NA,"US01936550","US01936550_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"24","2020-09-12 05:00:02-03","US","US","2252545","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"L. Emygdio de Mello Filho",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01936548","US01936548_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"25","2020-09-12 05:00:02-03","US","US","3421019","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. R. Grant, A. Costa & B. Rezende-Silva",NA,"1999","4","3","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Alto do Soberbo,orro do Elefante","-42.9858","-22.4772","1056",NA,NA,NA,"US01936555","US01936555_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2020-09-12 05:00:02-03","US","US","2568237","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. P. P. Carauta","132",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01936558","US01936558_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2851618","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"J. P. P. Carauta & G. Martire","2810","1978","1","8","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Pedra de Itaúna","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01936547","US01936547_01","Monocotyledonae",NA,NA,NA,"57442","auto",NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","2526894","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"E. Pereira","10546","1967","2","18","South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis","Serra das Estrelas","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"US01936552","US01936552_01","Monocotyledonae",NA,NA,NA,"36524","auto",NA,NA,NA,"1",NA
"29","2020-09-12 05:00:02-03","US","US","2855949","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R. Grant",NA,"R. W. Read & G. S. Daniels","3601","1975","1","27","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Cult. at home of Roberto Burlearx.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"US01936551","US01936551_01","Monocotyledonae",NA,NA,NA,"57442","auto",NA,NA,NA,"1",NA
"30","2020-07-23 12:00:48-03","CEPLAC","CEPEC","119881","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata",NA,"G. Martinelli","R. C. Forzza","4159","2006","02","10",NA,"Brasil","Rio de Janeiro","maria madalena","Morro da torre. No perímetro urbano.","-42.0175","-21.9675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W1'3","21S58'3",NA,"30/12/2006"
"31","2017-09-11 16:27:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","geniculata","Vriesea geniculata","Wawra",NA,"Glaziou, AFM","8016",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Tijuca, Rio de Janeiro, RJ, summo in Pico de la Tijuca","-43.25","-22.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.25","-22.933333",NA,NA
"32","2017-09-11 16:27:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","geniculata","Vriesea geniculata","Wawra",NA,"Wawra, H","l419",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Petrópolis","IBB/Fazenda Itamarati, Petrópolis, Habitat in Brasiliae orientalis prov. Rio de Janeiro ad Petropolin","-43.11","-22.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.11","-22.32",NA,NA
"33","2017-09-11 16:27:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","geniculata","Vriesea geniculata","Wawra",NA,"Wawra, H","ll3",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Petrópolis","IBB/Fazenda Itamarati, Petrópolis, Habitat in Brasiliae orientalis prov. Rio de Janeiro ad Petropolin","-43.11","-22.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.11","-22.32",NA,NA
"34","2017-09-11 16:27:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","geniculata","Vriesea geniculata","Wawra",NA,"Glaziou, AFM","15470",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Petrópolis","nec non in Serra da Estrella","-43.18","-22.51",NA,NA,NA,"Floret Martio, Aprili. (V. s. in herb. Berol., Brux., Petrop., Vindob. et Warming.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.18","-22.51",NA,NA
"35","2019-11-21 10:02:30-03","IBt","SP","387947","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R.Grant","Versieux, LM","Versieux, LM; Calvente, AM","285","2006","07","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, Estrada Rio- Teresópolis.","-43.001944","-22.475694","850","850",NA,NA,"SP050755","SP050755",NA,"2006","07",NA,NA,NA,NA,"-43.001944","-22.475694",NA,NA
"36","2019-11-21 10:02:30-03","IBt","SP","399694","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R.Grant","Versieux, LM","Versieux, LM; Calvente, AM","456","2007","12","29",NA,"Brasil","Rio de Janeiro","Petrópolis","Próximo ao Viaduto do Ouriço.","-43.234389","-22.531472","763","763",NA,NA,"SP050756","SP050756",NA,"2007",NA,NA,NA,NA,NA,"-43.234389","-22.531472",NA,NA
"37","2019-11-21 10:02:30-03","IBt","SP","399694a","Extra","Plantae",NA,NA,"Bromeliaceae","Alcantarea","geniculata","Alcantarea geniculata","(Wawra) J.R.Grant","Versieux, LM","Versieux, LM; Calvente, AM","456","2007","12","29",NA,"Brasil","Rio de Janeiro","Petrópolis","Próximo ao Viaduto do Ouriço.","-43.234389","-22.531472","763","763",NA,NA,"SP050757","SP050757",NA,"2007",NA,NA,NA,NA,NA,"-43.234389","-22.531472",NA,NA
