"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","county","scientificNameAuthorship","imagecode","class","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"11","2020-02-08 08:51:55-03","NBC","NL-BOTANY","L.1595032","PreservedSpecimen","Plantae","Compositae","Trixis","pallida","Trixis pallida lorentzii","Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595032",NA,"Asterales",NA,NA,"Hassl.","NL-L1595032","Magnoliopsidae","lorentzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:28:01-03","IAP","PACA-AGP","3908","PreservedSpecimen","Plantae","Compositae","Trixis","pallida","Trixis pallida","Rambo, B.",NA,"1941","01","12",NA,"Brasil","RS","Morro do Vigia",NA,NA,"EM PERIGO Habitat: in campestribus dumetosis Fenofase: flor","PACA003908","Magnoliophyta","Asterales","Emrich-Rambo","Santana do Livramento","Less.",NA,"Magnoliatae",NA,"1954","07","10","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:28:01-03","IAP","PACA-AGP","72132","PreservedSpecimen","Plantae","Compositae","Trixis","pallida","Trixis pallida","Sehnem, A.",NA,"1953","01","14",NA,"Brasil","RS",NA,NA,NA,"EM PERIGO Habitat: in campestribus","PACA072132","Magnoliophyta","Asterales",NA,"São Luiz das Missões","Less.",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:28:01-03","IAP","PACA-AGP","9976","PreservedSpecimen","Plantae","Compositae","Trixis","pallida","Trixis pallida","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Ijuisinho",NA,NA,"EM PERIGO&nf;SEM MATERIAL Habitat: in campestribus dumetosis Fenofase: flor","PACA009976","Magnoliophyta","Asterales","Emrich-Rambo","Tupanciretã","Less.",NA,"Magnoliatae",NA,"1954","07","10","-53.8358001708984","-29.0806007385254","59498","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:28:01-03","IAP","PACA-AGP","9431","PreservedSpecimen","Plantae","Compositae","Trixis","pallida","Trixis pallida","Rambo, B.",NA,"1942","01","27",NA,"Brasil","RS","Jari",NA,NA,"EM PERIGO Habitat: in campestribus dumetosis Fenofase: flor","PACA009431","Magnoliophyta","Asterales","Emrich-Rambo","Tupanciretã","Less.",NA,"Magnoliatae",NA,"1954","07","10","-53.8358001708984","-29.0806007385254","59498","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:32:14-03","UFJF","CESJ","45667","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","G. Hatschbach; M. Hatschbach; J.M. Silva","74271","2002","11","16","América do Sul","Brasil","Mato Grosso do Sul","Rod. BR-267, próx. do Trevo para Bela Vista",NA,NA,"Ereta, capitulos amarelo-claro. Campo limpo.","CESJ045667","Angiosperma",NA,"H.Robinson","Bela Vista","Less.",NA,NA,NA,"2003",NA,NA,"-56.5210990905762","-22.1089000701904","66197","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:25:29-03","UNICAMP","UEC","2909","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Gibbs, PE; et al.","5442","1977","07","23",NA,"Brazil","Mato Grosso","40km.S.S.W. de Aaquidauana estrada para Bonito.",NA,NA,"Capítulos amarelo.; Cerrado.","UEC132547","Magnoliopsida",NA,"Monge, M",NA,"Less.","UEC132547",NA,NA,"2010","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:25:29-03","UNICAMP","UEC","070058","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Stehmann, JR; et al.","1588","1994","12","04",NA,"Brazil","Rio Grande do Sul","Pedra do segredo.",NA,NA,"Arbusto, em vassoural no alto do afloramento rochoso; Flores amarelo claro.","UEC132549","Magnoliopsida",NA,"Monge, M","Caçapava do Sul","Less.","UEC132549",NA,NA,"2010","04",NA,"-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:25:29-03","UNICAMP","UEC","77381","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Stehmann, JR; et al.","2109","1995","11","02",NA,"Brazil","Rio Grande do Sul","Pedra do segredo.",NA,NA,"Subarbusto.","UEC132550","Magnoliopsida",NA,"Monge, M","Caçapava do Sul","Less.","UEC132550",NA,NA,"2010","04",NA,"-53.4914016723633","-30.5121994018555","50525","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:25:29-03","UNICAMP","UEC","69226","S","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Stehmann, JR; et al.","2037","1995","11","03",NA,"Brazil","Rio Grande do Sul","BR293, em direção a Quaraí.",NA,NA,"Capítulos com aquênios sbranquiçados.","UEC132548","Magnoliopsida",NA,"Monge, M","Santana Do Livramento","Less.","UEC132548",NA,NA,"2010","04",NA,"-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:51:11-03","UCS","HUCS","25045","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hatschbach, G.","s.n.","2002","11","16",NA,"Brasil","Mato Grosso do Sul","Rod. BR 267 próximo ao trevo para Bela Vista",NA,NA,"Herbario MBM; Campo limpo",NA,"Angiospermae","Asterales","Robinson, H.","Bela Vista","Less.",NA,NA,NA,"2003",NA,NA,"-56.5210990905762","-22.1089000701904","66197","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:17:34-03","MBM","MBM","300331","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Schinini, A.; Vanni, R.O.; Noblick, L.; Vanni, R.O.; Noblick, L.","s.n.","2004","03","02","Southern America","Argentina","Misiones",NA,NA,NA,"Sufrútice suberecto de hasta 1,50 m de altura. Follaje verde claro; inflorescências erguidas; flores blancas con los estilos amarillo-anaranjados. Abundante.; En campos con elevaciones, pastizales con ejemplares aislados de Butia.","MBM300331",NA,NA,"Dematteis, M.","San Ignacio","Less.","MBM300331",NA,NA,"2004",NA,NA,"-55.609722","-27.395278",NA,NA,"-55.609722","-27.395278","108","108",NA,NA,NA
"23","2020-12-21 16:17:34-03","MBM","MBM","83325","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hatschbach, G.; Kummrow, R.; Kummrow, R.","46611","1983","06","23","Southern America","Brazil","Goiás","Serra dos Cristais",NA,NA,"Ereta, untosa ao tacto, flor amarela. Campo rupestre, nos afloramentos rochosos. Unicata","MBM083325",NA,NA,"Dematteis, M.","Cristalina","Less.","MBM083325",NA,NA,"2002",NA,NA,"-47.6136016845703","-16.7686004638672","85457","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:17:34-03","MBM","MBM","276326","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74271","2002","11","16","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-267, próximo ao trevo para Bela Vista",NA,NA,NA,"MBM276326",NA,NA,"Robinson, H.","Bela Vista","Less.","MBM276326",NA,NA,NA,NA,NA,"-56.5210990905762","-22.1089000701904","66197","auto",NA,NA,NA,NA,NA,NA,NA
"25","2015-09-05 11:15:49-03","MNHN","RECOLNAT_MNHN_P","P00732847","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb",NA,"Donné en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732847' target='other'> <mi>dwc_moreinfo</mi></a>","P00732847",NA,NA,NA,NA,"Less.","P00732847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lectotype","3267",NA
"26","2015-10-03 00:42:30-03","MNHN","RECOLNAT_MNHN_P","P00732848","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732848' target='other'> <mi>dwc_moreinfo</mi></a>","P00732848",NA,NA,NA,NA,"Less.","P00732848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype","3267",NA
"27","2015-10-03 10:22:21-03","MNHN","RECOLNAT_MNHN_P","P00732849","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Hassler, E.",NA,NA,"1",NA,NA,"Paraguay",NA,"In silva prope Cordillera de Altos","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732849' target='other'> <mi>dwc_moreinfo</mi></a>","P00732849",NA,NA,NA,NA,"Less.","P00732849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1808",NA
"28","2015-10-03 17:07:04-03","MNHN","RECOLNAT_MNHN_P","P00732850","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Hassler, E.",NA,NA,"1",NA,NA,"Paraguay",NA,"In silva prope Cordillera de Altos","hb",NA,"Reçu le 3 juillet 1897 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732850' target='other'> <mi>dwc_moreinfo</mi></a>","P00732850",NA,NA,NA,NA,"Less.","P00732850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1808",NA
"29","2015-09-04 07:20:44-03","MNHN","RECOLNAT_MNHN_P","P03768449","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Claussen",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768449' target='other'> <mi>dwc_moreinfo</mi></a>","P03768449",NA,NA,NA,NA,"Less.","P03768449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 07:20:44-03","MNHN","RECOLNAT_MNHN_P","P03768450","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil",NA,"Brésil, Province de Rio-Grande. Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768450' target='other'> <mi>dwc_moreinfo</mi></a>","P03768450",NA,NA,NA,NA,"Less.","P03768450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"796",NA
"31","2015-09-04 07:20:44-03","MNHN","RECOLNAT_MNHN_P","P03768459","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","null",NA,"1874","11","16",NA,"Paraguay","Caaguazú","Caaguazu, Dans les campos","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768459' target='other'> <mi>dwc_moreinfo</mi></a>","P03768459",NA,NA,NA,NA,"Less.","P03768459_01",NA,NA,NA,NA,NA,"-56.019","-25.46541",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 07:20:44-03","MNHN","RECOLNAT_MNHN_P","P03768461","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Balansa|Benjamin",NA,"1874","11","16",NA,"Paraguay","Caaguazú","Caaguazu, dans les campos.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768461' target='other'> <mi>dwc_moreinfo</mi></a>","P03768461",NA,NA,NA,NA,"Less.","P03768461_01",NA,NA,NA,NA,NA,"-56.01535","-25.46982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 07:20:45-03","MNHN","RECOLNAT_MNHN_P","P03768487","PreservedSpecimen",NA,"Asteraceae","Trixis","pallida","Trixis pallida","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Uruguai",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768487' target='other'> <mi>dwc_moreinfo</mi></a>","P03768487",NA,NA,NA,NA,"Less.","P03768487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2458",NA
"34","2009-09-14 15:49:00-03","MO","MOBOT","1542309","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|R. Gamarra","Zardini 55701","2000","12","2","South America","Paraguay","Itapúa","Yacyreta Dam Island Reserve: Western area. Palm savannas and forest island on dunes.",NA,NA,NA,NA,NA,NA,"Harold Robinson (US)<",NA,"Less.",NA,NA,NA,NA,NA,NA,"-56.7577778","-27.4522222",NA,NA,NA,NA,NA,NA,NA,"1222","4"
"35","2011-04-03 21:11:00-03","MO","MOBOT","2341613","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","A. Di Giácomo","Di Giácomo 427","1999","10","30","South America","Argentina","Formosa","Reserva Ecológica El Bagual. San Francisco de Laishi",NA,NA,NA,NA,NA,NA,"Cristóbal, C. L., //","Laishí","Less.",NA,NA,NA,NA,NA,NA,"-58.633333","-26.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-08-23 05:45:00-03","MO","MOBOT","100221110","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","S.A. Renvoize","Renvoize 3673","1978","11","30","South America","Argentina","Corrientes","Santa Rosa, Estancia Millán.",NA,NA,NA,NA,NA,NA,NA,"Concepción","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2015-01-21 05:46:00-02","MO","MOBOT","100221111","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","E. Henz","Henz 35087","1946","11","10","South America","Brazil","Rondônia","S. Leopoldo.",NA,NA,NA,NA,NA,NA,"L. Katinas",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2009-10-12 10:32:00-03","MO","MOBOT","100221115","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Troels M. Pedersen","Pedersen 1383","1951","12","11","South America","Argentina","Corrientes","Estancia Santa Teresa.",NA,NA,NA,NA,NA,NA,"L. Katinas","Mburucuyá","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2009-10-12 10:34:00-03","MO","MOBOT","100221116","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Aurelio Schinini|O. Ahumada","Schinini Cacace 15875","1978","11","8","South America","Argentina","Corrientes","10 km S de Bella Vista.",NA,NA,NA,NA,NA,NA,"L. Katinas","Bella Vista","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2009-10-12 10:38:00-03","MO","MOBOT","100221119","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Nélida Soria","Soria Rey 4913a","1991","12","9","South America","Paraguay","Amambay","Estancia Santa Teresa Potrero Guarani NS.",NA,NA,NA,NA,NA,NA,"J. Pruski (MO)",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2013-03-06 16:52:00-03","MO","MOBOT","100221121","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","P.G. Lorentz","Lorentz 645","1876","2","3","South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"L. Katinas",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2010-08-24 09:25:00-03","MO","MOBOT","100221124","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","F. Sellow","Sellow 3266","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"L. Katinas",NA,"Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2017-05-25 11:10:00-03","MO","MOBOT","100972436","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Massimiliano Dematteis|M. Silvia Ferrucci|Aurelio Schinini","Dematteis 1053","2003","7","23","South America","Bolivia","Santa Cruz","Campo 65 km este de Concepción",NA,NA,NA,NA,NA,NA,"fide Carrión et al.","Velasco","Less.",NA,NA,NA,NA,NA,NA,"-61.585","-15.8686111",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2019-04-25 09:47:00-03","MO","MOBOT","1408861","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|S. Ramírez B.","Zardini 51269","1999","9","23","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,"1178","4"
"45","2019-04-25 09:47:00-03","MO","MOBOT","1409617","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|S. Ramírez B.","Zardini 51302","1999","9","23","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,"1178","4"
"46","2019-05-03 06:42:00-03","MO","MOBOT","1420840","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|R. Brítez","Zardini 53030","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-55.7630556","-26.2738889",NA,NA,NA,NA,"150.00000000",NA,NA,"1192","4"
"47","2019-05-03 06:42:00-03","MO","MOBOT","1420842","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|R. Brítez","Zardini 53032","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-55.7630556","-26.2738889",NA,NA,NA,NA,"150.00000000",NA,NA,"1192","4"
"48","2013-12-07 19:33:00-02","MO","MOBOT","1430696","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|D. Quintana","Zardini 53884","2000","1","15","South America","Paraguay","Concepción","Estancia Lapuri, between Estancia Arrecife and road to Valle Mi. Cerrado forest and scrubs on granites.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-57.4761111","-22.3597222",NA,NA,NA,NA,"300.00000000",NA,NA,"1200","4"
"49","2013-12-07 18:51:00-02","MO","MOBOT","1936744","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Elsa M. Zardini|Isabelino Chaparro","Zardini 60589","2003","10","31","South America","Paraguay","Canindeyú","Mbaracayú Biosphere Reserve. Aguará Ñu. Collecting area: around two hectares. Cerrado scrub on sandy soil.",NA,NA,NA,NA,NA,NA,"John Pruski",NA,"Less.",NA,NA,NA,NA,NA,NA,"-55.2791667","-24.1861111",NA,NA,NA,NA,"200.00000000",NA,NA,"1287","4"
"50","2009-07-17 06:52:00-03","MO","MOBOT","2194040","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Arturo E. Burkart","Burkart 14459","1943","11","30","South America","Argentina","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,"Apóstoles","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2011-03-25 20:20:00-03","MO","MOBOT","2298666","PreservedSpecimen","Plantae","Asteraceae","Trixis","pallida","Trixis pallida","Andrea A. Cocucci|A.N. Sérsic|N. Hempel|A. Dafni|J. Nattero|M. Moré|S. Benítez Vieyra|A. Fluegge","Cocucci 3042","2003","11","19","South America","Argentina","Corrientes","Bella Vista",NA,NA,NA,NA,NA,NA,"Cocucci, A. A.","Bella Vista","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
