"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","class"
"11","2020-11-04 11:14:34-03","ESALQ","ESA","128282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Flores, T.B.","1846.0","2013","03","28",NA,"Brasil","São Paulo","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.55755","-24.16651",NA,NA,"ESA128282",NA,NA,NA,NA,NA,NA,NA,"-47.55755","-24.16651",NA,NA,NA,NA
"12","2020-11-04 11:14:34-03","ESALQ","ESA","125965","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Sobral, M.","Braga, J.M.A.","2276.0","1905","06","17",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"ESA125965",NA,NA,"1905","19648","auto","06","26",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:34-03","ESALQ","ESA","29496","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1051.0","1996","01","09",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029496","ESA029496",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:34-03","ESALQ","ESA","29545","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","1096.0","1996","03","26",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029545","ESA029545",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:34-03","ESALQ","ESA","67768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Mazine, F.F.","Moraes, P.L.R.","2222.0","2000","08","28",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA067768","ESA067768",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:34-03","ESALQ","ESA","106003","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Mazine, F.F.","Moraes, P.L.R.",NA,"2007","11","15",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA106003","ESA106003",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:34-03","ESALQ","ESA","106002","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Mazine, F.F.","Moraes, P.L.R.","576.0","1991","12","18",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA106002","ESA106002",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:34-03","ESALQ","ESA","36420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Mazine, F.F.","Izar, P.","1612.0","1996","11","05",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA036420","ESA036420",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:34-03","ESALQ","ESA","109434","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Duarte, A.R.","517.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA109434","ESA109434",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:34-03","ESALQ","ESA","85320","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Zipparro, V.B.","1811.0","1999","11","09",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085320","ESA085320",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:34-03","ESALQ","ESA","87590","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Dias, A.C.","97.0","1986","11","10",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA087590","ESA087590",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:34-03","ESALQ","ESA","36397","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Moraes, P.L.R.","Assis, M.A. ; Moraes, P.L.R.","548.0","1995","06","13",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA036397","ESA036397",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:56:24-03","ESALQ","ESA","135689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","O. Berg","M. Sanchez","F. Pedroni","1192.0","1997","01","12",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA135689",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:34-03","ESALQ","ESA","109412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30134.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109412","ESA109412",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:34-03","ESALQ","ESA","121817","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Mazine, F.F.","Galetti, M.","1471.0","1995","12","01",NA,"Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,"ESA121817",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:34-03","ESALQ","ESA","123595","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","983.0","2013","04","29",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).","-47.31605","-24.02022",NA,"Árvore, 8m, frutos amarelados que passam a arroxeados","ESA123595",NA,"480","2013",NA,NA,"04","29","-47.31605","-24.02022","480",NA,NA,NA
"27","2020-11-04 11:14:34-03","ESALQ","ESA","80715","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Mazine, F.F. & Duarte, A.R.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","718.0","2002","04","25",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha da Represa.","-475.921","-24.033",NA,"Árvore de 14 m. Fruto maduro amarelo-claro, adstringente.","ESA080715","ESA080715",NA,NA,NA,NA,NA,NA,"-475,921","-24,033",NA,NA,NA,NA
"28","2020-11-04 11:14:34-03","ESALQ","ESA","67392","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Moraes, P.L.R.","2153.0","2000","07","18",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"ESA067392","ESA067392",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:34-03","ESALQ","ESA","93374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Destefani, A.C.C. et al.","152.0","2005","03","28",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA093374","ESA093374",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:34-03","ESALQ","ESA","107906","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Santos, M.B.","18.0","2005","03","23",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA107906","ESA107906",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:34-03","ESALQ","ESA","29495","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Ivanauskas, N.M. ; Gomes, A.","1050.0","1996","01","09",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029495","ESA029495",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:34-03","ESALQ","ESA","29183","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, M.L.","Ivanauskas, N.M. et al.","781.0","1996","04","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029183","ESA029183",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:34-03","ESALQ","ESA","29610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Kawasaki, M.L.","Ivanauskas, N.M.","1122.0","1995","10","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029610","ESA029610",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:34-03","ESALQ","ESA","105487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Costa, R.F.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA105487",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:34-03","ESALQ","ESA","16385","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Ivanauskas, N.M.","Moraes, P.L.R.","1040.0","1994","08","07",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA016385","ESA016385",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","105484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Costa, R.F.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA105484",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","104497","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Costa, R.F.","Aguiar, O.T.","1010.0","2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104497",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","14802","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Ivanauskas, N.M.","Moraes, P.L.R. et al.","952.0","1994","04","23",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA014802","ESA014802",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","104510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Aguiar, O.T.","Aguiar, O.T.","1136.0","2002","03","12",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104510","ESA104510",NA,"2002","27904","auto","03","17",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:34-03","ESALQ","ESA","85319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Zipparro, V.B.","1825.0","1999","12","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085319","ESA085319",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:34-03","ESALQ","ESA","85325","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Galetti, M. et al.","49.0","1993","12","16",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085325","ESA085325",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:34-03","ESALQ","ESA","85321","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Zipparro, V.B.","1826.0","1999","12","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085321","ESA085321",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:34-03","ESALQ","ESA","85324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","Almeida-Scabia, R.J.","Almeida-Scabbia, R.J.","1034.0","1994","12","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085324","ESA085324",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:34-03","ESALQ","ESA","85322","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Zipparro, V.B.","1827.0","1999","12","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA085322","ESA085322",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:34-03","ESALQ","ESA","123922","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","35023.0","2013","05","01",NA,"Brasil","São Paulo","Tapiraí","Área da Cia. Votorantim. Trilha do Rio Dezembro.","-47.5","-23.9599990844727",NA,"Árvore, ca. 6 m alt. Vegetativo.","ESA123922",NA,NA,"2013","41034","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:34-03","ESALQ","ESA","52013","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Lima, R.A.F.","444.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"em borda de clareira grande com bambu","ESA052013","ESA052013","400",NA,"34059","auto",NA,NA,NA,NA,"400",NA,NA,NA
"47","2020-11-04 11:14:34-03","ESALQ","ESA","109609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29237.0","2004","07","30",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109609","ESA109609",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:14:34-03","ESALQ","ESA","50431","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","18.0","2005","03","23",NA,"Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Bugio. Floresta Ombrófila Densa Baixo Montana Ribeirinha Pouco Degradada com afloramento de calcário.","-48.0999984741211","-24.5200004577637",NA,"Arvoreta.Fruto carnoso verde , 8 m. alt.","ESA050431",NA,"400",NA,"38804","auto",NA,NA,NA,NA,"400",NA,NA,NA
"49","2015-07-02 14:03:14-03","JBP","HPL","10353","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","M. Sobral","R. Tsuji","2717","2008","08","21",NA,"Brasil","SP","Itaiaçupeba","Coletado nas proximidades do município de Itaiaçupeba; em área de vegetação de Floresta Ombrófila.",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,"02","27",NA,NA,NA,NA,NA,NA
"50","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034478","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral","M. Sobral, 1993.","R. Kummrow; J.M. Silva","3242","1991","1","3",NA,"Brazil","Parana","Quatro Barras","Recanto Eng. Lacerda.","-49.0833","-25.3667",NA,"In 5 anthers seen, each had 5-11 glands. Coor from www.fallingrain.com/world; Arvore 4m; flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:40:08-03","UFJF","CESJ","44879","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kasusel) Sobral","M. Sobral","P.P.Oliveira","680","2000","12","14","América do Sul","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Mata Atlântica, baixada. Frutos verdes.","CESJ044879",NA,NA,"2004","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:40:08-03","UFJF","CESJ","40769","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kasusel) Sobral","M. Sobral","J.M. Silva","3570","2002","02","10","América do Sul","Brasil","Santa Catarina","Itapoá","Rio Saí Guaçu, Ponte do 15","-48.6161003112793","-26.1168994903564",NA,"8m, floresta atlantica","CESJ040769",NA,NA,"1993","18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:36:19-03","UNICAMP","UEC","142920","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","mosenii","Eugenia mosenii","(Kausel) Sobral",NA,"Destefani, ACC; Jacovac, ACC; Campos-Filho, EM; Lima, RAF; Vosgueritchian, SB; et al.","152","2005","03","28",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo","-48.386111","-24.5675",NA,"Árvore com frutos imaturos amarelo-claro",NA,NA,"400",NA,NA,NA,NA,NA,"-48.386111","-24.5675","400",NA,NA,NA
