"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"13","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1054","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton Hort. Kew.","Beduschi, J.V.F.A.","Beduschi, J.V.F.A.","1971","11","09","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU001054",NA,NA,NA,NA,NA,"Agrião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","25101","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton Hort. Kew.","Scalon, V.R.","Pilla, M.A.C.","2004","10","11","Brasil","São Paulo","Natividade da Serra",NA,NA,"9999","9999",NA,NA,"BOTU025101",NA,"2004","11",NA,NA,"Herbácea, alimentar, agrião d'água, do brejo, do mato","33/51/07/27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:34-03","UFRJ","RFA","36465","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Marcelo Guerra Santos & L.J.S. Pinto","Mariana M. M. C. Quinteiro; J.M.M.C. Quinteiro","2006","09","05","Brasil","Minas Gerais","Bocaina de Minas","-44.595833","-22.315556","44º35'45''W","22º18'56''S","1186","1186","RFA23277",NA,NA,NA,NA,"Vila de Santa Clara","Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:29:34-03","UFRJ","RFA","917","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,NA,"1826","06","00","França",NA,"França",NA,NA,NA,NA,NA,NA,"RFA28129",NA,NA,NA,NA,"Englien","env. de paris - maire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:29:34-03","UFRJ","RFA","919","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,NA,NA,NA,NA,"França",NA,"França",NA,NA,NA,NA,NA,NA,"RFA27952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:34-03","UFRJ","RFA","926","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,"Mario Bellette","1909","09","00","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"RFA27986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:14-03","UFRJ","RFA","Foto 4118","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"RFA-Foto39813",NA,NA,NA,NA,"Herbario RB 4570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:34-03","UFRJ","RFA","37673","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,"A. G. da Silva; C. C. C. dos Santos (09)","2001","07","27","Brasil","Rio de Janeiro","Queimados","-43.5553016662598","-22.716100692749",NA,NA,NA,NA,"RFA48062",NA,NA,NA,NA,"Bairro de Vila Camorim, Rua Paulo Gomes s/n. Adquirida no hortifruti do bairro","Herbácea perene, aquática, aromática de ramos ocos, de 15 -30 cm de altura. Folhas pinatissectas","9",NA,NA,NA,NA,NA,"10683","auto",NA,NA,NA,NA,NA
"21","2020-06-29 11:29:34-03","UFRJ","RFA","37468","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Leitão F°","Leitão F°","2010","01","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA37046",NA,"2010","03","18","Planta adquirida no Mercado Municipal e feira livre de Campos de Goytacazes",NA,"487",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"22","2020-06-29 11:29:34-03","UFRJ","RFA","918","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton",NA,NA,"1839","08","00","França",NA,"França",NA,NA,NA,NA,NA,NA,"RFA10720",NA,NA,NA,NA,"Orsay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:35:58-03","EAO","IAN","82576","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Moraes, JC de","1953","07","27","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"IAN082576",NA,NA,NA,NA,"Escola de Agronomia do nordeste, lugares baixos e úmidos, terrenos incultos.","ERva.","947","Southern America",NA,NA,"Dicotiledônea",NA,"15425","auto",NA,NA,NA,NA,NA
"24","2019-12-04 15:24:59-03","PUCPR","HUCP","1258","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Acra, LA","Lima, RJN",NA,NA,NA,"Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"1985","10","14","Fazenda Pedra Branca",NA,"010",NA,NA,NA,"Eudicotiledonea",NA,"61623","auto",NA,NA,NA,NA,NA
"25","2019-12-04 15:24:59-03","PUCPR","HUCP","389","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","Br. R.","Donalti, L; Goulart, L","Donalti, L; Goulart, L",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009083","HUCP00009083","1986","08","05","Umbará",NA,"023",NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"26","2020-02-27 20:28:30-03","PUCPR","HUCP","1256","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Acra, LA","Cordeiro, LA",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"1983","08","22","Avenida Sete de Setembro, N° 1341.",NA,"002",NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"27","2019-12-04 15:24:59-03","PUCPR","HUCP","12512","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","Br. R.","Jaszczerski, JC","Macedo, E","1999","09","06","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009103","HUCP00009103",NA,NA,NA,"Campo Comprido",NA,"001",NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"28","2019-12-04 15:24:59-03","PUCPR","HUCP","1257","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","W.T. Aiton","Acra, LA","Winters, JC",NA,NA,NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"1986","11","15","Vila Guaíra",NA,"008",NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"29","2021-02-08 21:31:56-03","UFBA","ALCB","117361","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Oliveira, DA",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB012792","ALCB012792",NA,NA,NA,NA,NA,"PHs/n","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:12:12-03","UFBA","ALCB","13292","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"s.col.","1826","06",NA,"França",NA,"Paris",NA,NA,NA,NA,NA,NA,"ALCB013652","ALCB013652",NA,NA,NA,"Enghien",NA,"s/n",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:53:54-03","NBC","NL-BOTANY","AMD.49799","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Herter G",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-AMD49799","NL-AMD49799",NA,NA,NA,"Loc Dict Cerro Casabo, Departamento de Montevideo.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.49799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.3768265","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Werff HH van der; Valenzuela Gamarra L; Suclli E","2006","05","02","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3768265","NL-L3768265",NA,NA,NA,"Cusco: Calca. Road between Calca and Colca. Herb along stream.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3768265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.3768266","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Vásquez Chávez R; et al.","2007","10","27","Peru",NA,NA,"-71.617778","-13.199444","-71.617778","-13.199444",NA,NA,"NL-L3768266","NL-L3768266",NA,NA,NA,"Cusco: Paucartambo. Distrito Challabamba. Tres Cruces.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3768266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.3768267","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Valenzuela Gamarra L; et al.","2007","02","21","Peru",NA,NA,"-72.85","-13.069167","-72.85","-13.069167",NA,NA,"NL-L3768267","NL-L3768267",NA,NA,NA,"Cusco: La Convención. Distrito Vilcabamba, Oyara, Bazul.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3768267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 08:53:54-03","NBC","NL-BOTANY","L.3768268","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Valenzuela Gamarra L; Suclli E; Rado B","2007","06","26","Peru",NA,NA,"-72.534167","-13.468056","-72.534167","-13.468056",NA,NA,"NL-L3768268","NL-L3768268",NA,NA,NA,"Cusco: Anta. Distrito Mollepata, Soray, Faldas del Salkantay. Estepa espinosa.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3768268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1176258","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Lindeman JC; Haas JH de","1966","10","12","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1176258","NL-U1176258",NA,NA,NA,"Flora Brasiliae Australis. Est. Paraná. Curitiba, ruderal hill at Avenida Paraná, in sandy gutter.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1176258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1176259","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Al-Shehbaz IA","Roldán FJ; Fonnegra Gomez R","1997","03","11","Colombia","Antioquia",NA,"-75.633333","6.083333","-75.633333","6.083333",NA,NA,"NL-U1176259","NL-U1176259",NA,NA,NA,"Municipio Caldas: Reserva 'Alto de San Miguel'. Cuenca alta del rio Medellin.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1176259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae","U 0044980",NA,NA,NA
"38","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1176261","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Steinbach RF","1966","04","19","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1176261","NL-U1176261",NA,NA,NA,"Frecuente localmente Valle Cochabamba. Prov. Cercado.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1176261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1176262","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Breteler FJ","1964","02","12","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1176262","NL-U1176262",NA,NA,NA,"Venezuela. 35 km W. of Mérida along road to La Carbonera.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1176262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:53:54-03","NBC","NL-BOTANY","U.1176263","PreservedSpecimen","Plantae","Cruciferae","Nasturtium","officinale","Nasturtium officinale","R.Br.",NA,"Bunting GS; Akkermans LMA; Rooden J van","1969","04","03","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1176263","NL-U1176263",NA,NA,NA,"Flora de Venezuela. Edo. Merida: carretera Apartaderos-Timotes-Valera: en La Venta, o sea 9 km al sur de Chachopo.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1176263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Brassicales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-11-04 11:03:42-03","ESALQ","ESA","111940","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale",NA,"Scalon, V.R.","Aona, L.Y.S.","1996","12","16","Brasil","São Paulo","Jacupiranga","-48","-24.6900005340576",NA,NA,NA,NA,"ESA111940","ESA111940","1997","10","27",NA,NA,"2.133",NA,NA,NA,"Magnoliophyta",NA,"35797","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:03:42-03","ESALQ","ESA","111890","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale",NA,NA,"Urbano","1971","08","19","Brasil","Minas Gerais","Ouro preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA111890","ESA111890",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"44599","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:03:42-03","ESALQ","ESA","4099","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale",NA,"Djuragin, B.","Djuragin, B. ; Duarte, K.M.R.","1989","08","24","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA004099","ESA004099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"44778","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:03:42-03","ESALQ","ESA","6856","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Dellamatrice, L.R.","Junqueira, R.P.","1990","10","13","Brasil","São Paulo","Lindóia","-46.6500015258789","-22.5200004577637",NA,NA,NA,NA,"ESA006856","ESA006856",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"6377","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:03:42-03","ESALQ","ESA","426","PreservedSpecimen","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Rodrigues, R.R.","Dedecca, D. ; Santoro, J.","1947","10","30","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA000426","ESA000426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23900","auto",NA,NA,NA,NA,NA
"46","2019-12-19 08:15:13-03","FPS","FPS","1133","MachineObservation","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Schwirkowski, P.","Schwirkowski, P.","2015","11","28","Brasil","Santa Catarina","São Bento do Sul","-49.383622","-26.27563","-49.383622","-26.27563",NA,NA,"FPS01133,FURB49432","FPS01133_v01 FPS01133_v02 FPS01133_v03 FPS01133_v04 FPS01133_v05 FURB49432","2015","11","28","Trilha do Parque 23 de Setembro","<ll>dwc_commonname:</ll> Agrião","1364",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 49432","voucher",NA,NA
"47","2019-12-19 08:15:13-03","FPS","FPS","4129","MachineObservation","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Schwirkowski, P.","Schwirkowski, P.","2019","10","19","Brasil","Santa Catarina","São Bento do Sul","-49.382244","-26.243041","-49.382244","-26.243041",NA,NA,"FPS04129,FURB65310","FPS04129_v01 FPS04129_v02 FPS04129_v03 FPS04129_v04 FPS04129_v05 FPS04129_v06 FURB65310","2019","10","19","Centro. Fundos do Hotel Serra Alta","<ll>dwc_commonname:</ll> Agrião","3552",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 65310","voucher",NA,NA
"48","2019-12-19 08:15:13-03","FPS","FPS","2844","MachineObservation","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Schwirkowski, P.","Schwirkowski, P.","2017","06","15","Brasil","Santa Catarina","São Bento do Sul","-49.38495","-26.241396","-49.38495","-26.241396",NA,NA,"FPS02844,FURB55567","FPS02844_v01 FPS02844_v02 FPS02844_v03 FPS02844_v04 FPS02844_v05 FURB55567","2017","06","15","Centro. Trilha lateral ao Parque 23 de Setembro","<ll>dwc_commonname:</ll> Agrião","2272",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 55567","voucher",NA,NA
"49","2019-02-15 11:35:32-02","IPA","IPA","81328","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Rita Pereira","Cordeiro, A.P.R.","2007","03","22","Brasil","Pernambuco","Abreu e Lima","-34.9028015136719","-7.91167020797729",NA,NA,NA,NA,"IPA0081328",NA,"2007","11",NA,"Comunidade Inhamã.","Planta utilizada como antitussígeno, expectorante e antiviral.","34","Southern America",NA,NA,"Plantae",NA,"28660","auto",NA,NA,NA,NA,NA
"50","2019-02-15 11:35:32-02","IPA","IPA","49966","S","Plantae","Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R. Br.","Suzene Silva","Suzene Silva","1983",NA,NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0049966",NA,"1983",NA,NA,"Vasco da Gama",NA,"s.n.","Southern America",NA,NA,"Plantae",NA,"18865","auto",NA,NA,NA,NA,NA
