"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"92","2020-11-12 17:01:11-03","UEL","FUEL","492","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Anderson, WR","Vieira, AOS; et al.","s.n.","1985","02","28",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"63728","auto","1987",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"93","2020-11-12 17:01:10-03","UEL","FUEL","340","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Carneiro, JS","Vieira, AOS; et al.","s.n.","1984","10","31",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"63728","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-11-12 17:01:10-03","UEL","FUEL","159","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Cotarelli, VM","Vieira, AOS; Costa, MIG","s.n.","1983","10","09",NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"63728","auto","2007",NA,NA,NA,"06","27",NA,NA,NA,NA,NA
"95","2019-11-01 15:03:09-03","UnB","UB","18573","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","Pessoa, C","Proença, CEB; Harris, SA","3079","2006","01","01","Southern America","Brasil","Rio de Janeiro","Parati",NA,"-44.565556","-23.245833",NA,"Ramos floríferos eretos. Folhas glaucas na face dorsal. Botões florais com pétalas brancas, abertas não vistas. Glândulas do cálice 4 pares, verdes (no botão floral). FOTO.; Arbusto subescandente. Fruto verde imaturo.; Floresta atlântica perturbada n",NA,NA,NA,NA,NA,NA,"2015","-44.565556","-23.245833",NA,"01","13",NA,NA,NA,NA,NA
"96","2021-03-04 15:44:44-03","IF","SPSF","37459","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A. Juss.","J.R.Ghillaumon","J.R.Guillaumon",NA,"2007","01","21","América do Sul","Brasil","SP","Vinhedo","Comdomínio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,"COLETA: Liana, flores amarelas e frutos verdes.; GEOGRAFIA: rua Guarujá, borda de mata.;",NA,NA,NA,NA,"9595","auto","2007",NA,NA,NA,"01","21","Magnoliopsida",NA,NA,NA,NA
"97","2021-03-04 15:44:44-03","IF","SPSF","28988","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor",NA,NA,"J.R.Guillaumon",NA,"2001","10","14","América do Sul","Brasil","SP","Vinhedo","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,"GEOGRAFIA: mata natural&nf;;",NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"98","2021-03-04 15:44:44-03","IF","SPSF","27566","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor",NA,NA,"J.A.Pastore & C.Moura","922","2001","01","19","América do Sul","Brasil","SP","São Vicente","Parque Estadual Xixová-Japuí","-46.411667","-23.976944",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"99","2021-03-04 15:44:44-03","IF","SPSF","33951","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor",NA,NA,"J.R.Guillaumon",NA,"2004","01","06","América do Sul","Brasil","SP","Vinhedo","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"100","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Raben, FC","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Espiritu Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Martius, CFP","Herb. Fl.1174",NA,NA,NA,"Southern America","Brazil",NA,NA,"prope Paraíba, m. Sept. Oct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prope Paraíba, m. Sept. Oct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-22 10:13:09-03","IBt","SP","386664","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Proença, C; Harris, SA","3079","2006","01","01",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.565556","-23.245833",NA,NA,"SP017841",NA,NA,NA,NA,NA,"2007","-44.565556","-23.245833",NA,"03",NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:08:44-03","IBt","SP","285984","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Kim, AC; et al.","30081","1993","11","14",NA,"Brasil","São Paulo","Ubatuba","Praia do Cedro","-45.033333","-23.466667",NA,NA,"SP017825",NA,NA,NA,NA,NA,"2000","-45.033333","-23.466667",NA,"09","21",NA,NA,NA,NA,NA
"106","2019-11-21 10:08:44-03","IBt","SP","342778","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Amorim, AM; Sant'Ana, SC; Paixão, JL","2710","1998","11","21",NA,"Brasil","Bahia","Jussari","Rodovia Jussari - Palmira, entrada ca. 7,5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.528611","-15.158056",NA,NA,"SP017843",NA,NA,NA,NA,NA,"2004","-39.528611","-15.158056",NA,"01",NA,NA,NA,NA,NA,NA
"107","2019-11-21 10:08:44-03","IBt","SP","342778a","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Amorim, AM; Sant'Ana, SC; Paixão, JL","2710","1998","11","21",NA,"Brasil","Bahia","Jussari","Rodovia Jussari - Palmira, entrada ca. 7,5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.528611","-15.158056",NA,NA,"SP017844",NA,NA,NA,NA,NA,"2004","-39.528611","-15.158056",NA,"01",NA,NA,NA,NA,NA,NA
"108","2020-12-23 08:48:28-03","IBt","SP","357149","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Tressens, SG; Keller, HA; Maruñak, V; Revilla, V; Robledo, F","6523","1999","11","04","Southern America","Argentina","Misiones","Guaraní","Predio Guaraní, camino a arroyo Soberbio","-54.3","-26.9",NA,NA,"SP017800",NA,NA,NA,NA,NA,"2004","-54.3","-26.9",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-21 10:08:44-03","IBt","SP","405801","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM","Amorim, AM; Paixão, J; Filadelfo, V; Santos, EB","4131","2004","06","13",NA,"Brasil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari - Palmira. Entrada ca. 7,5 km de Jussari","-39.531111","-15.154444",NA,NA,"SP017842","SP017842","641","641",NA,NA,"2004","-39.531111","-15.154444",NA,"06",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:08:44-03","IBt","SP","446818","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Almeida, RF","Demuner, V; Cruz, TA; Belisário, M","4734","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.515833","-19.354167",NA,NA,NA,NA,"250","400",NA,NA,"2012","-40.515833","-19.354167",NA,"09",NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:08:44-03","IBt","SP","490127","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Almeida, RF","Rosa, P; et al.","1109","2016","11","11",NA,"Brasil","Rio de Janeiro","Maricá","Parque Estadual da Serra da Tiririca, Subida para a Pedra do Elefante na trilha do Alto Mourão, a 50 m da base da pedra do Alto Mourão","-43.004444","-22.972222",NA,NA,"SP039027","SP039027","343","343",NA,NA,"2016","-43.004444","-22.972222",NA,"11","26",NA,NA,NA,NA,NA
"112","2019-11-21 10:08:44-03","IBt","SP","363664","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Anderson, WR","Jardim, JG; Guedes, ML; Sant'Ana, SC; Paixão, JL","1883","1999","01","01",NA,"Brasil","Bahia","Jussari","Fazenda Teimoso, RPPN Serra do Teimoso","-39.4953002929688","-15.1913995742798",NA,NA,"SP019369",NA,NA,NA,"21386","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:08:44-03","IBt","SP","445445A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM","Kollmann, L; Bausen, E","3531","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança, terreno de Maria E. Pereira","-40.8908004760742","-18.7549991607666",NA,NA,NA,NA,NA,NA,"36480","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:08:44-03","IBt","SP","445446A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Almeida, RF","Boone, W","820","1985","10","08",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Escola Agrotécnica Federal","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,"23813","auto","2012",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:08:44-03","IBt","SP","218999","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Fabris, LC","1","1985","08","26",NA,"Brasil","Espírito Santo","Vitória","Mata do campus da UFES, Goiabeiras","-40.3377990722656","-20.3194007873535",NA,NA,"SP017799",NA,NA,NA,"15291","auto","2004",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:08:44-03","IBt","SP","24696","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM","Hoehne, FC","s.n.","1914","12",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babilônia","-43.2075004577637","-22.9027996063232",NA,NA,"SP017798",NA,NA,NA,"57442","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:08:44-03","IBt","SP","49760","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Kuhlmann, M","504","1943","04","01",NA,"Brasil","São Paulo","Amparo","Monte Alegre. Fazenda Santa Isabel","-46.7599983215332","-22.7000007629395",NA,NA,"SP017796","SP017796",NA,NA,"18036","auto","2000",NA,NA,NA,"09","21",NA,NA,NA,NA,NA
"118","2019-11-21 10:08:44-03","IBt","SP","408942","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Nicolau, SA; Nicolau, JC; Lima, W; Silva, AO","3261","2007","02","01",NA,"Brasil","São Paulo","Brotas","Vila de São Sebastião da Serra, Bairro do Patrimônio, Usina do jacaré, encosta cortada pelo rio Sinhá Ruth","-48.1199989318848","-22.2800006866455",NA,NA,"SP019398",NA,NA,NA,"26585","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:08:44-03","IBt","SP","12044","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Campos Novaes, J","CGG3741","1896","12","04",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,"Campos Novaes n. 901","SP015359","SP015359",NA,NA,"23900","auto","2000",NA,NA,NA,"09","21",NA,NA,NA,NA,NA
"120","2019-11-21 10:08:44-03","IBt","SP","40893","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Mourão, C","s.n.","1938","11","06",NA,"Brasil","São Paulo","Campinas","Fazenda Riqueza","-47.060001373291","-22.8999996185303",NA,NA,"SP017797","SP017797",NA,NA,"23900","auto","2000",NA,NA,NA,"09","21",NA,NA,NA,NA,NA
"121","2019-11-21 10:08:44-03","IBt","SP","406706","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Mamede, MCH","Nicolau, SA; Maçarico, DP; Puppo, R","3467","2007","12","05",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Estrada Prof. Jaime Nori, Km 8, Usina São valentim, barragem maior do rio Claro, margem","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,"24893","auto","2014",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:08:44-03","IBt","SP","49488","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Hoehne, FC; Kuhlmann, M","1059","1943","11","13",NA,"Brasil","São Paulo","São Vicente","Prainha","-46.3899993896484","-23.9599990844727",NA,NA,"SP017795","SP017795",NA,NA,"25482","auto","2000",NA,NA,NA,"09",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:08:44-03","IBt","SP","329338","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.","Amorim, AM; Mamede, MCH","Jung Mendaçolli, SL; Maglio, CAFP; Andrade, PRP; Silva, AMC","692","1994","11","23",NA,"Brasil","São Paulo","Vinhedo","Represa 1","-46.9700012207031","-23.0300006866455",NA,NA,"SP017824",NA,NA,NA,"9595","auto","2000",NA,NA,NA,"09","21",NA,NA,NA,NA,NA
"124","2011-11-23 11:39:21-02","UM","RECOLNAT_UM_MPU","MPU019941","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","bicolor","Heteropterys bicolor","A.Juss.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu019941' target='other'> <mi>dwc_moreinfo</mi></a>","MPU019941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
