"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"17","2021-03-15 16:37:00-03","NY","NYBG","777570","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","58192","1992","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777570","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Tibagi","Quartelá, Canyon Rio Iapó, próximo a Cascata Ponte de Pedra","-50.4133","-24.5094","NY00777570_01","700","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00932720","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","A. C. Brade","15932","1937","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932720","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Minas Gerais","Juiz de Fora","Juiz de Fora. Morro do Imperador","-43.3503","-21.7644","NY00932720_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777577","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","32172","1973","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777577","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Jaguariaíva","Saída para Arapoti","-49.7056","-24.2511","NY00777577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","777585","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","O. Handro","2313","1982","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777585","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby","São Paulo","Cotia","Cultivada no Jardim Botânico de Sao Paulo","-46.9099998474121","-23.6000003814697","NY00777585_01",NA,NA,"23869","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","777584","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","A. C. Cervi","6414","1997","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777584","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","G. G. Hatschbach","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-49.97","-25.42","NY00777584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00932721","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","A. A. B. Rubens","167","1980","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932721","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Minas Gerais",NA,"Estrada p/ M. Fortes, logo após A. Carlos ( Serra da Mantiqueira)","-43.7297","-21.3833","NY00932721_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777578","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","42515","1979","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777578","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Rio Branco do Sul","Serra do Caete","-49.3142","-25.1903","NY00777578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","777573","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","J. M. Silva","1453","1995","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777573","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Tunas do Paraná","Estrada Velha da Ribeira, 20 km ao norte de Tunas","-49.0856","-24.9744","NY00777573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1039201","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","H. C. de Lima","7070","2009","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039201","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","H. C. de Lima","Rio de Janeiro","Petrópolis","Área de Proteção Ambiental da Região Serrana de Petrópolis. Itatiaia, vale do sossego, Condomínio Vale do Sessego, final da rua R.","-43.1608","-22.4442","NY01039201_01","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","777571","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","P. P. Furtado","175","1982","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777571","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná",NA,"Siqueira Campos: Entre Siqueira Campos e Itararé",NA,NA,"NY00777571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","777583","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","O. S. Lima","13","1978","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777583","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes",NA,"Paraná",NA,"A 21 km de Ventania na estrada para Curiúva passando por Barro Preto (bem próximo de PR) Folha SG.22-X-A; Ponto C",NA,NA,"NY00777583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","777574","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. B. Smith","14645","1965","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777574","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Jaguariaíva","Outskirts of Jaguariaiva on road to Arapoti","-49.28","-24.28","NY00777574_01","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","777572","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","20050","1968","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777572","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511","NY00777572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","777580","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","20050","1968","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777580","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Jaguariaíva","Jaguariaíva, arredores","-49.7056","-24.2511","NY00777580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","777579","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","P. K. H. Dusén","s.n.","1910","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777579","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511","NY00777579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00932719","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. Riedel","675","1824","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932719","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Minas Gerais",NA,"In campis inter Sabara et St. Luzia",NA,NA,"NY00932719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","777588","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","F. C. Hoehne","30998","1933","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777588","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","São Paulo",NA,"Pirapora; Da Serra do Japi",NA,NA,"NY00777588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00932743","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","L. Riedel","26","1824","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932743","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Minas Gerais",NA,"Pr. St. Luzia",NA,NA,"NY00932743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","777576","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","G. G. Hatschbach","59387","1993","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777576","Magnoliophyta","Fabales","(Vell.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Paraná","Tomazina","Rod. para Salto Cavalcanti","-49.9494","-23.7783","NY00777576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02703342","PreservedSpecimen","Plantae","Fabaceae","Mimosa","incurialis","Mimosa incurialis","L. M. Borges","99","2006","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3002169' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703342","Magnoliophyta","Fabales","Vell.",NA,"Minas Gerais","Santana do Riacho","Lapinha. Contrafortes ocidentais da Serra do Cipó. Elevações imediatamente a nordeste de Lapinha, nas nascentes do Córrego do Boqueirão, que abastece o arraial. Trilha para cachoeira próxima ao aqueducto.","-43.6767","-19.1014","NY02703342_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG3779","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Max",NA,NA,NA,NA,NA,"Brasil",NA,NA,"DAP 82+68cm. Altura 12m.",NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","Parque das Mangabeiras","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG3786","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Giovanni Eustáquio",NA,NA,NA,NA,NA,"Brasil",NA,NA,"DAP 35cm, altura: 4m",NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","Parque das Mangabeiras","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-19 11:35:09-03","UFPI-MRV","HDELTA","1719","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Nascimento, H. C. E.","8","2011","03","15",NA,"Brasil",NA,NA,NA,"HDELTA001719",NA,NA,"(Vell.) Barneby & J.W.Grimes","Nascimento, H. C. E.","Ceará","Bom Gosto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-19 11:35:09-03","UFPI-MRV","HDELTA","5416","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Mayra L. A. de Souza",NA,"2018","11","13",NA,"Brasil",NA,NA,NA,"HDELTA005416",NA,NA,"(Vell.) Barneby & J.W.Grimes","Souza, M. L. A.","Piauí","Parnaíba","Reis veloso","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-19 11:35:09-03","UFPI-MRV","HDELTA","444","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Santos, J. D.","03","2010","06","18",NA,"Brasil",NA,NA,"árvore","HDELTA000444",NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Piauí","Parnaíba","Centro","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-19 11:35:09-03","UFPI-MRV","HDELTA","5435","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Costa, I. A.",NA,"2018","11","13",NA,"Brasil",NA,NA,NA,"HDELTA005435",NA,NA,"(Vell.) Barneby & J.W.Grimes","Costa, I. A.","Piauí","Parnaíba","São Sebastião","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto","2018","11","27",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:19:50-03","UFRJ","RFA","25586","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","F. M. de B. Pereira","104/53","2000","11","22",NA,"Brasil",NA,NA,"Árvore, 12m de altura, 38cm de DAP, folha verde, caule cinza, raiz marrom, fruto castanho, comum no local.","RFA39685",NA,NA,"(Vell.) Barneby & J.W.Grimes","H. C. de Lima & L. F. G. da Silva","Minas Gerais","Itamonte","Município de Itamonte, 1° Distrito Bocaina Funda.","-44.8699989318848","-22.283899307251",NA,NA,NA,"26914","auto","2001","11","08",NA,NA,NA,NA,NA,NA,NA
