"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"231","2020-12-11 11:36:07-03","UFMG","BHCB","5588","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Grandi, TSM; Regina, CF; Lopes, MAC","106","1982","10","22","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Belo Horizonte","Represa da Pampulha.","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-11 11:36:07-03","UFMG","BHCB","188187","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Pena, FSR","s.n.","2015","07","20","Southern America","Brasil",NA,NA,"Coleta realizada entre os dias 20 a 31.; Arbórea.","BHCB188187","Dicotyledon",NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Ouro Preto","Santo Antônio do Leite, Barragem de Rejeitos Forquilha VI","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-11 11:36:07-03","UFMG","BHCB","67148","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Mota, RC da","955","2000","10","08","Southern America","Brasil",NA,NA,"Planta coletada em mata semidecídua; arbusto.",NA,"Dicotyledon",NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-11 11:36:07-03","UFMG","BHCB","67411","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Mota, RC da","1232","2001","02","19","Southern America","Brasil",NA,NA,"Planta coletada em mata de galeria; árvore; frutos imaturos.",NA,"Dicotyledon",NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-11 11:36:21-03","UFMG","BHCB","65726","PreservedSpecimen","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","Barreto, HLM","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Vell.) Benth.",NA,"Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-02-11 17:19:02-03","UFPR","UPCB","40372","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Dias, B.G.",NA,"1997","09","12",NA,"Brasil",NA,NA,"Árvore 6m, flores brancas, frutos deiscentes..",NA,NA,NA,"(Vell.) R.C.Barneby & J.W.Grimes","Cloclet, F.A.","Paraná","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto","1999","01","01",NA,NA,NA,NA,NA,NA,NA
"237","2021-02-11 17:19:02-03","UFPR","UPCB","44131","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Fadelli, L.","330","2001","01","25",NA,"Brasil",NA,NA,"Árvore 18m com frutos marrom, no pasto..",NA,NA,NA,"(Vell.) R.C.Barneby & J.W.Grimes","Dias, M.C.","Paraná","Ventania","Estrada de Curiúva","-50.2428016662598","-24.2458000183105",NA,NA,NA,"32424","auto","2001","01","01",NA,NA,NA,NA,NA,NA,NA
"238","2021-02-11 17:20:28-03","UFPR","UPCB","2847","PreservedSpecimen","Plantae","Mimosaceae","Leucochloron","incuriale","Leucochloron incuriale","Hatschbach, G.","3261","1953","09","25",NA,"Brasil",NA,NA,"Árvore 8m, flor alva..",NA,NA,NA,"(Vell.) R.C.Barneby & J.W.Grimes","Garcia, F.C.P.","Paraná","Bocaiúva do Sul","Estrada Tunas - Boa Vista","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto","2003","03",NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-02-11 17:19:02-03","UFPR","UPCB","28926","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Ziller, S.R.","1472","1996","09","18",NA,"Brasil",NA,NA,"Árvore, 4m, flor bege, casca corticenta, muito grosseira. Na encosta, campo rupestre, ao longo de córregos em maior porte, sempre em solo rochoso, estepe..",NA,NA,NA,"(Vell.) R.C.Barneby & J.W.Grimes","Hatschbach, G.","Paraná","Tibagi","Parque Estadual do Guartelá, Rio Iapó","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto","1996","09","26",NA,NA,NA,NA,NA,NA,NA
"240","2016-02-19 05:24:00-02","MO","MOBOT","100175045","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","José E. Meireles","Meireles 543","2007","5","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes",NA,"Minas Gerais",NA,"Alagoa. Estrada de Alagoa para Mirantão.","-44.8188889","-22.2397222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"241","2017-09-15 10:07:00-03","MO","MOBOT","100996925","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Gert G. Hatschbach|E.L. Barbosa","Hatschbach 58192","1992","11","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes","R. Barneby","Paraná",NA,"Guartelá, Canyon Rio Iapoó, proximo a Cascata Ponte de Pedra (mun. Tibagi).",NA,NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"242","2017-09-15 10:19:00-03","MO","MOBOT","100996929","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Apparicio P. Duarte","Duarte 3016","1950","8","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes","R. Barneby & J. Grimes","Minas Gerais",NA,"Fazenda da Prata, Colania de Patos.",NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"243","2017-09-15 10:36:00-03","MO","MOBOT","100996936","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Per Dusén","Dusén 16831","1915","3","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes","R. Barneby & J. Grimes","Paraná",NA,"Cerrado in campo cerrado.",NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"244","2017-09-15 10:44:00-03","MO","MOBOT","100996939","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","H.L. Mello Barreto","Barreto 3297","1937","10","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes","R. Barneby & J. Grimes","Minas Gerais",NA,"Estaçáso Experimental, Bello Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"245","2017-09-15 10:49:00-03","MO","MOBOT","100996941","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","J.M. Silva","Silva 1453","1995","4","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes","R. Barneby","Paraná",NA,"Estrada Velha da Ribeira, 20km ao norte de Tunas (mun. Tunas).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"246","2017-09-15 11:16:00-03","MO","MOBOT","3209330","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Gert G. Hatschbach","Hatschbach 59387","1993","9","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Vell.) Barneby & J.W. Grimes",NA,"Paraná",NA,"Mun. Tomazina. Rod. para Salto Cavalcanti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"247","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","21404","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","não consta",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Flores de outubro a novembro;",NA,"Tracheophyta","Fabales","(Vell.) Barneby & J.W.Grimes",NA,"n/c","n/c","árvore das matas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"248","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","12303","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","S.R. Ziller",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Árvore 4 m, em campo rupestre.;",NA,"Tracheophyta","Fabales","(Vell.) Barneby & J.W.Grimes","G. Hatschbach","PT","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"249","2021-01-10 20:49:56-03","INPA","INPA","112953","S","Plantae","Leguminosae-Mim","Leucochloron","incuriale","Leucochloron incuriale","Hatschbach, GG","42515","1979","10","03","Southern America","Brasil",NA,NA,NA,"INPA0112953","Dicotyledon Rosids","Fabales","(Vell.) Barneby & J.W.Grimes","Lima, WC de","Paraná","Rio Branco do Sul","Serra do Caete.","-49.3142013549805","-25.1900005340576",NA,NA,NA,"37352","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-08-31 09:14:55-03","INPA","INPA","270497","S","Plantae","Leguminosae-Mim","Leucochloron","incuriale","Leucochloron incuriale","Silva, MDS","25","2011","09","22","Southern America","Brasil",NA,NA,NA,"INPA0270497","Dicotyledon Rosids","Fabales","(Vell.) Barneby & J.W.Grimes",NA,"Amazonas","Manaus","Parque 10 de Novembro, Passeio do Mindu","-60.012167","-3.089361",NA,NA,NA,NA,NA,NA,NA,NA,"-60.012167","-3.089361",NA,NA,NA,NA,NA
"251","2020-08-31 09:14:55-03","INPA","INPA","270499","S","Plantae","Leguminosae-Mim","Leucochloron","incuriale","Leucochloron incuriale","Silva, MDS","71","2011","12","21","Southern America","Brasil",NA,NA,NA,"INPA0270499","Dicotyledon Rosids","Fabales","(Vell.) Barneby & J.W.Grimes",NA,"Amazonas","Manaus","Bairro da Paz","-60.028583","-3.059333",NA,NA,NA,NA,NA,NA,NA,NA,"-60.028583","-3.059333",NA,NA,NA,NA,NA
"252","2020-06-15 15:30:43-03","UNESP-RC","HRCB","48414","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Lombardi","6864","2007","09","17",NA,"Brasil",NA,NA,"borda da trilha e ao longo de córrego dentro da mata. Árvore ca. 15 m, flores alvo-esverdeadas, frutos maduros abertos",NA,NA,NA,"(Vell.) Barneby & Grimes",NA,"São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,"985","985","17840","auto",NA,NA,NA,"46º56'08.8W","23º13'49,6S",NA,NA,NA,NA,NA
"253","2020-06-15 15:30:43-03","UNESP-RC","HRCB","50289","PreservedSpecimen","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Santos, L.B.","69","2008","09","16",NA,"Brasil",NA,NA,"Borda da trilha. Árvore, 5m de altura, flores creme, frutos marrons",NA,NA,NA,"(Vell.) Barneby & Grimes",NA,"São Paulo","Jundiaí",NA,NA,"-23.230556",NA,"1020","1020",NA,NA,NA,NA,NA,"46º56'08.8W","23º13'50S",NA,NA,NA,NA,NA
"254","2017-11-24 14:10:52-02","UFLA","ESAL","17135","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Carvalho, WAC","59",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","L. M. Borges","Minas Gerais","Piedade do Rio Grande",NA,"-44.1960983276367","-21.468599319458",NA,"1","1","15268","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2017-11-24 14:10:52-02","UFLA","ESAL","26268","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Melo, PHA","4021",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ; frutos imaturos verdes",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Arcos","CSN - Companhia Siderurgica Nacional, Proximidades da Mina da Bocaina","-45.5393981933594","-20.2819004058838",NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2017-11-24 14:10:52-02","UFLA","ESAL","16253","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 8.00m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Carrancas","Chapada das Perdizes","-44.6425018310547","-21.4874992370605",NA,"1","1","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2017-11-24 14:10:52-02","UFLA","ESAL","7527","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Melo, PHA; Gomes, DJS; Pompeu, PV","3028",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; ; creme;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Poços de Caldas","Parque Mun.Serra de São Domingos, campo limpo próximo à entrada da Pedra Balão","-46.5614013671875","-21.7877998352051",NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2017-11-24 14:10:52-02","UFLA","ESAL","21009","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Hargreaves, P","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 2,5 m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Ary T. Oliveira Filho","Minas Gerais","Prados","Sítio do Angá","-44.0797004699707","-21.0575008392334",NA,NA,NA,"21382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2017-11-24 14:10:52-02","UFLA","ESAL","20884","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Alda L. Dornas de Andrade","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 7, m; amarelo-creme; marrom-amarelado e seco quando maduro",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Belo Horizonte","Próximo à Lagoa da Pampulha","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2017-11-24 14:10:52-02","UFLA","ESAL","16829","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Botrel, RT","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2017-11-24 14:10:52-02","UFLA","ESAL","16037","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Fontes, MAL","130",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 11.00m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Ary T. Oliveira Filho","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"1","1","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2017-11-24 14:10:52-02","UFLA","ESAL","16505","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Rodrigues, LA; et al.","323",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 4.5m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043",NA,NA,NA,"19291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2017-11-24 14:10:52-02","UFLA","ESAL","9474","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 15 m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Eduardo Van den Berg","São Paulo","Socorro","Bairro do Jaboticabal","-46.5200004577637","-22.5900001525879",NA,"7","7","17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2017-11-24 14:10:52-02","UFLA","ESAL","12445","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 23,0; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Ary T.O.Filho","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2017-11-24 14:10:52-02","UFLA","ESAL","12864","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 23,0; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Ary T.O.Filho","Minas Gerais","Madre de Deus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2018-10-09 16:31:24-03","UFLA","ESAL","17490","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Souza, JS","54",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Lavras","Mata do Capivari","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"267","2018-10-09 16:31:24-03","UFLA","ESAL","18042","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Machado, ELM","110",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Lavras","Mata da Subestação","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"268","2018-10-09 16:31:24-03","UFLA","ESAL","18258","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Castro, GC","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 7 m; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Castro, GC","Minas Gerais","Lavras","Corredor/floresta estacional semidecidual","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"269","2017-11-24 14:10:52-02","UFLA","ESAL","23013","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","D.S. Pifano, DS","727",NA,NA,NA,NA,"?",NA,NA,"árvore; 18, m; ;; ripário",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","J.M.Fernandes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2018-08-31 12:41:43-03","UFLA","ESAL","25501","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Melo, PHA; Torres, DM","3849",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; flores alvas;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Aiuruoca","Cachoeira do corrego da Água Preta","-44.603333","-21.976111",NA,NA,NA,NA,NA,NA,NA,NA,"-44.603333","-21.976111",NA,NA,NA,NA,NA
"271","2018-08-31 12:41:43-03","UFLA","ESAL","25683","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Melo, PHA; Torres, D,M","3446",NA,NA,NA,NA,"Brasil",NA,NA,"arbusto; 1079m; flores alvas;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Aiuruoca","Àrea dos alojamentos","-44.603333","-21.976111",NA,NA,NA,NA,NA,NA,NA,NA,"-44.603333","-21.976111",NA,NA,NA,NA,NA
"272","2019-08-20 12:04:42-03","UFLA","ESAL","31695","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Domingos, D Q","s.n.","2006","10","12",NA,"Brasil",NA,NA,"Árvore 5m altura; Transição mata-cerrado",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Rosa, PHO","Minas Gerais","Coqueiral","Pedra do Ermo","-45.440601348877","-21.1893997192383",NA,"900","900","16658","auto","2019","06",NA,NA,NA,NA,NA,NA,NA,NA
"273","2017-11-24 14:10:52-02","UFLA","ESAL","10075","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Melo, PHA; Gomes, DJS; Pompeu, PV","2947",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; alva;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Poços de Caldas","Parque Mun. Serra de São Domingos, trilha do Cristo à mata","-46.5614013671875","-21.7877998352051",NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2017-11-24 14:10:52-02","UFLA","ESAL","21980","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Loures, L","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; creme;",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes",NA,"Minas Gerais","Santa Rita de Caldas","Pião","-46.3367004394531","-22.028600692749",NA,NA,NA,"29392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2017-11-24 14:10:52-02","UFLA","ESAL","13117","S","Plantae","Fabaceae","Leucochloron","incuriale","Leucochloron incuriale","Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 18,0; ;; floresta",NA,NA,NA,"(Vell.) Barneby & J.W.Grimes","Ary T.O.Filho","São Paulo","Analândia","Parque Rauvitscher, Faz. Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2017-11-24 14:10:55-02","UFLA","ESAL","19188","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","L.C.S.Assis 247; M.K.Ladeira","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 7,5 m; ;; floresta",NA,NA,NA,"Benth","L.C.S.Assis","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2017-11-24 14:10:55-02","UFLA","ESAL","19186","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","L. C. S. Assis; M. K. Ladeira","249",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ; verdes e pardacentos; floresta",NA,NA,NA,"Benth","L. C. S. Assis","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2018-10-09 16:31:26-03","UFLA","ESAL","16137","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","?","09",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 7.00m; amarela,globular; legume; floresta",NA,NA,NA,"Benth",NA,"Minas Gerais","Lavras","UFLA, Subestação da EPAMIG","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"279","2017-11-24 14:10:55-02","UFLA","ESAL","19187","S","Plantae","Fabaceae","Pithecellobium","incuriale","Pithecellobium incuriale","L. C. S. Assis; M. S. Magalhães","578",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 16,m; ;; floresta",NA,NA,NA,"Benth","L. C. S. Assis","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-06-10 10:10:46-03","FZB-BH","BHZB","1962","S","Plantae","Fabaceae - Mimosoideae","Leucochloron","incuriale","Leucochloron incuriale","Paiva, D.Q.",NA,"1997","08","29",NA,"Brasil",NA,NA,"Identificada anteriormene como Pithecolobium incuriale por C.V.Mendonça Filho em 26/11/1997.",NA,NA,NA,NA,"Fernandes, J.M. (Viçosa)","MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto","2011","05","17",NA,NA,NA,NA,NA,NA,NA
"281","2019-06-10 10:10:46-03","FZB-BH","BHZB","3161","S","Plantae","Fabaceae - Mimosoideae","Leucochloron","incuriale","Leucochloron incuriale","Ordones, J. et al.","767","2001","02","19",NA,"Brasil",NA,NA,"Identificada anteriormene como Pithecolobium incuriale.",NA,NA,NA,NA,"Fernandes, J.M. (Viçosa)","MG","Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto","2011","05","17",NA,NA,NA,NA,NA,NA,NA
"282","2019-06-10 10:10:52-03","FZB-BH","BHZB","11822","S","Plantae","Fabaceae-Mim.","Leucochloron","incuriale","Leucochloron incuriale","Rezende, S.G et al.","4472","2010","04","21",NA,"Brasil",NA,NA,"unicata BHCB 148.889",NA,NA,NA,NA,NA,"MG","Rio Acima","Região do Rio do Peixe, Bacia do Córrego Procópio","-43.894444","-20.113611",NA,"1368","1368",NA,NA,NA,NA,NA,"43º 53' 40W","20º 6' 49S",NA,NA,NA,NA,NA
"283","2019-06-10 10:10:46-03","FZB-BH","BHZB","1967","S","Plantae","Fabaceae - Mimosoideae","Leucochloron","incuriale","Leucochloron incuriale","Paiva, D.Q.",NA,"1997","08","29",NA,"Brasil",NA,NA,"Doação de duplicata para herbário VIC em Abril 2008. Identificada anteriormente como Pithecollobium incuriale por C.V. Mendonça Filho em 26/11/1997. Conferência pelo Mobot e Ipni.",NA,NA,NA,NA,"Fernandes, J.M. ( Viçosa)","MG","Belo Horizonte","Horto Florestal do Betânia, Bairro Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto","2010","07",NA,NA,NA,NA,NA,NA,NA,NA
