"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02696873","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","F. B. Matos","2227","2013","South America","Brazil","Minas Gerais","Pocinhos do Rio Verde, Pico da Pedra Branca.","1650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2974401' target='other'> <mi>dwc_moreinfo</mi></a>","NY02696873","NY02696873_01","02","13","Caldas","-46.3703","-21.975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3985496","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","S. White","520","1977","South America","Colombia","Magdalena","Area near small lake, which is source of Rio Donachui.","4500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283880' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985496",NA,"05","21",NA,"-73.65","10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3985495","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","M. Serrano","5090","2004","South America","Bolivia","Tarija","Municipio Padcaya. Reserva Nacional de Flora y Fauna Tariquía. Campamento Porteros","2400","sheet","[7565186 S 335376 W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283879' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985495",NA,"11","12","Aniceto Arce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3985491","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","G. Mandon","1562",NA,"South America","Bolivia",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283874' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1017018","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","J. N. Rose","21280","1915","South America","Brazil","Rio de Janeiro","Vicinity of Itatiaya.","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196645' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017018","NY01017018_01","07","26","Itatiaia","-44.5631","-22.4961","M. Lehnert","2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","806871","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","L. J. Dorr","5284","1988","South America","Venezuela","Mérida","Páramo de Santo Domingo, near Hotel Los Frailes. Parque Nacional Sierra Nevada.","3000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806871","NY00806871_01","05","23","Rangel",NA,NA,"P. H. Labiak E.","3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02577902","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","L. Emygdio de Mello Filho","3231","1972","South America","Brazil","Minas Gerais","Pico do Itabirito.","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2834770' target='other'> <mi>dwc_moreinfo</mi></a>","NY02577902","NY02577902_01","07","11","Itabirito","-43.8014","-20.2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3985487","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","H. H. Rusby","372","1885","South America","Bolivia","La Paz","Yungas","1829","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283870' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985487","NY03985487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","806874","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","F. W. Pennell","13736","1925","South America","Peru","Cusco","Cerro de Colquipata.","4100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806874","NY00806874_01","05","01",NA,NA,NA,"P. H. Labiak E.","4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3985502","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","M. Lehnert","780","2003","South America","Bolivia","La Paz","Mina San Francisco (encomienzo del sendero Taquesi) arriba de Choquekhota","4300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283886' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985502","NY03985502_01","04","17","Sud Yungas","-67.88","-16.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","03985524","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","M. Lehnert","775","2003","South America","Bolivia","La Paz","Mina San Francisco (encomienzo del sendero Taquesi) arriba de Choquekhota","4300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283926' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985524","NY03985524_01","04","17","Sud Yungas","-67.88","-16.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3985490","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","R. S. Williams","2576","1901","South America","Bolivia","La Paz",NA,"3048","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283873' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985490","NY03985490_01","08","29","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3985498","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","W. M. A. Brooke","6325","1950","South America","Bolivia","La Paz","La Fabulosa. Tim mine at the head of the Challana Valley 80 miles N. of La Paz","4572","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283882' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985498","NY03985498_01","04","28","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3985486","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","J. Steinbach","9859","1929","South America","Bolivia","Cochabamba","La Abra de Colomi","3400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283869' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985486",NA,"04","19","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","806868","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","G. Eiten","6571","1965","South America","Brazil","Rio de Janeiro","Mt. Itatiáia, planalto. At foot of north end of the rock, Prateleiras.","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806868","NY00806868_01","11","04","Resende","-44.692","-22.425","P. H. Labiak E.","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","806869","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","A. C. Brade","9432","1929","South America","Brazil","Rio de Janeiro","Theresopolis.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806869","NY00806869_01","09",NA,NA,"-42.986352","-22.417353","P. H. Labiak E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3985494","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","H. Huaylla Limachi","1530","2004","South America","Bolivia","Tarija","Municipio Padcaya. Reserva Nacional de Flora y Fauna Tariquía, bajando de Potreros hacia Achirales","1495","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283878' target='other'> <mi>dwc_moreinfo</mi></a>","NY03985494",NA,"11","11","Aniceto Arce","-64.5372","-22.0431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 18:01:00-03","NY","NYBG","2063316","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana",NA,"F. B. Matos","170","2005","South America","Brazil","Paraná","Morro Araçatuba.","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463276' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063316","NY02063316_01","01","01","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:32:08-03","UFRJ","RFA","43045","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Lino, V.; Reis, A.","47","2018",NA,"Brasil","Rio de Janeiro","Base das Prateleiras, entre a Pedra da Maçã e a Pedra da Tartaruga.","2444",NA,"Habito: Rupícola","RFA42563",NA,"09","21","Itatiaia","-44.668333","-22.398889","Lino, V. & Sousa, H.C.F.","2444",NA,NA,"2018","09","25","44º40'6''W","22º23'56''S",NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:20:43-03","UFRJ","RFA","43073","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Guarnier, G.B.; Oliveira, R.G.","s.n.","2018",NA,"Brasil","Rio de Janeiro","BR 485, estrada entre o Abrigo Rebouças e o início da trilha Ruy Braga","2352",NA,"Habitat: Rupícola Habito: Herbáceo","RFA42922",NA,"09","21","Itatiaia","-44.673333","-22.389722","Oliveira, R.G. & Guarnier G.B.","2352",NA,NA,"2018","09","26","44º40'24''W","22º23'23''S",NA,NA,NA,NA,NA,NA
"31","2021-04-08 20:48:37-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05343","S","Plantae","Tracheophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","Desv.","Máximo F. Morel","122","1990","América do Sul","Brasil","Rio de Janeiro","Estr. para A. Negras",NA,NA,"GEOGRAFIA: em barranco;",NA,NA,"02","10","Parana Itatiaia",NA,NA,"P.H. Labiak",NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"32","2019-12-04 15:26:17-03","PUCPR","HUCP","20618","S","Plantae","Monilofita",NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. & R.C.Moran","Ariati, V; Cardoso, G","239","2009",NA,"Brasil","Paraná","Morro Caratuva",NA,NA,NA,"HUCP00001267","HUCP00001267","08","06","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","Ariati, V",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:17-03","PUCPR","HUCP","20617","S","Plantae","Monilofita",NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. & R.C.Moran","Ariati, V; Cardoso, G","243","2009",NA,"Brasil","Paraná","Morro Caratuva",NA,NA,NA,"HUCP00001319","HUCP00001319","08","06","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","Ariati, V",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:44:19-03","NBC","NL-BOTANY","U.1027894","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Steinbach J",NA,"1929","Southern America","Bolivia",NA,"Standort Felsritzen. La Abra de Colomi. Prov. Chapare. Depart, Cochabamba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027894","NL-U1027894","06","19",NA,NA,NA,"Cleef AM",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"35","2020-02-08 10:44:19-03","NBC","NL-BOTANY","U.1027895","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Tryon RM; Tryon AF",NA,"1956","Southern America","Peru",NA,"Dept. Huanuco. Prov. Huanuco. Within 5 km of Carpish, pass on the Huanuco-Tingo Maria road, about half way between Acomayo and Chinchao, 35 km ne of Huanuco.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027895","NL-U1027895","09","11",NA,NA,NA,"Cleef AM",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"36","2020-02-08 10:44:19-03","NBC","NL-BOTANY","U.1027896","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Fiebrig K",NA,"1904","Southern America","Bolivia",NA,"Plantae austro-bolivienses. Pinos bei Tarija.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027896","NL-U1027896","03","10",NA,NA,NA,"Cleef AM",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"37","2020-02-08 10:44:19-03","NBC","NL-BOTANY","U.1027897","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Ellenberg H",NA,"1957","Southern America","Peru",NA,"Tingo María, Naranjillo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027897","NL-U1027897","07","10",NA,NA,NA,"Cleef AM",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"38","2020-02-08 10:44:19-03","NBC","NL-BOTANY","U.1028160","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran","Lindeman JC; Haas JH de",NA,"1967","Southern America","Brazil",NA,"Edo. Rio de Janeiro. Parque Nacional do Itatiaia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1028160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1028160","NL-U1028160","04","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"39","2021-01-14 15:33:17-03","MN","R","232850","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. & R.C. Moran","Damasceno, E.R.; Sylvestre, L. S e Costa, T. V","725","2013",NA,"Brasil","Rio de Janeiro","Parque Estadual dos Três Picos",NA,NA,NA,"R010043973",NA,"08","17","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:35:29-03","IAP","PACA-AGP","76494","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. et R.C. Moran","Sehnem, A.","9078","1967",NA,"Brasil","RJ","Agulhas Negras, Serra do Itatiaia (Parque)","2350",NA,"Habitat: inter rupes","PACA076494",NA,"02","03","Itatiaia","-44.5633010864258","-22.4960994720459","P. Labiak","2350","19648","auto","2000","09",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"41","2019-08-27 13:35:29-03","IAP","PACA-AGP","76496","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. et R.C. Moran","J.P.P. Carauta","333","1966",NA,"Brasil","RJ","encosta do Pico das Agulhas Negras","2650",NA,"crescia em local sombrio, sob mata arbustiva do caminho normal para a escalada das Agulhas; Herb. GUA 4823; ASSL 12833 Habitat: na chanfradura rochosa","PACA076496",NA,"06","04","Itatiaia","-44.5633010864258","-22.4960994720459","P. Labiak","2650","19648","auto","2000","09",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"42","2019-08-27 13:35:29-03","IAP","PACA-AGP","76495","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. et R.C. Moran","Sehnem, A.","9173","1967",NA,"Brasil","RJ","Serra do Itatiaia (Parque)",NA,NA,"Habitat: ad rupem","PACA076495",NA,"02","04","Itatiaia","-44.5633010864258","-22.4960994720459","P. Labiak",NA,"19648","auto","2000","09",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"43","2020-05-29 18:15:23-03","UFJF","CESJ","72208","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Melpomene","peruviana","Melpomene peruviana","(Desv.) A.R. Sm. & R.C. Moran","C. Baez; C. Vianna; J. Condack","270","2015","América do Sul","Brasil","Rio de Janeiro","Parque Estadual dos Três Picos, Proteção Integral","2310",NA,"Rupícola umbrófila, ocorrendo abaixo de pedras. Esporos castanhos. Erva ca. 8cm alt. Campo de altitude.","CESJ072208",NA,"04","04","Teresópolis","-42.725833","-22.342778","V.A.O. Dittrich","2350",NA,NA,"2019","11",NA,"-42.725833","-22.342778",NA,NA,NA,NA,NA,NA
