"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"23","2021-03-15 16:37:00-03","NY","NYBG","573183","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","C. A. Cid Ferreira","10522","1991","11","01","Brazil","Acre","Porto Walter","Rio Juruá, aproximadamente a 5 km atrás da vila Porto Walter.","-72.77","-8.3",NA,NA,NA,NA,"NY00573183","NY00573183_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491332' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","235226","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","J. M. A. de Souza","144","1989","08","22","Brazil","Acre","Rio Branco","Rod. AC-40, km 54, margem esquerda, ramal de fazenda","-67.57","-10.32",NA,NA,NA,NA,"NY00235226","NY00235226_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491329' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","235229","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","J. M. A. de Souza","147","1989","08","22","Brazil","Acre","Rio Branco","Rod. AC-40, km 54, margem direita, ramal de colonia","-67.57","-10.32",NA,NA,NA,NA,"NY00235229","NY00235229_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491331' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02171918","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"R. de Lemos Fróes","21750","1946","11","15","Brazil","Amazonas","Eirunepé","Basin of the upper Jurua. Assahytuba.","-69.8735961914062","-6.66028022766113",NA,NA,NA,NA,"NY02171918","NY02171918_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317153' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","223833","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2171934","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"J. E. L. S. Ribeiro","1664","1995","08","29","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"NY02171934","NY02171934_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317195' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","865281","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","R. Saraiva","89","1989","08","24","Brazil","Acre","Rio Branco","Estrada de Porto Acre km 26, margem esquerda km 1","-67.63","-9.75",NA,NA,NA,NA,"NY00865281","NY00865281_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491326' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","865279","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","R. S. Saraiva","94","1989","08","29","Brazil","Acre","Rio Branco","BR-364, km 34, Ramal Iquiri, km 6, sentido Rio Branco-Porto Velho","-67.52","-10.05",NA,NA,NA,NA,"NY00865279","NY00865279_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491328' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","869129","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","C. C. Berg","P18473","1973","10","13","Brazil","Mato Grosso",NA,"Rio Aripuanã, at base of Salto dos Dardanelos, west side of river.","-59.35","-10.2",NA,NA,NA,NA,"NY00869129","NY00869129_01 NY00869129_02",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029860' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02171938","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"G. T. Prance","6701","1968","08","03","Brazil","Rondônia",NA,"Rio Laje at crossing with road Guajará-Mirim to Abunã.",NA,NA,NA,NA,NA,NA,"NY02171938","NY02171938_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317199' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2171933","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"J. L. Zarucchi","2701","1979","10","14","Brazil","Rondônia",NA,"Mineração Campo Novo (ca 100 km SW of Ariquemes).","-63.616667","-10.566667",NA,NA,NA,NA,"NY02171933","NY02171933_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317194' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","565870","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","G. G. Hatschbach","G. G. Hatschbach","41557","1978","08","18","Brazil","Paraná","Antonina","Rio Pequeno","-48.7117","-25.4286",NA,NA,NA,NA,"NY00565870","NY00565870_01 NY00565870_02",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1183858","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"S. de V. A. Pessôa","1039","2001","08","21","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Fragmento E, próximo à represa Juturnaiba.","-42.3917","-22.6508",NA,NA,NA,NA,"NY01183858","NY01183858_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457531' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2171939","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"B. A. Krukoff","8420","1936","09","11","Brazil","Amazonas","São Paulo de Olivença","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879",NA,NA,NA,NA,"NY02171939","NY02171939_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317236' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2171921","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"E. de Oliveira","4680","1968","06","27","Brazil",NA,NA,"Rio Jarí, beira da estrada que liga ao Munguba.",NA,NA,NA,NA,NA,NA,"NY02171921","NY02171921_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317156' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2171940","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"M. R. dos Santos","467","1978","12","04","Brazil","Pará","Almeirim","Monte Dourado. Estrada do Sul de Pacanari","-52.575914","-0.763642",NA,NA,NA,NA,"NY02171940","NY02171940_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317237' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2171929","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"M. Silva","2421","1969","08","28","Brazil","Pará","Santarém","Km 35 da estrada do Palhão, arredores do Acampamento do Igarapé Curupira.","-54.7083","-2.44306",NA,NA,NA,NA,"NY02171929","NY02171929_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317190' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869111","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","W. W. Thomas","3943","1985","09","22","Brazil","Mato Grosso","Sinop","0.5 km W of BR 163 on road to Porto dos Gaúchos (MT220).","-55.5","-11.72",NA,NA,NA,NA,"NY00869111","NY00869111_01 NY00869111_02",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029800' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","229963","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","D. C. Daly","8327","1994","09","23","Brazil","Acre","Tarauacá","Rio Tarauacá, river at low water. Seringal Universo, Colocaçao Cumaru.","-71.08767","-8.279",NA,NA,NA,NA,"NY00229963","NY00229963_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491316' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","229938","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","C. C. Berg","D. C. Daly","8278","1994","09","20","Brazil","Acre","Tarauacá","Rio Tarauacá, river at low water. Seringal Universo, Colocaçao Praia do Carapaná, proposed Kaxinawá Indian reserve.","-71.3533","-8.4417",NA,NA,NA,NA,"NY00229938","NY00229938_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491315' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00869123","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg","M. G. da Silva","J. M. Pires","16649","1978","08","24","Brazil","Mato Grosso",NA,"Sararé, RADAMBRASIL; folha SD 21-VC, ponto 28.","-58.92","-13.83",NA,NA,NA,NA,"NY00869123","NY00869123_01 NY00869123_02",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029841' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2171926","PreservedSpecimen","Plantae","Moraceae","Brosimum","lactescens","Brosimum lactescens","(S.Moore) C.C.Berg",NA,"C. A. Cid Ferreira","8142","1986","09","15","Brazil","Amazonas","Presidente Figueiredo","Rio Uatumã, 15 Km a montante da barragem de Balbina, próximo ao igarapé Santa Luzia","-59.5","-1.5",NA,NA,NA,NA,"NY02171926","NY02171926_01",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317161' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
