"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","recordNumber","locality","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00918454","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","E. P. Heringer","1975","05","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918454",NA,"Magnoliophyta","Laurales","(Nees & Mart.) Mez","14639","Catetinho","NY00918454_01","H. H. van der Werff","Distrito Federal","Brasília","-47.988069","-15.948311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00918453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","E. P. Heringer","1965","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918453",NA,"Magnoliophyta","Laurales","(Nees & Mart.) Mez","10783","Zoobotânico de Brasília.","NY00918453_01","H. H. van der Werff","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01196014","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","P. Fiaschi","2005","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01196014",NA,"Magnoliophyta","Laurales","(Nees & Mart.) Mez","2854","Camacã. RPPN Serra Bonita, 9,7 km W de Camacã na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada","NY01196014_01","H. H. van der Werff","Bahia",NA,"-39.5653","-15.3917","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 21:40:00-03","NY","NYBG","00918457","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. F. M. Glaziou","1892","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918457",NA,"Magnoliophyta","Laurales",NA,"19782","Cipó au Rio das Pedras.","NY00918457_01",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","538028","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G. G. Hatschbach","1965","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538028",NA,"Magnoliophyta","Laurales","(Nees & Mart.) Mez","12880","Fda. Rancho Queimado","NY00538028_01","H. H. van der Werff","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00918451","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","G. G. Hatschbach","1985","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918451",NA,"Magnoliophyta","Laurales","(Nees & Mart.) Mez","50245","Lig. Rod. BR-259 a Costa Sena.","NY00918451_01","H. H. van der Werff","Minas Gerais","Datas","-43.669","-18.523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 21:40:00-03","NY","NYBG","00918455","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","R. Goodland","1966","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918455",NA,"Magnoliophyta","Laurales",NA,"309","6 m., 100 km. due S of Campo Grande.","NY00918455_01","H. H. van der Werff; J. G. Rohwer","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 21:40:00-03","NY","NYBG","00918456","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","A. F. M. Glaziou","1891","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918456",NA,"Magnoliophyta","Laurales",NA,"18458","Serra de Ouro Branco.","NY00918456_01",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 21:40:00-03","NY","NYBG","00918452","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","E. P. Heringer","1965","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918452",NA,"Magnoliophyta","Laurales",NA,"10444","Parque do Guará",NA,"H. H. van der Werff","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","23089","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Jr., A.","2000","11","03",NA,"Brasil",NA,NA,"árvore de 8m de altura, frutos verdes","BOTU023089",NA,NA,NA,"(Nees & Mart.) Mez","737",NA,NA,NA,"Mato Grosso do Sul","Três Lagoas","-51.637694","-20.808111",NA,NA,"51°38'15,7w","20°48'29,2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","30014","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum",NA,"1994","02","18",NA,"Brasil",NA,NA,"Árvore, 4,5 m de altura, flores esverdeadas claras, estames amarelos; Coleção: Jardim Botânico UNESP Botucatu","BOTU030014",NA,NA,NA,"(Nees & Mart.) Mez","104",NA,NA,NA,"São Paulo","Botucatu","-48.434167","-22.872222",NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","21852","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Jr., A.","1998","10","14",NA,"Brasil",NA,NA,NA,"BOTU021852",NA,NA,NA,"(Nees & Mart.) Mez","143",NA,NA,NA,"Mato Grosso do Sul","Brasilândia","-52.056389","-21.279833",NA,NA,"52°03'23w","21°16'47,4s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22622","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Jr., A.","1999","04","12",NA,"Brasil",NA,NA,"Arbusto 2,5m, flores amarelo-esverdeadas.","BOTU022622",NA,NA,NA,"(Nees & Mart.) Mez","552",NA,NA,NA,"Mato Grosso do Sul","Bataguassu","-52.18875","-21.769583",NA,NA,"52°11'19.5w","21°46'10.5s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","5409","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Campos, C.J.","1973","05","02",NA,"Brasil",NA,NA,"Árvore 2,5m, flores verde-claros.","BOTU005409",NA,NA,NA,"(Nees & Mart.) Mez","111-2573",NA,NA,NA,"São Paulo","Botucatu",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","2866","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Christianini, S.R.","1998","04","12",NA,"Brasil",NA,NA,"Árvore 10m, caule semi-suberoso, folhas cartáceas, flores amarelo-ouro.","BOTU002866",NA,NA,NA,"(Nees & Mart.) Mez","765",NA,NA,NA,"São Paulo","Agudos",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","22686","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Jr., A.","1999","04","13",NA,"Brasil",NA,NA,"Árvore 3m, com botões.","BOTU022686",NA,NA,NA,"(Nees & Mart.) Mez","616",NA,NA,NA,"Mato Grosso do Sul","Bataguassu","-52.277694","-21.643833",NA,NA,"52°16'39.7w","21°38'37.8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","21851","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Jr., A.","1998","10","14",NA,"Brasil",NA,NA,"Remanescente de vegetação a margem da estrada; árvore com 8m de altura, flores amarelo-esverdeadas","BOTU021851",NA,NA,NA,"(Nees & Mart.) Mez","139",NA,NA,NA,"Mato Grosso do Sul","Brasilândia","-52.086944","-21.087056",NA,NA,"52°5'13w","21°5'13,4s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","30019","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum",NA,"1994","04","25",NA,"Brasil",NA,NA,"Jardim Botânico UNESP Botucatu","BOTU030019",NA,NA,NA,"(Nees & Mart.) Mez","25",NA,NA,NA,"São Paulo","Botucatu","-48.434167","-22.872222",NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","5393","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Campos, C.J.","1973","04","23",NA,"Brasil",NA,NA,"Árvore 3m, flores verdes claras.","BOTU005393",NA,NA,NA,"(Nees & Mart.) Mez","32-23473",NA,NA,NA,"São Paulo","Botucatu",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:39:22-03","EAO","IAN","119151","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Sucre, D","1965","05","29","Southern America","Brasil",NA,NA,"Pequena árvore com mais ou menos 4m de altura.","IAN119151",NA,"Dicotiledônea",NA,"(Nees & Mart. ex Nees) Mez","422","Estrada da Península, perto do Clube do Congresso.",NA,"Moraes, PLR de","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"2004","02","02",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6313","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Damasceno - Júnior; G.A.; Nakagima, J.; Foster, R.; Pott, V.J. Pott; Resende, U.M. e equipe do projeto Aquarap","1998","08","27",NA,"Brasil",NA,NA,"Habito: árvore",NA,NA,NA,NA,"(Nees & Mart.) Mez","1263","Margem do rio do Peixe.",NA,"Alves, F. M.","Mato Grosso do Sul","Rio Negro","-54.891944","-19.579167","231","231","54º53'31''W","19º34'45''S","2005","11","01",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:08:35-03","CPAN-UFMS","COR","11013","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Alves, F. M.","2005","05","09",NA,"Brasil",NA,NA,"Árvore; flores verdes amareladas; fruto verde Habito: Árvore",NA,NA,NA,NA,"(Nees & Mart.) Mez","15",NA,NA,"Alves, F. M.","Mato Grosso do Sul","Campo Grande","-54.646667","-20.443333","549","549","54º38'48''W","20º26'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 16:29:00-03","CPAN-UFMS","COR","12182","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Alves, F. M.","2005","08","16",NA,"Brasil",NA,NA,"Árvore, cerca de 5 m de altura Habito: Árvore",NA,NA,NA,NA,"(Nees & Mart.) Mez","25","Estrada para Piraputanga",NA,"Alves, F. M.","Mato Grosso do Sul","Campo Grande","-54.616111","-20.463889","567","567","54º36'58''W","20º27'50''S","2005","08","16",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:18:11-03","UFBA","ALCB","48141","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Amaral Júnior, A; Amaral Júnior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","1999","04","12","Southern America","Brasil",NA,NA,"2,50 m. Flores amarelo-esverdeadas.; alterado.","ALCB003278",NA,"Dicotyledon",NA,"(Nees) Mez","552","À jusante da ponte de Presidente Epitácio, margem direita do Rio Paraná. Área a ser inundada","ALCB003278",NA,"Mato Grosso do Sul","Bataguassu","-52.188611","-21.769444",NA,NA,"-52.188611","-21.769444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:36:30-03","NBC","NL-BOTANY","L.1804092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Balansa B","1881","03","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804092",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Pl. du Paraguay, Arbre da 5-6 metres de haccteur, flaus d'un blanc jaunatra, Cordillere de Mbartobi pres de Paraguari.","NL-L1804092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:36:30-03","NBC","NL-BOTANY","L.1804093","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Hassler E","1913","05","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804093",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Plantae Paraguarienses, Paraguaria Centralis: in regione lacus Ypacaray.","NL-L1804093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:36:30-03","NBC","NL-BOTANY","L.1804094","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Balansa B","1881","03","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804094",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Pl. du Paraguay, Arbre da 5-6 metres de haccteur, flaus d'un blanc jaunatra, Cordillere de Mbartobi pres de Paraguari.","NL-L1804094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:36:30-03","NBC","NL-BOTANY","L.1804095","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Hassler E",NA,NA,NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804095",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Plantae Paraguarienses, in silvis Lacus Ypacarai.","NL-L1804095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:36:30-03","NBC","NL-BOTANY","L.1804096","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Hassler E","1913","03","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804096",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Plantae Paraguarienses, Paraguaria Centralis: in regione lacus Ypacaray.","NL-L1804096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:36:30-03","NBC","NL-BOTANY","U.1416432","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Caballero P","1978","12","19","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1416432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1416432",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"in savanna inter San Luis et Tres Palos ad septentr. Amambay.","NL-U1416432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:36:30-03","NBC","NL-BOTANY","U.1416433","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Schwacke CAW","1899","03","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1416433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1416433",NA,NA,"Laurales","(Nees & Mart.) Mez",NA,"Estado Minas Geraes: l. Julias.","NL-U1416433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:04-03","ESALQ","ESA","9787","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Stehmann, J.R.","1987","11","01",NA,"Brasil",NA,NA,NA,"ESA009787",NA,"Magnoliophyta",NA,"(Nees) Mez",NA,NA,NA,"Brotto, M.L.","Minas Gerais","Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"2017","02","02",NA,"47316","auto",NA,NA,NA,NA
"43","2020-11-04 11:12:04-03","ESALQ","ESA","15509","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Souza, V.C. et al.","1994","04","15",NA,"Brasil",NA,NA,NA,"ESA015509",NA,"Magnoliophyta",NA,"(Nees) Mez","5713.0",NA,NA,"Baitello, J.B.","São Paulo","Pindorama","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,"14884","auto",NA,NA,NA,NA
"44","2020-11-04 11:12:04-03","ESALQ","ESA","29617","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Ivanauskas, N.M.","1995","10","01",NA,"Brasil",NA,NA,NA,"ESA029617",NA,"Magnoliophyta",NA,NA,"1129.0",NA,NA,NA,"São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"45","2020-11-04 11:12:04-03","ESALQ","ESA","118874","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Colletta, G.D.","2012","05","01",NA,"Brasil",NA,NA,"Árvore, 8m, flores creme","ESA118874",NA,"Magnoliophyta",NA,NA,"659.0","Mata ao lada da Faz. São Joâo do Guarantã",NA,"Colletta, G.D. & Alves, F.M.","São Paulo","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"2012","05","16",NA,"52219","auto",NA,NA,NA,NA
"46","2020-11-04 11:12:04-03","ESALQ","ESA","80649","PreservedSpecimen","Plantae","Lauraceae","Ocotea","minarum","Ocotea minarum","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","20",NA,"Brasil",NA,NA,"Árvore de 20m. Botões.","ESA080649",NA,"Magnoliophyta",NA,"(Nees) Mez","229.0","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana","ESA080649","Moraes, P.L.R.","São Paulo","São Miguel Arcanjo","-475.808","-240.403",NA,NA,"-475,808","-240,403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
