"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","day","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02858943","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","D. da Silva Costa","573","2014","06","Brazil","Acre","Porto Acre","Bacia do Rio Purus, Riozinho do Andirá(afluente do Rio Acre). Percorrendo a Fazenda do Senhor Pedro Dultrar, ao longo do riozinho do andirá subindo o Riozinho do Andirá no percurso de subida do rio.","-67.798561","-9.584692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679262' target='other'> <mi>dwc_moreinfo</mi></a>","NY02858943","08","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02858943_01","G. T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01023564","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","N. A. Rosa","2049","1977","05","Brazil","Mato Grosso","Juruena","Margem esquerda do Rio Juruena, proximo a cahoeira S. João da Barra. (SC.21-VB)","-58.5558736","-8.9417327",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195514' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023564","31","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01023564_01 NY01023564_02","N. A. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2269660","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","J. F. Ramos","P22367","1974","05","Brazil","Pará",NA,"Junction of Rios Trombetas and Mapueira. sandy beach.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429399' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269660","27","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2269659","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","K. Kubitzki","84-315","1984","09","Brazil","Pará",NA,"Rio Aruã, 5 km unterhalb der Cachoeira",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429398' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269659","24","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02482524","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","W. L. Balée | B. G. S. Ribeiro","1625","1985","08","Brazil","Pará","Viseu","basin of the Rio Guropi; Tembé Indian Reserve, 6km SSW of F.U.N.A.I. Post Canindé.","-46.1167","-1.2",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2774021' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482524","20","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02482524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2269664","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","M. G. da Silva","3820","1978","11","Brazil","Pará",NA,"Parque Nacional do Tapajós, km 70 da estrada Itaituba-Jacarecanga, igarape Uruazinho",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429403' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269664","18","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2269696","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","R. de Lemos Fróes","22474","1947","09","Brazil","Amazonas",NA,"Rio Negro, Tauapeaçu",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429455' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269696","23","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01021699","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","C. C. Berg","P18433","1973","10","Brazil","Mato Grosso",NA,"Rio Aripuanã, bay near Igarapézinho, Aripuanã","-59.35","-10.2",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021699","11","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01021699_01","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02269694","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","S. A. Mori","20439","1989","06","Brazil","Roraima",NA,"Rio Branco, Curiucu","-61.8","-0.15",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429453' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269694","09","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01021697","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","N. A. Rosa","2049","1977","05","Brazil","Mato Grosso","Juruena","Margem esquerda do Rio Juruena, proximo a cahoeira S. João da Barra. (SC.21-VB)","-58.5558736","-8.9417327",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021697","31","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,NA,"H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2269683","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","C. A. Cid Ferreira","2453","1980","08","Brazil","Pará","Oriximiná","Rio Trombetas, margem esquerda a 5 km da cidade de Oriximiná","-55.8675787","-1.7716037",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429441' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269683","14","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2269734","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","S. H. K. Keel","224","1977","10","Brazil","Amazonas",NA,"Vicinity of Manaus. Between Tarumã Zinho and Tarumão Grande.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429558' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269734","27","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02269724","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","W. C. Steward","522","1978","01","Brazil","Amazonas",NA,"Rio Negro, opposite Manaus","-60.0214","-3.1903",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429548' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269724","30","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01021690","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","R. M. Harley","10452","1968","10","Brazil","Mato Grosso",NA,"c. 51 km along the road S. of Base Camp.","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115978' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021690","03","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01021690_01","K. S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 23:15:00-03","NY","NYBG","01021700","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens",NA,"J. A. Ratter","R1747","1968","06","Brazil","Mato Grosso","Ribeirão Cascalheira","Rio Suiazinha (approx. 290 km N of Xavantina).","-51.8242","-12.9419",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116084' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021700","12","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01021700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2269686","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","W. R. Anderson","10994","1974","02","Brazil","Pará",NA,"Alto Tapajos, Rio Cururú. 10-15 km downstream from Missão Cururú; Inundated forest along edge of river at high level.","-57.58","-7.58",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429444' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269686","16","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269686_01",NA,"130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2269692","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","P. J. M. Maas","6593","1987","10","Brazil","Amazonas",NA,"Left bank of Rio Negro, between mouth of Rio Caurés, and Barcelos.","-62.25","-1.333333",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429451' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269692","06","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02269737","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","L. V. Ferreira","37","1991","12","Brazil","Pará","Santarém","Vila de alter do Chao","-55","-2.516667",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429560' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269737","25","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2269698","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","L. Coradin","741","1977","10","Brazil","Roraima",NA,"Boa Vista. Canta region, 6 km NSE of Boa Vista Fazenda Novo Horizonte II",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429457' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269698","18","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269698_01",NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02269682","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","G. T. Prance","15547","1971","10","Brazil","Amazonas",NA,"Rio Uneiuxi, 200-300 km above mouth.","-66.133564","-1.194169",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429437' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269682","22","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2269726","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","D. C. Daly","1326","1981","11","Brazil","Pará",NA,"approx. 25km from Tucurui, sw on new road serving fazendas. Road construction site","-49.7234774","-3.9700079",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429550' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269726","14","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2269699","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","C. A. Cid Ferreira","1412","1980","07","Brazil","Pará","Oriximiná","Rio Trombetas, lago atrás do lugar chamado Tapagem.","-56.8323773","-1.4470159",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429458' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269699","09","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02269728","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","B. A. Krukoff","7236","1934","11","Brazil","Amazonas","Humaitá","Between Monte Christo and Santa Victoria on Rio Ipixuna.","-62.2240734","-6.948409",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429552' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269728","15","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02269722","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","D. C. Daly","884","1980","11","Brazil","Pará","Acará","Fazenda Borba Gato, near Rio Acará, 30 km W of Tomé-Açu--Paragominas road. Leave road approx. 30 km S of Tomé-Açu.","-48.1556511","-2.4145606",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2791474' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269722","08","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01023565","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","N. A. Rosa","2049","1977","05","Brazil","Mato Grosso","Juruena","Margem esquerda do Rio Juruena, proximo a cahoeira S. João da Barra. (SC.21-VB)","-58.5558736","-8.9417327",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023565","31","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01023565_01","N. A. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02269739","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","E. S. Silva","210","1985","07","Brazil","Amazonas","Barcelos","Margem do rio Aracá","-63.5","0.5",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429563' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269739","03","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01021692","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","J. A. Ratter","R.1589","1968","05","Brazil","Mato Grosso","Ribeirão Cascalheira","Córrego de Gato, 220 km. N. of Xavantina on the Xavantina-Sao Felix road","-51.8241996765137","-12.9416999816895",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116011' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021692","30","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01021692_01","K. S. Edwards",NA,NA,"106632","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03270121","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","V. de F. Mansano","1204","2017","11","Brazil","Pará","Belterra","Estrada para Pindobal.","-54.937198638916","-2.63638997077942",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3553131' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270121","15","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY03270121_01","B. M. Torke; J. Beros",NA,NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2269663","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","M. G. da Silva","3762","1978","11","Brazil","Pará","Itaituba","Km 60 da estrada Itaituba-Jacarecanga, Parque Nacional do Tapajós (I. B. D. F.) Reserva Biológica","-55.9836006164551","-4.27611017227173",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429402' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269663","16","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269663_01",NA,NA,NA,"457045","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2269665","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","U. N. Maciel","364","1978","12","Brazil","Pará","Santarém","Próximo de Alter do Chão, margem esquerda do Rio Tapajós","-54.7083015441895","-2.44305992126465",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429404' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269665","15","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269665_01",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01021701","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","W. W. Thomas","3814","1985","09","Brazil","Mato Grosso","Nobres","Along Rio Celeste at BR 163, 52 km S of Sinop (Km. 775)","-55.62","-12.3",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116088' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021701","16","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY01021701_01","V. Plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2269691","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Rusby","M. L. Kawasaki","99","1987","09","Brazil","Amazonas",NA,"Rio Negro. Temporary island across from Rio Tumbiri","-60.646191","-2.939568",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2429450' target='other'> <mi>dwc_moreinfo</mi></a>","NY02269691","11","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,"NY02269691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
