"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","day","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"420","2010-12-01 20:24:00-02","MO","MOBOT","3024316","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","William C. Steward|Izonete de Jesus Araújo|G. Rogers|José F. Ramos|J. Ribamar do Nascimento de Lima","Steward 295","1978","1","Brazil","Amazonas",NA,"Basin of Rio Negro. Rio Negro, white sand island in Parana Costas dos Oncas near Ilha dos Oncas. Varzea",NA,NA,NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2008-05-27 22:02:00-03","MO","MOBOT","3024317","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Richard Spruce","Spruce 7444","1851","9","Brazil",NA,NA,"Prope Barra, Prov. Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2008-05-27 22:02:00-03","MO","MOBOT","3024318","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","S. Keel","Keel 224","1977","10","Brazil","Amazonas",NA,"Vicinity of Manaus. Tarumã Grande, a few miles N. from the junction of Rio Negro & Igarape Tarumã. White sand, black water igapó. Along the steep bank of a small creek",NA,NA,NA,NA,NA,NA,NA,"27","South America",NA,NA,NA,NA,NA,NA,NA,"K.S Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2010-01-15 10:04:00-02","MO","MOBOT","3024319","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","James L. Zarucchi","Zarucchi 1832","1976","7","Colombia","Vaupés",NA,"Mitú and vicinity; along Río Vaupés between Río Yí and Río Kubiyú; margin of river, inundated",NA,NA,NA,NA,NA,NA,NA,"9","South America",NA,NA,NA,NA,NA,NA,NA,"L.E. Gutiérrez H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"424","2009-07-17 14:29:00-03","MO","MOBOT","3024320","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Anibal Castillo","Castillo 6285","1998","8","Venezuela","Amazonas",NA,"Río Sipapo, vía Isla Ratón, Municipio Autana","-67.56666","4.9",NA,NA,NA,NA,NA,"26","South America",NA,NA,NA,NA,NA,NA,NA,"Anibal Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2009-07-17 14:29:00-03","MO","MOBOT","3024322","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Anibal Castillo","Castillo 5820","1998","5","Venezuela","Amazonas",NA,"Río Sipapo vía Isla Ratón, entre Comunidad Caldero y Sta Teresita. Municipio Autana","-67.56666","4.9",NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,"Aníbal Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2009-07-17 14:29:00-03","MO","MOBOT","3024323","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Anibal Castillo","Castillo 7230","2000","2","Venezuela","Amazonas",NA,"Río Sipapo, entre Caserio de Manaca y Boca de Cuao","-67.73611","4.91027",NA,NA,NA,NA,NA,"28","South America",NA,NA,NA,NA,NA,NA,NA,"Aníbal Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2009-07-17 14:29:00-03","MO","MOBOT","3024324","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Anibal Castillo","Castillo 6992","1999","10","Venezuela","Amazonas",NA,"Río Sipapo, entre Pendare y Boca de Cuao. Margen derecha hacia Boca de Cuao","-67.56666","4.9",NA,NA,NA,NA,NA,"18","South America",NA,NA,NA,NA,NA,NA,NA,"Aníbal Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2010-04-28 21:34:00-03","MO","MOBOT","3025818","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Ricardo de Lemos Fróes|Boris A. Krukoff","Fróes 1934","1932","10","Brazil","Maranhão",NA,"Maracassumé River Region",NA,NA,NA,NA,NA,NA,NA,"8","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2008-05-27 22:02:00-03","MO","MOBOT","3025819","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Ghillean T. Prance","Prance 22655","1974","9","Brazil","Amazonas",NA,"Rio Negro, island just below Manaus. Igapó",NA,NA,NA,NA,NA,NA,NA,"12","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2008-05-27 22:02:00-03","MO","MOBOT","3025820","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","David G. Campbell","Campbell P22367","1974","5","Brazil","Pará",NA,"basin of Rio Trombetas. Rio Trombetas near Cachoeira Porteira. Igapó",NA,NA,NA,NA,NA,NA,NA,"27","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2012-03-06 05:13:00-03","MO","MOBOT","3025821","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","C.A. Cid Ferreira|William R. Buck|Bruce W. Nelson|F. Almeida|C.D.A. da Mota|J. Lima","Cid Ferreira 304","1979","8","Brazil",NA,NA,"Vicinity of Rio Uatumã. Município de Itapiranga, Rio Uatumã, Igarapé do Tucumanduba, margem direita do Rio Uatumã mata de Igapó",NA,NA,NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2008-05-27 22:02:00-03","MO","MOBOT","3025822","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Ghillean T. Prance","Prance 14218","1971","7","Brazil","Amazonas",NA,"Rio Purus, Rio Ituxi. Rio Curuquetê, vincinity of Cachoeira Santo Antonio. Varzea forest",NA,NA,NA,NA,NA,NA,NA,"14","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2008-05-27 22:02:00-03","MO","MOBOT","3025823","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Douglas C. Daly","Daly 1147","1981","11","Brazil","Pará",NA,"Approx. 18 km from Tucurui; 16 km S on old BR 422, then 2 km W on overgroqn logging road. Forest on terra firme in clayey soil","-49.68333","-3.88333",NA,NA,NA,NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2008-05-27 22:02:00-03","MO","MOBOT","3025826","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Paul F. Foster","Foster 406B","1995","10","Bolivia","Santa Cruz","Velasco","Reserva Biológia El Refugio. El camino al E del campamento La Toledo a la Bahia La Toledo. Savana inundado con islas de bosque. Suelos areñosos","-61.12527","-14.705",NA,NA,NA,NA,NA,"14","South America",NA,NA,NA,NA,NA,NA,NA,"V. Plana (K)","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2008-05-27 22:02:00-03","MO","MOBOT","3025827","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Douglas C. Daly","Daly 6155","1989","8","Bolivia","Pando",NA,"Río Abuná, one hour upstream from Plácido de Castro (Brazil) by diesel-powered boat. Floodplain forest; river at low water","-67.2","-10.35",NA,NA,NA,NA,NA,"2","South America",NA,NA,NA,NA,NA,NA,NA,"C. Bonifaz (GUAY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2014-08-24 11:10:00-03","MO","MOBOT","3026128","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Basil Stergios|Manuel Yánez","Stergios 15068","1991","1","Venezuela","Amazonas",NA,"Terr. Fed. Amazonas. Misión Río Mavaca. Selvas húmedas ribereñas","-65.11666","2.43333",NA,NA,NA,NA,NA,"31","South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","185.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2014-08-24 11:10:00-03","MO","MOBOT","3026129","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Basil Stergios|Manuel Yánez|Leo Nico","Stergios 15259","1991","2","Venezuela","Amazonas",NA,"Terr. Fed. Amazonas. Misión Río Mavaca. Selvas húmedas siempre-verdes de planicies bajas con secores de rebalse estacional y de arroyos; y de planicie de tierra firme hasta pié de lomerío","-65.1","2",NA,NA,NA,NA,NA,"7","South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2011-06-08 12:20:00-03","MO","MOBOT","3074378","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Manuel Rimachi Y.","Rimachi Y. 4578","1979","9","Peru","Loreto","Maynas","Dtto. Iquitos. Río Momón (trib. Río Nanay), along shore, lowlands freq. inundated.",NA,NA,NA,NA,NA,NA,NA,"4","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2011-10-24 04:58:00-02","MO","MOBOT","3025825","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","L.O. Adão Teixeira","Teixeira 1249","1982","6","Brazil","Amazonas",NA,"Município de Humaitá, estrada Humaitá-Jacarecanga, km 45, Rio Maici-Mirim, Mata de Igapó","-62.53333","-7.75",NA,NA,NA,NA,NA,"19","South America",NA,NA,NA,NA,NA,NA,NA,"V. Plana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2011-06-08 12:20:00-03","MO","MOBOT","3074388","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Manuel Rimachi Y.","Rimachi Y. 8959","1988","10","Peru","Loreto","Maynas","Dtto. Fernando Lores. Río Amazonas, Quebrada de Tahuayo, trocha del caserio de Esperanza, en monte humedo y arcilloso.",NA,NA,NA,NA,NA,NA,NA,"25","South America",NA,NA,NA,NA,NA,NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2017-07-27 13:44:00-03","MO","MOBOT","3106712","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Abel Monteagudo|Antonio Peña|Rolando Francis|J.L. Mateo|A. Utani","Monteagudo Mendoza 9090","2005","6","Peru","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillén. Parcela permanente 1 ha. Proyecto Dinámica de bosques montanos en la selva central del Perú. Bosque primario muy húmedo tropical.","-75.1666667","-10.1666667",NA,NA,NA,NA,NA,"20","South America",NA,NA,NA,NA,NA,NA,NA,"F. Avila (COL)","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"442","2008-05-27 22:02:00-03","MO","MOBOT","3231390","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Saúl Altamirano","Altamirano Azurduy 3406","2006","6","Bolivia","Pando","Abuna","Rio Abuna. Bosque de igapo fluvico en terrazas bajas estacionalmente inundadas del Manu.","-66.39305","-9.91138",NA,NA,NA,NA,NA,"21","South America",NA,NA,NA,NA,NA,NA,NA,"S. Altamirano (BOLV)","115.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2016-01-19 21:35:00-02","MO","MOBOT","3244742","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Thirza Ruíz|R. Gómez|Robert F. Smith|R.C. Wingfield|O. Díaz","Ruíz Zapata 4398","1989","3","Venezuela","Apure",NA,"Dtto. Pedro Camejo. Parque Nacional Santos Luzardo. (Capanapara-Cinaruco) Fundo La Guacharaca, laguna La Guacharaca. Bosque inundable al borde de la laguna. Suelo arenoso que se aguachina en la época lluviosa.","-67.45","6.68333",NA,NA,NA,NA,NA,"31","South America",NA,NA,NA,NA,NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2016-09-14 05:18:00-03","MO","MOBOT","3245438","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Paul J. M. Maas|J. Koek-Noorman|Harry Lall|Ben J.H. ter Welle|L. Y. T. Westra","Maas 7630","1988","9","Guyana",NA,NA,"Rupununi River; Monkey Pond landing, SW of Mt. Makarapan. River margin.","-58.9166667","3.8833333",NA,NA,NA,NA,NA,"22","South America",NA,NA,NA,NA,NA,NA,NA,"P.J.M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"445","2014-08-24 11:08:00-03","MO","MOBOT","3405107","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Luz Delgado","Delgado 425","1989","9","Venezuela","Amazonas",NA,"Dpto. Atabapo. Bosque bajos y medios en el caño Cucurital y el río Ventuari.","-66.7","4.11666",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2014-08-24 11:08:00-03","MO","MOBOT","3405295","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Basil Stergios","Stergios 10680","1987","5","Venezuela","Bolívar",NA,"A la cuenca media del Rio Paragua, sección Inventario de Vegetación de la Región Guayana. Selvas húmedas ribereñas y lomero (hasta 300) del Medio Rio Oris, en los alrededores del Campamento Turumban.","-63.7575","6.36",NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2017-10-12 10:39:00-03","MO","MOBOT","3405709","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Jorge Velazco","Velazco 242","1989","10","Venezuela","Amazonas","Atabapo","Dpto. Atabapo. Entre San Fernando de Atabapo y Río Caname.","-67.6666667","4",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"448","2009-07-17 07:41:00-03","MO","MOBOT","3405833","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Basil Stergios","Stergios 12361","1988","4","Venezuela","Bolívar",NA,"A la cuenca alta del Rio Caura.","-64.18333","4.86666",NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2009-07-17 07:41:00-03","MO","MOBOT","3405851","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Basil Stergios","Stergios 10507","1987","5","Venezuela","Bolívar",NA,"A la cuenca media del Rio Paragua. Selvas húmedas de galeria en la quebrada de manare, Rio Paragua, a la altura del Campamento Auraima.","-63.55833","6.375",NA,NA,NA,NA,NA,"13","South America",NA,NA,NA,NA,NA,NA,NA,"G. Aymard","175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2012-05-10 16:32:00-03","MO","MOBOT","3406105","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Yajaira Fernández|Manuel Yánez","Fernández 431","1989","6","Venezuela","Bolívar",NA,"Mpio Sucre. Peniplanicie y lomerios ubicados alo sureste de Pie de Salto (Río Caura), aprox. a 20' en helicópt. Bosques medios y bajo.","-64.2","6.23333",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"N. Cuello","308.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2012-12-25 13:05:00-02","MO","MOBOT","3408253","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Gerardo Aymard|R. Schargel|L. van Balen","Aymard C. 5705","1987","4","Venezuela","Apure",NA,"Dtto. Muñoz. Hato ''El Polvero'' 79 km al S de Elorzza. Bosque de galeria a lo largo del caño Cicature (Afluente de alto Rio Cinaruco.","-69.61666","6.63333",NA,NA,NA,NA,NA,"30","South America",NA,NA,NA,NA,NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2014-08-24 11:09:00-03","MO","MOBOT","3408353","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Luis Chacón Q.","Chacón Q. 606","1994","8","Venezuela","Bolívar",NA,"Mpio Gran Sabana. Bosque húmedo premontano.","-61.1","5.2",NA,NA,NA,NA,NA,"20","South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2012-11-01 05:08:00-02","MO","MOBOT","3408438","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Gerardo Aymard|Luz Delgado","Aymard C. 6761","1988","5","Venezuela","Bolívar",NA,"Mpio Foráneo Aripao. Bosques ribereños a lo largo del alto Rio Caura, entre la boca de Caño Gatuu y la comunidad Yekuana ''Araguaña''.","-64.0007333","4.00035",NA,NA,NA,NA,NA,"7","South America",NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2008-05-27 22:02:00-03","MO","MOBOT","3413342","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","REVILLA","REVILLA 4178","1979","3","Brazil","Amazonas",NA,"Rio Negro, Praia Grande; solo arenoso.",NA,NA,NA,NA,NA,NA,NA,"20","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2015-02-26 21:48:00-03","MO","MOBOT","3416435","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","C. Damião","Damião 3043","1978","12","Brazil","Amazonas",NA,"Rio Negro, rio Waupes, Mpio de Sao Gabriel da Cachoeira; mata de terra firme; solo arenoso.",NA,NA,NA,NA,NA,NA,NA,"8","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2009-11-16 09:35:00-02","MO","MOBOT","3416457","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","C.A. Cid Ferreira","Cid Ferreira 4050","1983","7","Brazil","Amazonas",NA,"Mpio de Borba, acima de Terra Preta, campina do rio Surubim, afluente do rio Abacaxis. Mata de igapo, solo mal drenado.",NA,NA,NA,NA,NA,NA,NA,"4","South America",NA,NA,NA,NA,NA,NA,NA,"S.R. Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2015-04-20 18:46:00-03","MO","MOBOT","3432871","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 21129","1977","1","Peru","Loreto","Maynas","Dtto. Fernando Lores. Quebrada Tamshiyacu.",NA,NA,NA,NA,NA,NA,NA,"10","South America",NA,NA,NA,NA,NA,NA,NA,"F. Avila (UDBC)","95.00000000","110.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"458","2012-08-15 10:10:00-03","MO","MOBOT","3584112","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 31239",NA,NA,"Peru","Loreto","Maynas","Dtto. Punchana. Rio Momon, arriba de Momocillo, shore of river, alluvial soil.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"459","2011-06-09 18:08:00-03","MO","MOBOT","60180","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Franklin Ayala","Ayala Flores 3592","1982","7","Peru","Loreto","Maynas","Quebrada Tamishiyacu. Bosque secundario, inundable (Tahuampa).","-73.1513889","-4.0013889",NA,NA,NA,NA,NA,"26","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","4",NA
"460","2014-08-24 11:09:00-03","MO","MOBOT","719551","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","S. Defler","Defler 505","1986",NA,"Colombia","Vaupés",NA,"Estación Biológica Caparú. (within 3 km of the north bank of Lago Taraira).","-69.8166667","-1",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"F. Ávila (UDBC)","200.00000000",NA,NA,NA,NA,NA,NA,NA,"1","2",NA
"461","2008-05-27 22:02:00-03","MO","MOBOT","719596","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","James L. Zarucchi|César E. Barbosa","Zarucchi 3673","1985","3","Colombia","Vichada",NA,"Parque Nacional Natural El Tuparro, La Línea Roja, just south of Río Tomo, open savanna and wooded edge of small stream, Lat. 5º32'N, Long. 68º32'W, alt ca. 100 m.","-68.53333","5.53333",NA,NA,NA,NA,NA,"12","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards (K)","100.00000000",NA,NA,NA,NA,NA,NA,NA,"85-64","6",NA
"462","2012-05-24 05:04:00-03","MO","MOBOT","719616","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Juan Revilla","Revilla Cardenas 3603","1977",NA,"Peru","Loreto","Maynas","Vicinity of Iquitos. [Collection data lost].","-73.2472222","-3.7480555",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"G.T. Prance (K)","120.00000000",NA,NA,NA,NA,NA,NA,NA,"77-1","8",NA
"463","2012-05-24 05:04:00-03","MO","MOBOT","719625","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Juan Revilla","Revilla Cardenas 3605","1977",NA,"Peru","Loreto","Maynas","Vicinity of Iquitos. [Collection data lost].","-73.2472222","-3.7480555",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"G.T. Prance (K)","120.00000000",NA,NA,NA,NA,NA,NA,NA,"77-1","4",NA
"464","2011-06-08 17:18:00-03","MO","MOBOT","719681","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","L.B. Holm-Nielsen|et al.","Holm-Nielsen 19924","1979","8","Ecuador","Napo",NA,"Río Yasuní, Garza Cocha. Blackwater swamp forest.","-75.75","-1.01666",NA,NA,NA,NA,NA,"26","South America",NA,NA,NA,NA,NA,NA,NA,"B. Øllgaard","330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2012-05-24 05:04:00-03","MO","MOBOT","719841","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Juan Revilla","Revilla Cardenas 1056","1976","8","Peru","Loreto","Maynas","Distrito Petropolis. Rio Yavari, trocha posterior al pueblo.",NA,NA,NA,NA,NA,NA,NA,"11","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards (K)",NA,NA,NA,NA,NA,NA,NA,NA,"25","3",NA
"466","2012-05-24 05:04:00-03","MO","MOBOT","719850","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Juan Revilla","Revilla Cardenas 345","1976","3","Peru","Loreto","Maynas","Distrito: Iquitos. Rio Nanay. 4 vueltas aguas a arriba de Morona Cocha.","-73.26611","-3.74694",NA,NA,NA,NA,NA,"22","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards (K)",NA,NA,NA,NA,NA,NA,NA,NA,"16","3",NA
"467","2012-05-24 05:04:00-03","MO","MOBOT","719859","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Juan Revilla","Revilla Cardenas 1822","1976","11","Peru","Loreto","Maynas","Distrito Iquitos. Rio Momón, cerca a momoncillo.",NA,NA,NA,NA,NA,NA,NA,"16","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards (K)",NA,NA,NA,NA,NA,NA,NA,NA,"52","3",NA
"468","2020-03-02 04:32:00-03","MO","MOBOT","719954","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","R. M. Rueda","Rueda 1005","1992","7","Bolivia","Pando","Madre de Dios","Jatata, en las riveras del Río Manupare, partiendo del Campamento de La Western Geophysical.","-67.216667","-11.8",NA,NA,NA,NA,NA,"28","South America",NA,NA,NA,NA,NA,NA,NA,"V. Plana (K)","130.00000000",NA,NA,NA,NA,NA,NA,NA,"29","8",NA
"469","2008-05-27 22:02:00-03","MO","MOBOT","720048","PreservedSpecimen","Plantae","Proteaceae","Panopsis","rubescens","Panopsis rubescens","(Pohl) Pittier","Camilo Díaz S.|et al.","Díaz Santibáñez 452","1978","8","Peru","Loreto","Maynas","Laguna de Yarana, Río Nanay, 15 minutos arriba de Mishana (Johnson 40 hp) hacia la izquierda.",NA,NA,NA,NA,NA,NA,NA,"17","South America",NA,NA,NA,NA,NA,NA,NA,"K.S. Edwards (K)","130.00000000",NA,NA,NA,NA,NA,NA,NA,"94","3",NA
