"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2021-04-05 14:25:38-03","UNESC","CRI","3408","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Daniel de Barcellos Falkenberg","Robson dos Santos","1994","09","17","Brasil","Santa Catarina","Forquilhinha","Parque Ecológico de Forquilhinha.","-49.466667","-28.733333","49º28'W","28º44'S","42","42","CRI004980","CRI004980",NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:44-03","UNESC","CRI","1290","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Vanilde Citadini- Zanette","Jairo José Zocche","1992","08","15","Brasil","Santa Catarina","Forquilhinha","Parque Ecológico.","-49.4725","-28.748056","49º28'21''W","28º44'53''S","28","28","CRI004981","CRI004981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:38-03","UNESC","CRI","14574","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Aline Votri Guislon & Renato Colares","Aline Votri Guislon; Renato Colares & Lucas Oliveira","2018","08","30","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves (L4)","-49.363611","-28.746944","49º21'49''W","28º44'49''S","140","140","CRI013879","CRI013879","Habito: Arbóreo","2018","08","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:38-03","UNESC","CRI","14469","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Sobral, M","Korte, A.; Kniess, A.","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz. Morro da Cruz.","-49.678333","-26.908611","49º40'42''W","26º54'31''S","652","652","CRI013615","CRI013615","Florística IFFSC 687 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; flor botão floral","2010","10","29","3825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:44-03","UNESC","CRI","11515","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Fábio C. S. Vieira","L.A. Funez","2012","07","14","Brasil","Santa Catarina","Penha","Praia da Paciência.","-48.599444","-26.774167","48º35'58''W","26º46'27''S","15","15","CRI005116","CRI005116","Restinga Habitat: borda da mata Habito: arbórea","2020","04","17","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:38-03","UNESC","CRI","1079","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Marcos Sobral","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004984","CRI004984",NA,NA,NA,NA,"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:44-03","UNESC","CRI","4607","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","V. C. Zanette","Valdemar Boff","1995","11","28","Brasil","Santa Catarina","Araranguá","Cavinete.","-49.486111","-28.935278","49º29'10''W","28º56'7''S",NA,NA,"CRI004979","CRI004979","Habito: arbustiva",NA,NA,NA,"492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:38-03","UNESC","CRI","1032","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Marcos Sobral","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","07","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004975","CRI004975",NA,NA,NA,NA,"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:44-03","UNESC","CRI","794","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Marcos Sobral","V. Citadini-Zanette; A. J. de Aguiar & V. P. Boff","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI001059","CRI001059","Habito: arbórea",NA,NA,NA,"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:44-03","UNESC","CRI","15380","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","Aline Votri Guislon","Aline V. Guislon","2020","10","18","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves. Bairro Dagostim. Área L6","-49.359722","-28.765833","49º21'35''W","28º45'57''S","40","40","CRI014797",NA,"Espécie com frequência rara. Casca do tronco escamosa. Fruto carnoso, imaturos verdes. Habitat: Ciófito Habito: Arbóreo","2020","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","557752","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. Reitz","1953","10","29","Brazil","Santa Catarina","Araquari","Barra do Sul, Araquarí","-48.7219","-26.3703",NA,NA,"5","5","NY00557752",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5791","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557751","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","G. G. Hatschbach","1967","11","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"3","5","NY00557751",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750094' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"17971","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","557753","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. Reitz","1953","08","10","Brazil","Santa Catarina","Araquari","Barra do Sul, Araquarí","-48.7219","-26.3703",NA,NA,"5","5","NY00557753",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750090' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"918","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","557748","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. Reitz","1957","07","27","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, Sao Francisco do Sul",NA,NA,NA,NA,"10","10","NY00557748",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4631","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","557750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","G. G. Hatschbach","G. G. Hatschbach","1970","11","28","Brazil","Paraná","Paranaguá","Ilha de mel","-48.5092","-25.5203",NA,NA,NA,NA,"NY00557750",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"25683","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","557746","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. M. Klein","1955","07","26","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"15","15","NY00557746",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1486","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","557747","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. Reitz","1956","07","18","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"250","250","NY00557747",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750092' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3444","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","557754","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.",NA,"G. Martinelli","1984","10","04","Brazil","Rio de Janeiro","Magé","III° Distrito, Paraiso, Centro de Primatologia do RJ-FEEMA. Quadrat II, arvore no. 66","-43.0406","-22.6531",NA,NA,"200","200","NY00557754",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"9971","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","557755","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","C. M. D. E. Legrand","R. Reitz","1951",NA,NA,"Brazil","Santa Catarina","Brusque","Brusque","-48.9172","-27.0983",NA,NA,NA,NA,"NY00557755",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4789","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","557749","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.",NA,"H. C. de Lima","1984","10","14","Brazil","Rio de Janeiro","Magé","Paraiso, Area do Centro de Primatologia do RJ","-43.0406","-22.6531",NA,NA,"190","190","NY00557749",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750097' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2169","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","557744","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","S. M. Silva","S. M. Silva","1996","12","05","Brazil","Paraná","Paranaguá","Ilha do Mel, Estaçao Ecológica","-48.35","-25.45",NA,NA,NA,NA,"NY00557744",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750095' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"s.n.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","558058","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","F. F. Mazine","G. G. Hatschbach","1967","07","24","Brazil","Paraná","Guaratuba","Rio Boguaçu","-48.5744","-25.8831",NA,NA,NA,NA,"NY00558058",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479415' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"16745","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","557745","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","M. Sobral","G. G. Hatschbach","1988","06","14","Brazil","Paraná","Antonina","Porto das Moças, 3 km L","-48.7117","-25.4286",NA,NA,"30","50","NY00557745",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750087' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"52144","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:37-03","UFRJ","RFA","39663","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","M. Sousa","R. Finotti; J. Caruzo",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)","-42.730278","-22.515","42º43'49''W","22º30'54''S","50","50","RFA24686",NA,"Árvore de 4 metros de altura e PAP de 17,4cm",NA,NA,NA,"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:23-03","UFRJ","RFA","9424","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","D. Legrand","G.G. Hatschbach","1967","07","23","Brasil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"RFA46592",NA,"Arbusto de flor alva",NA,NA,NA,"16740",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:37-03","UFRJ","RFA","21075","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","M. Sobral","P. Occhioni","1979","07","05","Brasil","Rio de Janeiro","Rio de Janeiro","Próximo ao município de Caxias","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46591",NA,"Arbusto copado, flores alvas","2001",NA,NA,"8964",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:37-03","UFRJ","RFA","30559","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","J.E.Q. Faria","P. Occhioni","1979","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sernambetiba, próximo a manguesal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46971",NA,"Arbusto; fruto maduro",NA,NA,NA,"9033",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:37-03","UFRJ","RFA","6630","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","D. Legrand","R. Klein","1955","07","26","Brasil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"15","15","RFA46593",NA,"Arbusto ca. 3 m de altura, flor branca","1956",NA,NA,"1486",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:37-03","UFRJ","RFA","15175","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","M. Sobral","P. Occhioni","1974","05","30","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, estrada para Teresópolis, km 50","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA46565",NA,"Arvoreta, fruto maduro","2001",NA,NA,"5975",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-01-20 14:40:43-03","UPM","MACK","1350","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.","M. Sobral","M. Verdi; et al.","2009","11","05","Brasil","SC","Siderópolis","Barragem do Rio São Bento, floresta ombrófila densa, entorno do fregmento.","-49.4244003295898","-28.5977993011475","S","W",NA,NA,NA,NA,NA,"2010","01","25","2985",NA,NA,NA,NA,"23427","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:30-03","PUCPR","HUCP","3629","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.","Silva, SM","Souza, WS; Marconi, LP",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Brasília.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015197","HUCP00015197",NA,"1987","07","31","003","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:30-03","PUCPR","HUCP","3588","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.",NA,"Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015331","HUCP00015331",NA,"1987","11","06","1809","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:30-03","PUCPR","HUCP","3591","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.",NA,"Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia do Forte.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015359","HUCP00015359",NA,"1987","10","15","1796","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:30-03","PUCPR","HUCP","12406","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.","Silva, SM","Borgo, M","1999","07","31","Brasil","Santa Catarina","Garuva","Rio Palmital","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"HUCP00015273","HUCP00015273","Nº 40159.",NA,NA,NA,"426","Eudicotiledonea",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:30-03","PUCPR","HUCP","13103","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.","Sobral, M","Souza, LRM","1997","07","09","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"HUCP00015325","HUCP00015325","Nº 25707.",NA,NA,NA,"210","Eudicotiledonea",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:30-03","PUCPR","HUCP","3282","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.","Britez, RM","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Ponta Oeste.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015417","HUCP00015417",NA,"1987","08","14","1752","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:25:30-03","PUCPR","HUCP","3538","S","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","Cambess.",NA,"Souza, WS",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia Grande.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00015279","HUCP00015279",NA,"1987","11","20","1214","Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515738","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.",NA,"Reitz R; Klein RM","1957","07","27","Brazil","Santa Catarina",NA,"Santa Catarina, Mina Velha, garuva, S. Francisco do Sul, Mata, Arvoreta.","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L2515738","NL-L2515738","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"49","2020-02-08 10:06:31-03","NBC","NL-BOTANY","L.2515739","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","DC.",NA,"Hatschbach GG","1967","11","25","Brazil",NA,NA,"Est parana, Mun Pararagua, Pontal do Sul.",NA,NA,NA,NA,NA,NA,"NL-L2515739","NL-L2515739","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2515739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
