"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","typeStatus","relatedCatalogItem","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount"
"11","2020-06-29 09:30:38-03","UFRRJ","RBR","43912","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","T.P.P. Alverga",NA,"2014","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","PEPB (sede Camorim). F92-93.","-43.439167","-22.968889",NA,NA,"RBR00043912",NA,"04",NA,NA,NA,NA,NA,"T.P.P. Alverga",NA,NA,NA,NA,"43º26'21''W","22º58'8''S",NA,NA
"12","2020-06-29 09:30:38-03","UFRRJ","RBR","46069","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","J.O. Mendonça-Junior","s/n","2015","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mirante da Serra. àrea conservada. PE do Mendanha / APA de Gericinó-Mendanha","-43.526111","-22.815",NA,NA,"RBR00046069",NA,"04",NA,NA,"447","447",NA,"A. Quinet",NA,NA,"2018","05","43º31'34''W","22º48'54''S","23",NA
"13","2020-06-29 09:30:38-03","UFRRJ","RBR","46070","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","J.O. Mendonça-Junior","s/n","2015","08",NA,"Brasil","Rio de Janeiro","Itaboraí","Vegetação secundária.","-42.75","-22.68",NA,NA,"RBR00046070",NA,"21",NA,NA,"623","623",NA,"A. Quinet",NA,NA,"2018","05","42º45'W","22º40'48''S","23",NA
"14","2020-06-29 09:30:38-03","UFRRJ","RBR","46071","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","T.M.S. Cruz","s/n","2015","09",NA,"Brasil","Rio de Janeiro","Silva Jardim","casca lenticelada. Solo argiloso em terço superior da encosta. APA do Rio São João/Mico-leão-dourado","-42.479722","-22.5",NA,NA,"RBR00046071",NA,"03",NA,NA,"196","196",NA,"M. Gomes",NA,NA,"2018","02","42º28'47''W","22º30'S","26",NA
"15","2020-06-29 09:30:38-03","UFRRJ","RBR","46072","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","D. Hottz","s/n","2014","08",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Rio Bonito. comparar com falsa embuia. Relevo acidentado, solo argiloso e serrapilheira densa. APA de Macaé de Cima","-42.389722","-22.41",NA,NA,"RBR00046072",NA,"13",NA,NA,"853","853",NA,"M. Gomes",NA,NA,"2018","02","42º23'23''W","22º24'36''S","26",NA
"16","2020-06-29 09:30:38-03","UFRRJ","RBR","46073","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","D. Hottz","s/n","2014","08",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Rio Bonito. c. viva laranja. Relevo acidentado, solo argiloso e serrapilheira densa. APA de Macaé de Cima","-42.389722","-22.41",NA,NA,"RBR00046073",NA,"11",NA,NA,"853","853",NA,"M. Gomes",NA,NA,"2018","02","42º23'23''W","22º24'36''S","26",NA
"17","2020-06-29 09:30:38-03","UFRRJ","RBR","46327","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","H.C. Lima; P.F.F.P. Rodrigues, A.Q. Lobão, F.F. Negreiros, L.B. Nascimento, A.F.N. Brand, M. Iguatemy, R.P.N. Albuquerque, B.F. Borja","8720","2018","08",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta. Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta.","-43.3975","-22.568056",NA,NA,"RBR00046327","RBR00046327","07",NA,NA,"266","266",NA,"A. Quinet",NA,NA,"2018","09","43º23'51''W","22º34'5''S",NA,NA
"18","2020-06-29 09:30:38-03","UFRRJ","RBR","46329","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","H.C. Lima; P.F.F.P. Rodrigues, A.Q. Lobão, F.F. Negreiros, L.B. Nascimento, A.F.N. Brand, M. Iguatemy, R.P.N. Albuquerque, B.F. Borja","8725","2018","08",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta. Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta.","-43.3975","-22.568056",NA,NA,"RBR00046329","RBR00046329","07",NA,NA,"266","266",NA,"A. Quinet",NA,NA,"2018","08","43º23'51''W","22º34'5''S",NA,NA
"19","2020-12-21 16:31:25-03","MBM","MBM","221660","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meiss.) Rohwer","Duarte, A.P.","5790",NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor","-43.2075004577637","-22.9027996063232",NA,NA,"MBM221660","MBM221660",NA,"57442","auto",NA,NA,NA,"Moraes, P.",NA,NA,"2009","05",NA,NA,"04",NA
"20","2020-12-21 16:31:25-03","MBM","MBM","22330","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meiss.) Rohwer","Duarte, A.P.","4826",NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Sumaré, descida para Lagoinha","-43.2075004577637","-22.9027996063232",NA,"Árvore de porte pequeno até 12m, mais ou menos. Lenho na coleção","MBM022330","MBM022330",NA,"57442","auto",NA,NA,NA,"Moraes, P.",NA,NA,"2009","05",NA,NA,"04",NA
"21","2020-12-21 16:31:25-03","MBM","MBM","105698","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meiss.) Rohwer","Martrinelli, G.; Dalcin, E.; Hatton, J.; Dalcin, E.; Hatton, J.","10019",NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Paraíso, Centro de Primatologia do RJ-FEEMA","-43.040599822998","-22.6527996063232",NA,"Árvore com 25 cm de tronco, 11m alt., folhas discolores, flores em botões verde-amarelados. Mata pluvial, costeira","MBM105698","MBM105698",NA,"20531","auto","200","200",NA,"Moraes, P.",NA,NA,"2009","05",NA,NA,"04",NA
"22","2020-12-21 16:31:25-03","MBM","MBM","106655","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meiss.) Rohwer","Lima, H.C. de; et al.; et al.","2482",NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","Paraíso. Próximo ao Centro de Primatologia","-43.040599822998","-22.6527996063232",NA,"Arboreto c/8m alt. DAP 8cm, flores albo-amarelas. Frutos novos esverdeados, na floresta secundária de encosta. Quadrat IV, árvore nº 75. Floresta secundária","MBM106655","MBM106655",NA,"20531","auto",NA,NA,NA,"Moraes, P.",NA,NA,"2009","05",NA,NA,"04",NA
"23","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7707","PreservedSpecimen","Plantae",NA,"Angiospermae","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","J.M. Freire; R.R. Oliveira; B.L. Rosendo","535",NA,NA,NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 2.7","-74.967667","-66.199167",NA,"Árvore com 9 m de altura, com 19/29 cm de CAP.","FCAB007707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-74.967667","-66.199167",NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","1839696","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","GUERRA","GUERRA 48094","1943","5","South America","Brazil",NA,NA,"Estado do Rio, Serra do Tinguá.",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","1839701","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Pessoal do Horto Florestal","Pessoal do Horto Florestal 91280","1927","10","South America","Brazil","Distrito Federal",NA,"Horto Florestal. Mata.",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","1839704","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Pessoal do Horto Florestal","Pessoal do Horto Florestal 91281","1927","10","South America","Brazil","Distrito Federal",NA,"Horto Florestal. Mata.",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1839711","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Gustavo Martinelli","Martinelli 10019","1984","10","South America","Brazil","Rio de Janeiro",NA,"Munic. de Magé, IIIo. Distrito, Paraiso, Centro de Primatologia do RJ- FEEMA, mata pluvial costeira. Quadrat II. RB 230 875.",NA,NA,NA,NA,NA,NA,"11",NA,NA,"200.00000000",NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-10-26 23:35:00-02","MO","MOBOT","1839783","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Ludwig Riedel","Riedel s.n.",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-10 04:40:00-03","MO","MOBOT","100636807","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Pedro L. R. de Moraes","Moraes 3563","2012","1","South America","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"22","34265","auto",NA,NA,NA,"P. Moraes",NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","42273",NA,"Plantae",NA,NA,"Rubiaceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","A.P. Duarte","5822","1961","05",NA,"Brasil","Rio de Janeiro",NA,"Antigo Estado da Guanabara, Sacopan, Lagoa Rodrigo de Freitas",NA,NA,NA,"Árvore de porte regular entre pequeno e médio 8-10m de alt. mais ou menos","MBML042273","MBML042273","16",NA,NA,NA,NA,NA,"A. Quinet/13-IX-2006",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-15 15:31:00-03","UNESP-RC","HRCB","59876","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Moraes, P.L.R. de","3563","2013","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.0699996948242","-23.4300003051758",NA,"Árvore 10 m, flores amarelas",NA,NA,"22","34265","auto",NA,NA,NA,"Moraes, P.",NA,NA,"2013","01",NA,NA,"22",NA
"32","2017-11-24 14:11:12-02","UFLA","ESAL","17713","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Carvalho, WAC","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Machacalis","Res. Indegena do Povo Maxacalis","-40.7164001464844","-17.0771999359131",NA,"árvore; 12 m; ;; floresta",NA,NA,NA,"16711","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-18 11:40:35-03","UERJ","HRJ","11602","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011552",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-18 11:40:35-03","UERJ","HRJ","12336","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","S.J. Silva Neto; W. Silva, C.L. Oliveira, D.C. Paiva","s.n.","2012","02",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012853",NA,"08","32988","auto","535","535",NA,"A. Quinet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-18 11:40:31-03","UERJ","HRJ","11601","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011551",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-09 10:13:08-03","UENF","HUENF","10347","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Souza, T.P.; Ribeiro, C.T.; Helmo","470","2013","04",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 6","HUENF00010992",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41º26'53''W","21º47'50''S",NA,NA
"37","2021-02-09 10:13:08-03","UENF","HUENF","10435","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Areias, I.O.R.; et al.","630","2011","06",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 16","HUENF00011076",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41º26'53''W","21º47'50''S",NA,NA
"38","2020-09-02 16:30:26-03","Cenargen","CEN","79250","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Apparício Pereira Duarte","4826","1959","06",NA,"Brasil","RJ","RIO DE JANEIRO","Sumaré, descida para a Lagoinha.","-43.2075004577637","-22.9027996063232","Exsicatas","Doação Jardim Botânico do Rio de Janeiro RB 10035.","CEN00079250","CEN00079250","16","57442","auto",NA,NA,NA,"A. Quinet",NA,NA,"2006","10",NA,NA,NA,"1"
"39","2019-11-13 11:21:20-03","USP","SPF","195429","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Quinet, A","1076","2006","12",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","São José da boa Morte.","-42.654167","-22.542778",NA,NA,"SPF00195429",NA,"19",NA,NA,NA,NA,NA,"Anônimo",NA,NA,NA,NA,"-42.654167","-22.542778",NA,NA
"40","2019-11-13 11:21:20-03","USP","SPF","200345","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Freitas, HS","56","2008","05",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia.","-44.661444","-22.638611",NA,NA,"SPF00200345",NA,"05",NA,NA,"482","482",NA,"Freitas, HS",NA,NA,"2009",NA,"-44.661444","-22.638611",NA,NA
"41","2019-11-13 11:21:20-03","USP","SPF","200364","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Freitas, HS","402","2008","03",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia.","-44.661444","-22.638611",NA,NA,"SPF00200364",NA,"06",NA,NA,"482","482",NA,"Freitas, HS",NA,NA,"2009",NA,"-44.661444","-22.638611",NA,NA
"42","2019-11-13 11:21:20-03","USP","SPF","204328","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Lima, HC","2482","1984","11",NA,"Brasil","Rio de Janeiro","Magé","Magé, floresta próxima ao centro de Primatologia.","-43.040599822998","-22.6527996063232",NA,NA,"SPF00204328",NA,NA,"20531","auto",NA,NA,NA,"Quinet, A",NA,NA,"2006","08",NA,NA,NA,NA
"43","2019-11-13 11:21:20-03","USP","SPF","204347","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, AP","4826","1959","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo estado da Guanabara. Sumaré, descida para Lagoinha.","-43.2075004577637","-22.9027996063232",NA,NA,"SPF00204347",NA,"16","57442","auto",NA,NA,NA,"Quinet, A",NA,NA,"2006","10",NA,NA,"19",NA
"44","2019-11-13 11:21:20-03","USP","SPF","204345","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, AP","5790","1961","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor.","-43.2075004577637","-22.9027996063232",NA,NA,"SPF00204345",NA,NA,"57442","auto",NA,NA,NA,"Quinet, A",NA,NA,"2006","10",NA,NA,NA,NA
"45","2019-11-13 11:21:20-03","USP","SPF","204212","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, AP","5822","1961","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sacopan, Lagoa Rodrigo de Freitas.","-43.2075004577637","-22.9027996063232",NA,NA,"SPF00204212",NA,"16","57442","auto",NA,NA,NA,"Quinet, A",NA,NA,"2006","09",NA,NA,NA,NA
"46","2019-10-07 09:23:09-03","UEFS","HUEFS","179681","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, A.P.","5790","1961","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo Estado da Guanabara. Estrada do Redentor.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0179681","HUEFS0179681",NA,"57442","auto",NA,NA,"Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:23:09-03","UEFS","HUEFS","179618","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense","(Meisn.) Rohwer","Duarte, A.P.","5822","1961","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo Estado da Guanabara, Sacopan, Lagoa Rodrigo de Freitas.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0179618","HUEFS0179618","16","57442","auto",NA,NA,"Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-09-04 18:31:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Ocotea","bahiensis","Ocotea bahiensis",NA,"L. Riedel",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA
"49","2015-03-07 08:34:40-03","F","FMNH-SEEDPLANTS","V0170794F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0170794F","V0170794F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-03-07 08:34:40-03","F","FMNH-SEEDPLANTS","V0170795F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Urbanodendron","bahiense","Urbanodendron bahiense",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0170795F","V0170795F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
