"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"106","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","P. M. Peterson & D. Gopaul","07394","1989","6","11","South America - Neotropics","Guyana",NA,NA,"East Demerara District, at Cane Grove, 30 miles southeast of Georgetown.","-57.92","6.63","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","3171399","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","A. Everaarts","793","1983","3","1","South America - Neotropics","Suriname","Saramacca",NA,"Coebiti Experimental Farm","-55.5","5.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","3158665","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","J. Hoock","s.n.","1956","4","26","South America - Neotropics","Suriname",NA,NA,"Saramacca, van Freyburg Plantage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","3159267","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","J. Hoock","1247","1956","4","26","South America - Neotropics","Suriname",NA,NA,"Saramacca, van Freyburg Plantage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","2463318","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Swallen, J. R.; Soderstrom, T. R.","H. S. Irwin, G. T. Prance, T. R. Soderstrom & N. H. Holmgren","55215","1963","8","23","South America - Neotropics","Suriname",NA,NA,"Kayser Airstrip, Zuid R., 45 km above confl. with Lucie R., Wilhelmina Gebergte","-56.46","3.1","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","3412751","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","1147","1956","4","26","South America - Neotropics","Suriname",NA,NA,"Saramacca, van Freyburg Plantage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","3083744","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Judziewicz, E. J.","J. Boerboom","LBB 9575","1962","10",NA,"South America - Neotropics","Suriname",NA,NA,"Blakawatra; Jodenssavanne-Mapane Kreek area","-54.96","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","3412825","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"J. Hoock","119","1956","6","24","South America - Neotropics","French Guiana",NA,NA,"Saint Laurent du Maroni, coté Restaurant Victorie","-54.01","5.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","2463175","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Swallen, J. R.; Soderstrom, T. R.","H. S. Irwin, G. T. Prance, T. R. Soderstrom & N. H. Holmgren","57545","1963","9","24","South America - Neotropics","Suriname",NA,NA,"Kayser Airstrip, Zuid R., 45 km above confl. with Lucie R., Wilhelmina Gebergte","-56.46","3.1","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1"
"115","2020-09-02 16:36:46-03","Cenargen","CEN","20577","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. F. M. Valls","Lídio Coradin","7857","1987","06","29",NA,"Brasil",NA,NA,"Rodovia Fortaleza - Sobral (BR - 222), km 81.",NA,NA,"70","70","Exsicatas",NA,"CEN00020577","CEN00020577",NA,NA,"1987","07","-3931667.0","-366667.0",NA,NA,NA,NA,"6"
"116","2020-09-02 16:36:46-03","Cenargen","CEN","68055","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. F. M. Valls","Glocimar Pereira-Silva","12476","2008","01","10",NA,"Brasil","TO","PALMEIRAS DO TOCANTINS","Fazenda Boa Vista, margem direita do rio Tocantins, oeste da ferrovia Norte-Sul. Lagoa.","-47.485277","-6.5922222","170","170","Exsicatas","Área de influência indireta.","CEN00068055","CEN00068055",NA,NA,"2010","11","-47.485277","-6.5922222",NA,NA,NA,NA,"4"
"117","2020-09-02 16:36:46-03","Cenargen","CEN","12048","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. F. M. Valls","José Francisco Montenegro Valls","11686","1988","05","06",NA,"Brasil","AP","MACAPA","Ao longo do muro de contenção do rio Amazonas, entre o trapiche frente ao Novotel e o igarapé das mulheres.","-51.0663986206055","-0.366667002439499","12","12","Exsicatas","Colmos eretos e poucos afilhos. Inflorescências com os dois ramos firmemente encostados um ao outro parecendo uma espiga cilíndrica. Os ramos afastam-se na maturação dos frutos ou pela secagem das plantas.","CEN00012048","CEN00012048","225229","auto","1988","05","-5105000.0",NA,NA,NA,NA,NA,"9"
"118","2020-09-02 16:36:46-03","Cenargen","CEN","16646","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. F. M. Valls","Roberto Fontes Vieira","887","1991","07","29",NA,"Brasil","MA","SAO LUIS","Próximo a Guarapiranga, na estrada próximo ao sítio da Merck.","-44.3027992248535","-2.52972006797791","75","75","Exsicatas","Espiguetas verdes.","CEN00016646","CEN00016646","33693","auto","2010","11","-4426667.0","-253333.0",NA,NA,NA,NA,"4"
"119","2020-09-02 16:36:46-03","Cenargen","CEN","35967","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. F. M. Valls","Glocimar Pereira-Silva","156","1981","03","05",NA,"Brasil","AC","SENA MADUREIRA","Arredores de Senna Madureira.","-68.6568984985352","-9.06556034088135",NA,NA,"Exsicatas",NA,"CEN00035967","CEN00035967","278222","auto","2016","02",NA,NA,NA,NA,NA,NA,"4"
"120","2019-01-25 15:44:36-02","IAC","IAC","16150","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","D.M. Dedecca","A.G. Gomes","21","1953","04","05",NA,"Brasil","São Paulo","São José dos Campos","Campos de arroz em Ronda, São José dos Campos","-45.8869","-23.1794",NA,NA,NA,"Nome popular: capim-macho",NA,NA,NA,NA,"1953","04","-45.8869","-23.1794",NA,NA,"05",NA,NA
"121","2019-01-25 15:44:36-02","IAC","IAC","18480","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","D.M. Dedecca","E.P. Heringer","5598","1957","04","27",NA,"Brasil","Minas Gerais","Paraopeba","Cerrado, Hôrto Florestal de Paraopeba","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,NA,NA,"1958","01","-44.4042","-19.2744",NA,NA,"27",NA,NA
"122","2019-01-25 15:44:36-02","IAC","IAC","16245","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","D.M. Dedecca","D.M. Dedecca","373","1953","05","22",NA,"Brasil","São Paulo","Espírito Santo do Pinhal","Na estrada a 6 km além de PInhal","-46.6828","-22.1158",NA,NA,NA,NA,NA,NA,NA,NA,"1953","06","-46.6828","-22.1158",NA,NA,"15",NA,NA
"123","2019-01-25 15:44:36-02","IAC","IAC","23617","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","A. Goeldi","A. Goeldi","37","1914","04","15",NA,"Brasil","Pará","Bragança",NA,"-46.7656","-1.0536",NA,NA,NA,"Recebido do Departamemto de Produção Animal sob n. 303",NA,NA,NA,NA,"1914","04","-46.7656","-1.0536",NA,NA,"15",NA,NA
"124","2019-01-25 15:44:36-02","IAC","IAC","7172","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","S.G. Costa","S.G. Costa","s/nº","1943","05","15",NA,"Brasil","São Paulo","Pindamonhangaba",NA,"-45.4617","-22.9239",NA,NA,NA,"comp.mat.8285, 17/10/1947",NA,NA,NA,NA,"1943","05","-45.4617","-22.9239",NA,NA,"15",NA,NA
"125","2019-01-25 15:44:36-02","IAC","IAC","8285","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J.R. Swallen","A.P. Viégas","s/nº","1947","05","24",NA,"Brasil","São Paulo","Mococa","IAC, Estação Experimental","-47.0047","-21.4678",NA,NA,NA,NA,NA,NA,NA,NA,"1947","10","-47.0047","-21.4678",NA,NA,"10",NA,NA
"126","2019-01-25 15:44:36-02","IAC","IAC","9358","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J. Santoro","D.M. Dedecca","s/nº","1948","06","02",NA,"Brasil","São Paulo","Pindamonhangaba","IAC, Estação Experimental","-45.437686","-22.955992",NA,NA,NA,NA,NA,NA,NA,NA,"1948","06","-45.437686","-22.955992",NA,NA,"09",NA,NA
"127","2020-11-12 17:02:36-03","UEL","FUEL","52223","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Kinupp, VF","Kinupp, VF; Silvia, EG; Silvia, RNA; Rebello, HP","4052","2010","01","12",NA,"Brasil","Amazonas","Manaus","IFAM, Campus Manaus Zona Leste","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,"138090","auto","2010","01",NA,NA,NA,NA,"12",NA,NA
"128","2019-11-01 15:16:23-03","UnB","UB","188145","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Oliveira, RC","Oliveira, RC; Fagg, CW; Reis, PA; Ribeiro, ARO","2732","2012","04","14","Southern America","Brasil","Goiás","Flores de Goiás","42 km apos da fazenda estancia gaucha","-47.064333","-14.453056","442","442",NA,"Erva cespitosa; Area periodicamente lagada, ja em fase mais seca.&nf;Solo Argiloso","UB0020744","UB0020744",NA,NA,"2014","11","-47.064333","-14.453056",NA,NA,NA,NA,NA
"129","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Oliveira, RC","Oliveira, RC; Fagg, CW; Reis, PA; Ribeiro, ARO","2732","2012","04","14","Southern America","Brasil","Goiás","Flores de Goiás","42 km apos da fazenda estancia gaucha","-47.064333","-14.453056","442","442",NA,"Erva cespitosa; Area periodicamente lagada, ja em fase mais seca.&nf;Solo Argiloso","UB0021632","UB0021632",NA,NA,"2014","11","-47.064333","-14.453056",NA,NA,NA,NA,NA
"130","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Davidse, G","Nee, M","7653","1973","10","28","Southern America","Panama","Colon",NA,"Roadside 2km N of Transistimica and Cement Plant, 3km E of Buena Vista",NA,NA,"140","140",NA,NA,"UB0020751",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Black, GA; Fróes, RL; Ledoux","50-9785","1950","07","14","Southern America","Brasil","Pará",NA,"S. Sebastião da Boa Vista, Terreno alagado ruderal",NA,NA,NA,NA,NA,"Perene, viçoso","UB0020753","UB0020753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Heringer, EP","5598","1957","04","27","Southern America","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Cerrado","UB0020745","UB0020745","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-08-20 14:59:45-03","UFSC","FLOR","33358","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Filgueiras, T. & Zanin, A.","Funez, L.A.","440","2012","04","01",NA,"Brasil","Santa Catarina","Rodeio","Centro da cidade","-49.371111","-26.924444","84","84",NA,"erva paludosa. Recebido de FURB Nº 38219. Habitat: arrozal","FLOR0033358","FLOR0033358",NA,NA,"2019","02","49º22'16''W","26º55'28''S",NA,NA,NA,NA,NA
"134","2020-01-31 10:39:21-03","IFAM","EAFM","970","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","J.Presl & C.Presl","Kinupp, V.F.","Kinupp, V.F.; Silva, E.G.; Silva, R.N.A. & Rebello, H.P.","4052","2010","01","12",NA,"Brasil","Amazonas","Manaus","IFAM, Campus Manaus-Zona Leste","-60.0250015258789","-3.10193991661072",NA,NA,NA,"; DESC: Herbácea com aprox. 1,0 m; cisptosa; raízes adventícias avermelhadas; frutos imaturos verdes.",NA,NA,"138090","auto","2010","01",NA,NA,NA,NA,"12",NA,NA
"135","2021-02-08 12:53:42-03","UFRGS","ICN","082722","S","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Valls, J","Valls, J; Mochiutti, S; Meirelles, P; Rabelo, B","11686","1988","05","06","América do Sul","Brasil","AP","Macapá","Ao longo do muro de contenção do Rio Amazonas entre o trapiche em frente ao novotel e o igarapé das mulheres.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"Cenargem - Embrapa.; Inflorescências com dois ramos firmemente encostados um ao outro parecendo uma espiga cilindrica. Os ramos afastam-se na maturação dos frutos ou pela secagem das plantas. Erva ruderal com colmos eretos e poucos afilhos.; Local mu",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-22 16:23:37-03","FEPAGRO","BLA","16647","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","E. X. Pinheiro","P. N. Capparelli",NA,"1959","10","30",NA,"Brasil","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,"<ll>dwc_commonname:</ll> capim-macho","BLA016647",NA,"56206","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:15:48-03","IBt","SP","160390","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Davidse, G","Nee, M","7973","1973","11","11","Southern America","Panama",NA,NA,"At Pan.Am. Hwy. bridge over Rio Pajiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:15:48-03","IBt","SP","160393","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Davidse, G","Nee, M","7608","1973","10","26","Southern America","Panama",NA,NA,"Canal Zone. Open Roadside, Pipeline Road at Rio Mendosa bridge, 8 km NW of Gamboa.",NA,NA,"100","100",NA,NA,"SP033873","SP033873",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:15:48-03","IBt","SP","196182","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Davidse, G","Davidse, G; González, AC; Ortega, F","21502","1982","10","30","Southern America","Venezuela","Portuguesa","Guanare","17 km NW of Tucupido by road, future basin of Represa Tucupido and lower forested, north slope of Fila Las Palmas.","-69.95","9.016667","200","400",NA,NA,"SP033872","SP033872",NA,NA,"1982",NA,"-69.95","9.016667",NA,NA,NA,NA,NA
"140","2019-11-21 10:15:48-03","IBt","SP","258131","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Shirasuna, RT","Kitayama","s.n.","1989","06",NA,NA,"Brasil","Ceará",NA,"CAC-CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","10",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:15:49-03","IBt","SP","318729","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Valls, JFM","Coradin, L; et al.","7857","1987","06","29",NA,"Brasil","Ceará","São Luís do Curu","Rodovia Fortaleza - Sobral (BR-222) km 81.","-39.316667","-3.666667","70","70",NA,NA,"SP033875","SP033875",NA,NA,"1987","07","-39.316667","-3.666667",NA,NA,"29",NA,NA
"142","2019-11-21 10:15:49-03","IBt","SP","318902","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Shirasuna, RT","Vieira, RF; et al.","887","1991","07","29",NA,"Brasil","Maranhão","São Luís","Próximo à Guarapiranga; na estrada próximo ao sítio da Merck.","-44.266667","-2.533333","75","75",NA,NA,"SP033876","SP033876",NA,NA,"2002","10","-44.266667","-2.533333",NA,NA,NA,NA,NA
"143","2019-11-21 10:15:49-03","IBt","SP","52992","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Goeldi, A","31","1914","04",NA,NA,"Brasil","Pará",NA,"Border of path Bragança Railroad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:15:49-03","IBt","SP","99149","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Bullock, AA","674","1945","12","10",NA,"Índia",NA,NA,"Manipur State; Kanglatongbi.",NA,NA,"914","914",NA,NA,"SP033871","SP033871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:15:48-03","IBt","SP","221104","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Viana, JJ","149","1977","07","01",NA,"Brasil","Ceará","Quixadá","Posto Experimental de Área Seca - DNOCS.","-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"SP033874","SP033874","41968","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 10:15:49-03","IBt","SP","69509","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Flores, AIP","Viégas, GP","s.n.","1947","05","24",NA,"Brasil","São Paulo","Mococa","Estação Experimental de Mococa.","-47","-21.4599990844727",NA,NA,NA,NA,"SP033878","SP033878","24370","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:15:49-03","IBt","SP","52611","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Flores, AIP","Costa, SG","s.n.","1943","05",NA,NA,"Brasil","São Paulo","Pindamonhangaba",NA,"-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"SP033877","SP033877","24176","auto","1998","03",NA,NA,NA,NA,NA,NA,NA
"148","2020-08-07 17:11:52-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum",NA,NA,"Valls, JFM","1168","1988","05","06",NA,"Brasil","Amapá","Macapá","Área urbana","-51.05","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.05","1",NA,NA,NA,NA,NA
