"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500628","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Donselaar J van",NA,"1972","02","25","Southern America","Surinam","Brokopondo",NA,"Brokopondo Lake, S part.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500628","NL-U1500628",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229826",NA,NA,NA
"12","2020-02-08 10:18:01-03","NBC","NL-BOTANY","WAG.1473167","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Boerboom JHA",NA,"1962","10","01","Southern America","Surinam",NA,NA,"Blakawatra, plot 12. near second bridge.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1473167 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1473167","NL-WAG1473167",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 10:18:01-03","NBC","NL-BOTANY","L.1286835","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Goeldi EA",NA,"1914","04","01","Southern America","Brazil","Pará",NA,"Braganca Railroad.",NA,NA,NA,NA,NA,"Border of path.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1286835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1286835","NL-L1286835",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-02-08 10:18:01-03","NBC","NL-BOTANY","L.3802582","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Unknown",NA,"1962","07","28","Southern America","Surinam",NA,NA,"Perceel Chiran Balrem Calcutta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3802582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3802582","NL-L3802582",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 10:18:01-03","NBC","NL-BOTANY","L.3802587","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Reijenga TW",NA,"1962","08","30","Southern America","Surinam",NA,NA,"Saramacca polder. Perc. Nus zwampje.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3802587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3802587","NL-L3802587",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:18:01-03","NBC","NL-BOTANY","L.3877140","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Reijenga TW",NA,"1962","07","28","Southern America","Surinam",NA,NA,"Calcutta perc Chirau rijstveld.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3877140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3877140","NL-L3877140",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500623","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Veldkamp JF","Hoock JML",NA,"1956","04","26","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500623","NL-U1500623",NA,NA,"2016","01",NA,NA,"Magnoliopsidae","U 0131999","01",NA,NA
"18","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500624","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Archer WA",NA,"1934","11","04","Southern America","Surinam",NA,NA,"Scotelweg.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500624","NL-U1500624",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229822",NA,NA,NA
"19","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500631","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Bünzli GH",NA,NA,NA,NA,"Southern America","Surinam","Paramaribo",NA,"Paramaribo.","-55.159049","5.846517",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500631 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500631","NL-U1500631",NA,NA,NA,NA,"-55.159049","5.846517","Magnoliopsidae","U 0229828",NA,NA,NA
"20","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500632","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Veldkamp JF","Hoock JML",NA,"1956","06","24","Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,"Bourg de Saint-Laurent-du-Maroni, Bassin du Maroni","-54.033333","5.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500632","NL-U1500632",NA,NA,"2016","01","-54.033333","5.5","Magnoliopsidae","U 0063249","01",NA,NA
"21","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500633","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Veldkamp JF","Hoock JML",NA,"1957","03","27","Southern America","French Guiana",NA,NA,"Commune de Rémire, Ile de Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500633","NL-U1500633",NA,NA,"2016","01",NA,NA,"Magnoliopsidae","U 0063232","01",NA,NA
"22","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500634","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Boerboom J",NA,"1962","10","01","Southern America","Surinam",NA,NA,"Blakawatra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500634","NL-U1500634",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229829",NA,NA,NA
"23","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500635","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Cremers G; Hoff M",NA,"1989","04","13","Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,"commune de Mana - Estuaire de la Mana.","-53.783333","5.666667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500635","NL-U1500635",NA,NA,NA,NA,"-53.783333","5.666667","Magnoliopsidae","U 0229830",NA,NA,NA
"24","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500638","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Grewal MS; Persaud R",NA,"1976","02","26","Southern America","Guyana","Rupununi District",NA,"Crabwood Creek, Corentyne, Berbice.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500638","NL-U1500638",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229833",NA,NA,NA
"25","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500639","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Oldenburger FHF; Norde R; Schulz JP",NA,"1970","02","01","Southern America","Surinam",NA,NA,"Besides Sipaliwini airstrip.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500639","NL-U1500639",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229834",NA,NA,NA
"26","2020-02-08 10:18:01-03","NBC","NL-BOTANY","WAG.1473166","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Boerboom JHA",NA,"1962","10","01","Southern America","Surinam",NA,NA,"Blakawatra, plot 12. near second bridge.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1473166 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1473166","NL-WAG1473166",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:18:01-03","NBC","NL-BOTANY","U.1500630","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Hoock JML",NA,"1956","06","24","Southern America","French Guiana","Bassin du Maroni",NA,"Saint Laurent du Maroni, a cote restaurant Victoire.","-54.036","5.486833",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1500630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1500630","NL-U1500630",NA,NA,NA,NA,"-54.036","5.486833","Magnoliopsidae","U 0229827",NA,NA,NA
"28","2020-11-04 12:18:43-03","ESALQ","ESA","5215","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Santoro, J.","Dedecca, D.",NA,"1948","06","09",NA,"Brasil","São Paulo","Pindamonhanga",NA,NA,NA,NA,NA,NA,NA,"ESA005215","ESA005215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:18:43-03","ESALQ","ESA","121369","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum",NA,"Kinupp, V.F.","Kinupp, V.F.","4052.0","2010","01","01",NA,"Brasil","Amazonas","Manaus","IFAM, Campus Manaus - Zona Leste.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"ESA121369","ESA121369","138090","auto","2010","01",NA,NA,NA,NA,"12",NA,NA
"30","2019-02-15 11:47:56-02","IPA","IPA","2673","S","Plantae","Plantae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Chase","Goeldi, A.","37","1914","04",NA,"Southern America","Brasil","Pará",NA,"Estrada de ferro de Bragança. Margem dos caminhos.",NA,NA,NA,NA,NA,NA,"IPA0002673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:47:56-02","IPA","IPA","59625","S","Plantae","Plantae",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1236","1998","04","29","Southern America","Brasil","Maranhão","Arari","Estrada para Vitória do Mearim - Viana, muito comum na área. Campo de várzea, alagado. Área de baixada muito encharcada, pastagem de búfalo e gado. Solo alterado de textura argilosa. Ereta, espécime disponível no peíodo das chuvas; Porte herbáceo.","-44.8625","-3.359167","6","6",NA,"Planta forrageira, sendo comestiveis as folhas, flores, caule e frutos, com pouca aceitação por bovinos.","IPA0059625",NA,NA,NA,"1998","05","-44.8625","-3.359167",NA,NA,NA,NA,NA
"32","2020-12-20 21:18:59-03","UFV","VIC","8453","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Vieira, M.F.","Santana, E.O. de","s.n.","1983","06","23",NA,"Brasil","Minas Gerais","Aimorés","Fazenda Barra de Manhuaçú - Sr. João G. Fava","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Folha de coloração vermelho-arroxeado. Praga em cultura de arroz alagado.","VIC008453","VIC008453","54161","auto","1983","06",NA,NA,NA,NA,"27",NA,NA
"33","2019-11-21 14:42:40-03","UFJF","CESJ","23774","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","J.J.M.Valls","L. Krieger; M.C. Brügger","CESJ23774","1989","05","20","América do Sul","Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"Invasora em arrozal. Inflorescência castanho escura.","CESJ023774",NA,"39093","auto","1992","05",NA,NA,NA,NA,"21",NA,NA
"34","2021-04-07 11:47:27-03","UFMS","CGMS","71078","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"A. Pott; V.J. Pott","12723","2005","03","19",NA,"Brasil","Mato Grosso do Sul","Dourados","Rodovia 463, 15,5 Km W de Dourados.","-54.9536111","-22.2363889","400","400",NA,"Esparsa. Habitat: Vegetação graminoso-arbustiva palustre; Solo argiloso hidromórfico; Relevo plano deprimido em suave ondulado. Habito: Erva cespitosa 1,3 m altura.","CGMS1103729",NA,NA,NA,NA,NA,"-54,9536111","-22,2363889",NA,NA,NA,NA,NA
"35","2021-03-01 16:20:29-03","UNICAMP","UEC","55335","S","Plantae","Liliopsida",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Valls, JFM","Valls, JFM; Mochiutti, S; Meirelles, P; Rabelo, B","11686","1988","05","06",NA,"Brazil","Amapá","Macapá","Ao longo do muro de contenção do Rio Amazonas entre trapiche frente novotel e o Igarape das mulheres.","-51.05","1","12","12",NA,"Erva ruderal com colmos eretos e poucos afilhos. Inflorescências com os dois ramos firmemente encostados um ao outro parecendo uma espiga cilidrica. Os ramos afastam-se na maturação dos frutos ou pela secagem das plantas.; Local muito","UEC071010","UEC071010",NA,NA,"1988","05","-51.05","1",NA,NA,"06",NA,NA
"36","2020-12-14 16:14:33-03","UFC","EAC","34253","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Castro, A.S.F.","Castro, A.S.F.","1478","2004","05","16","Southern America","Brasil","Ceará","Caucaia","Tabuleiro Grande, Margem de açude","-38.6530990600586","-3.73610997200012",NA,NA,NA,"Erva; Caatinga","EAC0034253","EAC0034253","40484","auto","2004","06",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-14 16:14:33-03","UFC","EAC","32620","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Vieira, A.V.","Chaves, E.","s.n.","2003","05","26","Southern America","Brasil","Ceará","Limoeiro do Norte","Faz. próx a cultivo de arroz","-38.0980987548828","-5.14555978775024",NA,NA,NA,"Ereta, fruto esverdeado, boa frequência; Terreno alagado","EAC0032620","EAC0032620","35201","auto","2003","05",NA,NA,NA,NA,"30",NA,NA
"38","2020-12-14 16:14:33-03","UFC","EAC","47595","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Matias, L.Q.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","359","2010","05","16","Southern America","Brasil","Ceará","Iguatu","Substrato limoso","-39.168972","-7.594444",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047595","EAC0047595",NA,NA,"2010","09","-39.168972","-7.594444",NA,NA,"10",NA,NA
"39","2020-12-14 16:14:33-03","UFC","EAC","1384","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Filgueiras, T.S.","Black, G.A.","96","1955","06","26","Southern America","Brasil","Ceará",NA,"Cajazeiras, entre Pacatuba e Guaiúba",NA,NA,NA,NA,NA,NA,"EAC0001384","EAC0001384",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-14 16:14:33-03","UFC","EAC","47599","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Oliveira, R.C.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","414","2010","05","17","Southern America","Brasil","Ceará","Iguatu","Substrato limoso","-39.188028","-6.427583",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047599","EAC0047599",NA,NA,"2011","02","-39.188028","-6.427583",NA,NA,NA,NA,NA
"41","2020-10-01 14:26:54-03","JBB","HEPH","9032","S","Plantae","Monocotyledon","Poales","Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Rodrigues Silva, R","Vieira, RF","881","1991","07","29","Southern America","Brasil","Maranhão","São Luís","Próximo a Guarapiranga Sítio da Merck","-44.278611","-2.536944","75","75",NA,NA,NA,NA,NA,NA,"1991",NA,"-44.278611","-2.536944",NA,NA,NA,NA,NA
"42","2021-03-24 17:18:20-03","UFMA","MAR","7642","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"DIAS, K. N. L","98","2015","02","10",NA,"Brasil","Maranhão","São Luís","UFMA #?# Lagoa do Jambeiro","-44.307944","-2.56125",NA,NA,NA,"Espiguetas inseridas em escavações na ráquis. Rugosidades transversais na gluma inferior",NA,NA,NA,NA,NA,NA,"44°18'28.6W","2°33'40.5S",NA,NA,NA,NA,NA
"43","2021-03-24 17:18:20-03","UFMA","MAR","10517","S","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"DIAS, K. N. L","99","2015","02","10",NA,"Brasil","Maranhão","São Luís","UFMA #?# Lagoa do Jambeiro","-44.307944","-2.56125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44°18'28.6W","2°33'40.5S",NA,NA,NA,NA,NA
"44","2021-02-11 17:21:19-03","UFPR","UPCB","42464","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Filgueiras, T.S.","Cervi, A.C.","5943","1995","09","04",NA,"Brasil","Santa Catarina","Camboriú","Praia do Estaleirinho","-48.6543998718262","-27.0252990722656",NA,NA,NA,"Ereta com inflorescência avermelhada..","UPCB0038721","UPCB0038721","19854","auto","2000","12",NA,NA,NA,NA,"08",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","215318","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.","Gerrit Davidse (MO)","Thomas B. Croat","Croat 54716","1982","8","6","South America","Venezuela","Barinas",NA,"Along road between (Hwy 1) Barinas and Merida, 21 km northwest of Barinitas, near km 76.5, ca. 42 km northwest of Barinas; along rocky gorge and edge of highway.","-70.73333","8.86666","990.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"401","2"
"46","2015-08-23 05:45:00-03","MO","MOBOT","232064","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Simon Lægaard|S.A. Renvoize","Lægaard 70610","1988","3","6","South America","Ecuador","Bolívar",NA,"On road Puebloviejo - Puerto Pechiche. Roadside, disturbed ground, swamps.","-79.56666","-1.5","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-06-27 16:40:00-03","MO","MOBOT","2668684","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Simon Lægaard","Lægaard 20081","1999","5","13","South America","Ecuador","Esmeraldas",NA,"San Lorenzo - Lita km 17, at bridge across Rio Bogota","-78.75","0.13333","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","232074","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ischaemum","rugosum","Ischaemum rugosum","Salisb.",NA,"Simon Lægaard","Lægaard 102913","1992","5","19","South America","Ecuador","Los Ríos",NA,"Quevedo - Portoviejo km 60-70. Weedy plants along roadsides.","-80","-1.05","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
