"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","imagecode","maximumElevationInMeters","typeStatus","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1145053","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","M. J. M. Christenhusz","4957","2008","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145053","Pteridophyta","Polypodiales","(Fée) Yesilyurt","São Paulo","Parque Estadual do Serra do Mar, Núcleo Caraguatatuba. Estrada da Intermediaria, Rio Pardo. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","-45.65","-23.67","715","Caraguatatuba","NY01145053_01","715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","807661","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","P. K. H. Dusén","15099","1914","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807661","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Paraná",NA,"-49.7056","-24.2511","720","Jaguariaíva","NY00807661_01","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","908793","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","G. Eiten","6971","1965","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908793","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Minas Gerais","Ca. 3 Km west of center of city of Ouro Preto.","-43.55","-20.39","1150","Ouro Preto","NY00908793_01","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","886581","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","P. H. Labiak E.","4203","2007","07","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886581","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Espírito Santo","Santa Maria do Jetibá. Pedra do Garrafão.","-40.9228","-20.1772","1400",NA,"NY00886581_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","03903041","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. Steinbach","9856","1929","06","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189794' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903041","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Cochabamba","Quebrada de Corani",NA,NA,"2400","Chapare","NY03903041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","807660","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. W. C. Harshberger","928","1927","07","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807660","Pteridophyta","Polypodiales","(Fée) Yesilyurt","São Paulo",NA,"-45.59","-22.73","1585","Campos do Jordao","NY00807660_01","1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1016442","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","L. Lanstyack","s.n.","1937","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178081' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016442","Pteridophyta","Polypodiales","(Fée) Yesilyurt","São Paulo","Campos do Jordão","-45.540301","-22.687374",NA,NA,"NY01016442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2063369","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. B. S. Pereira","277","2008","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463807' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063369","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Paraná","Parque Estadual Pico Paraná.","-48.83","-25.23","1650","Campina Grande do Sul","NY02063369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","807662","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. Annies","12c","1905",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807662","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Paraná","Villa Nova.",NA,NA,NA,NA,"NY00807662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2063323","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. B. S. Pereira","11","2007","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463497' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063323","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Paraná","Parque Estadual Pico Paraná.","-48.83","-25.23","1600","Campina Grande do Sul","NY02063323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1039744","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","E. Schuettpelz","1465","2010","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039744","Pteridophyta","Polypodiales","(Fée) Yesilyurt","São Paulo","Serra da mantiqueira: NW of Campos do Jordão, off of a mud road to Pico do Imbiri.","-45.59188","-22.70331","1825","Sao Bento do Sapucaí","NY01039744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02449371","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. Prado","2209","2011","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02449371","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Santa Catarina","Estrada de terra para Campo Alegre","-49.3","-26.25","902","Sao Bento do Sul","NY02449371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","04023998","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","J. M. Mendoza F.","894","2004","03","25","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4330510' target='other'> <mi>dwc_moreinfo</mi></a>","NY04023998","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Santa Cruz","Abra de San Juan, ca. 6 km del pueblo de Samaipata, sobre el camino a Vallecito, ca 100- 200 m, entrando por camino vecinal, lado derecho de la carretera.","-63.8697","-18.2181","1853","Florida","NY04023998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3903043","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","R. S. Williams","1176","1902","02","12","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189796' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903043","Pteridophyta","Polypodiales","(Fée) Yesilyurt",NA,"Cortez",NA,NA,"1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","807663","PreservedSpecimen","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","M. H. Nee","49321","1998","05","09","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807663","Pteridophyta","Polypodiales","(Fée) Yesilyurt","Santa Cruz","6km ENE of Río Achiras crossing near Achiras Camping, on dirt road to Barrientos and Banegas.","-63.8","-18.13","1925","Florida","NY00807663_01","1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","144422","PreservedSpecimen","Plantae","Pteridaceae","Pellaea","crenulans","Pellaea crenulans","A. F. M. Glaziou","5345",NA,NA,NA,"South America","Brazil","sheet",NA,"This Type Fragment came from Fée. Sterile part of Type of Pellaea crenulans Fée. (Glaziou 5343 is another specioes). [See NY144425 about crossed numbering.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00144422","Pteridophyta","Polypodiales","Fée",NA,"Brasilia",NA,NA,NA,NA,"NY00144422_01",NA,"syntype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 09:59:20-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02230","S","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","L. Krieger, RFNC","20655","1985","05","01","América do Sul","Brasil",NA,NA,"GEOGRAFIA: saxícola, entre blocos de arenito;",NA,"Tracheophyta","Polypodiales","(Fée) Christ","Minas Gerais","Serra de Tiradentes",NA,NA,NA,"Serra de Tiradentes",NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:26:20-03","PUCPR","HUCP","21803","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Selusniaki, M; Michelon, C","2908/626","2009","11","07",NA,"Brasil",NA,NA,NA,"HUCP00002141","Monilofita",NA,"(Fée) Yesilyurt.","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,"Guaratuba","HUCP00002141",NA,NA,NA,"Michelon, C","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:20-03","PUCPR","HUCP","22540","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Ariati, V; Lozano, E","422","2010","04","09",NA,"Brasil",NA,NA,NA,"HUCP00002139","Monilofita",NA,"(Fée) Yesilyurt.","Paraná",NA,"-49.0553016662598","-25.3055992126465",NA,"Campina Grande do Sul","HUCP00002139",NA,NA,NA,"Michelon, C","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:20-03","PUCPR","HUCP","20479","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Michelon, C","352","2008","11","22",NA,"Brasil",NA,NA,NA,"HUCP00002097","Monilofita",NA,"(Fée) Yesilyurt.","Paraná","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,"Piraquara","HUCP00002097",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:20-03","PUCPR","HUCP","20842","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Michelon, C","609","2009","10","30",NA,"Brasil",NA,NA,NA,"HUCP00002091","Monilofita",NA,"(Fée) Yesilyurt.","Paraná","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,"Piraquara","HUCP00002091",NA,NA,NA,"Michelon, C","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:20-03","PUCPR","HUCP","20888","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Michelon, C; Selusniaki, M","546/2858","2009","10","09",NA,"Brasil",NA,NA,NA,"HUCP00002195","Monilofita",NA,"(Fée) Yesilyurt.","Paraná","Tamanduá","-49.6356010437012","-25.5839004516602",NA,"Balsa Nova","HUCP00002195",NA,NA,NA,"Michelon, C","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:20-03","PUCPR","HUCP","22410","S","Plantae","Pteridaceae","Lytoneuron","crenulans","Lytoneuron crenulans","Kersten, RA","1592","2012","11","10",NA,"Brasil",NA,NA,NA,"HUCP00002089","Monilofita",NA,"(Fée) Yesilyurt.","Paraná",NA,"-49.1988983154297","-25.9281005859375",NA,"Tijucas do Sul","HUCP00002089",NA,NA,NA,"Michelon, C","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:09:28-03","CPAN-UFMS","COR","14417","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","E.L.M. Assis; C.K. Perez; P. Schwartsburd; L. Von Linsenge; L. Wolf; L. Grokovisk","721","2005","10","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Fée) Christ","Paraná","Parque Estadual de Vila Velha. Mata; ; Formações areníticas - morro.","-50.1618995666504","-25.0949993133545",NA,"Ponta Grossa",NA,NA,NA,NA,"E.L.M. Assis","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:26:11-03","UFBA","ALCB","56087","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","524","2001","09","06","Southern America","Brasil",NA,NA,"40cm de altura, rizoma ereto. Folhas com pecíolo escuro, lâmina pinatífica, aparelho esporífero na margem sob o indúzio. Frequente.; vegetação em estádio avançado de desenvolvimento.","ALCB001207","Fern",NA,"(Fée) Chist","Bahia","Litoral Sul, Assentamento Oricó, área de reserva","-39.349167","-14.133611",NA,"Ibirapitanga/Camamú/Maraú","ALCB001207",NA,NA,NA,"Guedes, ML",NA,NA,"2001","12","-39.349167","-14.133611",NA,NA,NA,NA,NA
"36","2020-02-08 10:42:34-03","NBC","NL-BOTANY","L.3534144","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Rosenstock E",NA,"1906","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3534144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3534144",NA,"Polypodiales","(Fée) Christ","Paraná",NA,NA,NA,NA,NA,"NL-L3534144",NA,NA,"Pteropsida","Cislinski-Yesilyurt J",NA,NA,NA,NA,NA,NA,"L 0066625",NA,NA,NA,NA
"37","2020-02-08 10:42:34-03","NBC","NL-BOTANY","L.3534145","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Herzog T",NA,"1911","03","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3534145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3534145",NA,"Polypodiales","(Fée) Christ",NA,NA,NA,NA,NA,NA,"NL-L3534145",NA,NA,"Pteropsida","Cislinski-Yesilyurt J",NA,NA,NA,NA,NA,NA,"L 0066635",NA,NA,NA,NA
"38","2020-02-08 10:42:34-03","NBC","NL-BOTANY","L.3534146","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Smith LB; Klein RM",NA,"1956","11","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3534146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3534146",NA,"Polypodiales","(Fée) Christ","Santa Catarina",NA,"-53.733333","-26.533333",NA,NA,"NL-L3534146",NA,NA,"Pteropsida","Cislinski-Yesilyurt J",NA,NA,NA,NA,"-53.733333","-26.533333","L 0066634",NA,NA,NA,NA
"39","2020-02-08 10:42:34-03","NBC","NL-BOTANY","L.3534147","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Reitz R; Klein RM",NA,"1958","01","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3534147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3534147",NA,"Polypodiales","(Fée) Christ","Santa Catarina",NA,"-53.733333","-26.533333",NA,NA,"NL-L3534147",NA,NA,"Pteropsida","Cislinski-Yesilyurt J",NA,NA,NA,NA,"-53.733333","-26.533333","L 0066633",NA,NA,NA,NA
"40","2020-02-08 10:42:34-03","NBC","NL-BOTANY","U.1041584","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Steinbach J",NA,"1929","06","18","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041584",NA,"Polypodiales","(Fée) Christ",NA,NA,NA,NA,NA,NA,"NL-U1041584",NA,NA,"Pteropsida","Cislinsky-Yesilyurt J",NA,NA,NA,NA,NA,NA,"U 0015862",NA,NA,NA,NA
"41","2020-02-08 10:42:34-03","NBC","NL-BOTANY","U.1041717","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Lindeman JC; Haas JH de",NA,"1967","02","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041717",NA,"Polypodiales","(Fée) Christ","Paraná",NA,NA,NA,NA,NA,"NL-U1041717",NA,NA,"Pteropsida","Cislinsky-Yesilyurt J",NA,NA,NA,NA,NA,NA,"U 0015932",NA,NA,NA,NA
"42","2020-02-08 10:42:34-03","NBC","NL-BOTANY","U.1041718","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","crenulans","Doryopteris crenulans","Campos Porto P",NA,"1937","02","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041718 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041718",NA,"Polypodiales","(Fée) Christ","Rio de Janeiro",NA,NA,NA,NA,NA,"NL-U1041718",NA,NA,"Pteropsida","Cislinsky-Yesilyurt J",NA,NA,NA,NA,NA,NA,"U 0015933",NA,NA,NA,NA
"43","2020-11-04 11:21:18-03","ESALQ","ESA","34642","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Salino, A.","2915.0","1996","12","16",NA,"Brasil",NA,NA,NA,"ESA034642","Pteridophyta",NA,NA,"São Paulo",NA,"-44.9599990844727","-23.0699996948242",NA,"Cunha",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:21:18-03","ESALQ","ESA","17163","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Souza, V.C. et al.","3872.0","1993","05","22",NA,"Brasil",NA,NA,NA,"ESA017163","Pteridophyta",NA,NA,"São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,"Itararé",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:21:18-03","ESALQ","ESA","117445","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","crenulans","Doryopteris crenulans","Romão, G.O.; Colletta, G.D.; Latvis, M.; Gissi, D.S.","2743.0","2010","04","01",NA,"Brasil",NA,NA,"Terrestre.","ESA117445","Pteridophyta",NA,"(Fée) Christ","Minas Gerais","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre","-41.8683013916016","-20.4333000183105","2000","Alto Caparaó",NA,"2890",NA,NA,"Della, A.P.","21645","auto","2020","03",NA,NA,NA,"10",NA,NA,NA
