"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","00980048","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","C. Melo","36","1993","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980048","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2769","-18.9186","NY00980048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","469783","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","G. F. J. Pabst","9100","1968","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469783","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"São Paulo","Angatuba","Reserva Estadual","-48.35","-23.412222","NY00469783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00980054","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","P. Clausen","5",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980054","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,NA,NA,"Brésil",NA,NA,"NY00980054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00980139","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","A. Moreira","6","1981","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980139","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Distrito Federal","Brasília","Campus da UnB, próximo ao Centro Olímpico","-47.9294","-15.7797","NY00980139_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469775","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","G. Eiten","5937","1965","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469775","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"São Paulo","Paraguaçú Paulista","Along road 4 km SW of center of city of Paraguaçu Paulista","-50.6","-22.43","NY00469775_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469779","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","I. Mimura","381","1962","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469779","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"São Paulo","Sao José dos Campos","7.4 - 7.7 Km ao SSE em linha reta da praça principal de Sao José dos Campos. 400-800 m. ao Oeste da estrada para Paraibuna","-45.88","-23.1703","NY00469779_01","600","640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00980109","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","L. Duarte","185","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980109","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Distrito Federal","Brasília","Gama","-47.9294","-15.7797","NY00980109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00980094","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","J. A. Ratter","R2782","1976","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980094","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasilia field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower.","-47.9294","-15.7797","NY00980094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980155","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","A. Zini","s.n.","1990","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980155","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Minas Gerais",NA,"Sítio próximo ao munic. de Divinópolis",NA,NA,"NY00980155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01838890","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","E. Hassler","10504a","1907",NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2044299' target='other'> <mi>dwc_moreinfo</mi></a>","NY01838890","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Amambay",NA,"Sierra de Amabay.",NA,NA,"NY01838890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00980052","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","G. M. Magalhaes","18983","1963","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980052","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Minas Gerais","Tupaciguara","Entre Araguari e Tupaciguara","-48.705","-18.5922","NY00980052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00980151","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","A. A. Arantes","150","1993","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980151","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Minas Gerais","Uberlândia","Clube Caça e Pesca Itororó.","-48.2769","-18.9186","NY00980151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","469757","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","W. R. Anderson","36438","1972","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469757","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Bahia","Barreiras","Serra 34 km W. of Barreiras","-44.99","-12.15","NY00469757_01","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00980326","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","H. S. Irwin","16197","1966","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980326","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","NY00980326_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00980130","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","R. Romero","1842","1995","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980130","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Minas Gerais","Sacramento","Próximo a guarita de Sacramento, PARNA Serra da Canastra.","-47.4397","-19.8656","NY00980130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469761","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","R. P. Belém","3654","1968","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469761","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Bahia","Encruzilhada","Saída para Divisópolis","-40.9092","-15.5317","NY00469761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00980023","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","J. M. P. S.","910","1957",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980023","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Minas Gerais",NA,"Serra do Curral",NA,NA,"NY00980023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00979968","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","H. S. Irwin","19577","1968","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979968","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","NY00979968_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00980096","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","U. Vilela","16","1981","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980096","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Distrito Federal","Brasília","Abaixo da Av. L4 N, e proximo ao Iate Clube em Brasília","-47.9294","-15.7797","NY00980096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00749008","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","H. S. Irwin","24654","1969","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749008","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km south of Alto Paraíso, road to São João de Aliança","-47.52","-14.28","NY00749008_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00980276","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","E. Y. Dawson","14157","1956","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980276","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"Goiás","São João d'Aliança","Region of the Chapada dos Veadeiros: 20 km N of Sao Joao da Aliança","-47.5","-14.5","NY00980276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00980187","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","J. H. Kirkbride Jr.","3988","1981","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980187","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Distrito Federal","Brasília","Região Buração, perto de BR 020","-47.47","-15.57","NY00980187_01","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00980201","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","B. D. Sucre","9316","1972","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980201","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby","R. C. Barneby","Piauí","Pedro II","Serra dos Motões","-41.4583","-4.4247","NY00980201_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","469773","PreservedSpecimen","Plantae","Fabaceae","Senna","rugosa","Senna rugosa","G. Eiten","1853","1960","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=65693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469773","Magnoliophyta","Fabales","(G.Don) H.S.Irwin & Barneby",NA,"São Paulo","Atibaia","2.6 Km E along road from Igreja de Sao Joao Batista at Praça Claudino Alves in Atibaia","-46.53","-23.12","NY00469773_01","775","775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
