"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"99","2020-07-23 12:20:10-03","CEPLAC","CEPEC","19134","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M. C. Pessoa","A. M. de Carvalho","201","1980","02","26",NA,"Brasil","Bahia","MARAÚ","BR-030, trecho Porto de Campinhos/Marau, Km 11.","-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,"47076","auto",NA,NA,NA,"0W0'0","0S0'0",NA,NA,"30/07/2012",NA,NA,NA
"100","2020-09-22 13:49:02-03","USP","SPFW","1130","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Anisomeris","pedunculosa","Anisomeris pedunculosa","(Benth.) Standl.","L.B. Smith 1956","Reitz ;Klein","2858","1956","03","22",NA,"Brasil","Santa Catarina","Luis Alves",NA,NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-04-08 17:13:09-03","UESB","HUESB","6814","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benh.","Barbosa, M.R.V.","Oliveira, M.N.; Ferreira, E.M.S.; Miranda, F.M.; Silva, G.S.; Silva, T.O.;; Ferreira, E.M.S.; Miranda, F.M.; Silva, G.S.; Silva, T.O.;","220","2011","11","04",NA,"Brasil","Bahia","Itamari","Fazenda Mesquita.","-39.635833","-13.718778",NA,"Arbusto; Folhas alternas. Frutos verdes, indeiscentes, peludos, secos, monospérmicos.; Floresta Ombrófila Densa.","HUESB000006814",NA,NA,NA,NA,NA,"2013","04","-39.635833","-13.718778",NA,"04",NA,NA,NA,NA
"102","2020-11-12 16:59:56-03","UEL","FUEL","14064","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Tamashiro, JY","Leitão Filho, HF; et al.","1142","1981","09","01",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,"1983","10","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:08:48-03","UnB","UB","166776","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","Gusmão, EF","468","1980","09","14","Southern America","Brasil","Bahia","Itanagra",NA,"-38.0416984558105","-12.2630996704102",NA,"Arbusto 5m.",NA,NA,NA,"20708","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:08:48-03","UnB","UB","166721","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","Gusmão, EF","377","1975","10","26","Southern America","Brasil","Bahia","Itanagra",NA,"-38.0416984558105","-12.2630996704102",NA,NA,NA,NA,NA,"20708","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-01 15:08:48-03","UnB","UB","166720","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","Carvalho, AM; Silva, LAM; Santos, TS","201","1980","01","26","Southern America","Brasil","Bahia","Maraú","Rodovia BR-030, trecho Porto de Campinhos - Maraú, Km 11","-39.0147018432617","-14.103099822998",NA,"Arbusto 3m. Frutos imaturos verdes.; Restinga",NA,NA,NA,"47076","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-04 15:46:01-03","IF","SPSF","10284","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M.R.Vasconcelos Barbosa","A.Custodio Filho","2060","1983","11","09","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"2007","11",NA,NA,"Magnoliopsida","01",NA,NA,NA,NA
"107","2021-03-04 15:46:01-03","IF","SPSF","51840","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M.Pinus","G.A.Aguirre & J.Teixeira","5","2014","02","07","América do Sul","Brasil","SP","Ilhabela","Estrada de floresta ombrófila densa","-45.3499984741211","-23.7700004577637",NA,"COLETA: Árvore 5m, frutos cor berinjela.; GEOGRAFIA: Floresta ombrófila densa;",NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"108","2017-09-11 17:13:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Regnell, AF","277",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","in prov. Minas Geraës prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:13:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Fra. Custódio","hb. Franqus.n.",NA,NA,NA,NA,"?",NA,NA,"in eardem prov. absque loci designatione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:13:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Regnell, AF","277",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:17:36-03","IBt","SP","197446","S","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Barbosa, MRV","Custodio Filho, A","2060","1983","12","09",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,"890","950",NA,NA,NA,"2007",NA,"-45.866667","-23.633333",NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:17:36-03","IBt","SP","195467","S","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Barbosa, MRV","Custodio Filho, A","1902","1983","11","24",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,"890","950",NA,NA,NA,"2007",NA,"-45.866667","-23.633333",NA,NA,NA,NA,NA,NA
