"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","2447097","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","M. C. Pessoa","J. G. Jardim","2078","1999","03","25","South America","Brazil","Bahia","Una","Una Reserva Biológica de Una (IBAMA). Porçao V da reserva; Rod. Una/Sao José da Vitória, 26 km de Una. Entrada na rod. para Vila Brasil; sede da reserva ca. 10 km da entrada","-39.0752983093262","-15.2932996749878","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2630720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447097",NA,NA,"36070","auto","NY02447097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","799079","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","P. G. Delprete","R. Reitz","2858","1956","03","23","South America","Brazil","Santa Catarina","Luis Alves","Brago Joaquim, Luis Alves","-48.941177","-26.748537","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=336375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799079","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01198283","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C. M. Taylor","W. W. Thomas","13209","2002","11","03","South America","Brazil","Alagoas","Uniao dos Palmares","Serra das Bananeiras","-35.87467","-9.21292","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198283","500","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:23:29-03","UFBA","ALCB","118736","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Borges, RL","Ferreira, PA","25a","2011","09","12","Southern America","Brasil","Bahia","Nilo Peçanha","Ponto 67","-39.196111","-13.648889",NA,"folhas discolores. Flores verdes.",NA,NA,NA,NA,NA,NA,"2012","07","-39.196111","-13.648889",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:23:29-03","UFBA","ALCB","75631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MCR","Valadão, RM; Guedes, ML","223","2006","01","25","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Faz. da Mishellin, fragmento da Pancada Grande","-39.133333","-13.716667",NA,"de ca. 8m de altura, com espinhos no tronco. Folhas cartáceas com tomento na face abaxial.; Arbórea.",NA,NA,NA,NA,NA,NA,"2012","07","-39.133333","-13.716667",NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:22:29-03","NBC","NL-BOTANY","L.2900625","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Anisomeris","pedunculosa","Anisomeris pedunculosa","(Benth.) Standl.",NA,"Reitz R; Klein RM",NA,"1956","03","22","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina- Brasil. Braco Joaquim, Luis Alves, Itajaí, Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2900625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2900625",NA,NA,NA,NA,"NL-L2900625",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 09:22:29-03","NBC","NL-BOTANY","L.2900624","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Anisomeris","pedunculosa","Anisomeris pedunculosa","(Benth.) Standl.",NA,"Reitz R; Klein RM",NA,"1958","01","27","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil. Matador, rio do Sul. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2900624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2900624",NA,NA,NA,NA,"NL-L2900624",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 09:23:00-03","NBC","NL-BOTANY","U.1559810","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Delprete PG","Reitz R; Klein RM",NA,"1956","03","22","Southern America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559810",NA,NA,NA,NA,"NL-U1559810","2004","03",NA,NA,"Magnoliopsidae","01","U 0100531",NA,NA,NA
"19","2020-11-04 11:18:15-03","ESALQ","ESA","14555","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, M.C.","Semir, J. et al.","958.0","1981","04","13",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,"ESA014555",NA,NA,"23696","auto","ESA014555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:18:15-03","ESALQ","ESA","109509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"M.P. Ferreira","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30257.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109509",NA,NA,"34059","auto","ESA109509","2013","04",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:18:15-03","ESALQ","ESA","122626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa",NA,"Pessoa, M.C.","Flores, T.B.","1497.0","2012","10","24",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta, Mata do Calçado, Trilha na Tecnotruta. Mata de encosta.","-41.6671981811523","-20.5414009094238",NA,"Arvoreta, ca. 2m de alt. Flores alvas, Frutos pretos.","ESA122626","1282","1282","22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:39:09-03","UNICAMP","UEC","200489","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Peixoto, AL","Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","N56","2008","12","07",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158059","990","1045",NA,NA,"UEC158059","2010",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:39:09-03","UNICAMP","UEC","24045","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Tamashiro, JY","Semir, J; et al.","958","1981","04","13",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,"ÁRvore, 10m de altura; frutos maduros arroxeados. Planta nº 752; Mata da COlina.","UEC104255",NA,NA,NA,NA,"UEC104255","1983","10","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:39:09-03","UNICAMP","UEC","25376","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Tamashiro, JY","Leitão Filho, HF; et al.","1142","1981","09","01",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,"Arvoreta de 3m de altura; copa escandente, frutos maduros negros .; Mata da COlina.","UEC104254",NA,NA,NA,NA,"UEC104254","1983","10","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"25","2020-04-22 16:23:50-03","UFPB","JPB","54149","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Pessoa, MC; Gomes-Costa, G; Costa-Silva, R; Araújo, ND; Daneu, L","800","2013","02","25","Southern America","Brasil","Bahia","Una","Próximo a trilha do Príncipe, descendo para o interior da mata.","-39.075278","-15.293333",NA,"; DESC: Arbusto decumbente, ca. 3,5 m alt., flores cremes, frutos imaturos verdes, negros na maturação.","JPB0054149","28","28",NA,NA,NA,NA,NA,"-39.075278","-15.293333",NA,NA,NA,NA,NA,NA
"26","2020-04-22 16:23:50-03","UFPB","JPB","54150","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Pessoa, MC; Gomes-Costa, G; Costa-Silva, R; Araújo, ND; Daneu, L","801","2013","02","26","Southern America","Brasil","Bahia","Una","Trilha da Roda Dágua","-39.075278","-15.293333",NA,"; DESC: Arbusto decumbente, ca. 2 m alt., botões florais.","JPB0054150","28","28",NA,NA,NA,NA,NA,"-39.075278","-15.293333",NA,NA,NA,NA,NA,NA
"27","2020-04-22 16:23:50-03","UFPB","JPB","63313","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Barbosa, MR","Oliveira, MN; Ferreira, EMS; Miranda, FM; Silva, GS; Silva, TO","220","2011","11","04","Southern America","Brasil","Bahia","Itamari","Fazenda Mesquita.","-39.635833","-13.718778",NA,"Arbusto; Folhas alternas. Frutos verdes, indeiscentes, peludos, secos, monospérmicos.; HABITAT: Floresta Ombrófila Densa.; DESC: Arbusto; Folhas alternas. Frutos verdes, indeiscentes, peludos, secos, monospérmicos.","JPB0063313",NA,NA,NA,NA,NA,"2013","04","-39.635833","-13.718778",NA,"04",NA,NA,NA,NA
"28","2020-04-22 16:23:50-03","UFPB","JPB","63928-1","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, MC","Flores, TB; Kuntz-Galvão, J; Cmapos, OR","1497","2012","10","24","Southern America","Brasil","Espirito Santo","Ibitirama","Santa Marta, Mata do Calçado, trilha na Tecnotruta","-41.753667","-20.475472",NA,"Arvoreta, ca. 2m de alt. Flores alvas, frutos pretos; HABITAT: Mata de encosta; DESC: Arvoreta, ca. 2m de alt. Flores alvas, frutos pretos.",NA,NA,NA,NA,NA,NA,"2014","04","-41.753667","-20.475472",NA,NA,NA,NA,NA,NA
"29","2020-04-22 16:23:50-03","UFPB","JPB","54676","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Barbosa, MR","Custodio-Filho, A","1902","1983","11","24","Southern America","Brasil","São Paulo","Biritiba Mirim","Estação Biologica de Boracéia","-45.866667","-23.633333",NA,"; DESC: Arbusto 3m, frutos.","JPB0054676",NA,NA,NA,NA,NA,"2006",NA,"-45.866667","-23.633333",NA,NA,NA,NA,NA,NA
"30","2020-04-22 16:23:50-03","UFPB","JPB","54677","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Barbosa, MR","Custodio-Filho, A","2060","1983","12","09","Southern America","Brasil","São Paulo","Biritiba Mirim","Estação Biologica de Boracéia","-45.866667","-23.633333",NA,"; DESC: Árvore 8 m, frutos.","JPB0054677",NA,NA,NA,NA,NA,"2006",NA,"-45.866667","-23.633333",NA,NA,NA,NA,NA,NA
"31","2020-04-22 16:23:50-03","UFPB","JPB","51507","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Pessoa, MC; Chagas, ECO; Lourenço, AR; Amorim, BS","727","2011","08","26","Southern America","Brasil","Bahia","Itamari","Área 2","-39.6836013793945","-13.7781000137329",NA,"; DESC: Arbusto 2-2,5 m alt., botões florais esverdeados, flores alvas, pétalas reflexas.","JPB0051507",NA,NA,"14620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Badini, J.","s.n.","1943","10",NA,NA,"Brasil","Minas Gerais","Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,"Arbusto, flores brancas. Campo. (Ex Herb. Escola de Farmacia n. 4497)",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-06 09:57:26-03","UFOP","OUPR","16501","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Badini, J.","s.n.","1944",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Andorinhas","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores brancas. Capoeira.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Badini, J.","s.n.","1976","10",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores pálidas. Cerrado.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Badini, J.","s.n.","1943","10",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores brancas. Campo. (Ex Herb. Escola de Minas n. 4496)",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Badini, J.","Badini, J.","s.n.","1971","10","30",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,"Ex Herb. Escola de Minas n. 2458.",NA,NA,NA,"44599","auto",NA,"1971","11",NA,NA,NA,"01",NA,NA,NA,NA
"37","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Badini, J.","s.n.","1944",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores brancas. Capoeira.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:42:59-03","MBM","MBM","61576","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Hatschbach, G.","Landrum, L.R.","2343",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,"MBM061576",NA,NA,"25180","auto","MBM061576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:42:59-03","MBM","MBM","267018","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Pessoa, M.C.","Pirani, J.R.; Cordeiro, I.; Bremer, K.; Cordeiro, I.; Bremer, K.","4904","2001","10","20","Southern America","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia, #?#Trilha atrás do Alojamento do alto.","-45.883333","-23.666667",NA,"Arvoretas ca. 7m alt. Cálice verde, corola alva.; Floresta Pluvial Tropical, ni interior da mata.","MBM267018",NA,NA,NA,NA,NA,"2014",NA,"-45.883333","-23.666667",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:42:59-03","MBM","MBM","61598","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Hatschbach, G.","Landrum, L.R.","2461",NA,NA,NA,"Southern America","Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,"MBM061598",NA,NA,"21346","auto","MBM061598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:42:59-03","MBM","MBM","55469","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Kirkbride, J.H.","Hatschbach, G.","40688",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Bom Retiro","-49.2731018066406","-25.4277992248535",NA,NA,"MBM055469",NA,NA,"25180","auto","MBM055469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:59-03","MBM","MBM","55471","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","Kirkbride, J.H.","Hatschbach, G.","40273",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,"MBM055471",NA,NA,"25180","auto","MBM055471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-15 09:04:12-03","UESC","UESC","21694","S","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth","J.G. Jardim","E.R. Andrade","59","2012","09","27",NA,"Brasil","Bahia","Canavieiras",NA,"-39.381944","-15.728056",NA,"Arbusto, aprox. 1m de altura.; (Em13)","UESC0021694",NA,NA,NA,NA,NA,"2012",NA,"39W22'55''","15S43'41''","Dicotyledoneae",NA,NA,NA,NA,NA
"44","2015-09-04 15:00:14-03","MNHN","RECOLNAT_MNHN_P","P03920444","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.",NA,"Richard",NA,"1830",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03920444' target='other'> <mi>dwc_moreinfo</mi></a>","P03920444",NA,NA,NA,NA,"P03920444_01",NA,NA,NA,NA,NA,NA,NA,"221",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3095919","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C.M. Taylor","Carvalho","Carvalho 6173","1995",NA,NA,"South America","Brazil","Bahia",NA,"Municipio de Una, Reserva Biologica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilheus/Una. Reglao da mata Higrodila Sul Baina.","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-06-26 05:23:00-03","MO","MOBOT","100716973","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Chomelia","pedunculosa","Chomelia pedunculosa","Benth.","C.M. Taylor (MO)","Jomar G. Jardim|J. Lima da Paixão|M.L.C. Neves","Jardim 4292","2004","2","12","South America","Brazil","Bahia","Elísio Medrado","Ca. 1 km do povoadao de Monte Cruzeiro. Reserva Jequitibá (área experimental do GAMBÁ). Serra da Jibóia. Floresta Higrófila.","-39.4716667","-12.8694445",NA,NA,NA,"600.00000000","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
