"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","sex"
"49","2020-09-12 05:00:02-03","US","US","2400027","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones","Isotype","B. Maguire & C. K. Maguire","44757","1959","12","23","South America - Neotropics","Brazil","Minas Gerais","19 mi. from Diamantina; alt. 4550 ft.","1387","1387",NA,NA,"US00147438","US00147438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"50","2019-11-13 11:16:25-03","USP","SPF","214805","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Loeuille, B","530","2010","08","10",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri","1141","1141",NA,NA,"SPF00214805",NA,"Loeuille, B","Diamantina","-43.625861","-18.197917","2010","08","-43.625861","-18.197917",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:16:25-03","USP","SPF","226477","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Martucci, MEP","8","2013","06","08",NA,"Brasil","Minas Gerais",NA,"1423","1423",NA,NA,"SPF00226477",NA,"Loeuille, B","Diamantina","-43.684861","-18.295972","2015",NA,"-43.684861","-18.295972",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:25:32-03","USP","SPF","208891","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Borges, LM; Andrino, CO; Santos, MF; Watanabe, MTC","441","2010","11","18",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Trilha para a Cachoeira do Sentinela.",NA,NA,NA,"Ramos ferrugíneos passando a acinzentados. Folhas cartáceas discolores, face adaxial verde-clara, abaxial alva passando a acinzentada. Brácteas involucrais verde-claras. Flores lilás.; Campo rupestre.","SPF00208891",NA,"Loeuille, B","Diamantina","-43.6002998352051","-18.2493991851807","2016","01",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"53","2020-04-29 16:29:34-03","UFVJM","HDJF","6755","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"Faria, JEQ; Chaves, DA; Andrade, GAM","7817","2017","06","08","Southern America","Brasil","Minas Gerais","Margem da estrada pra Barão de de Guaicuí","1429","1429",NA,NA,"HDJF006755",NA,"Chaves, DA","Gouveia","-43.706389","-18.376111","2017","06","-43.706389","-18.376111",NA,NA,NA,NA,NA,NA,NA
"54","2020-04-29 16:29:34-03","UFVJM","HDJF","5623","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B. Jones",NA,"Chaves, DA","133","2013","12","20","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","1377","1377",NA,NA,"HDJF005623","HDJF005623_01","Chaves, DA",NA,"-43.683883","-18.359","2014","07","-43.683883","-18.359","29",NA,NA,NA,NA,NA,NA
"55","2019-11-01 14:54:12-03","UnB","UB","195008","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Irwin, HS; et al.","21903","1969","02","14","Southern America","Brasil","Minas Gerais","Ca. 29km of Diamantina on road to Gouveia","1300","1300",NA,"Shrub 2,5m. Heads cream; Rocky slopes",NA,NA,"Semir, J",NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 14:54:12-03","UnB","UB","196335","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP","8775","1965","02","01","Southern America","Brasil","Minas Gerais","Chapada Diamantina",NA,NA,NA,"Planta com 3,5m; capítulos alvacentos",NA,NA,"Semir, J",NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 14:54:12-03","UnB","UB","207079","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Chaves, DA","133","2013","12","20","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","1377","1377",NA,"Complexo Rupestre",NA,NA,"Chaves, DA",NA,"-43.683883","-18.359","2014","07","-43.683883","-18.359","29",NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:54:12-03","UnB","UB","196334","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S.B.Jones",NA,"Duarte, AP; Pereira, E","8526A","1964","11","21","Southern America","Brasil","Minas Gerais","Rio dos Cristais.",NA,NA,NA,NA,NA,NA,"Semir, J","Diamantina","-43.6002998352051","-18.2493991851807","1992","11",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"59","2019-05-06 11:53:38-03","UFU","HUFU","37650","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Fonseca-Júnior, E.M. da","s.n.","2003","12","19",NA,"Brasil","Minas Gerais","Serra do Espinhaço",NA,NA,NA,"Planta, ca. 2 m. Flor violácea, ramos candelobriformes, mais robustos e folhas maiores.; Cerrado de altitude.","HUFU00047782","HUFU00047782","Nakajima, J.N.","Bocaiúva","-43.814998626709","-17.1077995300293","2004","06",NA,NA,NA,"90741","auto",NA,NA,NA,NA
"60","2019-05-06 11:53:38-03","UFU","HUFU","49628","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Santos, A.P.M.","82","2007","10","19",NA,"Brasil","Minas Gerais","Estrada para Biribiri",NA,NA,NA,"Arvoreta, ca. de 2,0 m. Brácteas verdes, corola e anteras lilás.; Campo rupestre.","HUFU00047784","HUFU00047784","Marques, D.; Semir, J.","Diamantina","-43.6002998352051","-18.2493991851807","2012","02",NA,NA,NA,"101169","auto",NA,NA,NA,NA
"61","2019-05-06 11:53:38-03","UFU","HUFU","25010","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Nakajima, J.N.; Romero, R.","3083","2001","03","30",NA,"Brasil","Minas Gerais","Estrada para Biribiri","1147","1147",NA,"Árvore, ca. 1,6 m. Brácteas involucrais acastanhadas, papus palhete.; Campo rupestre.","HUFU00047889","HUFU00047889",NA,"Diamantina","-43.623333","-18.199722",NA,NA,"-43.623333","-18.199722",NA,NA,NA,NA,NA,NA,NA
"62","2019-05-06 11:53:38-03","UFU","HUFU","58221","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","133","2010","09","21",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri","1172","1172",NA,"Arvoreta, ca. de 1,7 m alt. Cálice branco, corola amarela.; Campo Rupestre.","HUFU00047885","HUFU00047885","Marques, D.; Semir, J.","Diamantina","-43.623333","-18.219167","2012","02","-43.623333","-18.219167",NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:53:38-03","UFU","HUFU","59182","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Mota, N.F.O.; Thode, V.A.; Lu-Irving, P. & Toledo, M.M.","1793","2010","11","15",NA,"Brasil","Minas Gerais","Distrito de Guinda, Campo rupestre adjacente á estrada Conselheiro Mata-Diamantina.","1446","1446",NA,"Arvoreta de 1-2 m de altura. Capítulos lilases.; Campo rupestre.","HUFU00047780","HUFU00047780","Castro, M.","Diamantina","-43.693889","-18.263056","2015","04","-43.693889","-18.263056","02",NA,NA,NA,NA,NA,NA
"64","2019-05-06 11:53:38-03","UFU","HUFU","61997","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Marques, D.; Araújo, I.M.","402","2011","12","15",NA,"Brasil","Minas Gerais","Parque Estadual Biribiri, Alta da Guinda","1291","1291",NA,"Arvoreta, cerca de 3m. Brácteas involucrais marrons, flores e estiletes roxos.; Cerrado rupestre","HUFU00047887","HUFU00047887",NA,"Diamantina","-43.634722","-18.176667",NA,NA,"-43.634722","-18.176667",NA,NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:53:38-03","UFU","HUFU","62040","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Marques, D.; Araújo, I.M. & Franco, I.M.","447","2012","03","15",NA,"Brasil","Minas Gerais","Parque Estadual Biribiri, Cachoeira dos Cristais","1079","1079",NA,"Arbusto candelabriforme, ca, 3,0m de altura. Cipselas marrons.","HUFU00047886","HUFU00047886",NA,"Diamantina","-43.6275","-18.199722",NA,NA,"-43.6275","-18.199722",NA,NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:53:38-03","UFU","HUFU","63897","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Loeuille, B.; Pirani, J.R.; Calió, M.F. & Martins, E.G.A.","108","2007","01","23",NA,"Brasil","Minas Gerais","Estrada para Biribiri, ca. 4 Km antes de Biribiri.","950","950",NA,"Arbusto, candelabriforme até 1,5 m alt. Folhas não revolutas. Flores lilases.; Mata ciliar, cerrado e campo rupestre.","HUFU00047779","HUFU00047779","Semir, J.","Diamantina","-43.615","-18.170278","2007","08","-43.615","-18.170278",NA,NA,NA,NA,NA,NA,NA
"67","2019-05-06 11:53:38-03","UFU","HUFU","66417","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Franco, I.M.; Versiane, A.F.A. & Silva, K.R.","1143","2012","12","03",NA,"Brasil","Minas Gerais","Parque Estadual Biribiri, Morro do beija Flor","1244","1244",NA,"arvoreta ; flores lilás esbranquiçadas.; Cerrado rupestre","HUFU00047888","HUFU00047888",NA,"Diamantina","-43.609444","-18.18",NA,NA,"-43.609444","-18.18",NA,NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:53:38-03","UFU","HUFU","66478","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Franco, I.M.; Cota, M.M.T. & Monge, M.","1237","2013","02","21",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Sentinela, seguindo pela estrada principal.","1085","1085",NA,"Arbusto ca. 1m, em solo pedregoso, próximo à afloramento rochoso. Presença de frutos.; Campo rupestre.","HUFU00047783","HUFU00047783",NA,"Diamantina","-43.626667","-18.191111",NA,NA,"-43.626667","-18.191111",NA,NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:53:38-03","UFU","HUFU","37651","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Fonseca-Júnior, E.M. da","s.n.","2003","12","19",NA,"Brasil","Minas Gerais","Serra do Espinhaço",NA,NA,NA,"Planta, ca. 2 m. Flor violácea, ramos candelabriformes, mais robustas e folhas maiores.; Cerrado de altitude.","HUFU00047781","HUFU00047781","Nakajima, J.N.","Bocaiúva","-43.814998626709","-17.1077995300293","2004","06",NA,NA,NA,"90741","auto",NA,NA,NA,NA
"70","2021-02-12 18:59:09-03","UFMT","UFMT","2612","S","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & Jones",NA,"Tamashiro, J.Y.; Martins, F.H.; Leitão-Filho, H.F.; Semir, J.","17228","1985","06","03",NA,"Brasil","Minas Gerais","Estrada Diamantina, Km 98",NA,NA,NA,"Arbusto, 3m altura; campo rupestre",NA,NA,NA,"Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA
"71","2010-08-16 16:37:36-03","GH","HU-HERB","GH 00009905","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","diamantinana","Lychnophora diamantinana","Coile & S. B. Jones","Isotype","B. Maguire, C. K. Maguire & J. M. Pires","44757","1959","12","23","South America","Brazil","Minas Gerais","19 miles from Diamantina en route to Curvelo; altitude 4550 feet","1386",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44757",NA,NA,"undetermined"
