"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount"
"17","2019-08-20 10:13:02-03","UNICAMP","UEC","125861","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Flores, AS","Flores, AS; Rodrigues, RS","1008","2002","05","20",NA,"Brazil","Goiás","Corumbaíba","Rod. GO 139, km 45 em direção a Caldas Novas","-48.5614013671875","-18.1424999237061",NA,NA,NA,"Arbusto ereto, 1,5 m de altura, inflorescências pendentes, corola amarela, frutos imaturos e maduros negros, em cerrado alterado junto à rodovia, freqüente.","UEC152223","UEC152223",NA,"2002","40186","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:30:20-03","UNICAMP","UEC","193758","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"Macedo, A","1756","1949","03","06",NA,"Brazil","Minas Gerais","Ituiutaba","Vertente do Carmo","-49.4650001525879","-18.968900680542",NA,NA,NA,"Subarbusto campestre, flores amarelas; Campo à beira de córrego e desbarrancados","UEC131353","UEC131353",NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:13:02-03","UNICAMP","UEC","26245","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Filliettaz, AM","Leitão Filho, HF; Semir, J; Stubblebine, WH","12484","1981","04","14",NA,"Brazil","São Paulo","Buritizal","Nativo na rodovia de acesso à cidade.","-47.7000007629395","-20.1900005340576",NA,NA,NA,"flor, Herbáceo até 40 cm, flores amarelas vistosas.","UEC152221","UEC152221",NA,"1996","15008","auto","10",NA,NA,NA,NA,NA,NA
"20","2019-12-18 15:50:40-03","UFOP","OUPR","19709","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.","1974","07","29",NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,"Campo. Erva. Flores amarelas",NA,NA,NA,"1974","33524","auto","07","29",NA,NA,NA,NA,NA
"21","2019-11-06 09:55:28-03","UFOP","OUPR","5255","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.","1977","05","10",NA,"Brasil","Minas Gerais","Ouro Preto","Morro do Gambá","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira de eatrada. Subarbusto",NA,NA,NA,"1977","44599","auto","06","25",NA,NA,NA,NA,NA
"22","2019-11-06 09:55:28-03","UFOP","OUPR","5256","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.","1979","05","01",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira de estrada. Erva",NA,NA,NA,"1979","44599","auto","05","01",NA,NA,NA,NA,NA
"23","2019-11-06 09:55:28-03","UFOP","OUPR","5245","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.","1974","01","28",NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira de eatrada. Subarbusto",NA,NA,NA,"1974","44599","auto","01","29",NA,NA,NA,NA,NA
"24","2019-11-06 09:55:28-03","UFOP","OUPR","5253","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Lisboa, M.A.","Badini, J.","s.n.","1974","01","28",NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira de eatrada. Subarbusto",NA,NA,NA,"1974","44599","auto","01","29",NA,NA,NA,NA,NA
"25","2019-11-06 09:55:28-03","UFOP","OUPR","5257","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.","1977","04","15",NA,"Brasil","Minas Gerais","Ouro Preto","Taquaral","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Beira de estrada. Erva",NA,NA,NA,"1977","44599","auto","04","16",NA,NA,NA,NA,NA
"26","2019-11-06 09:55:28-03","UFOP","OUPR","5258","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Erva. Flores amarelas",NA,NA,NA,"1979","44599","auto","02","10",NA,NA,NA,NA,NA
"27","2019-11-01 15:28:15-03","PUC-RIO","FCAB","1634","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"P. Capell S.J.","s.n.","1953","01","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"001634",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"28","2016-10-26 16:51:15-02","MNHN","RECOLNAT_MNHN_P","P02772435","PreservedSpecimen",NA,NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Windler","Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"hb","Reçu le 8 octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02772435' target='other'> <mi>dwc_moreinfo</mi></a>","P02772435","P02772435_01",NA,NA,NA,NA,NA,NA,"2249",NA,NA,NA,NA
"29","2015-09-04 02:15:34-03","MNHN","RECOLNAT_MNHN_P","P02772437","PreservedSpecimen",NA,NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Windler","Regnell, A.F.",NA,"1848","4","18",NA,"Brésil","São Paulo",NA,"St Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02772437' target='other'> <mi>dwc_moreinfo</mi></a>","P02772437","P02772437_01",NA,NA,NA,NA,NA,NA,"III 407",NA,NA,NA,NA
"30","2020-12-11 11:35:55-03","UFMG","BHCB","123965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"Rezende, SG; Resende, SOR; Dourado, BR; Pena, FSR","2711","2007","07","16","Southern America","Brasil","Minas Gerais","Vazante","Morro da Usina., Área da Votorantin Metais","-46.85","-17.95","674","674",NA,"Campo limpo de cerrado de solo raso com alta concentração de zinco. Herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.85","-17.95",NA,NA
"31","2015-08-10 05:49:00-03","MO","MOBOT","2796934","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Donald R. Windler, 1976-","Amaro Macedo","Macedo 1583","1949","1","31","South America","Brazil","Minas Gerais",NA,"Vertente do [Car..]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-08-10 05:49:00-03","MO","MOBOT","3182665","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","D. R. Windler","Amaro Macedo","Macedo 1582","1949","1","31","South America","Brazil","Minas Gerais",NA,"Localidade: Vertente do [Car..] Municipio: ..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-06-25 13:32:00-03","MO","MOBOT","3185849","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","J. Grimes","William R. Anderson","Anderson 8793","1973","4","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Rocky cerrado and sparse woods by Rio Jequití; 2 km from Mendanha.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2196629","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"A. Macedo","1586","1949","1","31","South America","Brazil",NA,NA,"Camio, Municipio Ithuntaba [interpreted], Estado Mg.",NA,NA,NA,NA,NA,NA,"US02281295","US02281295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"35","2020-09-02 16:27:34-03","Cenargen","CEN","30056","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"Glocimar Pereira-Silva","3370","1996","02","27",NA,"Brasil","GO","CALDAS NOVAS","ESTRADA DE ACESSO A OBRA PROX. A VILA DE FUNCIONARIOS DA OBRA","-48.625","-17.74169921875","700","700","Exsicatas","QUILEA E ALA AMARELAS; ESTANDARTE VERDE","CEN00030056","CEN00030056",NA,NA,"36612","auto",NA,NA,NA,"-4855000.0","-1791667.0",NA,"5"
"36","2020-05-08 11:12:10-03","UEFS","HUEFS","47942","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","L.P.de Queiroz","Silva, G.P.","3370","1996","02","27",NA,"Brasil","Goiás","Caldas Novas","Estrada de acesso a obra prox. a vila de funcionários da obra","-48.625","-17.74169921875",NA,NA,NA,"Cerrado Antropizado de beira de estrada","HUEFS0047942","HUEFS0047942",NA,"2009","36612","auto","01",NA,NA,NA,NA,"Rosanae",NA
"37","2019-09-04 19:28:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"38","2019-09-04 18:38:10-03","F","FMNH-SEEDPLANTS","V0077382F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera",NA,NA,"J. B. E. Pohl","2712",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0077382F","V0077382F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"39","2020-11-04 17:29:23-03","UEM","HUEM","437","S","Plantae",NA,NA,"Leguminosae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Mantovani, W","Souza; Margarido, JM; Ma.C.Souza; Silva, I; Helena","s.n.","1985","01","26",NA,"Brasil","Paraná","Maringá","BR 277. km 154,2. Curitiba - Maringá.","-51.9385986328125","-23.4253005981445",NA,NA,NA,"Planta ereta herbácea. Flor amarela. Fruto maduro. Crescendo sobre barranco.","HUEM000005500","HUEM000005500",NA,"1986","19250","auto","06",NA,NA,NA,NA,NA,NA
"40","2020-08-26 10:48:51-03","MCN-FZBRS","HAS","84930","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"Macedo, A.","756","1949","03",NA,NA,"Brasil","Minas Gerais","Ituiutaba","Vertente do Carmo,","-49.4650001525879","-18.968900680542",NA,NA,NA,"sub-arbusto; Flores amarelas","HAS0084930",NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:05:23-03","IBt","SP","54546","S","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Flores, AS","Macedo, A","969","1947","02","18",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"SP026449","SP026449",NA,"2005","50022","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:05:23-03","IBt","SP","84431","S","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.","Burkart, A","Macedo, A","1585","1949","01","31",NA,"Brasil","Minas Gerais","Ituiutaba","Vertente do Carmo","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,NA,"1949","50022","auto","12","12",NA,NA,NA,NA,NA
"43","2019-11-21 10:05:23-03","IBt","SP","58195","S","Plantae",NA,NA,"Fabaceae","Crotalaria","otoptera","Crotalaria otoptera","Benth.",NA,"Macedo, A","1756","1949","03","06",NA,"Brasil","Minas Gerais","Ituiutaba","Vertente do Carmo","-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"SP026450","SP026450",NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA
