"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","58533","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","maynensis","Mabea maynensis","R. Spruce","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058533","4888","1855",NA,NA,"isotype",NA,"Prope Taraputo, Peruviae orientalis","Magnoliophyta","Malpighiales","Müll.Arg.",NA,NA,NA,NA,"NY00058533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01419018","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1324832' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419018","22910","1974","10","14",NA,"Amazonas","BR 319, Km 386, Manaus-Porto velho road, 8 km S of Rio Jutaí","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,"-62.163949","-5.5561897","NY01419018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01419046","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","N. T. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419046","60699","1965","12","21",NA,"Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá. Between Palmito Camp and Camp Tatu.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,NA,NA,"NY01419046_01","400","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00864648","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. W. Thomas","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=327287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864648","13184","2002","11","02",NA,"Alagoas","Serra das Aguas Belas. 18.5 km N of jct. BR 101 and road to Maceió, then 2 - 3 km W on cobblestone road","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Flexeiras","-35.78158","-9.242217","NY00864648_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00749575","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","P. Fiaschi","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749575","2665","2004","11","27",NA,"Bahia","Rodovia Ilhéus-Itacaré (BA 001), na altura do km 20, estrada à esquerda. Acesso ao Retiro. Ramal vicinal ca. 5,5 km à direita, para a Lagoa Encantada","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ilhéus","-39.11722222","-14.5861111","NY00749575_01","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","542193","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","P. H. Davis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542193","59772","1976","08","20",NA,"São Paulo","Serra do Mar above Ubatuba","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ubatuba","-45.0697","-23.4303","NY00542193_01","20","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","503461","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","J. G. Jardim","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503461","353","1993","12","02",NA,"Bahia","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Uruçuca","-39.0617","-14.4231","NY00503461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","542190","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","H. M. de Souza","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542190","20781","1969","07","10",NA,"São Paulo","Ubatuba","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ubatuba","-45.0697","-23.4303","NY00542190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01419038","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","R. de Lemos Fróes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686325' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419038","21463","1945","12","02",NA,"Amazonas","encostas da Serra de Cabary","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,NA,NA,"NY01419038_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01419037","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","C. A. Cid Ferreira","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419037","8626","1986","12","05",NA,"Amazonas","Rio Camatiã (água preta) afluente da margem direita do alto Solimões, localidade de São Lázaro a 2 Km da margem do rio.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","São Paulo de Olivença","-68.8722","-3.3783","NY01419037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","542371","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. A. Palacios","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542371","2411","1988","01","09",NA,"Napo","Parque Nacional Yasuni. Pozo petrolero Amo 2","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,"-76.22","-0.95",NA,"230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","542199","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. W. Thomas","South America","Brazil","sheet",NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542199","7054","1991","07","01",NA,"Bahia","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","Magnoliophyta","Malpighiales","Aubl.","W. W. Thomas","Uruçuca","-39.0617","-14.4231","NY00542199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","640289","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","A. M. V. de Carvalho","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640289","3640","1991","09","07",NA,"Bahia","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","Magnoliophyta","Malpighiales","Aubl.","W. W. Thomas","Uruçuca","-39.0617","-14.4231","NY00640289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01419048","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","B. Maguire","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419048","60313","1965","12","02",NA,"Amazonas","Rio Negro, Rio Cauaburí. Camp No. II, Rio Tucano.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,"-65.950708","0.694239","NY01419048_01","259","259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01419052","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","M. Barbosa da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419052","78","1942","09","17",NA,"Pará","6 km NW of Instituto Agronomico do Norte, near São Joaquim.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Belém","-48.4828745","-1.3997288","NY01419052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 17:30:00-03","NY","NYBG","58534","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri concolor","J. S. Blanchet","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=698436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058534","2326",NA,NA,NA,"syntype","Bahia","Bahia, Brasil intratrop.","Magnoliophyta","Malpighiales","Müll.Arg.",NA,NA,NA,NA,"NY00058534_01",NA,NA,"concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01419025","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","B. A. Krukoff","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419025","6087","1934","09","14",NA,"Amazonas","Basin of Rio Madeira, near Tres Casas.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Humaitá","-62.6839542","-6.9876421","NY01419025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02636970","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","R. S. Souza","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3407928' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636970","593","2014","09","03",NA,"Bahia","Fazenda Araçá.","Magnoliophyta","Malpighiales","Aubl.","A. M. Miranda","Jiquiriçá","-39.602861","-13.19025","NY02636970_01","665","665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","542352","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. W. Thomas","South America","Brazil","sheet",NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542352","8674","1991","07","01",NA,"Bahia","7.3 km N of Serra Grande on rd to Itacaré.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Uruçuca","-39.0617","-14.4231","NY00542352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","542183","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","L. A. Mattos Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542183","3441","1996","06","25",NA,"Bahia","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR 415)","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ilhéus","-39.17","-14.8","NY00542183_01","40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","416401","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. W. Thomas","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416401","10706","1994","09","28",NA,"Bahia","2.0 km. NNE of Banco da Vitoria on road leading to W edge of Mata da Esperança.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ilhéus","-39.0911","-14.7772","NY00416401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","542198","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","S. A. Mori","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542198","11054","1978","11","04",NA,"Bahia","Nova estrada que liga Uruçuca a Serra Grande, a 28-30 km de Uruçuca. Folha SD-24 (15-39a)","Magnoliophyta","Malpighiales","Aubl.","W. W. Thomas","Uruçuca","-39.1028872","-14.4796443","NY00542198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1028334","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","N. A. Rosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028334","2929","1978","12","12",NA,"Maranhão","Zé Doca, km 180 da BR 316, 13km de acesso","Magnoliophyta","Malpighiales","Aubl.","N. T. da Silva","Zé Doca","-45.6581","-3.2747","NY01028334_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","542194","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","P. H. Davis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542194","59772","1976","08","20",NA,"São Paulo","Serra do Mar above Ubatuba","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Ubatuba","-45.0697","-23.4303","NY00542194_01","20","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01419053","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","J. M. Pires","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419053","51787","1961","09",NA,NA,"Pará","Vicinity of Belem.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,"-48.4555221","-1.2849922","NY01419053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","542351","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. W. Thomas","South America","Brazil","sheet",NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00542351","8175","1991","07","01",NA,"Bahia","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Uruçuca","-39.0617","-14.4231","NY00542351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1028335","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","D. C. Daly","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028335","D508","1980","10","05",NA,"Maranhão","Fazenda Bacaba, Doctor Haroldo, 5 km S of MA 119 from entrance 3 km NW of Lago do Junco.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Lago do Junco","-44.97","-4.43","NY01028335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01419027","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","E. Lleras","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419027","P16860","1973","07","27",NA,"Amazonas","Rio Javari, Cachoeira Seringal","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,"-71.9616938","-4.6077301","NY01419027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00452800","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","C. A. Cid Ferreira","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452800","10478","1991","10","30",NA,"Acre","Igarapé Humaitá, afluente da margem direita do Rio Juruá, Colocaçao Sto. Antônio","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Porto Walter","-72.78","-8.32","NY00452800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01419028","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","W. A. Ducke","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1685957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419028","1444","1943","11","24",NA,"Amazonas","Estrada do Paredão, Igarapé Juarita.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Manaus","-60.025","-3.10194","NY01419028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01419042","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","B. A. Krukoff","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419042","6154","1934","09","14",NA,"Amazonas","Basin of Rio Madeira; near Tres Casas.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser","Humaitá","-62.6839542","-6.9876421","NY01419042_01 NY01419042_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01419047","PreservedSpecimen","Plantae","Euphorbiaceae","Mabea","piriri","Mabea piriri","N. T. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1686625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419047","60699","1965","12","21",NA,"Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá. Between Palmito Camp and Camp Tatu.","Magnoliophyta","Malpighiales","Aubl.","H.-J. Esser",NA,NA,NA,"NY01419047_01","400","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
