"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","barcode","recordNumber","phylum","imagecode","class","order","continentOcean","occurrenceRemarks","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","decimalLongitude","decimalLatitude","individualCount"
"11","2021-03-16 17:50:03-03","UCS","HUCS","27719","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","la Torre, W.W. de","1984","04","28","Espanha","Ilhas Canarias","Tenerife","Pecinal costero de  Mareta del Rio",NA,"s.n.","Angiospermae",NA,NA,"Alismatales",NA,"Herbario de La Universidad de la Laguna - TFC","Eur, F.S.","1984",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-16 17:50:03-03","UCS","HUCS","30290","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Kuhbier, B.H.","1977","09","04","Alemanha","F. Bremen","Bremen-Hollerland","im Graben links vom Jan-Reiners-Wanderweg",NA,"s.n.","Angiospermae",NA,NA,"Alismatales",NA,"Herbarium BREM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-16 17:50:03-03","UCS","HUCS","30300","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Kuhbier, B.H.","1966","06","19","Alemanha","F. Bremen","Kreis Fiesdland",NA,NA,"s.n.","Angiospermae",NA,NA,"Alismatales",NA,"Herbarium BREM; im Strassengraben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-16 17:50:03-03","UCS","HUCS","30486","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Kuhbier, B.H.","1981","09","03","Alemanha","Bremem",NA,"Schmarren",NA,"s.n.","Angiospermae",NA,NA,"Alismatales",NA,"Herbarium BREM; im Deischschloot neben der Strasse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:47:54-03","MBM","MBM","82138","PreservedSpecimen","Plantae","Zannichelliaceae","Zannichellia","pallustris",NA,"Zannichellia pallustris","L.","Fischer, G.","1899","08",NA,"Germany",NA,NA,NA,"MBM082138","s.n.",NA,"MBM082138",NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:37:44-03","MBM","MBM","93059","PreservedSpecimen","Plantae","Najadaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Gómez, L.D.",NA,NA,NA,"Costa Rica",NA,NA,NA,"MBM093059","19387",NA,"MBM093059",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:37:44-03","MBM","MBM","112032","PreservedSpecimen","Plantae","Najadaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Marie Mooar",NA,NA,NA,"USA",NA,NA,"Montana","MBM112032","5508",NA,"MBM112032",NA,NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:37:44-03","MBM","MBM","80272","PreservedSpecimen","Plantae","Najadaceae","Zannichellia","palustris","indica","Zannichellia palustris indica","(Cham.) Graebner","Tsuchiya, K.",NA,NA,NA,"Japan",NA,NA,NA,"MBM080272","2921",NA,"MBM080272",NA,NA,"Asia-Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:37:44-03","MBM","MBM","352771","PreservedSpecimen","Plantae","Najadaceae","Zannichellia","palustris","pedicellata","Zannichellia palustris pedicellata","L.","Leute, G.H.","1982","04","07","Yugoslavia (Former)",NA,NA,"Süd-Dalmatien","MBM352771","6865",NA,"MBM352771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-03 21:49:59-03","MNHN","RECOLNAT_MNHN_P","P01726151","PreservedSpecimen",NA,"Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Collot, D.","1978","10","13","Bolívia",NA,NA,"Lago Titicaca - Cd Santa Rosa. Bolívia","P01726151",NA,NA,"P01726151_01",NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01726151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"3810",NA,"5 bis","hb",NA,NA,NA
"21","2015-09-03 21:49:59-03","MNHN","RECOLNAT_MNHN_P","P01726152","PreservedSpecimen",NA,"Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","[Collot], D.","1978","10","13","Bolívia",NA,NA,"Lago Titicaca. Cd. Santa Rosa. Bolívia","P01726152",NA,NA,"P01726152_01",NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01726152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"3810",NA,"5 bis","hb",NA,NA,NA
"22","2015-09-03 21:49:59-03","MNHN","RECOLNAT_MNHN_P","P01726153","PreservedSpecimen",NA,"Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Collot, D.","1978","2","19","Bolívia",NA,NA,"Lago Titicaca - Desaguadero. Bolívia","P01726153",NA,NA,"P01726153_01",NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01726153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"5","hb",NA,NA,NA
"23","2015-09-03 21:49:59-03","MNHN","RECOLNAT_MNHN_P","P01726154","PreservedSpecimen",NA,"Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Collot, D.","1978","2","19","Bolívia",NA,NA,"Lago Titicaca - Desaguadero. Bolívia","P01726154",NA,NA,"P01726154_01",NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01726154' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"3810",NA,"5","hb",NA,NA,NA
"24","2013-03-15 09:30:00-03","MO","MOBOT","100577205","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","M. Franken","1995","9","25","Bolivia","Oruro","Cercado","Lago Uru Uru",NA,"Franken 712",NA,NA,NA,NA,"South America",NA,"Beck",NA,"3695.00000000",NA,NA,NA,"-67.0833333","-18.0833333","1"
"25","2008-05-27 22:02:00-03","MO","MOBOT","1885649","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Stephan G. Beck","1996","2","4","Bolivia","La Paz",NA,NA,NA,"Beck 22679",NA,NA,NA,NA,"South America",NA,"N. Ritter (CSU)",NA,"3810.00000000",NA,NA,NA,NA,NA,NA
"26","2010-05-05 17:37:00-03","MO","MOBOT","2297868","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Juan H. Hunziker","1947","4","28","Argentina","Buenos Aires",NA,"Río Luján F.C.C.A.",NA,"Hunziker 2336",NA,NA,NA,NA,"South America",NA,"Haynes, R. R.",NA,NA,NA,NA,NA,NA,NA,NA
"27","2010-04-24 08:23:00-03","MO","MOBOT","2340100","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Angel L. Cabrera|Norma B. Deginani|Nuncia M. Tur|Emilio A. Ulibarri","1992","3","23","Argentina","Jujuy",NA,"Volcán, Laguna Calera del Volcán",NA,"Cabrera 34733",NA,NA,NA,NA,"South America",NA,"Haynes, R. R.",NA,NA,NA,NA,NA,NA,NA,NA
"28","2013-12-29 16:15:00-02","MO","MOBOT","2453163","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Alberto Castellanos",NA,NA,NA,"Argentina","Córdoba",NA,NA,NA,"Castellanos s.n.26",NA,NA,NA,NA,"South America",NA,"Haynes, R. R.",NA,NA,NA,NA,NA,NA,NA,NA
"29","2010-04-30 10:26:00-03","MO","MOBOT","2453181","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","C.L. Spegazzini","1901","3","4","Argentina","Mendoza",NA,"Camino entre Puente del Inca y Punta de Vacas (paso de Uspallata)",NA,"Spegazzini s.n.173",NA,NA,NA,NA,"South America",NA,"Haynes, R. R.",NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3209737","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1920","9","17","Bolivia","La Paz","Pacajes","Ulloma, in the river-bed of Rio Caranguilla",NA,"Asplund 376",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,"3800.00000000",NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3209739","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1920","9","22","Bolivia","La Paz","Pacajes","Calacoto, in Rio Desagudero",NA,"Asplund 419",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","3209742","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1921","1","31","Bolivia","La Paz","Ingavi","Guaqui, in Lago Titicaca",NA,"Asplund 2208",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3209743","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1921","2","28","Bolivia","La Paz","Pacajes","Calacoto,in Rio Desaguadero, in a pool",NA,"Asplund 2657",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3209744","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1921","4","11","Bolivia","La Paz","Ingavi","Guaqui, in a pool",NA,"Asplund 3450",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,"3850.00000000",NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3209745","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Erik Asplund","1921","5","13","Bolivia","Oruro","Sajama","Carangas, pool in a bog",NA,"Asplund 3978",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,"4200.00000000",NA,NA,NA,NA,NA,NA
"36","2011-06-21 11:39:00-03","MO","MOBOT","3209764","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Martín Cárdenas","1931","12",NA,"Bolivia","Potosí","Nor Chichas","Quechisla",NA,"Cárdenas Hermosa 72",NA,NA,NA,NA,"South America",NA,"Foster's catalog note file",NA,NA,NA,NA,NA,"-66.0166667","-20.9",NA
"37","2020-09-12 05:00:02-03","US","US","937117","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.",NA,"1890","9",NA,"Chile","Atacama (III)",NA,"Desert of Atacama, Chili.",NA,"1259",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","83238","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.",NA,"1890","9",NA,"Chile","Atacama (III)",NA,"Desert of Atacama.","US03833070","1259",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","1055257","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","R. E. Fries","1901","10","27","Argentina","Salta",NA,"S. Antonio de los Cobres in agua.","US03833062","715",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","1495335","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","I.M. Johnston","1925","10","22","Chile","Atacama (III)",NA,"Northern Chile. Dept. Chañaral. Below Agua Encanche. Quebrada de Potrerillos, along old road between Encanche and town of Potrerillos.","US03833069","3676",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,"2200",NA,NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","534209","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","R. E. Fries","1901","10","22","Argentina","Jujuy",NA,"Moreno.","US03833061","694",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,"3500",NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2588306A","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","A. López M.","1970","3","23","Peru","Arequipa",NA,"Yura. Dpto. Arequipa.","US03833056","7376",NA,NA,"Monocotyledonae","Najadales","South America - Neotropics",NA,NA,NA,"2700",NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","1055301","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","R. E. Fries","1901","10","22","Argentina","Jujuy",NA,"Moreno.","US03833059","694",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,"3500",NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","297370","PreservedSpecimen","Plantae","Zannichelliaceae (Potamogetonaceae)","Zannichellia","palustris",NA,"Zannichellia palustris","L.","C. Galander","1877","11","24","Argentina","Cordoba",NA,"Córdoba (Tases).","US03833063","s.n.",NA,NA,"Monocotyledonae","Najadales","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2018-05-14 16:37:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris",NA,"G. Hieronymus","1877","3","19","Argentina","Córdoba",NA,NA,NA,"s.n.","Spermatophyta",NA,"Monocotyledoneae",NA,"South America",NA,"RRC ID Flag",NA,NA,NA,NA,NA,"-64","-32",NA
"46","2016-11-16 15:02:27-02","F","FMNH-SEEDPLANTS","V0081342F","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris",NA,"M. O. Dillon & D. Dillon","1988","10","29","Chile","Antofagasta","Antofagasta","Upper reaches of Quebrada San Ramon, Aguada de Bateas","V0081342F","5809","Spermatophyta","V0081342F_01","Monocotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"-70.32","-25.38",NA
"47","2016-11-16 15:02:29-02","F","FMNH-SEEDPLANTS","V0081344F","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris",NA,"J. F. Macbride","1923","9","18","Peru","Lima",NA,"Callao","V0081344F","5878","Spermatophyta","V0081344F_01","Monocotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"-77.03","-12",NA
"48","2016-11-16 15:02:30-02","F","FMNH-SEEDPLANTS","V0081345F","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris",NA,"J. J. Soukup","1944","1",NA,"Peru","Lima","Lima","Chosica","V0081345F","2183","Spermatophyta","V0081345F_01","Monocotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"-76.7","-11.93",NA
"49","2016-11-16 15:02:49-02","F","FMNH-SEEDPLANTS","V0082054F","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris",NA,"M. Weigend & H. Förther","1997","9","28","Peru","Ica","Chincha Alta","Río San Juan above Chincha at border to Dept. Huancavelica","V0082054F","97/575","Spermatophyta","V0082054F_01 V0082054F_02","Monocotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"-76","-13.4",NA
"50","2019-11-01 15:17:20-03","UnB","UB","187523","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Westra, LYT; Rooden, JV","1974","11","06","Malta",NA,NA,"Qasam Barrani. W of Mellieha.","UB0027493","350","Monocotyledonae",NA,NA,NA,"Europe","Abundant in several rock pools (limestone).","Westra, LYT","1976",NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Zannichelliaceae","Zannichellia","palustris","genuina","Zannichellia palustris genuina","Asch.","?",NA,NA,NA,"?",NA,NA,"Ex America australi typicam haud vidi.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Zannichelliaceae","Zannichellia","palustris","pedicillata","Zannichellia palustris pedicillata","Wahlenb.","Niederlein, G",NA,NA,NA,"Argentina",NA,NA,"In republica Argentina locis plurimis",NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Zannichelliaceae","Zannichellia","palustris","pedicillata","Zannichellia palustris pedicillata","Wahlenb.","Hieronymus, GHEW",NA,NA,NA,"Argentina",NA,NA,"In republica Argentina locis plurimis",NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Zannichelliaceae","Zannichellia","palustris","pedicillata","Zannichellia palustris pedicillata","Wahlenb.","Lorentz, PG",NA,NA,NA,"Argentina",NA,NA,"In republica Argentina locis plurimis",NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:14:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Zannichelliaceae","Zannichellia","palustris","pedicillata","Zannichellia palustris pedicillata","Wahlenb.","Galentz",NA,NA,NA,"Argentina",NA,NA,"In republica Argentina locis plurimis",NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","14580","PreservedSpecimen","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Castroviejo, S.","1980","07",NA,"Espanha","Ciudad Real","Villarta de San Juan","Margem de águas someras, salobres y tranquilas del rio Cigüela.","HAS0014580","s.n.","Magnoliophyta",NA,NA,NA,NA,"Exemplar n° 1975 SC. Recebido por intercâmbio do Herbário MA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:17:19-03","IBt","SP","103949","S","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Laine, U","1965","09","05","Finlândia","Regio Aboensi","Kustavi",NA,"SP045037","s.n.",NA,"SP045037",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:17:19-03","IBt","SP","115923","S","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Leonard, SW; Radford, AE","1970","04","29","Estados Unidos","North Carolina","Dare",NA,"SP045039","3400",NA,"SP045039",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:17:19-03","IBt","SP","156341","S","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Westra, LYT; Rooden, J","1974","11","06","Malta","Qasam Barrani","Mellieha",NA,"SP045040","350",NA,"SP045040",NA,NA,"Europe",NA,"Haynes, RR","1989",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:17:19-03","IBt","SP","188786","S","Plantae","Potamogetonaceae","Zannichellia","palustris",NA,"Zannichellia palustris","L.","Dale Thomas, R","1970","07","29","Estados Unidos","Arkansas","Fulton",NA,"SP045038","20432",NA,"SP045038",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,NA,NA,NA,NA
