"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber"
"11","2019-11-19 14:08:15-03","UFRPE","PEUFR","5396","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","nuda","Huperzia nuda","(Nessel) Øllg. Wind.","Windisch",NA,"I. Pontual","1046","1971","01",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia",NA,"Planta com +/- 20cm de altura","PEUFR005396",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA
"12","2020-10-14 10:02:30-03","FURB","FURB","50604","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Dittrich, VAO",NA,"Dittrich, V.A.O.; Vale, A.A.; Ribeiro, J.H.C. & Santana, L.D.","1880","2014","05",NA,"Brasil","Minas Gerais","Picada para o Pico do Papagaio.",NA,"Terrícola em borda de Floresta Ombrófila Densa","FURB50604","FURB50604","11","Aiuruoca","-44.6522222","-22.0441666","-44.6522222","-22.0441666","1919","1919",NA,NA,NA,NA,"2014","05",NA,NA
"13","2021-03-16 17:56:29-03","UCS","HUCS","48786","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ. ex Nessel) B. Øllg.","Gonzatti, F.",NA,"Gonzatti, F.","3925","2017","11",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó",NA,"Erva ereta em área de lageado, subida para a Tronqueira","HUCS002584","HUCS002584","13","Alto Caparaó","-41.837111","-20.409917","-41.837111","-20.409917","1350","1350",NA,NA,NA,NA,"2018","11",NA,NA
"14","2020-12-21 16:32:08-03","MBM","MBM","414389","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B. Øllg.","Dittrich, V.A.O.",NA,"Dittrich, V.A.O.; Vale, A.A.; Ribeiro, J.H.C.; Santana, L.D.; Vale, A.A.; Ribeiro, J.H.C.; Santana, L.D.","1880","2014","05","Southern America","Brazil","Minas Gerais","Pico do Papagaio, picada para o Pico do Papagaio",NA,"Terrícola.; Em borda de Floresta Ombrófila Densa.","MBM414389",NA,"11","Aiuruoca","-44.652222","-22.044167","-44.652222","-22.044167","1919","1919",NA,NA,NA,NA,"2014","05",NA,NA
"15","2020-09-30 10:19:40-03","MNHN","RECOLNAT_MNHN_P","P01224083","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel & Hoehne) B.Øllg.",NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01224083' target='other'> <mi>dwc_moreinfo</mi></a>","P01224083","P01224083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6405"
"16","2020-09-30 10:19:40-03","MNHN","RECOLNAT_MNHN_P","P01224084","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel & Hoehne) B.Øllg.",NA,NA,"Glaziou, A.",NA,"1872","10",NA,"Brasil","Rio de Janeiro","Haut des Orgues, coté de Sto. Antonio","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01224084' target='other'> <mi>dwc_moreinfo</mi></a>","P01224084","P01224084_01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6405"
"17","2015-09-03 16:08:58-03","MNHN","RECOLNAT_MNHN_P","P01224085","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel & Hoehne) B.Øllg.",NA,NA,"Dusén, P.K.H.",NA,"1902","6",NA,"Brésil",NA,"S.a do Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01224085' target='other'> <mi>dwc_moreinfo</mi></a>","P01224085","P01224085_01 P01224085_02","28",NA,NA,NA,NA,NA,"2100",NA,NA,NA,NA,NA,NA,NA,NA,"651"
"18","2016-06-15 12:46:28-03","MNHN","RECOLNAT_MNHN_P","P01903564","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel & Hoehne) B.Øllg.",NA,NA,"Dusén, P.",NA,"1902","5",NA,"Brésil",NA,"Serra do Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903564' target='other'> <mi>dwc_moreinfo</mi></a>","P01903564","P01903564_01","21",NA,NA,NA,NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,"151"
"19","2021-02-11 17:19:25-03","UFPR","UPCB","75394","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Ollg.","Pereira, J.B.S.",NA,"Pereira, J.B.S.","728","2013","02",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Estrada BR 1, km 11.",NA,"Rupícola à beira da estrada..",NA,NA,"11","Itatiaia","-44.678333","-22.384167","-44.678333","-22.384167","2200","2300",NA,NA,NA,NA,"2013","03","02",NA
"20","2020-09-29 14:53:04-03","UFPR","UPCB","69421","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Øllg.","Pereira, J.B.S.",NA,"Pereira, J.B.S. et al.","52","2007","09",NA,"Brasil","Paraná","Parque Estadual Pico Paraná.",NA,".Sobre o solo. Interior da mata.Trilha para o cume, entre o início da cela e o acampamento 1. Floresta Ombrófila Densa Altomontana..","UPCB0010970","UPCB0010970","29","Campina Grande do Sul","-48.833333","-25.25","-48.833333","-25.25","1400","1400",NA,NA,NA,NA,"2008","01","01",NA
"21","2020-09-29 14:53:04-03","UFPR","UPCB","69465","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Øllg.","Pereira, J.B.S.",NA,"Pereira, J.B.S. | Meyer, M.","175","2008","02",NA,"Brasil","Paraná","Parque Estadual Pico Paraná. Pico Itapiroca.",NA,"Terrestre. Campo de Altitude. Floresta Ombrófila Densa Altomontana..","UPCB0010976","UPCB0010976","17","Campina Grande do Sul","-48.833333","-25.233333","-48.833333","-25.233333","1750","1750",NA,NA,NA,NA,"2008","01","01",NA
"22","2020-09-29 14:53:04-03","UFPR","UPCB","69466","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Øllg.","Pereira, J.B.S.",NA,"Pereira, J.B.S. | Meyer, M.","176","2008","02",NA,"Brasil","Paraná","Parque Estadual Pico Paraná. Pico Itapiroca.",NA,"Terrestre. Campo de Altitude. Floresta Ombrófila Densa Altomontana..","UPCB0010977","UPCB0010977","17","Campina Grande do Sul","-48.833333","-25.233333","-48.833333","-25.233333","1750","1750",NA,NA,NA,NA,"2008","01","01",NA
"23","2021-02-11 17:19:25-03","UFPR","UPCB","75414","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Ollg.","Pereira, J.B.S.",NA,"Pereira, J.B.S.","708","2013","02",NA,"Brasil","São Paulo","Parque Nacional da Serra da Bocaina.",NA,"Rupícola à beira da estrada. Planta mais de 5 vezes dicotomicamente dividida..",NA,NA,"07","São José do Barreiro","-44.610833","-22.781667","-44.610833","-22.781667","1500","1600",NA,NA,NA,NA,"2013","03","02",NA
"24","2020-09-29 14:53:04-03","UFPR","UPCB","59242","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B.Øllg.","Michelon, C.",NA,"Schwartsburd, P.B. | Lima, A.M.X.","1255","2007","03",NA,"Brasil","Paraná","Serra do Capivari, Morro Capivari Grande.",NA,"Rupícola da matinha nebular. Floresta altomontana, mata nebular e campos de altitude..","UPCB0010967","UPCB0010967","04","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1600","1600",NA,"55154","auto",NA,"2013","04","26",NA
"25","2020-06-15 15:31:02-03","UNESP-RC","HRCB","64922","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Christ ex Nessel) B. Øllg.","Salino, A.",NA,"Grupo Verde",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Estrada para a Parte Alta do PARNA do Itatiaia.",NA,NA,NA,NA,NA,"Itamonte","-44.725028","-22.364639","044°43'30.1W","22°21'52,7S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-03-04 20:43:20-03","UFMG","BHCB-SL","113940","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","nuda","Huperzia nuda","(Nessel) B.Øllg. & P.G.Windsch","Salino, A",NA,"Salino, A; Dittrich, VAO; Pivari, MOD","12998","2007","12","América","Brasil","Rio de Janeiro","Área da Pousada Campos de Altitude e Parque Estadual da Serra do Papagaio. Área com Campos de Altitude e Floresta Ombrófila Densa Montana.",NA,"Sobre rocha com humus e Sphagnum, local muite úmido, na borda da floresta. Prensado em álcool.",NA,NA,"12","Alagoa","-44.744944","-22.215861","-44.744944","-22.215861","1700","1900",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-11 18:25:56-03","UFMG","BHCB-SL","182305","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Dittrich, VAO; Vale, AA; Ribeiro, JHC; Santana, LD","1880","2014","05","América","Brasil","Minas Gerais","Pico do Papagaio, Picada para o Pico do Papagaio.",NA,"Terrícola em borda de Floresta Ombrófila Densa.",NA,NA,"11","Aiuruoca","-44.652222","-22.044167","-44.652222","-22.044167","1919","1919",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-11 18:25:56-03","UFMG","BHCB-SL","113871","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Salino, A; Dittrich, VAO; Pivari, MOD","12929","2007","12","América","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Subida para o Pico do Garrafão a partir da Pousada Campos de Altitude, Área com Campos de Altitude, Floresta Ombrófila Densa Montana e Alto-montana (Floresta Nebular).",NA,"Terrestre crescendo entre musgos (Polytrichum), no campo de altitude. Prensado em álcool.",NA,NA,"11","Alagoa","-44.767556","-22.208639","-44.767556","-22.208639","2150","2150",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-11 18:25:55-03","UFMG","BHCB-SL","103582","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Almeida, TE; Salino, A",NA,"Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11504",NA,NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, região de Pedra Menina, Macieira e estrada descendo para a Portaria do Parque. Na divisa com o Espírito Santo. Floresta Ombrófila Densa Montana e Floresta Ombrófila Densa Altomontana (Mata Nebular).",NA,"Terrestre na mata. Macieira",NA,NA,NA,"Espera Feliz","-41.829472","-20.479861","-41.829472","-20.479861","1800","1800",NA,NA,NA,NA,"2006","12",NA,NA
"30","2020-02-11 18:25:56-03","UFMG","BHCB-SL","122903","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Salino, A; Heringer, G; Dittrich, VAO","13745","2008","06","América","Brasil","Espírito Santo","Parque Estadual do Forno Grande, Caminho para o Forninho. Floresta Ombrófila Densa Montana e afloramentos rochosos",NA,"Terrestre no campo","BHCB001865","BHCB001865","29","Castelo","-41.101556","-20.526667","-41.101556","-20.526667","1650","1650",NA,NA,NA,NA,"2010","05",NA,NA
"31","2020-02-11 18:25:56-03","UFMG","BHCB-SL","180535","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Salino, A; Moura, LC; Moura, IO","16125","2016","01","América","Brasil","Minas Gerais","Parque Nacional Caparaó, Estrada Cachoeira Bonita - Vale Verde. Floresta Ombrófila.",NA,"Terrícola em barranco á beira de estrada. Dried in alcohol 70%.",NA,NA,"17","Alto Caparaó","41.841111","20.407222","41.841111","20.407222","1780","1780",NA,NA,NA,NA,"2017","04",NA,NA
"32","2020-02-11 18:25:56-03","UFMG","BHCB-SL","187866","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Almeida, TE","s.n.","2013","11","América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita.",NA,"Erva rupícola próximo à Cachoeira Bonita.",NA,NA,"18","Alto Jequitibá","-41.837222","-20.406667","-41.837222","-20.406667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-11 18:25:56-03","UFMG","BHCB-SL","189289","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Bolson, M; Castilho, IOM; Marcusso, GM; Melo, PHA; Royer, CA; Salino, A","Grupo Verde 53","2015","08","América","Brasil","Minas Gerais","Parque Nacional do Itatiaia, Estrada para a Parte Alta do PARNA do Itatiaia.",NA,"Erva terrícola aprox. 50 cm, em barranco na beira da estrada. Amostra em sílica.",NA,NA,"22","Itamonte","-44.725028","-22.364639","-44.725028","-22.364639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-11 18:25:56-03","UFMG","BHCB-SL","111361","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Salino, A; Almeida, TE; Heringer, G; Dittrich, VAO; Lara, DS","12483","2007","07","América","Brasil","Minas Gerais","Parque Nacional do Itatiaia, A caminho de Vargem Grande.",NA,"Terrestre. Em barranco de estrada, em grota úmida.",NA,NA,"12","Itamonte","-44.735167","-22.338028","-44.735167","-22.338028","1850","2000",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-11 18:25:56-03","UFMG","BHCB-SL","111240","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Salino, A",NA,"Salino, A; Almeida, TE; Heringer, G; Dittrich, VAO; Lara, DS","12362","2007","07","América","Brasil","Minas Gerais","Parque Nacional do Itatiaia, Na divisa entre Minas Gerais e Rio de Janeiro, na estrada para o Abrigo Rebouças.",NA,"Terrestre em barranco de estrada.",NA,NA,"10","Itamonte","-44.734","-22.362861","-44.734","-22.362861","2125","2125",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-11 18:25:56-03","UFMG","BHCB-SL","145362","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Souza, FS; Salino, A",NA,"Souza, FS; Machado, TM; Gomides, SC","1293","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira da Farofa.",NA,"Terrestre na cachoeira.",NA,NA,NA,"Alto Caparaó","-41.828389","-20.471917","-41.828389","-20.471917","1937","1937",NA,NA,NA,NA,"2011","12",NA,NA
"37","2020-02-11 18:25:56-03","UFMG","BHCB-SL","145360","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Souza, FS; Salino, A",NA,"Souza, FS; Machado, TM; Gomides, SC","1291","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira da Farofa.",NA,"Saxícola na cachoeira entre Nidularium",NA,NA,NA,"Alto Caparaó","-41.828389","-20.471917","-41.828389","-20.471917","1937","1937",NA,NA,NA,NA,"2011","12",NA,NA
"38","2020-02-11 18:25:56-03","UFMG","BHCB-SL","51991","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.",NA,NA,"Salino, A; et al.","5521A",NA,NA,"América","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"39","2020-02-11 18:25:56-03","UFMG","BHCB-SL","51970","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.",NA,NA,"Salino, A; et al.","5499",NA,NA,"América","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Araponga","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"40","2020-02-11 18:25:56-03","UFMG","BHCB-SL","45224","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.","Almeida, TE; Salino, A",NA,"Magalhães, GM","s.n.","1943",NA,"América","Brasil","Minas Gerais","Serra do Papagaio",NA,NA,NA,NA,NA,"Aiuruoca","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,"27460","auto",NA,"2006","08",NA,NA
"41","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","42021","PreservedSpecimen","Plantae","Pteridophyta",NA,"Lycopodiaceae","Phlegmariurus","nudus","Phlegmariurus nudus","(Nessel) B.Øllg.",NA,NA,"Senna, R.M.","373","1996","07",NA,"Brasil","Rio de Janeiro",NA,NA,"Em paredão úmido comSphagnum","HAS0042021",NA,NA,"Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
