"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"11","2019-08-27 13:25:41-03","IAP","PACA-AGP","53907","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Agrostis","longiberbis","Agrostis longiberbis","Hack. Ex Lor. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: in paludosis alte graminosis","PACA053907",NA,"55856","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:25:41-03","IAP","PACA-AGP","53900","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Agrostis","longiberbis","Agrostis longiberbis","Hack. Ex Lor. B. Sm.","J. R. Swallen","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: in humidis graminosis alte Fenofase: fruto","PACA053900",NA,"55856","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:39:55-03","MBM","MBM","196950","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Kampf, A.N.","Dombrowski, L.T.; et al.; et al.","2775",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM196950",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:39:55-03","MBM","MBM","212406","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Ribas, O.S.","Dombrowski, L.T.; et al.; et al.","10028",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM212406","MBM212406","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:39:55-03","MBM","MBM","25859","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Swallen, J.R.","Hatschbach, G.","7816",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Rio Bracajuvava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM025859","MBM025859","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:39:55-03","MBM","MBM","360597","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Andrade, B.O.","Andrade, B.O.","243","2009","02","15","Southern America","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.1618995666504","-25.0949993133545","1096","1096",NA,"Campos hidrófilos sobre organossolo","MBM360597","MBM360597","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:39:55-03","MBM","MBM","356652","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Trevisan, R.","Andrade, B.O.","243","2009","02","15","Southern America","Brazil","Paraná","Ponta Grossa","Nascente rio Tibagi","-50.1618995666504","-25.0949993133545","1096","1096",NA,"Campos hidrófilos sobre Organossolo","MBM356652","MBM356652","46557","auto",NA,"2009","12",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:39:55-03","MBM","MBM","173271","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","(Nees ex Steud.) Hack. ex Smith","Longhi-Wagner, H.M.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61631",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja, próximo ao alto","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM173271","MBM173271","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-01 15:28:33-03","PUC-RIO","FCAB","1334","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"P.E. Leite S.J.","s.n.","1946","02",NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Nome do determinador não legível.","001334",NA,"21048","auto",NA,"1997","04","23",NA,NA,NA,NA,NA
"20","2015-09-04 17:37:26-03","MNHN","RECOLNAT_MNHN_P","P00166481","PreservedSpecimen",NA,NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Rugolo","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Sao Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166481' target='other'> <mi>dwc_moreinfo</mi></a>","P00166481",NA,NA,NA,NA,NA,NA,NA,"125",NA,NA,NA,NA
"21","2021-02-11 17:21:16-03","UFPR","UPCB","88729","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. Ex L.B. Sm.","Ribas, O.S.","Sousa, L.P.","77","2010","01","27",NA,"Brasil","Paraná","Palmas","Fazenda Coxilhão, Nascende do Rio Dama, Afluente do Rio Chopim","-51.9906005859375","-26.4841995239258","1260","1260",NA,"Campo de Altitude Hidrófilo (Estepe Gramíneo-Lenhosa), Organosolo Háplico; 5ha..","UPCB0038185","UPCB0038185","46666","auto",NA,"2012","03",NA,NA,"70.6094358W","43.120026S",NA,NA
"22","2019-01-08 09:34:00-02","MO","MOBOT","228051","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.",NA,"A. Usteri","Usteri 49",NA,NA,NA,"South America","Brazil","Maranhão",NA,"Pinheiros, S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","224743","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Z. Rúgolo, Oct. 1999 (SI)","Agnes Chase","Chase 9557","1925","4","19","South America","Brazil","Minas Gerais",NA,"Serra da Grama.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-14 12:34:52-03","UNESP-RC","HRCB","64768","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack ex L.B. Sm","Kleber R. Silva, Letícia C. Seidinger, Ricardo A. Gonçalves","Grupo Vermelho",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte Alta/Estrada antes do Abrigo Rebouças","-44.685939","-22.382139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º41'9.38W","22º22'55.70S",NA,NA
"25","2020-09-12 05:00:02-03","US","US","1503587","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.",NA,"A. Usteri","49",NA,NA,NA,"South America - Neotropics","Brazil","Maranhão",NA,"Pinheiros, S. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1","Isotype"
"26","2019-11-13 11:28:35-03","USP","SPF","122909","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Anônimo","Shepherd, GJ","9710","1997","02","17",NA,"Brasil","São Paulo","Queluz","Vale do Ruah, logo abaixo da Pedra da Mina.","-44.846389","-22.408333","2400","2400",NA,NA,"SPF00122909","SPF00122909",NA,NA,NA,NA,NA,NA,NA,"-44.846389","-22.408333",NA,NA
"27","2020-08-20 14:59:24-03","UFSC","FLOR","34500","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","886","2006","03","08",NA,"Brasil","Santa Catarina","Urubici","Encosta do Morro Boa Vista, Campo dos Padres.","-49.3375","-27.9475","1508","1508",NA,"erva","FLOR0034500","FLOR0034500",NA,NA,NA,NA,NA,NA,NA,"49º20'15''W","27º56'51''S",NA,NA
"28","2020-08-20 20:41:15-03","UFSC","FLOR","34522","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","908","2006","03","08",NA,"Brasil","Santa Catarina","Urubici","Campo do primeiro platô do Morro Boa Vista, Campo dos Padres.","-49.346389","-27.944167","1529","1529",NA,"erva","FLOR0034522","FLOR0034522",NA,NA,NA,"2006",NA,NA,NA,"49º20'47''W","27º56'39''S",NA,NA
"29","2020-08-20 20:41:15-03","UFSC","FLOR","34874","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1082","2006","04","27",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munareto, parte oeste dos campos do Rio Espraiado, Campo dos Padres.","-49.355278","-27.995","1355","1355",NA,"Muito comum, ramos verticilados. Habitat: turfeira","FLOR0034874","FLOR0034874",NA,NA,NA,"2007",NA,NA,NA,"49º21'19''W","27º59'42''S",NA,NA
"30","2020-08-20 20:41:15-03","UFSC","FLOR","34875","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1083","2006","04","27",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munareto, parte oeste dos campos do Rio Espraiado, Campo dos Padres.","-49.355278","-27.995","1355","1355",NA,"Muito comum, ramos verticilados. Habitat: turfeira","FLOR0034875","FLOR0034875",NA,NA,NA,"2007",NA,NA,NA,"49º21'19''W","27º59'42''S",NA,NA
"31","2020-08-20 14:59:24-03","UFSC","FLOR","35960","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.",NA,"Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","1297","2007","03","13",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo leste do Cânion do Espraiado, Campo dos Padres.","-49.329167","-27.991667","1423","1423",NA,"Habitat: campo turfoso","FLOR0035960","FLOR0035960",NA,NA,NA,NA,NA,NA,NA,"49º19'45''W","27º59'30''S",NA,NA
"32","2020-08-20 14:59:24-03","UFSC","FLOR","36003","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","1364","2007","03","14",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo oeste do Cânion do Espraiado, Campo dos Padres.","-49.331944","-27.993889","1382","1382",NA,"Comum Habitat: campo turfoso","FLOR0036003",NA,NA,NA,NA,NA,NA,NA,NA,"49º19'55''W","27º59'38''S",NA,NA
"33","2020-08-20 14:59:24-03","UFSC","FLOR","36033","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","1394","2007","03","15",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo entre o Cânion do Espraiado e divisa com Aiurê, Campo dos Padres.","-49.331944","-27.995278","1378","1378",NA,"Muito comum com Xyris e Axonopus ramboi Habitat: banhado","FLOR0036033","FLOR0036033_01 FLOR0036033_02",NA,NA,NA,NA,NA,NA,NA,"49º19'55''W","27º59'43''S",NA,NA
"34","2020-08-20 20:41:15-03","UFSC","FLOR","37545","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Dalmolim, E.","Zanin, A.","1603","2010","01","09",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Habitat: solo úmido","FLOR0037545",NA,"30102","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"35","2020-08-20 20:41:15-03","UFSC","FLOR","37571","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Dalmolim, E.","Freitas, D.M.","53","2010","01","10",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Habitat: solo úmido","FLOR0037571",NA,"30102","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"36","2020-08-20 20:41:15-03","UFSC","FLOR","42226","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Dalmolim, E.","Prompt, A.; Zanin, A.","38","2009","02","10",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva Habitat: campo","FLOR0042226",NA,"30102","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA
"37","2020-08-20 14:59:24-03","UFSC","FLOR","24985","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Dalmolim, E.","Falkenberg, D.B.; Souza, M.L.","6882","1995","01","04",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, próximo da antena mais distante do CINDACTA.","-49.5917015075684","-28.0149993896484","1750","1750",NA,"graminóide, 0,3m altura Habitat: campo altimontano turfoso","FLOR0024985",NA,"30102","auto",NA,"2013","08","09",NA,NA,NA,NA,NA
"38","2020-08-20 20:41:15-03","UFSC","FLOR","34671","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B.Sm.","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1057","2006","03","10",NA,"Brasil","Santa Catarina","Urubici","Próximo a casa da Fazenda do Sr. Arno Philippe, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva","FLOR0034671","FLOR0034671","30102","auto",NA,"2006",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:52:25-03","UFRGS","ICN","150653","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Longhi-Wagner, HM","Zanin, A; et al.","1297","2007","03","13","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto campo leste do Cânion do Espraiado 27°59'50 S 49°19'76 W","-49.329167","-27.997222","1423","1423",NA,"Doação Herbário FLOR.; Campo turfoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.329167","-27.997222",NA,NA
"40","2021-02-08 12:52:25-03","UFRGS","ICN","150436","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.",NA,"Zanin, A; et al.","886","2006","03","08","América do Sul","Brasil","SC","Urubici","Campo dos Padres encosta do Morro Boa Vista","-49.3375","-27.9475","1508","1508",NA,"Doação Herbário FLOR.; Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.3375","-27.9475",NA,NA
"41","2021-02-08 12:52:25-03","UFRGS","ICN","150450","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.",NA,"Zanin, A; et al.","908","2006","03","08","América do Sul","Brasil","SC","Urubici","Campo dos Padres campo do primeiro platô do Morro Boa Vista","-49.346389","-27.944167","1529","1529",NA,"Doação Herbário FLOR.; Erva.; Campo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.346389","-27.944167",NA,NA
"42","2021-02-08 12:52:25-03","UFRGS","ICN","150507","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Longhi-Wagner, HM","Zanin, A; et al.","1082","2006","04","27","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto parte oeste dos campos do Rio Espraiado 27°59'42 S 49°21'19 W","-49.355278","-27.995","1355","1355",NA,"Doação Herbário FLOR.; Ramos verticilados.; Turfeira. Muito comum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.355278","-27.995",NA,NA
"43","2021-02-08 12:52:25-03","UFRGS","ICN","150508","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Longhi-Wagner, HM","Zanin, A; et al.","1083","2006","04","27","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto parte oeste dos campos do Rio Espraiado 27°59'42 S 49°21'19 W","-49.355278","-27.995","1355","1355",NA,"Doação Herbário FLOR.; Ramos verticilados.; Turfeira. Muito comum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.355278","-27.995",NA,NA
"44","2021-02-08 12:52:25-03","UFRGS","ICN","150675","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Longhi-Wagner, HM","Zanin, A; et al.","1364","2007","03","14","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto campo oeste do Cânion do Espraiado 27°59'64 S 49°19'92 W","-49.331944","-27.993889","1382","1382",NA,"Doação Herbário FLOR.; Campo turfoso. Comum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.331944","-27.993889",NA,NA
"45","2021-02-08 12:52:25-03","UFRGS","ICN","150692","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Longhi-Wagner, HM","Zanin, A; et al.","1394","2007","03","15","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto campo entre o Cânion do Espraiado e divisa com Aiurê 27°59'73 S 49°19'93 W","-49.331944","-27.995278","1378","1378",NA,"Doação Herbário FLOR.; Banhado. Muito comum com Xyris e Axonopus ramboi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.331944","-27.995278",NA,NA
"46","2021-02-08 12:52:25-03","UFRGS","ICN","132520","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Lerina, R","Moura, R; Dantas, HG; Ribeiro, RR","360","2003","11","01","América do Sul","Brasil","RJ","Itatiaia","Parque Nacional do Itatiaia Abrigo Rebouças","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:52:25-03","UFRGS","ICN","051371","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Rúgolo, L","Sanchotene, MC","s.n.","1978","05","13","América do Sul","Brasil","RS","Arroio Grande","Chácara Queimada","-53.0868988037109","-32.2374992370605",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,"65487","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:52:25-03","UFRGS","ICN","113260","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Sanchotene, M do C","Sanchotene, Mdo C","7","1978","05","13","América do Sul","Brasil","RS","Arroio Grande","Chácara Queimada","-53.0868988037109","-32.2374992370605",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,"65487","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:52:25-03","UFRGS","ICN","041068","S","Plantae","Monocotyledon",NA,"Poaceae","Agrostis","longiberbis","Agrostis longiberbis","Hack. ex L.B. Sm.","Rúgolo, Z","Boechat, SC","s.n.","1977","02",NA,"América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pântano.",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
