"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","occurrenceRemarks","monthIdentified","fieldNumber","continentOcean","minimumElevationInMeters","individualCount","maximumElevationInMeters","class","order","dayIdentified","typeStatus"
"11","2020-01-17 04:33:00-03","MO","MOBOT","100787162","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","L. Valenzuela. (HOXA)","Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz|Cindy Barboza","Valenzuela Gamarra 26993","2013","11","18","Peru","Junín","Satipo","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi.","-73.6608333","-11.9641667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101","South America","786.00000000","2","1086.00000000",NA,NA,NA,NA
"12","2015-05-13 12:31:00-03","MO","MOBOT","1113987","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","R. Vasquez (MO)","Camilo Díaz S.|Hulda Osores|H. Díaz|D. Díaz","Díaz Santibáñez 7771A","1996","1","23","Peru","Amazonas","Bagua","Distrito Imaza: comunidad Aguaruna Putuim: Anexo de Yamayakat. Zonas atlas de Putuium: campou: 240 degrees SW de Putuim (285 degrees SW de Yamaykat).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251","South America","700.00000000","2","750.00000000",NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","635172","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","C. H. Dodson","Walter A. Palacios","Palacios Cuenca 4320","1989","5","17","Ecuador","Napo",NA,"Cantón Tena. Estación Biológica Jatun Sacha. Río Napo, 8 km al este de Misahuallí. Bosque muy húmedo Tropical. Bosque primario. Colinas; suelos rojos Dystropept.","-77.6","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-59","South America","400.00000000","10",NA,NA,NA,NA,NA
"14","2011-06-09 17:10:00-03","MO","MOBOT","642193","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Calaway H. Dodson|et al.","Dodson 17752","1988","11","23","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1100.00000000",NA,NA,NA,NA,NA,NA
"15","2011-06-09 17:10:00-03","MO","MOBOT","642339","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Calaway H. Dodson|et al.","Dodson 17753","1988","11","23","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1100.00000000",NA,NA,NA,NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","646925","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"D.E. Christensen","Christensen 88091",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-12 15:06:00-03","MO","MOBOT","658861","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"VILLEGAS","VILLEGAS 75","1975","8","20","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"1",NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","673686","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"G. A. Suárez","Suárez 47",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","450.00000000",NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","678696","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Calaway H. Dodson|Mark W. Chase","Dodson 17250","1987","6","23","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","450.00000000",NA,NA,NA,NA,NA,NA
"20","2018-10-16 08:56:00-03","MO","MOBOT","773428","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","R. Vasquez (MO)","Victor Huashikat","Huashikat 646","1979","9","17","Peru","Amazonas","Condorcanqui","Monte Virgen, 900 m. atrás de la comunidad de Caterpiza, trocha de mitayar, banda este de la Quebrada Caterpiza, Río Santiago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","South America","200.00000000","3",NA,NA,NA,NA,NA
"21","2008-07-31 10:50:00-03","MO","MOBOT","943541","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","R. Vasquez (MO)","Brent Berlin","Berlin 943","1973","3","11","Peru","Amazonas","Condorcanqui","Rio Cenepa region. Near Yuwi inci Creek, 6 hour walk from the Pongo Mori, Rio Comaina, on trail to Kusu (Rio Numpatakai).","-78.2166667","-4.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","South America","518.16000000","1","609.60000000",NA,NA,NA,NA
"22","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","16411",NA,"Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","C. N. Fraga","C. N. de Fraga","368","1997","08","20","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278",NA,"MBML016411",NA,NA,NA,"40W25'20","20S36'19","Formação de restinga aberta de Clusia. Terrestre, flores com sépalas e pétalas amarelas-acastanhadas, com máculas vinosas, labelo amarelo avermelhado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","23491",NA,"Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","A. P. Fontana/21-05-2005","L. Kollmann","7349","2005","02","04","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML023491",NA,NA,NA,"40W31'49","19S58'17","Epífita na sombra. Flores amarronzadas claro com pintas mais escuras, labelo vermelho escuro, grena escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","31431",NA,"Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","L. Kollmann/09-08-2007","L. Kollmann; A. P. Fontana","10011","2007","08","09","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML031431",NA,NA,NA,"40W31'49","19S58'17","Epífita na luz forte. Flores secas.",NA,NA,NA,"570",NA,"570",NA,NA,NA,NA
"25","2020-06-17 15:25:24-03","UNESP-RC","HRCB","11408","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","J. E. L. S. Ribeiro","Garcia, F. C. P.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-17 15:25:24-03","UNESP-RC","HRCB","11849","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","J. E. L. S. Ribeiro","Romero, R.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-17 15:25:24-03","UNESP-RC","HRCB","11877","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","J. E. L. S. Ribeiro","Romero, R.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-23 12:17:32-03","CEPLAC","CEPEC","117435","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi",NA,"Sem Informação","Perdiz, R. de O.","69","2007","07","01","Brasil","Bahia","arataca","Serra das Lontras. Ca. de 7 km no ramal que liga o distrito de Itatinguí à Serra. Fazendas de Monteiro e Ciro.","-39.385278","-15.189444",NA,NA,NA,NA,NA,"39W23'7","15S11'22","UNICATA. Fotos",NA,NA,NA,"820",NA,"820",NA,NA,NA,NA
"29","2020-07-23 12:17:32-03","CEPLAC","CEPEC","116953","PreservedSpecimen","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi",NA,"Sem Informação","Lopes, M. M. M.","1269","2007","04","19","Brasil","Bahia","ALMADINA","Serra do Corcovado. 9,8Km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco. Parte alta da encosta.","-39.603333","-14.705833",NA,NA,NA,NA,NA,"39W36'12","14S42'21","UNICATA.",NA,NA,NA,"800",NA,"800",NA,NA,NA,NA
"30","2021-03-04 15:42:07-03","IF","SPSF","38407","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Batem. ex Lindl.) Rolfe","T.B.Breier","T.B.Breier & M.A.R.Andrade","113","2002","05","23","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","2004",NA,NA,"COLETA: Parcela E11, 7356; flores salmão com manchas púrpuras.; GEOGRAFIA: Parcelas permanentes;","09",NA,"América do Sul",NA,NA,NA,"Liliopsida","Orchidales","30",NA
"31","2014-10-09 13:58:32-03","UHH","HBG","502089","S","Plantae",NA,"Orchidaceae","Xylobium","brachystachyum","Xylobium brachystachyum","Kraenzl.","Kränzlin, F.",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"HBG502089","HBG502089",NA,"1907",NA,NA,"ex Herb. Kränzlin<br>W. Hennis - Hildesheim; Kränzlin Novemb. 1907 NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","11",NA,"South America",NA,NA,NA,NA,NA,NA,"Type ?"
"32","2014-10-09 13:58:32-03","UHH","HBG","502088","S","Plantae",NA,"Orchidaceae","Xylobium","brachystachyum","Xylobium brachystachyum","Kraenzl.","Kränzlin",NA,NA,NA,NA,NA,"Brazil",NA,NA,"St. Catarina",NA,NA,NA,"HBG502088","HBG502088",NA,"1906",NA,NA,"ex Herb. Kränzlin<br>W. Hennis - Hildesheim, aus St. Catarina - Brasilien imp., blühte Octob. 1906; Kränzlin X. 1906 NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","10",NA,"South America",NA,NA,NA,NA,NA,NA,"Holotype"
"33","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Jenman, GS","6179?",NA,NA,NA,"Guyana",NA,NA,"Habitat in Guiana anglica secus flum. Demerara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Jenman, GS","6179",NA,NA,NA,"Guyana",NA,NA,"Habitat in Guiana anglica secus flum. Demerara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Incógnit","s.n.(Hort.",NA,NA,NA,"Trinidad and Tobago",NA,NA,"in insul. Trinitatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe",NA,"Incógnit","s.n.(Hort.",NA,NA,NA,"Trinidad and Tobago",NA,NA,"in insul. Trinitatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:13:55-03","IBt","SP","27158","S","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","Barros, F","Edwall, G","CGG4250","1899","03",NA,"Brasil","São Paulo","Cubatão","Mata virgem.","-46.4199981689453","-23.8899993896484","15123","SP009694","SP009694","auto","1980",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"23",NA
"38","2019-11-21 10:13:55-03","IBt","SP","244354","S","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","Catharino, ELM","Catharino, ELM; et al.","1340","1990","04","24","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades da Serra da Juréia, trilha da Figueira","-47.5499992370605","-24.7000007629395","55628",NA,NA,"auto","1993",NA,NA,"Epifitas a ca. 2,0m alt., mata beira do Rio Verde, sépalas marrons com pintas vinho, lobelo vináceo forte notadamente no ápice, mais claro em direção á base, polínas brancas","09",NA,NA,NA,NA,NA,NA,NA,"20",NA
"39","2019-11-21 10:13:55-03","IBt","SP","46341","S","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","Barros, F","Sobral, J","2",NA,NA,NA,"Brasil","São Paulo","Itanhaém","Cultivada em Tatu, São Paulo, fl. 15/II/1942","-46.7799987792969","-24.1800003051758","26998",NA,NA,"auto","1980",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"23",NA
"40","2019-11-21 10:13:55-03","IBt","SP","27160","S","Plantae",NA,"Orchidaceae","Xylobium","colleyi","Xylobium colleyi","(Bateman ex Lindl.) Rolfe","Barros, F","Marques, MW","s.n.","1928",NA,NA,"Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727","25482",NA,NA,"auto","1980",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"23",NA
