"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","individualCount","coordinatePrecision","geoFlag","infraspecificEpithet","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","400516","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema platynema","Gaudich.","L. B. Smith",NA,NA,NA,"R. Reitz","C778","1944","01","18","Brazil","Santa Catarina","Araranguá","Garuva, Sombrio, Araranguá","-49.4856","-28.9347",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=193861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400516","NY00400516_01","20","20","Magnoliophyta","Poales",NA,NA,NA,"platynema","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","400511","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","E. J. Gouda",NA,NA,NA,"J. E. Leite","2160",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400511","NY00400511_01",NA,NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04207794","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"J. A. Steyermark","87810","1960","11","23","Venezuela","Delta Amacuro",NA,"Rain forest, between La Margarita and Puerta Miranda. Rio Acure",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559983' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207794",NA,"80","100","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4207795","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"R. L. Liesner","8409","1979","06","29","Venezuela",NA,NA,"Disputed area between Estado Falcón and Estado Lara. Cerro Socopo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559984' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207795",NA,"1400","1500","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","04207797","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"B. Maguire","32691","1951","12","02","Venezuela","Bolívar",NA,"Terrestrial on ore body above Chinese slide, east of hill. Cerro Bolívar",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559986' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207797",NA,"1200",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","400564","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","E. J. Gouda",NA,NA,NA,"B. Hoffman","436","1991","10","28","Guyana",NA,NA,"Region: U. Takutu-U. Essequibo. SE Kanuku Mts, western of ridge extending from Makaparima Mt.","-59.27","3.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400564","NY00400564_01","600","700","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","400512","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","L. B. Smith",NA,NA,NA,"P. K. H. Dusén","17453","1915","02","26","Brazil","Paraná","Curitiba","Curityba","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400512","NY00400512_01",NA,NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","400514","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema striata","(Wittm.) Wittm. ex Mez","R. Reitz",NA,NA,NA,"R. Reitz","6336","1958","01","29","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=279937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400514","NY00400514_01","750","750","Magnoliophyta","Poales",NA,NA,NA,"striata","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:42-03","UFRJ","RFA","12488","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"E. Pereira","10620","1967","08","28","Brasil","Rio de Janeiro","Petrópolis","BR-135, Fazenda do Rocio","-43.1786003112793","-22.5049991607666",NA,NA,NA,"RFA51374",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:34-03","UTFPR","DVPR","5366","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Kreckuiski, D",NA,NA,NA,"Kreckuiski, D","s.n.","2017","09","05","Brasil","Paraná","Prudentópolis",NA,"-50.9777984619141","-25.2131004333496",NA,NA,"Geófita, altura estimada 0,60 metros, flor vemelha.","DVPR005366",NA,NA,NA,"Magnoliophyta",NA,NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:26-03","PUCPR","HUCP","21523","S","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Kersten, RA",NA,NA,NA,"Kersten, RA","1450","2010","06","04","Brasil","Paraná","Morretes","Próximo ao Rio do Meio","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:26-03","PUCPR","HUCP","22788","S","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Cristo, GC",NA,NA,NA,"Kersten, RA","1572","2012","05","02","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:26-03","PUCPR","HUCP","23252","S","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Kersten, RA; Hekavey, C",NA,NA,NA,"Hekavey, C","s.n.","2012","07","08","Brasil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana da Usina","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:26-03","PUCPR","HUCP","21831","S","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Kersten, RA",NA,NA,NA,"Selusniaki, M","2976","2009","06","30","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:27:41-03","UFBA","ALCB","038360","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Martinelli, G","2002","11",NA,"Guedes, ML; Guaré, F; Roque, NF; Martins, DV; Muniz, CV","6139","1998","09","19","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai In cio","-41.45","-12.45","-41.45","-12.45","40cm. Folhas rosuladas, margem sem espinhos. Inflorescência com escapo de 1,0m, brácteas amarela na margem e avermelhada na base.; Vegetação rupícola com predominância de gramíneas. Substrato arenito com afloramento rochosos.","ALCB010342","ALCB010342 ALCB010342_1","800","800","Monocotyledon",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:27:41-03","UFBA","ALCB","86977","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Petean, MP","s/n","2008","02","28","Brasil","Paraná","Antonina","Reserva Natural do Morro da Mina","-48.7118988037109","-25.4286003112793",NA,NA,"ca de 3m","ALCB010343","ALCB010343",NA,NA,"Monocotyledon",NA,NA,"38300","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:12:34-03","NBC","NL-BOTANY","L.1426596","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Reitz R",NA,"1944","10","18","Brazil",NA,NA,"Sombrio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426596","NL-L1426596",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:12:34-03","NBC","NL-BOTANY","L.1426597","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Hatschbach GG",NA,"1961","10","15","Brazil",NA,NA,"Parana, Tijucas do Sul, Vossoroca.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426597","NL-L1426597",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:12:34-03","NBC","NL-BOTANY","L.1426598","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Ule EHG",NA,"1895","06","01","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426598 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426598","NL-L1426598",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:12:34-03","NBC","NL-BOTANY","L.1426599","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Hatschbach GG; Haas H",NA,"1967","01","12","Brazil",NA,NA,"Parana, Quatro Barras, Encosto Morro Máe Catira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426599","NL-L1426599",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174484","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Steyermark JA; Bunting GS",NA,"1971","11","27","Venezuela",NA,NA,"Estado Yaracuy: Secciones de sleva nublada a lo largo del camino entre Aroa y Quebrada Honda y Altimara.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174484","NL-U1174484",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174538","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Clarke D",NA,"1997","02","19","Guyana",NA,NA,"Plants of the Guianas. Region: U. Takutu-U. Essequibo. Rewa River: summit of unnamed peak, 5.6 km W of camp.","-58.633333","2.966667","-58.633333","2.966667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174538","NL-U1174538",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0167066",NA,NA,NA,NA
"33","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174539","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Clarke D",NA,"1997","02","19","Guyana",NA,NA,"Plants of the Guianas. Region: U. Takutu-U. Essequibo. Rewa River: summit of unnamed peak, 5.6 km W of camp.","-58.633333","2.966667","-58.633333","2.966667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174539","NL-U1174539",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0167065",NA,NA,NA,NA
"34","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174540","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","11","25","Brazil",NA,NA,"Est. Paraná. Parque nacional do Iguaçú. Near Pinheinrinho, 25 km S.E. of Medianeira. Rainforest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174540","NL-U1174540",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174542","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Gouda EJ",NA,NA,NA,"Hoffman B; Gopaul D",NA,"1991","10","28","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"-59.266667","3.166667","-59.266667","3.166667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174542","NL-U1174542",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0158688",NA,NA,NA,NA
"36","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174543","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","11","08","Brazil",NA,NA,"Est. Paraná. 10 km E. of Campo Novo. Araucarcia forest with many spiny tree-ferns.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174543","NL-U1174543",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:12:34-03","NBC","NL-BOTANY","U.1174544","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Brazil",NA,NA,"Est. Paraná. Serra do Mar; upper Rio do Corvom. S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174544","NL-U1174544",NA,NA,NA,"Poales",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-11-04 11:03:57-03","ESALQ","ESA","125443","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema",NA,NA,NA,NA,NA,"Kuntz, J.","913.0","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.315019","-24.022113","-47.315019","-24.022113","Epífita com botões esverdeados.","ESA125443",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:03:57-03","ESALQ","ESA","124043","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema",NA,"Forster, W.","2013","04","12","Kuntz, J. ; Colletta, G.D.","913.0","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.315019","-24.022113","-47.315019","-24.022113","Epífita com botões esverdeados.","ESA124043",NA,"534","534","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:03:57-03","ESALQ","ESA","50000","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Wanderley, M.G.L.","1994","08","05","Scaramuzza, C.A.M. et al.","843.0","1993","06","26","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"ESA050000","ESA050000",NA,NA,"Magnoliophyta",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:57-03","ESALQ","ESA","84619","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.","Forster, W.","2003",NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","125.0","2003","04","15","Brasil","São Paulo","Ribeirão Grande","BLOQUEADO","-48.3600006103516","-24.0900001525879",NA,NA,"Epífita, frutos pretos, brácteas verdes","ESA084619","ESA084619","810","810","Magnoliophyta",NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-07 08:35:22-03","MN","R","214636","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Moura, R.","728","2008","10",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"R010018743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-07 08:35:22-03","MN","R","219407","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema var. rosea","(Antoine) Mez","Moura, R.","2014","01",NA,"Moura, R.","974","2010","09","25","Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.196283","-23.154747","44°11'46.62W","23°9'17.09S",NA,"R010018730",NA,NA,NA,NA,NA,NA,NA,NA,"var. rosea",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-07 08:35:22-03","MN","R","214634","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Moura, R.","704","2008","10",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"R010018749",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-07 08:35:22-03","MN","R","214642","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Moura, R.","686","2008","09","19","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"R010018738",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-07 08:35:22-03","MN","R","214639","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Moura, R.","685","2008","09","19","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,"R010018735","R010018735",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:22-03","MN","R","46310","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","platynema","Vriesea platynema","Gaudich.",NA,NA,NA,NA,"Dusén, P.K.H.","3553","1904","02","09","Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,NA,NA,"R010018729",NA,NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
