"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2019-03-20 11:47:19-03","MCN-PUC-MINAS","HPUC-MG","ANG090","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Martins, JC; Santos, RM.","Afonso, CG; Colombini, MAG; Pereira, CE, Starling, MFV.",NA,"2007","12","10",NA,"Brasil","Minas Gerais","Belo Horizonte","Mata PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,NA,"Nº 35",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","2888","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Christianini, S.R.","Christianini, S.R.","307","1996","09","19",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,NA,"BOTU002888",NA,NA,NA,NA,"1996","09","9999","9999",NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","2548","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Christianini, S.R.","Assis Camargo, P.F.","340","1996","10","18",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,NA,"BOTU002548",NA,NA,NA,NA,"1997","03","9999","9999","31",NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","2385","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Peixoto, A.L.","Rubio, C.R","32-B","1973","11","11",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,NA,"BOTU002385",NA,NA,NA,NA,"1998",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","24846","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Paschoal, M.E.S.","Paschoal, M.E.S.","2832","2002","05","10",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,NA,NA,NA,"BOTU024846",NA,NA,NA,NA,"2002","05","9999","9999","20",NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","32816","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Torres, R.B.","Yamaki, H.O.","15","2006","10","11",NA,"Brasil","São Paulo","Pindamonhangaba","Votorantim",NA,NA,NA,NA,NA,NA,"BOTU032816",NA,NA,NA,NA,"2007","12","9999","9999",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","24469","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Peixoto, A.L.","Pinheiro, M.H.O.","163","1996","10","17",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,NA,"BOTU024469",NA,NA,NA,NA,"1998","03","9999","9999","03",NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","18628","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Gabriel, J.L.C.","Gabriel, J.L.C.",NA,"1992","06","26",NA,"Brasil","São Paulo","Bofete",NA,NA,NA,NA,NA,NA,NA,"BOTU018628",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","32812","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Torres, R.B.","Silva, S.M.P.","202","2006","07","19",NA,"Brasil","São Paulo","Pindamonhangaba","Fzenda São Sebastião do Ribeirão Grande",NA,NA,NA,NA,NA,NA,"BOTU032812",NA,NA,NA,NA,"2007","12","9999","9999",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:51-03","UTFPR","DVPR","386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Estevan, DA","Ferreira, GM","10","2006","05","08",NA,"Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,"Árvore 5 m, frutos verdes.","DVPR000386","DVPR000386",NA,"20625","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 21:32:49-03","UFBA","ALCB","68794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","DC.","Peixoto, A","Pinheiro, MHO","163","1996","10","17","Southern America","Brasil","São Paulo","Bauru","Jardim Botânico Municipal","-49.05","-22.3",NA,NA,NA,"6 m alt. Flores esverdeadas.","ALCB003662","ALCB003662",NA,NA,NA,"1998","03","-49.05","-22.3",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:37:05-03","NBC","NL-BOTANY","U 0004421","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto AL","Mosén CWH",NA,"1873","10","15","Southern America","Brazil","Minas Gerais",NA,"Prov. Minas Geraes: Caldas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004421","NL-U0004421",NA,NA,NA,"1985","12",NA,NA,"01","Magnoliopsidae","isotype","39290",NA,NA,NA
"23","2020-02-08 09:37:05-03","NBC","NL-BOTANY","U.1399283","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Renner SS","Gottsberger IS; Gottsberger GK",NA,"1974","09","26","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399283","NL-U1399283",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0101738",NA,NA,NA
"24","2020-02-08 09:37:05-03","NBC","NL-BOTANY","U.1399284","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Regnell AF",NA,"1858","05","18","Southern America","Brazil",NA,NA,"Prov; Minas Geraes Baldas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399284","NL-U1399284",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-11-04 11:14:07-03","ESALQ","ESA","13554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Barreto, K.D. et al.","1131.0","1993","09","09",NA,"Brasil","São Paulo","Iracemápolis",NA,"-47.5099983215332","-22.5799999237061",NA,NA,NA,NA,"ESA013554","ESA013554",NA,"15394","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:07-03","ESALQ","ESA","19774","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Tamashiro, J.Y. et al.","1047.0","1995","05","09",NA,"Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,"ESA019774","ESA019774",NA,"19933","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:07-03","ESALQ","ESA","10324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Barreto, K.D. et al.","332.0","1993","04","23",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010324","ESA010324",NA,"44778","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:56:11-03","ESALQ","ESA","133655","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Correa, L. S. & Scatigna, A. V.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","867.0","2015","07","01",NA,"Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia. Fragmento 2. Floresta Estacional Semidecidual.","-47.27839","-22.76832","602","602",NA,"Arbusto, ca. 2m.","ESA133655",NA,NA,NA,NA,"2015","07","-47.27839","-22.76832","01",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:07-03","ESALQ","ESA","100182","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgreeni","Mollinedia widgreeni",NA,"Bernacci, L.C. & Kotchetkoff-Henriques","Kotchetkoff-Henriques, O.","448.0","2000","12","04",NA,"Brasil","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"ESA100182","ESA100182",NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:07-03","ESALQ","ESA","103592","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.","12470.0","2005","06","15",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA103592","ESA103592",NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:07-03","ESALQ","ESA","15673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Souza, V.C. et al.","5743.0","1994","04","15",NA,"Brasil","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"ESA015673","ESA015673",NA,"14884","auto","1999","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:07-03","ESALQ","ESA","111725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Aguirre, G.H. et al.","Aguirre, G.H.",NA,"2008","01","23",NA,"Brasil","São Paulo","Quatá",NA,"-50.689998626709","-22.2399997711182",NA,NA,NA,NA,"ESA111725","ESA111725",NA,"24407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:07-03","ESALQ","ESA","13719","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Barreto, K.D. et al.","1485.0","1993","10","21",NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"ESA013719","ESA013719",NA,"45913","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:07-03","ESALQ","ESA","33510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Gandolfi, S.","Gandolfi, S. ; Antoniolli, F.C.",NA,"1994","10","14",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA033510","ESA033510",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:07-03","ESALQ","ESA","15159","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Barreto, K.D. et al.","962.0","1993","07","28",NA,"Brasil","São Paulo","Iracemápolis",NA,"-47.5099983215332","-22.5799999237061",NA,NA,NA,NA,"ESA015159","ESA015159",NA,"15394","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:07-03","ESALQ","ESA","114863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Ferreira, M.F.P.","Moreira, C.",NA,"2002","07","05",NA,"Brasil","São Paulo","Pedra Bela",NA,"-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"ESA114863","ESA114863",NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:07-03","ESALQ","ESA","95126","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Souza, V.C. & Romão, G.O.","Romão, G.O. ; Duarte, A.R.","109.0","2000","09","19",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA095126","ESA095126",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:07-03","ESALQ","ESA","88950","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","DC.","Viani, R.A.G.","Viani, R.A.G. et al.","318.0","2002","08","20",NA,"Brasil","São Paulo","Sertãozinho",NA,"-47.9900016784668","-21.1299991607666",NA,NA,NA,NA,"ESA088950","ESA088950",NA,"19376","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:07-03","ESALQ","ESA","106056","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Aguirre, G.H. et al.","Aguirre, G.H.","681.0","2008","10","03",NA,"Brasil","São Paulo","São Manoel",NA,NA,NA,NA,NA,NA,NA,"ESA106056","ESA106056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:07-03","ESALQ","ESA","66224","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Lírio, E.J.","Moraes, P.L.R.","2124.0","2000","03","23",NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"ESA066224","ESA066224",NA,"18036","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:07-03","ESALQ","ESA","13702","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Barreto, K.D. et al.","1518.0","1993","10","30",NA,"Brasil","São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,"ESA013702","ESA013702",NA,"14989","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:07-03","ESALQ","ESA","109959","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4524.0",NA,NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA109959","ESA109959",NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:07-03","ESALQ","ESA","92239","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A. DC.","Lírio, E.J.","Corsi, A.M.J. ; Lorenzetti, E.","563.0","2002","10","19",NA,"Brasil","Paraná","Diamante do Norte",NA,"-52.8596992492676","-22.656400680542",NA,NA,NA,NA,"ESA092239",NA,NA,"16110","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:07-03","ESALQ","ESA","17747","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Tamashiro, J.Y. et al.","133.0","1994","05","25",NA,"Brasil","São Paulo","Agudos",NA,"-48.9799995422363","-22.4599990844727",NA,NA,NA,NA,"ESA017747","ESA017747",NA,"52219","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:07-03","ESALQ","ESA","11222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Peixoto, A.L.","Bernacci, L.C.","24493.0","1989","10","25",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA011222","ESA011222",NA,"23900","auto","1998","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:07-03","ESALQ","ESA","33503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","Gandolfi, S.","Gandolfi, S. ; Antoniolli, F.C.",NA,"1994","09","14",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA033503","ESA033503",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:07-03","ESALQ","ESA","64979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Gorenstein, M.R.","5521.0","1999","06","01",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA064979","ESA064979",NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:14:07-03","ESALQ","ESA","18651","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.",NA,"Barreto, K.D. et al.","1816.0","1994","01","19",NA,"Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,NA,NA,NA,"ESA018651","ESA018651",NA,"19933","auto","1994","01",NA,NA,"01",NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:14:07-03","ESALQ","ESA","14123","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,NA,"Souza, V.C. et al.","5743.0","1994","04","15",NA,"Brasil","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"ESA014123",NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:14:07-03","ESALQ","ESA","119359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2413.0","2004","06","28",NA,"Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,NA,NA,"Árvore","ESA119359",NA,NA,"29681","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:03:01-03","JBP","HPL","9140","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","widgrenii","Mollinedia widgrenii","A.DC.","V.C. Souza","H. Lorenzi","168","1993","03","25",NA,"Brasil","MG","Andradas","Coletado na estrada para Poços de Caldas, no sítio do Sr. Antonio Pontes.","-46.5692","-22.0681",NA,NA,NA,NA,NA,NA,NA,"16593","auto","2011","03",NA,NA,"06",NA,NA,NA,NA,NA,NA
