"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"175","2019-08-27 13:32:38-03","IAP","PACA-AGP","104936","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sobral, M.","Jagmin, N.","1997","01","07","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 772&nf;Altura: 15m; Circunferência: 75cm; Fuste: 10m.","PACA104936",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"176","2019-08-27 13:32:38-03","IAP","PACA-AGP","86143","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A. Sehnem","Sehnem, A.","1978","04","19","Brasil","RS","Arroio do Tigre","Represa Itaúba","-53.0932998657227","-29.332799911499",NA,NA,NA,NA,"Habitat: arbor in silva","PACA086143",NA,"16031","1978",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"23386","auto","Magnoliatae",NA,NA,NA,NA
"177","2019-08-27 13:32:38-03","IAP","PACA-AGP","85968","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A. Sehnem","Sehnem, A.","1972","01","06","Brasil","RS","Tenente Portela","Reserva do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Habitat: arbor in silva","PACA085968",NA,"12700",NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"14404","auto","Magnoliatae",NA,NA,NA,NA
"178","2019-08-27 13:32:38-03","IAP","PACA-AGP","115785","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Verdi, M.","Verdi, M.","2009","03","05","Brasil","SC","Mondaí","linha Quilombo","-53.508889","-27.088333","53°30'32,00W","27°05'18,00S","338","338","Florística IFFSC 2170; estádio suces.: avançado; fruto: verde imaturo Ecossistema: Floresta Estacional Decidual","PACA115785",NA,"1598","2009","01","31","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"179","2019-08-27 13:32:38-03","IAP","PACA-AGP","47343","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","A. Spies","1950","02",NA,"Brasil","RS","Campinas","perto de Sta. Rosa",NA,NA,NA,NA,NA,NA,"fruto semievoluto. Habitat: in silva primaeva Fenofase: fruto","PACA047343",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"180","2019-08-27 13:32:38-03","IAP","PACA-AGP","51963","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Rambo, B.","1952","01","30","Brasil","RS","Fortaleza","p. Palmeira",NA,NA,NA,NA,NA,NA,"fruto submaturo. Habitat: in silva primaeva Fenofase: fruto","PACA051963",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"181","2019-08-27 13:32:38-03","IAP","PACA-AGP","53478","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Rambo, B.","1953","01","09","Brasil","PR","Larangeiras",NA,NA,NA,NA,NA,NA,NA,"ster. Habitat: in silva primaeva","PACA053478",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"182","2019-08-27 13:32:38-03","IAP","PACA-AGP","57850","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Pivetta","1953","11","09","Brasil","RS","Pestana","p. Ijuí",NA,NA,NA,NA,NA,NA,"fl. Habitat: in silva Fenofase: flor","PACA057850",NA,"872","1957","05","13","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"183","2019-08-27 13:32:38-03","IAP","PACA-AGP","104536","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sobral, M.","Jagmin, N.","1995","07","05","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 630&nf;Altura: 7m.","PACA104536",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"184","2019-08-27 13:32:38-03","IAP","PACA-AGP","104787","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Jagmin, N.","1995","10","26","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 707&nf;Altura: 13,50m.","PACA104787",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"185","2019-08-27 13:32:38-03","IAP","PACA-AGP","105258","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sobral, M.","Jagmin, N.","1998","08","27","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 896&nf;Altura: 13,20m; Circunferência: 86cm; Fuste: 4,60m.","PACA105258",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"186","2019-08-27 13:32:38-03","IAP","PACA-AGP","105455","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sobral, M.","Jagmin, N.","1999","08","25","Brasil","RS","Aratiba",NA,"-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 1005","PACA105455",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA
"187","2019-08-27 13:32:38-03","IAP","PACA-AGP","86144","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","A. Sehnem","Sehnem, A.","1978","04","19","Brasil","RS","Arroio do Tigre","Itaúba - Represa","-53.0932998657227","-29.332799911499",NA,NA,NA,NA,"Habitat: arbor in silva","PACA086144",NA,"16022","1978",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"23386","auto","Magnoliatae",NA,NA,NA,NA
"188","2019-08-27 13:32:38-03","IAP","PACA-AGP","26773","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","E. Friderichs SJ","1944","10",NA,"Brasil","RS","Cerro Largo","perto de S. Luiz","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"Habitat: in silva primaeva","PACA026773",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,"13082","auto","Magnoliatae",NA,NA,NA,NA
"189","2019-08-27 13:32:38-03","IAP","PACA-AGP","53224","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Rambo, B.","1952","11","20","Brasil","RS","Cerro Largo","p. S. Luiz","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"folia. Habitat: in silva primaeva","PACA053224",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,"13082","auto","Magnoliatae",NA,NA,NA,NA
"190","2019-08-27 13:32:38-03","IAP","PACA-AGP","105335","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sobral, M.","Jagmin, N.","1998","12","02","Brasil","RS","Mariano Moro",NA,"-52.1472015380859","-27.3539009094238",NA,NA,NA,NA,"Xiloteca nº 945&nf;Altura: 14m; Circunferência: 50cm; Fuste: 10m.","PACA105335",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"9642","auto","Magnoliatae",NA,NA,NA,NA
"191","2019-08-27 13:32:38-03","IAP","PACA-AGP","28403","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"ster. Habitat: in silva primaeva","PACA028403",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,"35080","auto","Magnoliatae",NA,NA,NA,NA
"192","2019-08-27 13:32:38-03","IAP","PACA-AGP","66980","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cowan & Smith","P. R. Reitz","1967","04","07","Brasil","SC","Ilhota","Parque Botânico do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Habitat: capoeira","PACA066980",NA,"7021","1972",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18275","auto","Magnoliatae",NA,NA,NA,NA
"193","2019-08-27 13:32:38-03","IAP","PACA-AGP","66981","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cowan & Smith","P. R. Reitz","1966","12","23","Brasil","SC","Ilhota","Parque Botânico do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Habitat: capoeira e pastos","PACA066981",NA,"6861","1972",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18275","auto","Magnoliatae",NA,NA,NA,NA
"194","2019-08-27 13:32:38-03","IAP","PACA-AGP","66979","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cowan & Smith","P. R. Reitz","1967","04","07","Brasil","SC","Ilhota","Parque Botânico do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Habitat: capoeira","PACA066979",NA,"7021","1972",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18275","auto","Magnoliatae",NA,NA,NA,NA
"195","2019-08-27 13:32:38-03","IAP","PACA-AGP","1552","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Emrich-Rambo","Rambo, B.","1934","02","15","Brasil","SC","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"Habitat: insilva primaeva Fenofase: fruto","PACA001552",NA,NA,"1954","09","15","Magnoliophyta","Santalales",NA,NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA
"196","2019-08-27 13:32:38-03","IAP","PACA-AGP","66987","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cowan & Smith","R. M. Klein","1964","03","03","Brasil","SC","Itapiranga","no pasto","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,NA,"PACA066987",NA,"5233","1972",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA
"197","2019-08-27 13:32:38-03","IAP","PACA-AGP","96218","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","M. Zanotto","Zanotto, M.","2005","02","16","Brasil","SC","Maravilha","Mata do Seminário","-53.1725006103516","-26.760799407959",NA,NA,"550","550","Sem nº de HASU","PACA096218",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA
"198","2019-08-27 13:32:38-03","IAP","PACA-AGP","96219","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","M. Zanotto","Zanoto, M","2005","01","17","Brasil","SC","Maravilha","Mata do Seminário","-53.1725006103516","-26.760799407959",NA,NA,"550","550","Semnº de HASU","PACA096219",NA,NA,NA,NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA
"199","2019-08-27 13:32:38-03","IAP","PACA-AGP","66982","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Cowan & Smith","Reitz & Klein","1964","01","04","Brasil","SC","Romelândia","no pasto","-53.3143997192383","-26.6760997772217",NA,NA,NA,NA,NA,"PACA066982",NA,"17007","1972",NA,NA,"Magnoliophyta","Santalales",NA,NA,NA,"15599","auto","Magnoliatae",NA,NA,NA,NA
"200","2020-02-27 16:44:22-03","UFSC","CTBS","3294","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Steiner, F.","Mariot, A.","2013","10","30","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque","-50.812222","-27.492778","50°48'44W","27°29'34S","773","773","DAP cm; altura m",NA,NA,NA,"2013","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6186",NA,NA
"201","2020-02-27 16:44:22-03","UFSC","CTBS","2902","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Mariot, A.","Marcon, A.","2013","11","13","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque","-50.812222","-27.492778","50°48'44W","27°29'34S","738.1","738.1","Número de registro: 7-1-AB; para este indivíduo foram coletados dois discos: 7-1 A e 7-1-B; DAP 29 cm. Altura 25 m.",NA,NA,NA,"2013","11","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6185",NA,NA
"202","2020-02-27 16:44:22-03","UFSC","CTBS","2903","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Marcon, A.","Steiner, F.","2013","10","30","Brasil","Santa Catarina","Vargem","Canteiro de obras da UHE São Roque","-50.8125","-27.492222","50°48'45W","27°29'32S","788.5","788.5","Número de registro: 7-3-AB; para este indivíduo foram coletados dois discos: 7-3 A e 7-3-B; Altura 23 m.",NA,NA,NA,"2013","10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUSC 6187",NA,NA
"203","2019-11-21 14:44:40-03","UFJF","CESJ","45791","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","G. Hatschbach","J. Saldanha","1991","04","11","Brasil","Paraná","Mangueirinha","Arredores","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,"Árvore, 10m. Floresta.","CESJ045791",NA,"22","2003",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"42783","auto",NA,NA,NA,NA,NA
"204","2019-11-21 14:44:40-03","UFJF","CESJ","32312","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","G. Hatschbach","G. Hatschbach; J.M. Silva; E. Barbosa","1997","05","16","Brasil","Paraná","Dr. Ulysses","Ulysses, Serra de Paranapiacaba, Rod. Cerro Azul.",NA,NA,NA,NA,NA,NA,"Árvore, 12m. Floresta Atlântica.","CESJ032312",NA,"66538","1997",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-21 14:44:40-03","UFJF","CESJ","40613","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","R. Goldenberg","G. Hatschbach; R. Goldenberg; E. Barbosa","1999","12","31","Brasil","Paraná","Dr. Ulysses","Sete Quedas",NA,NA,NA,NA,NA,NA,"Árvore, 8m, flor alva. Floresta Atlântica.","CESJ040613",NA,"69822","1999",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-21 14:44:40-03","UFJF","CESJ","45576","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","H.A. Keller","H.A. Keller","2003","10","10","Argentina","Misiones","Dep. Eldorado","Ruta prov. 17, paraje Pozo Azul, Aldea guariní Tekoa Arandu Interior de Selva.",NA,NA,NA,NA,NA,NA,"árbol, N.V.: Yvyra ñechi.","CESJ045576",NA,"2517","2003",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-11-21 14:44:40-03","UFJF","CESJ","43513","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","J.R. Pirani","G. Hatschbach; M. Hatschbach; E. Barbosa","2003","10","14","Brasil","Mato Grosso do Sul","Miranda","Serra da Bodoquena, Fazenda cafezal","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"Árvore, 4m, flor alva. Cerrado.","CESJ043513",NA,"76342","2004",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"92112","auto",NA,NA,NA,NA,NA
"208","2019-11-21 14:44:40-03","UFJF","CESJ","31889","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","G. Hatschbach","J.M. Silva; E. Barbosa; L.B.Abe","1998","11","01","Brasil","Paraná","Fênix","Fazenda Água Azul","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"Árvore, 10m, flor creme. Mata pluvial.","CESJ031889",NA,"2586","1999",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"16297","auto",NA,NA,NA,NA,NA
"209","2020-02-10 19:56:36-03","UFJF","CESJ","40746","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","R. Rodrigues; A.G. Nave","F.T. Farah; R.R. Rodrigues; A.G. Nave","2000","06","02","Brasil","São Paulo","Adamantina","Usina Branco Peres Álcool","-51.0699996948242","-21.6800003051758",NA,NA,NA,NA,"Vegetação: Cerradão&nf;Obs.: Árvore de 15 m de altura, com fuste reto até 8 m. Frutos maduros de cor creme.&nf;Nome popular: Pau-marfim","CESJ040746",NA,"1385",NA,NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"31214","auto",NA,NA,NA,NA,NA
"210","2019-11-21 14:44:40-03","UFJF","CESJ","60084","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","F.C. Favoreto","Dr. Mausueto Kosc.","1936","10",NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"N.v.: Pau de Marfim, Piquiá marfim","CESJ060084",NA,"s.n.",NA,NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA,NA
"211","2019-11-21 14:44:40-03","UFJF","CESJ","2028","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engl.","Pickel","M.A. Cunha","1951","10","29","Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"N.v.: Pau marfim","CESJ002028",NA,"s.n.",NA,NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA,NA
"212","2021-04-07 11:48:24-03","UFMS","CGMS","71094","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"A. Pott; V.J. Pott","2005","08","30","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco, divisa do Parque Nacional da Serra da Bodoquena.","-56.7783334","-20.685","-56,7783334","-20,685","155","155","Flor ausente. Ocasional. Habitat: Vegetação secundária de floresta decidual em pastagem degradada; Solo argiloso litólico de calcário; Relevo vale estreito (em V). Habito: Árvore (jovem). 7,00 m de altura.","CGMS1103744",NA,"13274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-04-07 11:48:24-03","UFMS","CGMS","12247","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","J.R. Pirani","U.M. Resende; S. Aragaki","2002","05","25","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Califórnia.","-56.8616667","-37.7011111","-56,8616667","-37,7011111","583","583","Fruto verde. Frutos alados. Estado de conservação bom. Habitat: Heliófito. Habito: Árvore.","CGMS1041646",NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-04-07 11:48:24-03","UFMS","CGMS","11101","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","J.R. Pirani","G.A. Damasceno-Junior; P.C. Boggiani; M.M. Garcia","1999","11","28","Brasil","Mato Grosso do Sul","Bonito","Trilha de acesso à Gruta do Lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444",NA,NA,"Flor creme. Habitat: Mata Semidecídua. Relevo suavemente ondulado. Habito: Árvore. 10,00m de altura.","CGMS1040413",NA,"1758","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:48:24-03","UFMS","CGMS","73534","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","F. M. Alves","J.V. Gonzalez; W.L.C. Tabosa, D.P.F.L. Maidana, F.M. Alves","2018","11","03","Brasil","Mato Grosso do Sul","Bonito","Fazenda Boqueirão. Parque Nacional da Serra da Bodoquena","-56.7205556","-21.1216667","-56,7205556","-21,1216667","522","522","Botões florais de cor creme e flor com pétalas amareladas Habitat: Floresta em Regeneração Habito: Arbóreo","CGMS1106341",NA,"707","2018","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:48:24-03","UFMS","CGMS","9660","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"G.A. Damasceno-Junior; P.C. Boggiani; M.M. Garcia","1999","11","28","Brasil","Mato Grosso do Sul","Bonito","Trilha de acesso a gruta do lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444",NA,NA,"Flor creme. Habitat: Mata Semidecídua. Relevo suavemente ondulado. Habito: Árvore. 10,00m de altura.","CGMS1013732",NA,"1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:48:24-03","UFMS","CGMS","72493","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"V.J. Pott; A. Pott; L.C.P. Lima","2001","03","05","Brasil","Mato Grosso do Sul","Miranda","Fazenda Sanguessuga.","-56.3208334","-20.1586111","-56,3208334","-20,1586111",NA,NA,"Flor ausente. Fruto imaturo. Folha aveludada ao tato. Habitat: Mata Decidual. Solo argiloso vermelho-escuro eutrófico. Relevo plano. Frequente. Habito: Árvore 7m de altura.","CGMS1105299",NA,"4296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:48:24-03","UFMS","CGMS","28132","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","G.A.Damasceno-Junior","L.C.S. Magalhães; G.A. Damasceno-Junior","2008","12","06","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","-55,7513889","-20,7927777","202","202","Flor amarela. Fruto verde. Habitat: Floresta Estacional Decídua. Habito: Árvore.","CGMS1057578",NA,"174","2008","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:48:24-03","UFMS","CGMS","73533","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","F. M. Alves","L.P. Oliveira; C. Estodutto, E.O. Souza, F.M. Alves","2018","11","02","Brasil","Mato Grosso do Sul","Jardim","Fazenda Santa Fé. Parque Nacional da Serra da Bodoquena","-56.7513889","-21.5108333","-56,7513889","-21,5108333","502","502","Flor creme","CGMS1106340",NA,"46","2018","11","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
