"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2016-09-27 08:12:00-03","NY","NYBG","232240","PreservedSpecimen","Plantae","Onagraceae","Jussiaea","pilosa","Jussiaea pilosa pterocarpa","Hassl.","Unspecified Determiner",NA,NA,NA,"E. Hassler","2708","1903","12",NA,"Paraguay",NA,NA,"Gran Chaco: Santa Elisa.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00232240","NY00232240_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","pterocarpa","possible type",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","653224","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"J. A. Steyermark","119667","1979","11","09","Venezuela",NA,NA,"Estado Tachira: slopes of Cerro de Cuite, along Quebrada La Colorada, 4-6 km south of Campamento Colorada, by path 4 km SW of Colorado","-72.0917","7.4917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653224",NA,"450","630","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01067062","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"W. E. Kerr","191082-Nr.6","1982","10","19","Brazil","Maranhão","São Luís","Ilha de Sao Luis, (city of Sao Luis).","-44.25","-2.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205509' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067062","NY01067062_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01067064","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","N. A. Rosa",NA,NA,NA,"N. A. Rosa","2977","1978","12","14","Brazil","Maranhão","Santa Inês","Sta. Inês, margem direita do Rio Pindaré, proximo da Rod. BR-316.","-45.38","-3.6669",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067064","NY01067064_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2199542","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"G. T. Prance","5265","1968","06","27","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná","-64.397038","-9.194036",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331370' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199542","NY02199542_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01067057","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","P. H. Raven",NA,NA,NA,"B. D. Sucre","716","1965","07","20","Brazil","Distrito Federal","Brasília","Pantanos do Zoobotânico","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205517' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067057","NY01067057_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","653218","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","P. C. Hoch",NA,NA,NA,"J. G. Jardim","341","1993","10","09","Brazil","Sergipe","Santa Luzia do Itanhi","Distrito de Castro. Campos de pastagens (arredores)","-37.4481","-11.3508",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653218","NY00653218_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02199529","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"G. T. Prance","23852","1976","10","16","Brazil","Amazonas",NA,"Rio Javari; Seven hours above Paumari","-70.30503","-4.2873106",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331353' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199529","NY02199529_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","653216","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"P. A. Munz","15395","1939","01","04","Brazil","São Paulo","Sao Paulo","Villa Clementino","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653216","NY00653216_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2199556","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"G. T. Prance","20499","1974","03","13","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway, BR319, Manaus-Porto Velho Road, km. 245, 3km. south of Igapó Açu","-61.29","-4.7086",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331384' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199556","NY02199556_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","653220","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"P. R. J. Bamps","5513","1976","03","24","Brazil","São Paulo",NA,"S. José de Barreiros",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653220","NY00653220_01","520","520","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","653219","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","P. H. Raven",NA,NA,NA,"R. M. Harley","21981","1980","05","01","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. 5 km. to the North of Tabocas, which is 10 km. N.W. of Serra Dourada. E3","-44.03","-12.65",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653219","NY00653219_01","500","500","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01067053","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"D. Philcox","4439","1968","03","07","Brazil","Mato Grosso",NA,"Km 280, Xavantina-Cachimbo road","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205495' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067053","NY01067053_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01067059","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"F. E. Drouet","2168","1935","08","04","Brazil","Ceará","Fortaleza","Mucunipe","-38.5431","-3.7172",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205502' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067059","NY01067059_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2199554","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"C. C. Berg","P17626","1973","11","07","Brazil","Amazonas",NA,"Carreiro, Km 5, Manaus-Porto Velho road","-59.8688096","-3.2151275",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331382' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199554","NY02199554_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01096491","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"L. G. Azevedo","11","1965","03","31","Brazil","São Paulo","Andradina","Estrada Três Lagoas-Andradina.","-51.57","-20.78",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096491","NY01096491_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","653215","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"P. A. Munz","15435","1938","12","24","Brazil","Rio de Janeiro",NA,"Back of beach at Barro da Tijuca",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653215","NY00653215_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2199557","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"K. Kubitzki","20443","1974","02","26","Brazil","Amazonas","Manaus","Bay behing Ponta Negra","-60.0987661","-3.0518325",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331385' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199557","NY02199557_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01067066","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"G. F. J. Pabst","7095","1962","10","12","Brazil","Minas Gerais",NA,"Tres Marias no rio S. Francisco",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067066","NY01067066_01","750","750","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01096472","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"J. R. Pirani","739","1983","07","25","Brazil","São Paulo",NA,"Biritiba-Uçu, ponte sobre o rio Gucá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096472","NY01096472_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","653213","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","D. Falkenber",NA,NA,NA,"G. G. Hatschbach","44884","1982","05","08","Brazil","Santa Catarina","Sombrio","Rod. BR-101","-49.6167","-29.1142",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653213","NY00653213_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01067058","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"F. E. Drouet","2654","1935","10","31","Brazil","Ceará","Maranguape","Small lake at Kagado","-38.6856","-3.8908",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067058","NY01067058_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2199548","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"H. G. V. Silva","155","1997","10","11","Brazil","Amazonas","Boca do Acre","Margem Direita do Rio Purus, Seringal Floresta.","-67.5097222","-8.76722222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331376' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199548","NY02199548_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02060222","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) Hara",NA,NA,NA,NA,"C. A. Cid Ferreira","2401","1980","08","12","Brazil","Pará","Oriximiná","Rio Trombetas, margem esquerda, lago Iripixi.","-55.8319992","-1.7682579",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510286' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060222","NY02060222_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","653223","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"M. S. Ferrucci","1142","1997","02","15","Brazil","Ceará","Caridade","Fazenda Macario de Brito","-39.1925","-4.2322",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653223",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2199533","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"S. R. Hill","13090","1983","07","15","Brazil","Amazonas",NA,"Rio Parauari, tributary of the Rio Maués-Açu, at Agua Mineral.","-57.93","-4.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331357' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199533","NY02199533_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","777169","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","A. O. S. Vieira",NA,NA,NA,"A. C. Cervi","4225","1993","12","09","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim - Baía do Cemitério - Pantanal","-57.5","-19",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777169","NY00777169_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01067052","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","T. P. Ramamoorthy",NA,NA,NA,"R. M. Harley","10800","1968","10","23","Brazil","Mato Grosso",NA,"17 km. north along road from base camp.","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067052","NY01067052_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2199547","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"G. T. Prance","5905","1968","07","12","Brazil","Rondônia",NA,"E. bank of Rio Madeira at Abuña","-65.365883","-9.704187",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331375' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199547","NY02199547_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","04206036","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"H. H. Rusby","1416","1921","11","03","Bolivia",NA,NA,"Pampas near Lake Rogagua",NA,NA,NA,NA,"This specimen has the same collection event information as the type of Jussiaea biacuminata Rusby, aside from the collection number <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4551968' target='other'> <mi>dwc_moreinfo</mi></a>","NY04206036",NA,"305",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2199540","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"S. A. Mori","21767","1991","07","18","Brazil","Amazonas","Manacapurú","Solimões River. Manacapurú Lake area. Lago Caripira.","-60.733333","-3.233333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331368' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199540","NY02199540_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2199549","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara",NA,NA,NA,NA,"H. G. V. Silva","144","1997","10","11","Brazil","Amazonas","Boca do Acre","Margem Esquerda do Rio Purus, Seringal Flores.","-67.4452778","-8.81722222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331377' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199549","NY02199549_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","684393","PreservedSpecimen","Plantae","Onagraceae","Ludwigia","leptocarpa","Ludwigia leptocarpa","(Nutt.) H.Hara","E. M. Zardini",NA,NA,NA,"A. M. Amorim","2379","1998","04","21","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.08","-15.15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684393","NY00684393_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
