"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","376892","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","R. C. Tardivo","R. C. Tardivo","1997","11","11","Brazil","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-49.97","-25.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376892","NY00376892_01","Magnoliophyta","Poales","203","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03877318","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"M. H. Nee","2000","11","05","Bolivia","Santa Cruz","Cordillera","7 km S of Salinas on highway from Camiri to Cuevo. Grazed chaco forest on slopes of smlall hills","-63.45","-20.28",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4187740' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877318",NA,"Magnoliophyta","Poales","51155","South America","920",NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02713073","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","R. C. Tardivo","C. E. O. Kuntze","1892","04",NA,"Bolivia",NA,NA,"Tunari",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3022102' target='other'> <mi>dwc_moreinfo</mi></a>","NY02713073","NY02713073_01","Magnoliophyta","Poales","s.n.","South America","1300","1300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02724003","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"G. Martinelli","2010","11","28","Brazil","Mato Grosso do Sul","Corumbá","Serra do amolar, Rio Paraguai,. Floresta estacional semidecídua em regeneração. Predomínio de lianas, arbustos espinescentes e grande população de Acrocomia aculeata. Solo pedregoso, com cascalhos e cristais soltos.","-57.433611","-18.250278",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3012053' target='other'> <mi>dwc_moreinfo</mi></a>","NY02724003","NY02724003_01","Magnoliophyta","Poales","16627","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:40-03","UFRJ","RFA","35286","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","C.M. Vieira","C.M. Vieira; E. Santos","2006","04","22","Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum. Em morro próximo à antena da Claro","-57.6533012390137","-19.0091991424561",NA,NA,"Erva rupícola, heliófila. Ocasional sobre matacões no cerrado. frutos passados castanhos","RFA22709",NA,NA,NA,"1708",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:15-03","UFRJ","RFA","10784","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","L.B. Smith","G.G. Hatschbach; L.B. Smith; R. Klein","1965","01","15","Brasil","Paraná","Castro","Carambeí, Rio São João","-50.0119018554688","-24.7910995483398",NA,NA,"Rupícola. Flor alva com brácteas vermelhas","RFA51263",NA,NA,NA,"12129",NA,NA,NA,NA,NA,"50779","auto","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:44:51-03","EAO","IAN","9597","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Lorentz, PG",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"IAN009597","IAN009597_f","Monocotiledônea",NA,"69","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:12:28-03","NBC","NL-BOTANY","L.1426762","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Hatschbach GG","1965","01","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1426762","NL-L1426762",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0105333",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1167853","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Tardivo RC","Leite JE","1941","12","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1167853","NL-U1167853",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"2002","Magnoliopsidae","U 0015017","09","01",NA,NA,NA,NA,NA
"20","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1168170","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Kessler M; Gonzales J; Bach K; Acebey AC","1997","05","16","Bolivia",NA,NA,"Depto. Cochabamba, Prov. Ayopaya, 21 km Cocapata-Cotacjes.","-66.733333","-16.766667","-66.733333","-16.766667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168170","NL-U1168170",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1174701","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Pedersen TM","1949","11","18","Argentina",NA,NA,"Corrientes: Estancia. 'Santa Teresa'.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174701","NL-U1174701",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:12:28-03","NBC","NL-BOTANY","U.1174702","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Pierotti SA","1944","01","30","Argentina",NA,NA,"Provincia Bovelaka, Dep. St. Maria. Alta Gracia Cascuela Granele.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1174702","NL-U1174702",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:25:16-03","IAP","PACA-AGP","74320","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","I. Fernandes","I. Fernandes",NA,NA,NA,"Brasil","RS","Bage","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,"VULNERÁVEL Habitat: Sobre rocha, em paredão. Fenofase: flor branca","PACA074320",NA,"Magnoliophyta","Bromeliales","685",NA,"300","300",NA,NA,"74087","auto",NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-22 13:44:11-03","IAP","PACA-AGP","47549","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","T. Strehl","Rambo, B.","1948","10",NA,"Argentina",NA,NA,"Cafayate, Salta",NA,NA,NA,NA,"VULNERÁVEL Habitat: In silva sicca ad arbores. Fenofase: flor","PACA047549",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,NA,NA,"1994","Liliatae",NA,"10","10",NA,NA,NA,NA,NA
"25","2019-08-27 13:25:16-03","IAP","PACA-AGP","92362","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","M. Haussen","A. Nilson","1988","01",NA,"Brasil","RS","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,"VULNERÁVEL&nf;Freqüente, flores brancas.HASU 741. Habitat: Em morro arenítico. Hábito: erva terrícola","PACA092362",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,"21601","auto",NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:25:16-03","IAP","PACA-AGP","52340","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Emrich-Rambo","Rambo, B.","1945","01",NA,"Brasil","RS","Quaraí","In summo monte Jarau.","-56.4514007568359","-30.3875007629395",NA,NA,"VULNERÁVEL Habitat: Ad rupes apricas. Fenofase: flor","PACA052340",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,"74636","auto","1954","Liliatae",NA,"05","17",NA,NA,NA,NA,NA
"27","2019-08-27 13:25:16-03","IAP","PACA-AGP","34080","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Emrich-Rambo","C. Orth SJ","1933",NA,NA,"Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: ad rupes apricas Fenofase: flor","PACA034080",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,"10287","auto","1954","Liliatae",NA,"05","17",NA,NA,NA,NA,NA
"28","2019-08-27 13:25:16-03","IAP","PACA-AGP","1722","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Emrich-Rambo","C. Orth SJ","1934","11","02","Brasil","RS","São Leopoldo","In summo monte Sapucaia.","-51.1472015380859","-29.7602996826172",NA,NA,"VULNERÁVEL Habitat: Ad rupes apricas. Fenofase: flor","PACA001722",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,NA,"10287","auto","1954","Liliatae",NA,"05","17",NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037821","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"A. Krapovickas; C. L. Cristobal","1994","11","17","Argentina","Santiago del Estero",NA,"Dep. Guasayan. Sierra de Guasayan. Ruta 64, km 79. 1 km de Puerta Chiquita.","-64.833333","-28",NA,NA,"Epifita. Bracteas rojas, perianto blanco.",NA,NA,"Magnoliophyta","Poales","46218",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:32:50-03","UFJF","CESJ","11251","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","G. Martinelli","L. Krieger","1971","12","18","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"Sobre rochedo de arenito, planta inteiramente cinéreas, inflorescência apressa, brácteas róseas, flores alvas.","CESJ011251",NA,"Angiosperma",NA,"CESJ11251","América do Sul",NA,NA,NA,NA,"46557","auto","1980",NA,NA,"04",NA,NA,NA,NA,NA,NA
"31","2020-01-24 17:51:10-03","PUCRS","MPUC","18511","S","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","H.M. Büneker",NA,"1987","09","20","Brasil","RS","Quaraí","Cerro do Jarau","-56.5391666667","-30.1725","-56.5391666667","-30.1725000000",NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,NA,NA,"2012","Liliopsida",NA,"01","01","241","241","1",NA,NA
"32","2021-03-16 17:54:13-03","UCS","HUCS","39352","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Radtke, G.M.","Valduga, E.","2012","09","08","Brasil","Rio Grande do Sul","Unistalda",NA,"-53.192583","-29.06675","-53.192583","-29.06675","epífita sobre tronco de Schinus, em bordo da mata",NA,NA,"Angiospermae","Poales","427",NA,"296","296",NA,NA,NA,NA,"2015",NA,NA,"06","12",NA,NA,NA,NA,NA
"33","2021-03-16 17:54:13-03","UCS","HUCS","43802","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Ferreira, P.","Silva, J.M.","2014","12","03","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-49.992778","-25.231389","-49.992778","-25.231389","Epífita, flor lilás.; Paredões de arenito",NA,NA,"Angiospermae","Poales","8742",NA,"1013","1013",NA,NA,NA,NA,"2015",NA,NA,"01","16",NA,NA,NA,NA,NA
"34","2019-04-23 11:53:41-03","UNEMAT","HERBAM","16781","S","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Martinelli, G.; et al.","2015","05","27","Brasil","Mato Grosso","Rosário Oeste",NA,"-56.4275016784668","-14.8360996246338",NA,NA,NA,"HERBAM016781",NA,NA,NA,"18595",NA,NA,NA,NA,NA,"187324","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:38:50-03","UTFPR","HCF","19692","S","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","P. Ferreira","J.M. Silva","2014","12","03","Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-49.992778","-25.232222","49°59'34 W","25°13'56 S","epífita, flor lilás. Paredões de arenito.",NA,NA,NA,NA,"8742",NA,"1013","1013",NA,NA,NA,NA,"2015",NA,NA,"01","16",NA,NA,NA,NA,NA
"36","2019-11-25 12:11:42-03","UFSM","SMDB","18529","S","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Büneker, H","Figueira, M","2014","09","13","Brasil","Rio Grande do Sul","Santa Maria","distrito de Santo Antão, Pedra do Lagarto","-53.873889","-29.627778","-53.873889","-29.627778","Erva rupícola, em grande abundância na encosta rochosa da exposição norte e leste, pétalas brancas; Refúgio vegetacional (em morro de arenito da formação Botucatu) circundado por Floresta Estacional Subtropical do Domínio Atlântico e campos antrópico","SMDB018529",NA,NA,NA,"CFSM257",NA,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-27 14:32:55-03","UFSM","SMDB","14660","S","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Tavares, JD","Tavares, JD","2013","10","16","Brasil","Rio Grande do Sul","Santa Maria","Distrito de Santo Antão.","-53.8069000244141","-29.6842002868652",NA,NA,"Flores brancas; folhas prateadas; Rupícola encontrada em paredão","SMDB014660",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:29-03","MBM","MBM","113427","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Hatschbach, G.","Hatschbach, G.","1986","06","18","Brazil","Bahia",NA,"Bom Jesus da Lapa",NA,NA,NA,NA,"Rupícola e epífita.","MBM113427","MBM113427",NA,NA,"50478","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:29-03","MBM","MBM","143295","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Schinini, A.","Zardini, E.M.","1988","12","14","Paraguay",NA,NA,"Parque Nacional Ybycui",NA,NA,NA,NA,"Rupícola e epífita.","MBM143295","MBM143295",NA,NA,"8701","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:29-03","MBM","MBM","17616","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Krapovickas, A.","1970","12","05","Argentina",NA,NA,"Estância San Francisco, Provincia de Corrientes, Departamento Santo Tomé",NA,NA,NA,NA,"Rupícola e epífita.","MBM017616","MBM017616",NA,NA,"17176","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:19:29-03","MBM","MBM","321954","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Büneker, H.M.","Ulibarri, E.A.","1989","10","12","Argentina","Santiago del Estero","Choya","Quebrada de Moquijata",NA,NA,NA,NA,"Sobre Caesalpinia paraguariensis.","MBM321954","MBM321954",NA,NA,"1691","Southern America",NA,NA,NA,NA,NA,NA,"2016",NA,NA,"06","01",NA,NA,NA,NA,NA
"42","2020-12-21 16:19:29-03","MBM","MBM","394921","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Ferreira, P.","Silva, J.M.; Motta, J.T.; Motta, J.T.","2014","12","03","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-49.992778","-25.231431","-49.992778","-25.231431","Epífita, flor lilás.; Paredões de arenito.","MBM394921","MBM394921",NA,NA,"8742","Southern America","1013","1013",NA,NA,NA,NA,"2015",NA,NA,"01","16",NA,NA,NA,NA,NA
"43","2020-12-21 16:19:29-03","MBM","MBM","404906","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Martinelli, G.","Martinelli, G.; Moraes, M.; Bevilacqua, A.; Fernandez, E.; Moraes, M.; Bevilacqua, A.; Fernandez, E.","2010","11","28","Brazil","Mato Grosso do Sul","Corumbá","Serra do Amolar, Rio Paraguai","-57.433611","-18.250278","-57.433611","-18.250278","Epífita, ciófila ou semi ciófila, folhas cobertas por indumento argenteo; inflorescências com brácteas escapais argenteas, brácteas florais argenteas, flores passadas, frutos castanhos.; Floresta Estacional Semidecídua em regeneração","MBM404906","MBM404906",NA,NA,"16627","Southern America",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"04",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:19:29-03","MBM","MBM","48545","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.",NA,"Schinini, A.","1974","12","20","Argentina",NA,NA,"Provincia de Corrientes",NA,NA,NA,NA,"Rupícola e epífita.","MBM048545","MBM048545",NA,NA,"10734","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:19:29-03","MBM","MBM","34094","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Smith, L.B.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","1965","01","15","Brazil","Paraná","Castro","Carambeí, Rio São João","-50.0119018554688","-24.7910995483398",NA,NA,"Rupícola e epífita.","MBM034094","MBM034094",NA,NA,"12129","Southern America",NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:19:29-03","MBM","MBM","3291","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","lorentziana","Tillandsia lorentziana","Griseb.","Smith, L.B.","Hatschbach, G.; Haas, H.; Haas, H.","1967","01","20","Brazil","Paraná","Icaraíma","Rio Paraná, Paredão das Araras","-53.613899230957","-23.3955993652344",NA,NA,"Rupícola e epífita.","MBM003291","MBM003291",NA,NA,"15779","Southern America",NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
