"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","locality","relatedCatalogItem","day","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","minimumElevationInMeters","maximumElevationInMeters"
"11","2020-12-11 11:41:53-03","UFMG","BHCB","140442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","137","2009","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.519789","-30.845544",NA,NA,"pto66","BHCB055415",NA,NA,NA,NA,NA,NA,NA,"Guaritas",NA,"06","-53.519789","-30.845544",NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:41:53-03","UFMG","BHCB","140444","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","139","2009","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.522058","-30.839722",NA,NA,"pto70","BHCB055418",NA,NA,NA,NA,NA,NA,NA,"Guaritas",NA,"06","-53.522058","-30.839722",NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:41:53-03","UFMG","BHCB","140445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","140","2009","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.421133","-30.896708",NA,NA,"Pedra da Cruz","BHCB055413",NA,NA,NA,NA,NA,NA,NA,"Pedra de Cruz",NA,"05","-53.421133","-30.896708",NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:41:53-03","UFMG","BHCB","140446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","141","2009","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.505483","-30.840656",NA,NA,"pto46","BHCB055412",NA,NA,NA,NA,NA,NA,NA,"Guaritas",NA,"05","-53.505483","-30.840656",NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:41:53-03","UFMG","BHCB","140447","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","142","2009","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.509417","-30.837028",NA,NA,"torre17","BHCB055411",NA,NA,NA,NA,NA,NA,NA,"Guaritas",NA,"05","-53.509417","-30.837028",NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:41:53-03","UFMG","BHCB","140448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Segatto, ALA; Mäder, G","143","2009","11","Southern America","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.4975","-31.225",NA,NA,"torre11","BHCB055410",NA,NA,NA,NA,NA,NA,NA,"Torrinhas",NA,"05","-53.4975","-31.225",NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:41:53-03","UFMG","BHCB","76030","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Lorenz, AP","s.n.","2002","12","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.421111","-30.896667",NA,NA,"ponto 60","BHCB055406",NA,NA,NA,NA,NA,NA,NA,"Minas do Camaquã, morro do Cruzeiro",NA,"15","-53.421111","-30.896667",NA,NA,NA,NA,"264","264"
"18","2020-12-11 11:41:53-03","UFMG","BHCB","79896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3296","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.505317","-30.836983",NA,NA,"&nf;Procedência: 48a; Erva ereta ou ascendente, crescendo em abrigos nas torres das guaritas; flores avermelhadas, estames exsertos, anteras amarelas.","BHCB002710","BHCB002710",NA,NA,NA,NA,NA,NA,"Guaritas",NA,"16","-53.505317","-30.836983",NA,NA,NA,NA,"251","251"
"19","2020-12-11 11:41:53-03","UFMG","BHCB","162272","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Isotypus","Sobral, M","4290","1985","09","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva, crescendo em grande quantidades.; Habitando reentrâncias (cavernas) úmidas e sombreadas, nas torres de arenito denominadas Guaritas.","BHCB5531",NA,"auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:41:53-03","UFMG","BHCB","79902","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3302","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta ou ascendente, crescendo em afloramento nas torres das guaritas; flores com corola rosada","BHCB055425",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:41:53-03","UFMG","BHCB","79905","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3305","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta ou ascendente, crescendo em abrigos nas torres das guaritas; flores avermelhadas, estames","BHCB055422",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:41:53-03","UFMG","BHCB","117010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Lorenz-Lemke, AP; Lemke, RA","12","2007","12","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Rupícola em barranco próximo à estrada. Em solo ferruginoso","BHCB055421",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:53-03","UFMG","BHCB","79901","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3301","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta ou ascendente, crescendo em abrigos nas torres das guaritas; flores avermelhadas, estames","BHCB055419",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:53-03","UFMG","BHCB","79900","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3300","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta ou ascendente, crescendo em abrigos nas torres das guaritas; flores avermelhadas, estames","BHCB055409",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:41:53-03","UFMG","BHCB","79898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3298","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta ou ascendente, crescendo em abrigos nas torres das guaritas; flores avermelhadas, estames","BHCB055408",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:53-03","UFMG","BHCB","79897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3297","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Procedência - 48D.; Erva ereta, sobre afloramento rochoso; corola com limbo cor rosada (Pantone 245C), esmaecida para o centro, lobos reflexos; estames exsertos ca. 3,5m do tubo, anteras amarelas em 3 alturas, ca.1mm distantes umas da","BHCB055426",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:41:53-03","UFMG","BHCB","79894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3294","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo no afloramento rochoso nas torres das guaritas; flores rosadas, estames fracam","BHCB055424",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:41:53-03","UFMG","BHCB","79893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Dutilh, JHA","3293","2002","11","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo em abrigos nas torres das guaritas; flores vermelhas, estames exsertos de coro","BHCB055407",NA,"auto",NA,NA,NA,NA,NA,"Guaritas",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:53-03","UFMG","BHCB","75110","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3184","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores rosadas, anteras fracamente exsertas. Material para estudo genético 28.","BHCB055423",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261347 6585628",NA,"09",NA,NA,NA,NA,NA,NA,"254","254"
"30","2020-12-11 11:41:53-03","UFMG","BHCB","75108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3182","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores vermelhas. Material para estudo genético 28B.","BHCB055402",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261347 6585628",NA,"09",NA,NA,NA,NA,NA,NA,"254","254"
"31","2020-12-11 11:41:53-03","UFMG","BHCB","75107","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3181","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores vermelhas. Material para estudo genético 28A.","BHCB055403",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261347 6585628",NA,"09",NA,NA,NA,NA,NA,NA,"254","254"
"32","2020-12-11 11:41:53-03","UFMG","BHCB","75112","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3186","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores vermelhas. Material para estudo genético 30B.","BHCB055405",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261383 6585664",NA,"09",NA,NA,NA,NA,NA,NA,"258","258"
"33","2020-12-11 11:41:53-03","UFMG","BHCB","75111","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3185","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores vermelhas. Material para estudo genético 30A.","BHCB055404",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261383 6585664",NA,"09",NA,NA,NA,NA,NA,NA,"258","258"
"34","2020-12-11 11:41:53-03","UFMG","BHCB","75109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Stehmann, JR; Lorenz, AP; Santos, PK","3183","2002","10","Southern America","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Erva ereta, crescendo nos abrigos das torres de conglomerado; flores vermelhas. Material para estudo genético 29.","BHCB055401",NA,"auto",NA,NA,NA,NA,NA,"Guaritas, estrada para as Minas do camaquã, UTM 22 J 0261392 6585634",NA,"09",NA,NA,NA,NA,NA,NA,"259","259"
"35","2020-12-11 11:41:53-03","UFMG","BHCB","117012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Lorenz-Lemke, AP; Lemke, RA","9","2007","12","Southern America","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.3810997009277","-31.5783004760742","70026",NA,"Erva de 15cm de altura, botões verdes, flores alva.","BHCB055420",NA,"auto",NA,NA,NA,NA,NA,"localidade de torrinhas",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-02-21 21:45:00-02","MO","MOBOT","2475454","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Marcos Sobral","Sobral 4290",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stehmann, J. R.",NA,NA,NA,"Guaritas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 11:52:33-03","UFPE","UFP","23817","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","exserta","Petunia exserta","J.R. Stehm. in Napaea",NA,"Schlindwein, C","1145","1991","11",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"Na somra, úmido.; Na somra, úmido.","UFP023817",NA,"auto",NA,"Sobral-Leite, M",NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-20 15:00:38-03","UFSC","FLOR","9056","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Falkenberg, D.B.; Stehmann, J.R.","2613","1985","09",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"erva, flor vermelha, 0,3m altura. Paratypus de Petunia exserta.","FLOR0009056",NA,"auto",NA,"Stehmann, J.R.","1987","02",NA,"Guaritas.",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 15:00:38-03","UFSC","FLOR","9257","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","exserta","Petunia exserta","Stehmann","Paratypus","Falkenberg, D.B.","2796","1985","10",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555","50525",NA,"erva viscosa, flor vermelha, 0,4m altura. Paratypus de Petunia exserta Stehmann.","FLOR0009257",NA,"auto",NA,"Stehmann, J.R.","1987","02",NA,"Guaritas.",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:45:39-03","UFRGS","ICN","200858","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Teixeira, MC","MCT3","2018","10","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"Material testemunho/Híbrido A; Herbácea; Casa de vegetação","ICN00042106",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:45:39-03","UFRGS","ICN","092238","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Fernandes, I","694",NA,NA,"América do Sul","Brasil","RS","Bagé","-54.1068992614746","-31.3313999176025","74087",NA,"Sobre rochas com solo pedregoso, no topo dos rochedos; flores lilás; folhas glandulosas.","ICN00034457",NA,"auto",NA,"Stehmann, JR","2004","03","26","Casa de Pedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:45:39-03","UFRGS","ICN","200859","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Teixeira, MC","MCT4","2018","10","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"Material testemunho/Híbrido B; Herbácea; Casa de vegetação","ICN00042105",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:45:39-03","UFRGS","ICN","200860","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Teixeira, MC","MCT5","2018","10","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"Material testemunho/Híbrido C; Herbácea; Casa de vegetação","ICN00042107",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:45:39-03","UFRGS","ICN","200861","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Teixeira, MC","MCT6","2018","10","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"Material testemunho/Híbrido D; Herbácea; Casa de vegetação","ICN00042108",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:45:39-03","UFRGS","ICN","200862","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","axillaris x exserta","Petunia axillaris x exserta",NA,NA,"Teixeira, MC","MCT7","2018","10","América do Sul","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"Material testemunho/Híbrido E; Herbácea; Casa de vegetação","ICN00042110",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:45:39-03","UFRGS","ICN","182196","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.504722","-30.836667",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 719)","ICN00034551",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"06","-53.504722","-30.836667",NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:45:39-03","UFRGS","ICN","182195","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.504444","-30.836944",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 690)","ICN00034552",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"06","-53.504444","-30.836944",NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:45:39-03","UFRGS","ICN","182194","S","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","exserta","Petunia exserta","Stehmann",NA,"Turchetto, C","s.n.","2010","11","América do Sul","Brasil","RS","Minas do Camaquã","-53.504167","-30.836944",NA,NA,"Amostra de DNA no Banco do Laboratório de Evolução Molecular - UFRGS (cadastro P. exse 668)","ICN00034553",NA,NA,NA,"Turchetto, C",NA,NA,NA,"Guaritas",NA,"06","-53.504167","-30.836944",NA,NA,NA,NA,NA,NA
