"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","recordNumber","imagecode","class","order","continentOcean","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","preparationType"
"11","2019-08-27 13:25:45-03","IAP","PACA-AGP","88234","PreservedSpecimen","Plantae","Gramineae","Avena","strigosa","Avena strigosa","Schreb.","I. Boldrini",NA,NA,NA,"Krauspenhas, P.M.","2004","07","28","Brasil","RS","Nova Petrópolis","Linha Brasil","Sem n° de HASU Habitat: Terrestre","PACA088234","-51.1143989562988","-29.3763999938965","14669","auto","Magnoliophyta",NA,NA,"Liliatae","Cyperales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:25:45-03","IAP","PACA-AGP","29053","PreservedSpecimen","Plantae","Gramineae","Avena","strigosa","Avena strigosa","Schreb.","L. Parodi",NA,NA,NA,"Rambo, B.","1945","09","25","Brasil","RS","Porto Alegre","Vila Manresa","Habitat: in incultis Fenofase: fruto","PACA029053","-51.2299995422363","-30.0331001281738","29946","auto","Magnoliophyta",NA,NA,"Liliatae","Cyperales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-07 11:47:13-03","UFMS","CGMS","20825","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Guglieri",NA,NA,NA,"A. Guglieri; F.J.M. Caporal; F. de M. Alves","2007","07","19","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança.","Escapada de cultivo; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES -","CGMS1050228","-54.9613990783691","-20.9319000244141","73119","auto",NA,"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-04 13:19:35-03","UDESC","LUSC","3735","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Gobett, D.D.",NA,NA,NA,"Gobetti, D.D.","2008","10","15","Brasil","Rio Grande do Sul","Monte Alegre dos Campos","Capela da Luz, Cabanha Quebra Dente.",NA,"LUSC005079","-50.7827987670898","-28.6830997467041","20713","auto",NA,NA,"LUSC005079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-04 13:19:35-03","UDESC","LUSC","3726","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Pereira, G.R.",NA,NA,NA,"Pereira, G.R.","2008","10","10","Brasil","Rio Grande do Sul","Vacaria","Agrícola Capão Alto.",NA,"LUSC005084","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"LUSC005084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-04 13:19:35-03","UDESC","LUSC","3701","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Ataide, R.",NA,NA,NA,"Ataíde, R.","2008","10","08","Brasil","Santa Catarina","Lages",NA,NA,"LUSC005082","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-04 13:19:35-03","UDESC","LUSC","3716","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Carvalho, L.R.",NA,NA,NA,"Carvalho, L.R.","2008","10","09","Brasil","Santa Catarina","Lages",NA,NA,"LUSC005078","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-04 13:19:35-03","UDESC","LUSC","3742","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Duarte, C.D",NA,NA,NA,"Duarte, C.D","2008","10","18","Brasil","Santa Catarina","Lages","Ao lado do Posto Rex.",NA,"LUSC005087","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-04 13:19:35-03","UDESC","LUSC","3746","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Marchi, T.",NA,NA,NA,"Marchi, T.","2008","10","02","Brasil","Santa Catarina","Lages","CAV - UDESC.",NA,"LUSC005088","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-04 13:19:35-03","UDESC","LUSC","1019","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Ortolan, D.",NA,NA,NA,"Ortolan, D.","2007","04","15","Brasil","Santa Catarina","Lages","UDESC-CAV.",NA,"LUSC005085","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-04 13:19:35-03","UDESC","LUSC","1016","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Brunetto, J.; Grohskopf, M.A.; Sachs, L.",NA,NA,NA,"Grohskopf, M.A.","2007","02","24","Brasil","Santa Catarina","Lages","UDESC-CAV.",NA,"LUSC005083","-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"LUSC005083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-04 13:19:35-03","UDESC","LUSC","4408","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Werner, F.",NA,NA,NA,"Werner, F.","2009","10","18","Brasil","Santa Catarina","Lebon Régis","Localidade de Rio dos Patos.",NA,"LUSC005086","-50.6953010559082","-26.9288997650146","33793","auto",NA,"11","LUSC005086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-04 13:19:35-03","UDESC","LUSC","1018","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Mikalovicz, H.",NA,NA,NA,"Mikalovicz, H.","2006","10","29","Brasil","Santa Catarina","Papanduva",NA,NA,"LUSC005081","-50.144401550293","-26.3703002929688","49621","auto",NA,NA,"LUSC005081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-01-17 11:23:19-02","PUCRS","MPUC","18446","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","A. Braccini","1986","01","01",NA,"1986","10","18","Brasil","RS","Barra do Quaraí","Polo Sul",NA,NA,"-57.5561111","-30.2097222",NA,NA,NA,NA,NA,"Liliopsida","Poales","South America","-57.5561111000","-30.2097222000","1",NA,NA,NA,NA
"25","2019-01-17 11:23:19-02","PUCRS","MPUC","7953","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,NA,"1988","11","08","Brasil","RS","São Borja","Garruchos, próximo ao Rincão do Pedregulho",NA,NA,"-56.0041666667","-28.6608333333",NA,NA,NA,NA,NA,"Liliopsida","Poales","South America","-56.0041666667","-28.6608333333","1",NA,NA,NA,NA
"26","2019-01-17 11:23:19-02","PUCRS","MPUC","7955","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,NA,"1988","11","04","Brasil","RS",NA,".",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"27","2019-01-17 11:23:19-02","PUCRS","MPUC","18442","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","M.C.R. Jorge","1986","01","01",NA,"1986","11","04","Brasil","RS","Uruguaiana",".",NA,NA,"-57.0880556","-29.755",NA,NA,NA,NA,NA,"Liliopsida","Poales","South America","-57.0880556000","-29.7550000000","2",NA,NA,NA,NA
"28","2019-01-17 11:23:19-02","PUCRS","MPUC","7279","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,NA,"1988","11","08","Brasil","RS","São Borja","Garruchos, próximo ao Rincão do Pedregulho",NA,NA,"-56.0041666667","-28.6608333333",NA,NA,NA,NA,NA,"Liliopsida","Poales","South America","-56.0041666667","-28.6608333333","1",NA,NA,NA,NA
"29","2019-01-17 11:23:19-02","PUCRS","MPUC","3777","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","M.A.C.C. Silva","1981","01","01",NA,"1981","08","06","Brasil","RS","São Borja",".",NA,NA,"-56.0041666667","-28.6608333333",NA,NA,NA,NA,NA,"Liliopsida","Poales","South America","-56.0041666667","-28.6608333333","1",NA,NA,NA,NA
"30","2019-01-17 11:23:19-02","PUCRS","MPUC","7276","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,NA,"1988","11","04","Brasil","RS",NA,".",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"31","2019-01-17 11:23:19-02","PUCRS","MPUC","20282","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","V.D. Jacques","1986","01","01",NA,"1986","11","16","Brasil","RS","Barra do Quaraí","Polo Sul (á direita)",NA,NA,"-57.5546989440918","-30.2071990966797","42332","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"32","2019-01-17 11:23:19-02","PUCRS","MPUC","7278","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,"G.C. Hiltl","1988","11","11","Brasil","RS","São Nicolau","Corredeiras de San Isidro",NA,NA,"-55.2672004699707","-28.1825008392334","25814","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"33","2019-01-17 11:23:19-02","PUCRS","MPUC","7954","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","C.R. Dillemburg",NA,NA,NA,"G.C. Hiltl","1988","11","11","Brasil","RS","São Nicolau","Corredeiras de San Isidro",NA,NA,"-55.2672004699707","-28.1825008392334","25814","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"34","2019-01-17 11:23:19-02","PUCRS","MPUC","20283","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb",NA,NA,NA,NA,NA,"1988","09","29","Brasil","RS","Uruguaiana","Campus II da PUCRS",NA,NA,"-57.0882987976074","-29.7546997070312","93142","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"35","2019-01-17 11:23:19-02","PUCRS","MPUC","20281","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","R. Tellechea","1986","01","01",NA,"1986","10","01","Brasil","RS","Uruguaiana","Estação Experimental",NA,NA,"-57.0882987976074","-29.7546997070312","93142","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"36","2019-01-17 11:23:19-02","PUCRS","MPUC","20280","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb","S. Pacheco","1986","01","01",NA,"1986","10","14","Brasil","RS","Uruguaiana","Sítio Polo Sul",NA,NA,"-57.0882987976074","-29.7546997070312","93142","auto",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,"1",NA,NA,NA,NA
"37","2019-08-16 08:40:36-03","UTFPR","HCF","12937","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Guglieri",NA,NA,NA,"A. Guglieri","2007","07","19","Brasil","MS","Sidrolândia","Fazenda Nova Esperança","erva, escapada de cultivo.",NA,"-54.9613990783691","-20.9319000244141","73119","auto",NA,"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:40:36-03","UTFPR","HCF","1808","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","R.P. Mormul","2004","09","21","R.P. Mormul","2004","08","13","Brasil","PR","Campo Mourão","Campus do Integrado","Planta ereta, com 50-60 cm de altura, glabras, nós sólidos, colmo colindrico, inflorescências terminais.",NA,"-52.3830986022949","-24.0456008911133","28572","auto",NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-25 12:12:27-03","UFSM","SMDB","9772","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Chalela, A","2000","11","28","Chalela, A","2000","12","18","Brasil","Rio Grande do Sul","Santa Maria","Bairro Nossa Sra. de Lourdes, Rua Motorista Mariano","herbácea; inflorescência em espiga, natécio 1 com arista dorsal; planta cultivada, utilizada na alimentação humana e como ração animal","SMDB009772","-53.8069000244141","-29.6842002868652","37819","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:40:03-03","MBM","MBM","390749","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Valls, J.F.M.","2013","08",NA,"Valls, J.F.M.","1989","11","30","Brazil","Santa Catarina","Bom Jardim da Serra","Km 33 da rodovia São Joaquim-Lauro Müller","Erva cespitosa.; Área perturbada na faixa de domínio da estrada.","MBM390749","-49.624698638916","-28.3369007110596","32577","auto",NA,"12129","MBM390749",NA,NA,"Southern America",NA,NA,NA,"1250","1250",NA,NA
"41","2020-12-11 11:44:59-03","UFMG","BHCB","167049","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Guglieri, A; Caporal, FJM; Alves, FM","2007","07","19","Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança","Erva.&nf;Obs.: escapada de cultivo.","BHCB011960","-54.9613990783691","-20.9319000244141","73119","auto","Monocotyledon","1349",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"42","2009-07-17 06:52:00-03","MO","MOBOT","2229820","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Burkart, A.",NA,NA,NA,"Arturo E. Burkart","1941","11","27","Argentina","Buenos Aires","Ramallo","Ramallo",NA,NA,NA,NA,NA,NA,NA,"Burkart 12753",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"43","2020-07-02 10:28:00-03","MO","MOBOT","2478714","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Ernesto Barros","1927","12",NA,"Chile","Bíobío","Arauco","Cañete",NA,NA,"-73.4","-37.8",NA,NA,NA,"Barros 1810",NA,NA,NA,"South America",NA,NA,"1","70.00000000",NA,NA,NA
"44","2009-10-24 06:57:00-02","MO","MOBOT","2826375","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","G. Davidse",NA,NA,NA,"Liene T. Eiten","1965","4","22","Brazil","São Paulo",NA,"Munio de São Paulo: city of São Paulo, Bairro de Água Funda. Along Av. Miguel Estefno. Weed grass on roadside by buildings.",NA,NA,NA,NA,NA,NA,NA,"Eiten 19",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2483203","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa strigosa",NA,NA,NA,NA,NA,"* DILLENBURG","1981","9","13","Brazil","Rio Grande do Sul",NA,"Nova Petrópolis",NA,NA,NA,NA,NA,NA,NA,"DILLENBURG 300",NA,NA,NA,"South America",NA,NA,NA,NA,NA,"strigosa",NA
"46","2021-01-09 21:48:45-03","UNICENTRO","HUCO","0347","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Preuss, J.M.",NA,NA,NA,"Corrêa, J.F.","2005","10","15","Brasil","Paraná","Castro","Chácara casa Nova","Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista","HUCO000347","-50.0119018554688","-24.7910995483398","50779","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3872","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Gonçalves, F.B.; et al.; et al.","2004","09","28","Brasil","Paraná","Irati",NA,"Com fruto; DESC: Com fruto",NA,"-50.6511001586914","-25.4671993255615","47271","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3871","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Pereira, T.; et al.; et al.","2004","10","01","Brasil","Paraná","Irati","Bairro Lagoa","Com flor; DESC: Com flor",NA,"-50.6511001586914","-25.4671993255615","47271","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-09 21:48:45-03","UNICENTRO","HUCO","2749","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Lima, E.F.","2008",NA,NA,"Santos, R.C.","2008","05","13","Brasil","Paraná","Irati","Centro",NA,"HUCO002749","-50.6511001586914","-25.4671993255615","47271","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-09 21:48:45-03","UNICENTRO","HUCO","0300","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Ramos, M.; Corá, S.; Corá, S.","2005","10","18","Brasil","Paraná","Irati","Unicentro",NA,"HUCO000300","-50.6511001586914","-25.4671993255615","47271","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-09 21:48:45-03","UNICENTRO","HUCO","0294","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Schneider, T.","2005","10","18","Brasil","Paraná","Irati","Unicentro",NA,"HUCO000294","-50.6511001586914","-25.4671993255615","47271","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2018-08-28 14:52:36-03","UPF","RSPF","1793","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"G.L. Antonello",NA,NA,NA,NA,NA,NA,NA,"Gramineae <ll>dwc_commonname:</ll> Aveia preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2018-08-28 14:52:36-03","UPF","RSPF","1876","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","Boller",NA,NA,NA,"A. Bocorny","1982","11","26","Brasil","Rio Grande do Sul","Carazinho",NA,"Gramineae",NA,"-52.7863998413086","-28.283899307251","35233","auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"54","2018-08-28 14:52:36-03","UPF","RSPF","1817","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Maristela",NA,NA,NA,"Brasil","Rio Grande do Sul","Passo Fundo","Campus UPF","Gramineae <ll>dwc_commonname:</ll> Aveia preta",NA,"-52.4067001342773","-28.2628002166748","25060","auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"55","2019-07-15 13:20:37-03","UPF","RSPF","1120","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"Régis",NA,NA,NA,"Brasil","Rio Grande do Sul","Passo Fundo","Campus UPF","Gramineae <ll>dwc_commonname:</ll> Aveia preta",NA,"-52.4067001342773","-28.2628002166748","25060","auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"56","2018-08-28 14:52:36-03","UPF","RSPF","1544","S","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.",NA,NA,NA,NA,"E. Macziair","1981","12","02","Brasil","Rio Grande do Sul","Passo Fundo","Campus UPF","Gramineae <ll>dwc_commonname:</ll> Aveia preta",NA,"-52.4067001342773","-28.2628002166748","25060","auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-02 16:36:10-03","Cenargen","CEN","4120","PreservedSpecimen","Plantae","Poaceae","Avena","cf. strigosa","Avena cf. strigosa","Schreb.","A. Zanin","1989","10",NA,"Maria Luiza Porto","1972","12","17","Brasil","RS","CANELA","Pinhal degradado, depois de Caracol, ca 10 km N de Canela.","Barranco da estradinha com arbustos. Doação U.F.R.G.S. - ICN 21052.","CEN00004120","-50.815601348877","-29.3656005859375","16452","auto",NA,NA,"CEN00004120",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Exsicatas"
"58","2020-09-02 16:36:10-03","Cenargen","CEN","89870","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1990","07",NA,"José Francisco Montenegro Valls","1989","12","01","Brasil","SC","LAGES","Km 284 da BR - 116, entre Lages e o Passo do Socorro.","Poucos indivíduos no local, e muito esparsos. Beira de rodovia.","CEN00089870","-50.55","-28.033333",NA,NA,NA,"12144","CEN00089870",NA,NA,NA,"-50.55","-28.033333","3","930","930",NA,"Exsicatas"
"59","2020-09-02 16:36:10-03","Cenargen","CEN","89880","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1989","12",NA,"José Francisco Montenegro Valls","1989","12","01","Brasil","SC","LAGES","Proximidades do km 300 da BR - 116, a 21,7 km ao sul do rio Vacas Gordas.",NA,"CEN00089880","-50.65","-28.133333",NA,NA,NA,"12155","CEN00089880",NA,NA,NA,"-50.65","-28.133333","3","930","930",NA,"Exsicatas"
"60","2020-09-02 16:36:10-03","Cenargen","CEN","89896","PreservedSpecimen","Plantae","Poaceae","Avena","strigosa","Avena strigosa","Schreb.","A. Zanin","1989","12",NA,"José Francisco Montenegro Valls","1989","12","02","Brasil","RS","SOLEDADE","200 m a sudeste do arroio Tatim na rodovia Soledade - Porto Alegre.","Poucos afilhos, touceiras eretas.","CEN00089896","-52.433333","-28.85",NA,NA,NA,"12176","CEN00089896",NA,NA,NA,"-52.433333","-28.85","1","610","610",NA,"Unicata"
