"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","stateProvince","imagecode","decimalLongitude","decimalLatitude","locality","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"2745","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207773F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207773F","Spermatophyta",NA,NA,NA,NA,NA,"V0207773F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2746","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207774F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207774F","Spermatophyta",NA,NA,NA,NA,NA,"V0207774F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2747","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207775F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207775F","Spermatophyta",NA,NA,NA,NA,NA,"V0207775F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2748","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207776F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"V0207776F","Spermatophyta",NA,NA,NA,NA,NA,"V0207776F_01","-58.7017","4.7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2749","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207777F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0207777F","Spermatophyta",NA,NA,NA,NA,NA,"V0207777F_01","-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2750","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207778F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0207778F","Spermatophyta",NA,NA,NA,NA,NA,"V0207778F_01","-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2751","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207779F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0207779F","Spermatophyta",NA,NA,NA,NA,NA,"V0207779F_01","-72.8667","3.8811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2752","2018-07-03 13:46:15-03","F","FMNH-SEEDPLANTS","V0207780F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","E. Hassler","5267",NA,"11",NA,"South America","Paraguay",NA,NA,NA,"V0207780F","Spermatophyta",NA,NA,NA,NA,NA,"V0207780F_01","-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2753","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207781F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207781F","Spermatophyta",NA,NA,NA,NA,NA,"V0207781F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2754","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207782F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207782F","Spermatophyta",NA,NA,NA,NA,NA,"V0207782F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2755","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207783F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207783F","Spermatophyta",NA,NA,NA,NA,NA,"V0207783F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2756","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207784F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207784F","Spermatophyta",NA,NA,NA,NA,NA,"V0207784F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2757","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207785F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207785F","Spermatophyta",NA,NA,NA,NA,NA,"V0207785F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2758","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207786F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207786F","Spermatophyta",NA,NA,NA,NA,NA,"V0207786F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2759","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207787F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207787F","Spermatophyta",NA,NA,NA,NA,NA,"V0207787F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2760","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207788F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207788F","Spermatophyta",NA,NA,NA,NA,NA,"V0207788F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2761","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207789F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207789F","Spermatophyta",NA,NA,NA,NA,NA,"V0207789F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2762","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207790F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207790F","Spermatophyta",NA,NA,NA,NA,NA,"V0207790F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2763","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207791F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207791F","Spermatophyta",NA,NA,NA,NA,NA,"V0207791F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2764","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207792F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207792F","Spermatophyta",NA,NA,NA,NA,NA,"V0207792F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2765","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207793F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207793F","Spermatophyta",NA,NA,NA,NA,NA,"V0207793F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2766","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207794F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207794F","Spermatophyta",NA,NA,NA,NA,NA,"V0207794F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2767","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207795F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207795F","Spermatophyta",NA,NA,NA,NA,NA,"V0207795F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2768","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207796F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207796F","Spermatophyta",NA,NA,NA,NA,NA,"V0207796F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2769","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207797F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207797F","Spermatophyta",NA,NA,NA,NA,NA,"V0207797F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2770","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207798F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207798F","Spermatophyta",NA,NA,NA,NA,NA,"V0207798F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2771","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207799F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0207799F","Spermatophyta",NA,NA,NA,NA,NA,"V0207799F_01","-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2772","2015-03-17 13:47:12-03","F","FMNH-SEEDPLANTS","V0207800F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"V0207800F","Spermatophyta",NA,NA,NA,NA,NA,"V0207800F_01","-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2773","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207801F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0207801F","Spermatophyta",NA,NA,NA,NA,NA,"V0207801F_01","-72.8667","3.8811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2774","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207802F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"V0207802F","Spermatophyta",NA,NA,NA,NA,NA,"V0207802F_01","-72.8667","3.8811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2775","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207803F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207803F","Spermatophyta",NA,NA,NA,NA,NA,"V0207803F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2776","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207804F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207804F","Spermatophyta",NA,NA,NA,NA,NA,"V0207804F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2777","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207805F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207805F","Spermatophyta",NA,NA,NA,NA,NA,"V0207805F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2778","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207806F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207806F","Spermatophyta",NA,NA,NA,NA,NA,"V0207806F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2779","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207807F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207807F","Spermatophyta",NA,NA,NA,NA,NA,"V0207807F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2780","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207808F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207808F","Spermatophyta",NA,NA,NA,NA,NA,"V0207808F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2781","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207809F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207809F","Spermatophyta",NA,NA,NA,NA,NA,"V0207809F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2782","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207810F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207810F","Spermatophyta",NA,NA,NA,NA,NA,"V0207810F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2783","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207811F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207811F","Spermatophyta",NA,NA,NA,NA,NA,"V0207811F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2784","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207812F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207812F","Spermatophyta",NA,NA,NA,NA,NA,"V0207812F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2785","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207813F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207813F","Spermatophyta",NA,NA,NA,NA,NA,"V0207813F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2786","2015-03-17 13:47:13-03","F","FMNH-SEEDPLANTS","V0207814F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207814F","Spermatophyta",NA,NA,NA,NA,NA,"V0207814F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2787","2015-03-17 13:47:17-03","F","FMNH-SEEDPLANTS","V0207985F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0207985F","Spermatophyta",NA,NA,NA,NA,NA,"V0207985F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2788","2019-09-04 18:44:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","glauca","Declieuxia glauca","F. Sellow","1721",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Type [status unknown]",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2789","2019-01-23 11:13:06-02","F","FMNH-SEEDPLANTS","V0068946F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","glauca","Declieuxia glauca","F. Sellow","1721",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0068946F","Spermatophyta",NA,NA,NA,"Isotype",NA,"V0068946F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2790","2019-01-23 11:13:06-02","F","FMNH-SEEDPLANTS","V0068947F","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","glauca","Declieuxia glauca subdecurrens","G. Gardner","4170",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0068947F","Spermatophyta",NA,"subdecurrens","Müll. Arg.","Isotype",NA,"V0068947F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2791","2019-09-04 19:51:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","origanoides","Declieuxia origanoides","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Type [status unknown]",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2792","2019-09-04 18:37:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","revoluta","Declieuxia revoluta","J. B. E. Pohl","1568",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Type [status unknown]",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2793","2019-09-04 18:37:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","revoluta","Declieuxia revoluta","J. B. E. Pohl",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Type [status unknown]",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2794","2019-09-04 19:51:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","rubioides","Declieuxia rubioides","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"Type [status unknown]",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"2795","2020-04-29 16:30:21-03","UFVJM","HDJF","4685","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Moreira, SN; Pereira, E","524","2013","09","19","Southern America","Brasil",NA,NA,NA,"HDJF004685","Dicotyledoneae",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","HDJF004685_01","-43.430167","-18.913944","Serra do Sapo (Platô 19)",NA,"Conceição do Mato Dentro",NA,NA,NA,NA,"-43.430167","-18.913944",NA,NA,NA,NA,NA,NA,NA,NA
"2796","2020-04-29 16:30:21-03","UFVJM","HDJF","4835","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Moreira, SN; Pereira, E","2077","2016","08","18","Southern America","Brasil",NA,NA,NA,"HDJF004835","Dicotyledoneae",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","HDJF004835_01","-43.433056","-18.890556",NA,"Moreira, SN","Conceição do Mato Dentro","949","949",NA,NA,"-43.433056","-18.890556","2016","08","13",NA,NA,NA,NA,NA
"2797","2020-04-29 16:30:21-03","UFVJM","HDJF","2269","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","fruticosa","Declieuxia fruticosa","Pena, FSR","CMD60","2011","05","25","Southern America","Brasil",NA,NA,NA,"HDJF002269","Dicotyledoneae",NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais","HDJF002269_01","-43.433056","-18.904444","Mina do Sapo","Mota, RC","Conceição do Mato Dentro",NA,NA,NA,NA,"-43.433056","-18.904444","2011",NA,NA,NA,NA,NA,NA,NA
"2798","2019-06-24 08:11:31-03","IAC","IAC","31340","S","Plantae","Rubiaceae-205.Rubioideae-Coussareeae","Declieuxia","chiococcoides","Declieuxia chiococcoides","L. Roth","2492","1957","02","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Kunth",NA,"Minas Gerais",NA,"-43.9378","-19.9208","Serra do Curral, Br3, km 15","L. Roth","Belo Horizonte",NA,NA,NA,NA,"-43.9378","-19.9208","1957","08","16",NA,NA,NA,NA,NA
"2799","2019-06-24 08:11:31-03","IAC","IAC","2772","S","Plantae","Rubiaceae-205.Rubioideae-Coussareeae","Declieuxia","fruticosa","Declieuxia fruticosa","J.E. Rombouts","263","1938","10","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Mato Grosso",NA,"-54.4739","-16.6231","3 a 4 km da cidade","J.H. Kirkbride Jr.","Pedra Preta",NA,NA,NA,NA,"-54.4739","-16.6231","1975","06","11",NA,NA,NA,NA,NA
"2800","2019-06-24 08:11:31-03","IAC","IAC","28452","S","Plantae","Rubiaceae-205.Rubioideae-Coussareeae","Declieuxia","fruticosa","Declieuxia fruticosa","J.R. Mattos (1) & H. Bicalho","s/nº","1962","07","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"Minas Gerais",NA,"-44.9853","-21.7222","Baependi","J.R. Mattos (1) & H. Bicalho","São Thomé das Letras",NA,NA,NA,NA,"-44.9853","-21.7222","1962","07","20",NA,NA,NA,NA,NA
"2801","2020-02-20 14:37:14-03","IAC","IAC","28453","S","Plantae","Rubiaceae-205.Rubioideae-Coussareeae","Declieuxia","fruticosa","Declieuxia fruticosa","W. Mantovani","356","1980","02","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"(Willd. ex Roem. & Schult.) Kuntze",NA,"São Paulo",NA,"-46.9422","-22.3722","Pádua Sales, Reserva Biológica da Fazenda Campininha","S.L. Jung-Mendaçolli","Mogi Guaçu",NA,NA,NA,NA,"-46.9422","-22.3722","1999","08","16",NA,NA,NA,NA,NA
