"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","566110","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","A. P. Duarte","6739","1962","05","28","Brazil","Bahia","Porto Seguro","Entre Ajuda e Porto Seguro","-39.0717334","-16.4673861",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566110","NY00566110_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","886836","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"D. Fernandes","484","2000","03","28","Brazil","Rio de Janeiro","Armaçao dos Búzios","Restinga da praia de Manguinhos.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886836","NY00886836_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","865354","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","C. A. Cid Ferreira","2957","1980","10","18","Brazil","Acre","Rio Branco","Km 11, road to Quixadá.","-67.7103388","-9.9224166",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865354","NY00865354_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","869213","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","Y. E. J. Mexia","5329","1930","11","20","Brazil","Minas Gerais","Viçosa","Viçosa. Road to Sao Miguel, near km. 4.5","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869213","NY00869213_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","869202","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","G. T. Prance","59316","1964","10","09","Brazil","Mato Grosso","Água Boa","Serra do Roncador. 50 Km north of Chavantina, Rio Vau.","-52.1583","-14.0503",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869202","NY00869202_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01092900","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"W. Hoehne","s.n.","1951","10","23","Brazil","São Paulo","Jales","Pastos do Retiro.","-50.548731","-20.268919",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092900","NY01092900_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","632489","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","M. C. Dias","O. C. Pavao",NA,"2001","03","27","Brazil","Paraná",NA,"Sertanópolis. Sitio Dois Irmaos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632489","NY00632489_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","566105","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","M. H. Nee","G. L. Webster","25845","1986","11","22","Brazil","Bahia","Anguera","34 km W of Feira de Santana","-39.28","-12.12",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566105",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","869206","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"J. A. Ratter","3246","1976","02","07","Brazil","Minas Gerais",NA,"In the hills near Asinos on the Cabeceiros road.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869206","NY00869206_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","566106","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","M. C. Dias","O. C. Pavao","s.n.","2000","10","03","Brazil","Paraná",NA,"Fazenda Cascata",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566106",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02172816","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria mora","(Griseb.) Vazq.Avila",NA,"G. T. Prance","13386","1971","06","19","Brazil","Amazonas",NA,"Rio Purus between Campina and Tambaqui.","-62.878443","-4.995765",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329026' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172816","NY02172816_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","mora",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","566113","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","F. C. Hoehne","s.n.","1933","10","04","Brazil","São Paulo","Cabreúva","Cabreúva","-47.13","-23.3",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566113","NY00566113_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1144307","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"D. B. O. S. Cardoso","1947","2007","05","22","Brazil","Bahia","Anguera","Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.1839","-12.1617",NA,NA,"300","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144307","NY01144307_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01092904","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","L. Riedel","s.n.","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092904","NY01092904_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2172815","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.",NA,"N. T. da Silva","1625","1969","01","13","Brazil","Pará",NA,"Rio Jarí, Monte Dourado, Estrada do Repartimento.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329025' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172815","NY02172815_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01092897","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.","J. P. P. Carauta","T. S. dos Santos","1308","1971","01","13","Brazil","Bahia",NA,"Rio do Meio, Estrada a Aurelino Leal.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242960' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092897","NY01092897_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","869208","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","J. M. Pires","1505","1949","04","13","Brazil","Ceará","Chaval",NA,"-41.2439","-3.0336",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869208","NY00869208_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01092903","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","G. G. Hatschbach","40219","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092903","NY01092903_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02172802","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.",NA,"L. Riedel","s.n.","1835",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329012' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172802","NY02172802_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","865353","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","S. R. Lowrie","576","1980","10","18","Brazil","Acre",NA,"Quixadá. Km 11 on Rio Branco-Quixadá road","-67.72","-9.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865353","NY00865353_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","869214","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","Y. E. J. Mexia","5189","1930","10","16","Brazil","Minas Gerais","Viçosa","Fazenda de Bom Jardim.","-42.8817","-20.7542",NA,NA,"725","725","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869214","NY00869214_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","869215","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D.Don ex Steud.",NA,"J. A. Ratter","4434","1980","09","17","Brazil","Tocantins","Pium","Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 km from Macaúba).","-50.5","-10.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869215","NY00869215_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","566107","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","R. Reitz","7567","1958","11","23","Brazil","Santa Catarina","Rio do Sul","Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566107","NY00566107_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869211","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","R. de Lemos Fróes","11849","1940",NA,NA,"Brazil","Maranhão","São Luís","Island of São Luiz.","-44.201115","-2.577323",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869211","NY00869211_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02172805","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.",NA,"B. A. Krukoff","4570","1933","05","25","Brazil","Amazonas","Carauarí","Marapata; basin of Rio Jurua","-66.8956","-4.8831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329015' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172805","NY02172805_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01092902","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","A. P. Duarte","6739","1962","05","28","Brazil","Bahia","Porto Seguro","Entre Ajuda e Porto Seguro","-39.0717334","-16.4673861",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092902","NY01092902_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01092894","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.","C. C. Berg","F. C. Hoehne","31010","1933","10","04","Brazil","São Paulo","Cabreúva",NA,"-47.13","-23.3",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092894","NY01092894_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2172814","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.",NA,"A. S. L. da Silva","99","1977","10","21","Brazil","Pará","Jacundá","Jatobal, area to be flooded by Tucurui dam; margin of Rio Tocantins","-49.5078","-4.6136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329024' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172814","NY02172814_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02172804","PreservedSpecimen","Plantae","Moraceae","Maclura","tinctoria","Maclura tinctoria tinctoria","(L.) D.Don ex Steud.",NA,"L. Riedel","1862","1834","09",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2329014' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172804","NY02172804_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales","tinctoria",NA,NA,NA,NA,NA,NA
