"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"18","2019-08-27 13:31:37-03","IAP","PACA-AGP","70715","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","W. A. Voss",NA,"1983","12",NA,NA,"Brasil","RS","Sapucaia do Sul","Parque Zoológico","-51.1483001708984","-29.8246994018555",NA,"Cultivada. Frutos comestíveis. 6m de altura. Hábito: árvore","PACA070715",NA,NA,"M. Sobral",NA,NA,NA,"1983","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:18:40-03","UFV","VIC","3499","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC003499","VIC003499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:18:40-03","UFV","VIC","17768A","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Brune, W.","s.n.","2001","03","30",NA,"Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Árvore de fruto comestivel innatura,, de cor laranja quando maduro, cerca de 6 cm, de diâmetro","VIC17768A",NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:21:46-03","UNICAMP","UEC","148798","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Aranha, BA","446","2007","01","09",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389",NA,NA,"UEC103200","UEC103200","380","Sobral, M","380","-45.084167","-23.366389","2008",NA,NA,NA,"10",NA,NA,NA,NA,NA
"22","2021-03-01 16:36:57-03","UNICAMP","UEC","173276","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Sanchez, M; Pedroni, F","2426","1997","03","24",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, margens do rio da Fazenda.","-44.8","-23.366667",NA,"Árvore com 22m de altura, flores e frutos maduros amarelos, cambucá; Mata atlântica de encosta, margens do rio da Fazenda.","UEC084134","UEC084134",NA,"Sanchez, M",NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:36:57-03","UNICAMP","UEC","178229","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Rochelle, ALC","J335",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.","-45.089722","-23.372222",NA,"Indivíduo J335 da parcela j do Projeto Temático BIOTA - Gradiente funcional.; Floresta Ombrófila Densa Submontana.","UEC041698","UEC041698","450","Sobral, M","450","-45.089722","-23.372222","2008",NA,NA,NA,"03",NA,NA,NA,NA,NA
"24","2021-03-01 16:36:57-03","UNICAMP","UEC","45790","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Weyland Vieira, MC","231","1982","01","13",NA,"Brazil","Minas Gerais","Monte Belo","Horto Monte Alegre - Floresta da Tijuca.","-46.3675003051758","-21.3264007568359",NA,"Arvore - frutos.","UEC103199","UEC103199",NA,"Sobral, M",NA,NA,NA,"1990","16667","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:36:57-03","UNICAMP","UEC","80322","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Leitão Filho, HF; et al.","34750","1996","02","01",NA,"Brazil","São Paulo","Ubatuba","IAC","-45.0699996948242","-23.4300003051758",NA,"Árvore com 20 m de altura, frutos marrons.; Transição entre planície e encosta atlântica.","UEC103197","UEC103197",NA,"Souza, MC",NA,NA,NA,"2005","34265","auto",NA,"07",NA,NA,NA,NA,NA
"26","2021-03-01 16:36:57-03","UNICAMP","UEC","92050","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Sanchez, M; Pedroni, F","31333","1993","05","21",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margem do rio da fazenda.","-45.0699996948242","-23.4300003051758",NA,"Árvore de 19 m de altura, tronco com casca lisa, frutos em estágio inicial de desenvolvimento.","UEC103198","UEC103198",NA,"Souza, MC",NA,NA,NA,"2005","34265","auto",NA,"07",NA,NA,NA,NA,NA
"27","2019-08-20 10:21:46-03","UNICAMP","UEC","74488","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Rossato, SC","33873","1994","03","29",NA,"Brazil","São Paulo","Ubatuba","Puruba. Arco da Peneira","-45.0699996948242","-23.4300003051758",NA,NA,"UEC103201","UEC103201",NA,"Matsumoto, K",NA,NA,NA,"2005","34265","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-19 14:08:35-03","UFRPE","PEUFR","50925","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","M.Giraldi",NA,"2011","02","05",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,"Árvore","PEUFR050925",NA,NA,"N. Hanazaki",NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-19 14:08:35-03","UFRPE","PEUFR","50925","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","M. Giraldi","14","2011","02","05",NA,"Brasil","Rio de Janeiro","Paraty","Comunidade de Ponta Negra","-44.7131004333496","-23.2178001403809",NA,NA,"PEUFR050925",NA,NA,"N. Hanazaki",NA,NA,NA,"2011","34470","auto",NA,"08","17",NA,NA,NA,NA
"30","2019-11-06 09:56:44-03","UFOP","OUPR","23971","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Badini, J.; Fábio","s.n.","1976","01","11",NA,"Brasil","Minas Gerais","Mariana","Furquim","-43.4160995483398","-20.377799987793",NA,"Árvore. Flores branco amareladas. Terreno cultivado.",NA,NA,NA,"Kawasaki, M.L.",NA,NA,NA,"1998","33524","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:03:40-03","FURB","FURB","34826","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Dreveck, S.; Carneiro, F.E.","2525","2010","02","01",NA,"Brasil","Santa Catarina","Jaraguá do Sul","Ano Bom / Braço Esquerdo.","-49.1397222","-26.3680556",NA,"Voucher estéril IFFSC 994 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB33854","FURB33854","205","Sobral, M","205","-49.1397222","-26.3680556","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:03:40-03","FURB","FURB","48680","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Oliveira, A.A. de","2643","2015","10","24",NA,"Brasil","Santa Catarina","Jaraguá do Sul","Santa Luzia.","-49.1397222","-26.3680556",NA,NA,"FURB48680","FURB48680","205","Oliveira, AA de","205","-49.1397222","-26.3680556","2015",NA,NA,NA,"10","24",NA,NA,NA,NA
"33","2019-11-08 08:54:01-03","FURB","FURB","7360","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Sevegnani, L.",NA,"2008","03","06",NA,"Brasil","Santa Catarina","Blumenau","Hotel Himmelblau.","-49.0661010742188","-26.9193992614746",NA,NA,"FURB02593","FURB02593",NA,"Sobral, M",NA,NA,NA,"2009","34291","auto",NA,"07","17",NA,NA,NA,NA
"34","2019-02-25 15:54:55-03","UNEMAT","HERBAM","8733","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Soares, C.R.A.; Brito, P.O.S.; Rocha, A.C.R.; Benetti, F.C.; Santos, M.G. & Piva, J.H.","6877INVENT",NA,NA,NA,NA,"Brasil","Mato Grosso","Paranaíta",NA,"-56.4766998291016","-9.664719581604",NA,NA,"HERBAM008733",NA,NA,NA,NA,NA,NA,NA,"84156","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-09-27 18:05:38-03","UFES","VIES","28334","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","L.S. Leoni","7056","2007","11","28",NA,"Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita.","-42.0297012329102","-20.8083000183105",NA,NA,"VIES028334","VIES028334","600","L.S. Leoni","600",NA,NA,"2007","14353","auto",NA,"11","28",NA,NA,NA,NA
"36","2020-06-29 09:31:39-03","UFRRJ","RBR","44667","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","L.S. Leoni","7056","2007","11","28",NA,"Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita.","-42.0297012329102","-20.8083000183105",NA,NA,"RBR00044667","RBR00044667","600","L.S. Leoni","600",NA,NA,"2007","14353","auto",NA,"11","28",NA,NA,NA,NA
"37","2020-06-29 09:31:39-03","UFRRJ","RBR","4658","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","M.M.T. Rosa","439","1994","01","12",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00004658","RBR00004658",NA,"M.C. Souza",NA,NA,NA,"2002","25743","auto",NA,"10","17",NA,NA,NA,NA
"38","2020-11-25 11:32:12-03","UFRRJ","RBR","26195","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","H.C. Rodrigues","s.n.","1994","12","03",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 9. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026195","RBR00026195",NA,"M.C. Souza",NA,NA,NA,"2006","25743","auto",NA,"10","09",NA,NA,NA,NA
"39","2020-12-21 16:37:37-03","MBM","MBM","87463","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Landrum, L.R.","4117","1982","01","13","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"MBM087463","MBM087463",NA,"Sobral, M.",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:37:37-03","MBM","MBM","428036","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Lozano, E.D.; Daniel, V.A.; Daniel, V.A.","3981","2017","10","21","Southern America","Brazil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, trilha do pescador","-39.696694","-18.406472",NA,"Arvoreta, 3 m, frutos amarelos, na mata. Prensada com álcool.; Restinga.","MBM428036",NA,NA,"Lozano, E.D.",NA,"-39.696694","-18.406472","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-01-08 19:58:41-03","UESC","UESC","3508","S","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Plinia","edulis","Plinia edulis","(vell.) Sobral","L.A.Mattos Silva","3890","1998","12","10",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Vegetação de Mata Higrófila Sul Baiana.; Árvore, 12m x 12cm.","UESC0003508",NA,NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"42","2015-09-04 19:53:16-03","MNHN","RECOLNAT_MNHN_P","P00217983","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","edulis","Marlierea edulis","Nied.","Gaudichaud, C.",NA,"1824",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217983' target='other'> <mi>dwc_moreinfo</mi></a>","P00217983","P00217983_01",NA,"Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,"768",NA,NA,NA
"43","2015-09-04 19:47:58-03","MNHN","RECOLNAT_MNHN_P","P00217984","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","edulis","Marlierea edulis","Nied.","Gaudichaud, C.",NA,"1824",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217984' target='other'> <mi>dwc_moreinfo</mi></a>","P00217984","P00217984_01",NA,"Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,"768",NA,NA,NA
"44","2019-05-10 10:15:19-03","MNHN","RECOLNAT_MNHN_P","P05228670","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Riedel",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228670' target='other'> <mi>dwc_moreinfo</mi></a>","P05228670","P05228670_01",NA,"Flores",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3011",NA,NA,NA
"45","2015-09-04 20:59:08-03","MNHN","RECOLNAT_MNHN_P","P05228671","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05228671' target='other'> <mi>dwc_moreinfo</mi></a>","P05228671","P05228671_01",NA,"Flores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:38-03","UFMG","BHCB","128611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Souza, MC","643","2007","11","30","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha de Guaratiba, Sítio Rio Verde, ao lado da do Sr. Valdir Souza.","-43.533056","-23.009444",NA,"Árvore de 4 metros de altura, col flores caulifloa.","BHCB013936","BHCB013936",NA,NA,NA,"-43.533056","-23.009444","2007",NA,NA,NA,"11","30",NA,NA,NA,NA
"47","2020-12-11 11:39:38-03","UFMG","BHCB","3293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Grandi, TSM","766","1981","10","06","Southern America","Brasil","Minas Gerais","Alfenas",NA,"-45.9472007751465","-21.42919921875",NA,"cerrado;arbóreo;medicinal:bronquite;coagulante;",NA,NA,NA,NA,NA,NA,NA,NA,"32044","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:39:38-03","UFMG","BHCB","90734","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Brune, W","WB02","2001","03","30","Southern America","Brasil","Minas Gerais","Viçosa","Bairro Cantinho do Céu., Propriedade do prof. Walter Brune","-42.8819007873535","-20.7539005279541",NA,"Cambucá; Árvore. Fruto comestível, de cor laranja quando maduro, com cerca de 6,0cm de diâmetro","BHCB050493",NA,NA,NA,NA,NA,NA,"2019","13937","auto",NA,"04",NA,NA,NA,NA,NA
"49","2012-03-29 10:29:00-03","MO","MOBOT","100461926","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","edulis","Marlierea edulis","Nied.","C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 768",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B.K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2018-08-09 15:38:00-03","MO","MOBOT","101062972","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","David A. Neill","Neill 18582","2018","8","4","South America","Ecuador","Pichincha","Quito","Reserva Río Guaycuyacu, on the south bank of the Río Guayllabamba, adjacent to the Manduriacu hidroelectric reservoir. Jim West's farm with fruit trees planted on 9 hectares since 1987. Mostly sterile voucher collections of the fruit trees. Flat alluvial river terrace. With Jim West, and Universidad Estatal Amazónica silviculture students, Doris Lescano and Horacio Claudio.","-78.8913889","0.2186111",NA,NA,NA,NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"51","2019-03-29 10:41:35-03","UFSM","HDCF","5579","S","Plantae",NA,NA,"Myrtaceae","Plinia","edulis","Plinia edulis","(Vell.) Sobral","Cunha, A. J.; Guzzo, R.",NA,"2005","12","12","América","Brasil","Santa Catarina","Concórdia","EMPRAPA Aves e Suínos","-52.0278015136719","-27.2341995239258",NA,NA,NA,NA,NA,"Longhi, S. J.",NA,NA,NA,"2006","24608","auto",NA,"06","23",NA,NA,NA,NA
