"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount"
"15","2020-11-04 11:11:31-03","ESALQ","ESA","3701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, R.B. & Ramos, E.","Pickel, B.","3459.0","1949","09","29",NA,"Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,"ESA003701",NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:11:31-03","ESALQ","ESA","18282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","R.B. Torres & Ramos, E.","Assis, M.A. et al.","305.0","1994","08","27",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA018282",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:11:31-03","ESALQ","ESA","79461","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum",NA,NA,"Farah, F.T.","1614.0","2000","01","01",NA,"Brasil","São Paulo","Orlândia","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545",NA,NA,"ESA079461","ESA079461",NA,NA,"16147","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:31-03","ESALQ","ESA","40140","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein",NA,"Ziller, S.R. ; Maschio, W.","960.0","1995","11","17",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"ESA040140","ESA040140",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:11:31-03","ESALQ","ESA","83244","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","Hatschbach, G.","Hatschbach, G. et al.","73839.0","2002","09","25",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"ESA083244","ESA083244",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:11:31-03","ESALQ","ESA","29315","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, R.B. & Ramos, E.","Ivanauskas, N.M. ; Gomes, A.","870.0","1996","07","02",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029315",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:11:31-03","ESALQ","ESA","22385","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, R.B. & Ramos, E.","Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R.",NA,"1994","09","06",NA,"Brasil","São Paulo","Cananéia","Estrada Cananéia - Pariquera-açú (via ponte), ca. 19 Km de cananéia. Extensa área de transição mata de restinga - mata atlântica. 24°54'02,9S, 47°50'30,3W.","-47.9199981689453","-25.0100002288818",NA,"Arvoreta, ca. 2,5 m alt., inflorescência verde.","ESA022385",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:34:02-03","IAP","PACA-AGP","87081","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Flacourtiaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","G. Hatschbach","Hatschbach, G.","73839","2002","09","25",NA,"Brasil","PR","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,"arvoreta 5m flor creme Habitat: na floresta, encosta do morro","PACA087081",NA,"150","150","37295","auto","2002",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012411","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","G.T. Prance","H. S. Irwin; T. R. Soderstrom","5931","1964","9","4",NA,"Brazil","Distrito Federal",NA,"Parque Municipal do Gama, ca. 20km S. of Brasilia.","-48.066601","-16.005671",NA,"Lacistema lucidum Schinzl. Tree 4m x 7cm. Inflorescences pale green. Shade of Gallery forest. Parque Municipal do Gama, ca. 20km S. of Brasilia. Infrequent.",NA,NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012410","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","G. Hatschbach","G. Hatschbach; J. M. Silva, R. Goldenberg","73839","2002","9","25",NA,"Brazil","Paraná",NA,"Tagaçaba, arredores (Mun. Guaraqueçaba) Paraná","-48.3258","-25.2983",NA,"Lacistema lucidum Schnizlein; Arvoreta, 5m, flor creme. Floresta encosta do morro.",NA,NA,"100","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:39:16-03","UFMS","CGMS","49017","PreservedSpecimen",NA,NA,NA,"Lacistemaceae","Lacistema","lucidum","Lacistema lucidum","Schnizlein","G. Hatschbach","E. Barbosa; J.M. Silva","1646","2006","09","27",NA,"Brasil","Paraná","Guaraqueçaba","Morro Cunhaporanga.","-48.3288993835449","-25.3066997528076",NA,"Fruto vermelho. Habitat: Floresta atlântica. Habito: Árvore. 6,00m de altura.","CGMS1078944",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:32:00-03","UNICAMP","UEC","132861","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Urbanetz, C","Urbanetz, C; Mariuza; Lelo; Domingos","110","2003","08","21",NA,"Brazil","São Paulo","Cananéia","Faz. Folha Larga.","-24.883333","-47.916667",NA,"Árvore de 13m.","UEC018236","UEC018236","100","100",NA,NA,NA,NA,"-24.883333","-47.916667",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:32:00-03","UNICAMP","UEC","073520","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","305","1994","08","27",NA,"Brazil","São Paulo","Ubatuba","Trilha e estrada da Almada.","-44.866667","-23.35",NA,"Árvore 7m, inflorescencia creme. Na mata Atlântica.","UEC018219","UEC018219",NA,NA,NA,NA,"2004","02","-44.866667","-23.35",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:32:00-03","UNICAMP","UEC","115231","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Pedroni, F; Sanches, M","390","1995","12","11",NA,"Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667",NA,"Árvore 1549 com 17m alt., com frutos. Em mata de planície - restinga.","UEC018214","UEC018214",NA,NA,NA,NA,"2004","02","-44.8","-23.366667",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:32:00-03","UNICAMP","UEC","161036","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","176","2010","06","02",NA,"Brazil","São Paulo","Caraguatatuba","Pq. Est. da Serra do Mar.","-45.524444","-23.627222",NA,"Árvore com 7m - mata atlântica.","UEC018235","UEC018235","50","90",NA,NA,"2010","12","-45.524444","-23.627222",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:32:00-03","UNICAMP","UEC","132862","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Urbanetz, C","Urbanetz, C; Mariuza; Lelo; Domingos","59","2003","07","01",NA,"Brazil","São Paulo","Cananéia","Faz. Folha Larga.","-24.883333","-47.916667",NA,"Árvore de 5m.","UEC018231","UEC018231","100","100",NA,NA,NA,NA,"-24.883333","-47.916667",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:32:00-03","UNICAMP","UEC","5933","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Davis, PH; Shepherd, GJ; Sakane, M; et al.","D60854","1976","07","09",NA,"Brazil","São Paulo","Eldorado","6-10km from Caverna do diabo.","-48.400278","-24.6525",NA,"Steep rain forest, on clay soil. Tree, flowers in green spikes.","UEC018226","UEC018226","100","200",NA,NA,"2004","02","-48.400278","-24.6525",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:32:00-03","UNICAMP","UEC","74902","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Miyagi, PH; Ivanauskas, NM; Souza, VC; Ettori Junior, O; Nakagomi, MY; Pomari, ML","145","1994","09","07",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC. Beira da rod. Regis Bittencourt.","-47.88775","-24.622917",NA,"Arbusto, com ramos prostrados, flores creme. Em área com fragmento de mata atlântica secundária.","UEC018221","UEC018221",NA,NA,NA,NA,"2004","02","-47.88775","-24.622917",NA,NA,NA,NA,NA,NA
"33","2021-03-25 09:27:02-03","UNICAMP","UEC","80626","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Leitão Filho, HF; Rezende, RR; et al.","33156","1995","02","10",NA,"Brazil","São Paulo","Guarujá","Rod. Guarujá - Bertioga, km 19, trilha da Prainha Branca.","-46.436164","-24.663069",NA,"Árvore até 5m, frutos creme estverdeados, cálice vermelho.","UEC018227","UEC018227",NA,NA,NA,NA,"2004","02","-46.436164","-24.663069",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:32:00-03","UNICAMP","UEC","84578","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Santos, A","Godoy, SAP; Ferreira, GMP; Sordi, SJ; Garcia, RJF","266","1994","09","14",NA,"Brazil","São Paulo","São Paulo","Jd. Novo Parelheiros, Sítio do Sr. José Guilguer Reimberg (José Toco), a direita na Estrada Engº Marsilac, após o entroncamento com a Estrada da Colônia.","-46.735","-23.835556",NA,"Árvore ca. 6m de alt.; DAP 0,05m. Inflorescências amarelo-claro.; Clareira em terreno de menor aclive","UEC121935",NA,NA,NA,NA,NA,"2014","05","-46.735","-23.835556",NA,NA,"21",NA,NA,NA
"35","2021-03-01 16:32:00-03","UNICAMP","UEC","84579","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Santos, A","Godoy, SAP; Ferreira, GMP; Sordi, SJ; Garcia, RJF","264","1994","09","14",NA,"Brazil","São Paulo","São Paulo","Jd. Novo Parelheiros, Sítio do Sr. José Guilguer Reimberg (José Toco), a direita na Estrada Engº Marsilac, após o entroncamento com a Estrada da Colônia.","-46.735","-23.835556",NA,"Árvore ca. 4m de alt.; DAP 0,05m. Inflorescências amarelo-claro.; Clareira em terreno de menor aclive","UEC121934",NA,NA,NA,NA,NA,"2014","05","-46.735","-23.835556",NA,NA,"21",NA,NA,NA
"36","2021-03-01 16:32:00-03","UNICAMP","UEC","88385","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","9165","1995","09","05",NA,"Brazil","São Paulo","Eldorado","Cachoeira do Sapatu.","-48.400278","-24.6525",NA,"Arbusto, ca. 1,8m alt.; inflorescencia amarelo-esverdeada. Na mata Atlântica.","UEC018215","UEC018215",NA,NA,NA,NA,"2004","02","-48.400278","-24.6525",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:32:00-03","UNICAMP","UEC","95668","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Ivanauskas, NM; Gomes, A","870","1996","07","02",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Inst. Agronômico.","-47.876944","-24.608333",NA,"Flores em botão. Mata atlântica.","UEC018216","UEC018216",NA,NA,NA,NA,"2004","06","-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:32:00-03","UNICAMP","UEC","45215","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18719","1986","11","04",NA,"Brazil","São Paulo","Bertioga","Est. Bertioga - Mogi das Cruzes.","-46.138599395752","-23.8544006347656",NA,"Árvore até 10m, frutos vermelhos.","UEC018217","UEC018217",NA,NA,"37616","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:32:00-03","UNICAMP","UEC","133903","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Urbanetz, C","Urbanetz, C; Lindenberg, MF; Lelo; Domingos","114","2003","08","21",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga","-47.9199981689453","-25.0100002288818",NA,"Árvore de 10m.",NA,NA,NA,NA,"37574","auto","2004","05",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:32:00-03","UNICAMP","UEC","32231","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Barros, F","506","1980","10","09",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro de Jacareu.","-47.9199981689453","-25.0100002288818",NA,"Árvore com ca. 4m alt., Inflorescencias verde-amareladas.","UEC018220","UEC018220","100","100","37574","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:32:00-03","UNICAMP","UEC","49992","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Leitão Filho, HF; Tamashiro, JY; Rodrigues, RR; et al.","18759","1986","11","05",NA,"Brazil","São Paulo","Guarujá","Rod. Guarujá - Bertioga, km 19, Trilha prainha branca.","-46.25","-23.9899997711182",NA,"Arvote até 8m, frutos vermelhos. Na mata.","UEC018218","UEC018218",NA,NA,"18989","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:32:00-03","UNICAMP","UEC","33889","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Rodrigues, RR; Figueiredo, N","14952","1982","11","17",NA,"Brazil","São Paulo","Iguape","Est. Ecol. de Juréia.","-47.5499992370605","-24.7000007629395",NA,"Árvore gm, frutos vermelhos, na trilha norte.","UEC018213","UEC018213",NA,NA,"55628","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:32:00-03","UNICAMP","UEC","23907","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Vasconcellos, MB; Vasconcellos, J; Uieda, W","12570","1981","06","19",NA,"Brazil","São Paulo","Iguape","Região da cabeçeira do rio Perupava.","-47.5499992370605","-24.7000007629395",NA,"Árvore ca. 5m. Botões verdes. Na mata.","UEC018223","UEC018223",NA,NA,"55628","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:32:00-03","UNICAMP","UEC","82306","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Figueiredo, N; Rocha, DS; Rodrigues, RR","15652","1983","11","06",NA,"Brazil","São Paulo","Peruíbe","Reserva Estadual de Juréia.","-46.9900016784668","-24.3199996948242",NA,"Árvore de 5m, frutos vermelhos, na trlha para o morro.","UEC018228","UEC018228",NA,NA,"21922","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:32:00-03","UNICAMP","UEC","37861","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Figueiredo, N; Rocha, DS; Rodrigues, RR","15652","1983","11","06",NA,"Brazil","São Paulo","Peruíbe","Reserva Estadual de Juréia.","-46.9900016784668","-24.3199996948242",NA,"Árvore de 5m, frutos vermelhos, na trlha para o morro.","UEC018224","UEC018224",NA,NA,"21922","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:32:00-03","UNICAMP","UEC","22029","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Tamashiro, JY; Silva, AF","10538","1979","10","16",NA,"Brazil","São Paulo","Ubatuba","Estação Exp. de Ubatuba IAC","-45.0699996948242","-23.4300003051758",NA,"Árvore com 12m alt., frutos grenás.","UEC018229","UEC018229",NA,NA,"34265","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:32:00-03","UNICAMP","UEC","21144","S","Plantae","Magnoliopsida",NA,"Lacistemataceae","Lacistema","lucidum","Lacistema lucidum","Schnizl.","Torres, RB; Ramos, E","Leitão Filho, HF; Yamamoto, K; Silva, AF","10253","1979","08","07",NA,"Brazil","São Paulo","Ubatuba","Est. Exp de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,"Árv. com 2m., inflor-axilar creme vermelhinho.","UEC018233","UEC018233",NA,NA,"34265","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
