"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","522298","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","S. A. Mori","17387","1984","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522298","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Amapá","Calçoene","BR156, between Calçoene and Rio Amapá Grande, 30 km S of Calçoene","-50.92","2.25",NA,NA,"NY00522298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01098172","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","G. T. Prance","9252","1969","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274091' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098172","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Roraima",NA,"Dormida, foothills of Serra da Lua","-60.208","2.45",NA,NA,"NY01098172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2017-02-01 14:20:00-02","NY","NYBG","1738519","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","T. W. Henkel","3471a","1993","11","13","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1951127' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738519","Magnoliophyta","Myrtales",NA,"F. Almeda; D. S. Penneys","Upper Takutu-Upper Essequibo",NA,"South Rupununi Savanna; Marudi line 10 km S of Aishalton","-59.25","2.416666667","200","200","NY01738519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1738515","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","F. J. Fernández Casas","4025","1980","09",NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1951119' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738515","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Amambay",NA,"Cerro Corá, peñasco Guaiguy Hog",NA,NA,NA,NA,"NY01738515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1738523","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","T. J. Killeen","2744","1987","10","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1951134' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738523","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Santa Cruz","José Miguel de Velasco","Parque Nac. Noel Kempf. On top of Meseta.","-60.67","-14.67","750","800","NY01738523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00925316","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","L. Duarte","204","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925316","Magnoliophyta","Myrtales","DC.",NA,"Distrito Federal","Brasília","Gama.","-47.9294","-15.7797",NA,NA,"NY00925316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02210464","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","L. M. M. Carreira","529","1983","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505049' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210464","Magnoliophyta","Myrtales","DC.",NA,"Rondônia",NA,"Porto Velho. Estrada do Bom Sossego, 8ª linha do Yata.",NA,NA,NA,NA,"NY02210464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00925287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","S. L. M. Moore","490","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925287","Magnoliophyta","Myrtales","DC.",NA,NA,NA,"Iter Matogrossense.",NA,NA,NA,NA,"NY00925287_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 09:19:00-03","NY","NYBG","1738516","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","T. W. Henkel","692","1993","01","12","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1951123' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738516","Magnoliophyta","Myrtales",NA,"F. Almeda; D. S. Penneys","Potaro-Siparuni",NA,"Pakaraima Mts, adj. to E bank, Upper Ireng R; between Cipo settlement and Norugu Creek","-60.03333333","4.8","585","600","NY01738516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","522302","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","Collector unspecified","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522302","Magnoliophyta","Myrtales","DC.","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,"NY00522302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00925279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","H. S. Irwin","17121","1966","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925279","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Mato Grosso",NA,"Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.33","500","500","NY00925279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","522316","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","A. Euponino","378","1978","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522316","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Bahia","Porto Seguro","Rod. BR-367, a 10 km a W de Porto Seguro. Regiao de Mata Higrófila Sul Baiana. Folha SE-24 (16-39c). Margem do Rio do Peixa","-39.1387939","-16.4206361",NA,NA,"NY00522316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 03:36:00-03","NY","NYBG","522290","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","J. Velazco","116","1988","02",NA,"South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522290","Magnoliophyta","Myrtales",NA,"G. A. Aymard Corredor","Bolívar","Cedeño","Las Bonitas - Boca de Tucuragua","-65.3","7.8","50","50","NY00522290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01098188","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","G. T. Prance","30384","1987","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098188","Magnoliophyta","Myrtales","DC.",NA,"Pará",NA,"First Savanna on Rio Mocoões, Fazenda Fura Olho","-49.62","-0.6",NA,NA,"NY01098188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00748818","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","D. R. Hunt","5879","1966","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748818","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Mato Grosso",NA,"Barra do Garças - Xavantina road, 20 km from Xavantina","-52.300511","-14.8211","600","1000","NY00748818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00925301","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","G. G. Hatschbach","32089","1973","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925301","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Mato Grosso do Sul","Pedro Gomes",NA,"-54.5517","-18.1008",NA,NA,"NY00925301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1144783","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","R. de Mello-Silva","1681","1999","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144783","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Trilha para a parte inferior da cachoeira Casca d'Anta, partindo do alto da serra","-46.5289","-20.3046","900","1200","NY01144783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00925292","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","M. dos R. Cordeiro","1153","1976","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925292","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Mato Grosso","Matupá","Fazenda Cachimbo, sub.Base Projeto RADAM.","-54.9328","-10.0575",NA,NA,"NY00925292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00925302","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","G. G. Hatschbach","30051","1972","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925302","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386",NA,NA,"NY00925302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1519533","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","F. S. Juchum","15","2000","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1781607' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519533","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Bahia","Cairu","Cairú: Ilha de Boi Peba. Mirante no sentido NE da ilha","-38.9439583","-13.6189611",NA,NA,"NY01519533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","522307","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","J. S. Blanchet","3621",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522307","Magnoliophyta","Myrtales","DC.",NA,"Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"NY00522307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00925293","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","S. Tsugaru","B-220","1987","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925293","Magnoliophyta","Myrtales","DC.","R. Goldenberg","Tocantins","Formoso do Araguaia","130 km W from Gurupi.","-49.5289","-11.7969","250","250","NY00925293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00925314","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","H. S. Irwin","5947","1964","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925314","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719","700","1000","NY00925314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4218343","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","F. Almeda","8361","2001","10","04","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451306' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218343","Magnoliophyta","Myrtales","DC.",NA,"Minas Gerais","Madre de Deus","Along the road to Fazenda Patrimonio about 2.5 km beyond the town of Madre de Deus in the vicinity of the Embratel tower.","-44.35277939","-21.47278023","1061","1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00925284","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","G. Gardner","V.1605","1838","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925284","Magnoliophyta","Myrtales","DC.",NA,"Ceará",NA,NA,NA,NA,NA,NA,"NY00925284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01098171","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","J. M. Pires","52071",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273136' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098171","Magnoliophyta","Myrtales","DC.",NA,"Amapá",NA,NA,NA,NA,NA,NA,"NY01098171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00925289","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","W. W. Thomas","3969","1985","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925289","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Mato Grosso","Sinop","1-2 km E of Rio Teles Pires on road from BR 163 to Porto dos Gaúchos (MT 220).","-55.7","-11.7",NA,NA,"NY00925289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00925272","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","R. M. Harley","24912","1988","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925272","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Minas Gerais","Buenópolis","Serra do Cabral, a 7 km da cidade.","-44.25","-17.88","950","950","NY00925272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00925315","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","H. S. Irwin","6535","1964","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925315","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Mato Grosso",NA,"Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","300","400","NY00925315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","522301","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","H. R. Wullschlaegel","1458",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522301","Magnoliophyta","Myrtales","DC.",NA,NA,NA,"Brasilia",NA,NA,NA,NA,"NY00522301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00925303","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","H. S. Irwin","34522","1972","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925303","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 18 km E. of Pirenópolis","-48.78195","-15.85","1000","1000","NY00925303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","522294","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","M. J. Jansen-Jacobs","2131","1991","01","18","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522294","Magnoliophyta","Myrtales","DC.","J. J. Wurdack",NA,NA,"Rupununi. Dadanawam, Tawatawun Mountain",NA,NA,"100","250","NY00522294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","522318","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","R. M. Harley","15273","1974","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522318","Magnoliophyta","Myrtales","DC.","J. J. Wurdack","Bahia",NA,"10 km N of town of RIo de Contas on road to Mato Grosso","-41.83","-13.47","1000","1000","NY00522318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01116631","PreservedSpecimen","Plantae","Melastomataceae","Miconia","stenostachya","Miconia stenostachya","F. A. Michelangeli","323","1996","06","13","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239586' target='other'> <mi>dwc_moreinfo</mi></a>","NY01116631","Magnoliophyta","Myrtales","DC.","J. Meirelles","Amazonas",NA,"Campamento Yutajé.",NA,NA,"150","150","NY01116631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
